Staff_ID,Last_Name,First_Name,Current_Team,Role,Primary_Group,Salary,Player_Development,Young_Player_Development,Motivation,Discipline,Play_Calling,Strength_Training,Conditioning,Intelligence,Scouting_Ability,Interviewing,Age,Retired,Years_on_Contract,Suitable_Head_Coach,Suitable_Offensive_Coordinator,Suitable_Defensive_Coordinator,Suitable_Assistant_Coach,Suitable_Strength_Coordinator
25,Trestman,Marc,5,Head Coach,Quarterbacks,372,27,63,48,88,19,0,0,34,87,67,58,0,1,52,48,0,53,0
26,Kromer,Aaron,5,Offensive Coordinator,Offensive Linemen,294,33,59,48,11,58,0,0,11,47,64,47,0,4,37,46,0,44,0
27,Tucker,Mel,5,Defensive Coordinator,Secondary,294,76,74,47,57,61,0,0,41,73,73,42,0,1,57,0,68,67,0
28,DeCamillis,Joe,5,Assistant Coach,Wide Receivers,220,57,64,42,83,34,0,0,71,59,73,49,0,4,56,53,0,60,0
29,Clark,Mike,5,Strength Coordinator,Strength,135,0,0,0,0,0,84,47,81,0,0,60,0,2,0,0,0,0,64
30,Lewis,Marvin,6,Head Coach,Linebackers,389,39,33,81,67,94,0,0,60,14,39,56,0,4,53,0,41,34,0
31,Jackson,Hue,6,Offensive Coordinator,Running Backs,171,22,25,24,54,25,0,0,51,69,66,49,0,4,33,35,0,32,0
32,Alexander,Paul,6,Defensive Coordinator,Offensive Linemen,152,72,59,35,44,88,0,0,75,83,29,54,0,3,46,70,0,57,0
33,Guenther,Paul,6,Defensive Coordinator,Linebackers,171,60,58,57,5,57,0,0,19,40,64,43,0,2,45,0,50,51,0
34,Morton,Chip,6,Strength Coordinator,Strength,70,0,0,0,0,0,50,18,13,0,0,52,0,3,0,0,0,0,30
35,Garrett,Jason,7,Head Coach,Quarterbacks,434,65,66,17,64,50,0,0,63,58,73,48,0,3,46,57,0,60,0
36,Callahan,Bill,7,Offensive Coordinator,Offensive Linemen,388,46,34,50,58,72,0,0,59,33,86,58,0,3,50,45,0,42,0
37,Kiffin,Monte,7,Defensive Coordinator,Linebackers,413,92,84,92,71,76,0,0,94,44,68,74,0,3,80,0,72,77,0
38,Bisaccia,Rich,7,Assistant Coach,Running Backs,309,44,77,57,69,79,0,0,76,44,80,54,0,4,58,61,0,62,0
39,Woicik,Mike,7,Strength Coordinator,Strength,190,0,0,0,0,0,63,74,75,0,0,58,0,3,0,0,0,0,68
40,Fox,John,8,Head Coach,Secondary,434,17,85,76,41,65,0,0,56,98,44,59,0,2,53,0,62,60,0
41,Gase,Adam,8,Offensive Coordinator,Wide Receivers,232,68,59,79,40,37,0,0,22,49,78,36,0,3,61,50,0,56,0
42,Del Rio,Jack,8,Defensive Coordinator,Linebackers,232,43,38,62,43,31,0,0,34,28,45,51,0,4,46,0,33,36,0
43,Rodgers,Jeff,8,Assistant Coach,Linebackers,173,17,31,65,57,23,0,0,61,39,79,36,0,2,48,0,27,33,0
44,Richesson,Luke,8,Strength Coordinator,Strength,107,0,0,0,0,0,75,70,44,0,0,38,0,2,0,0,0,0,70
45,Caldwell,Jim,9,Head Coach,Wide Receivers,349,67,57,34,18,86,0,0,84,29,85,59,0,2,46,59,0,57,0
46,Lombardi,Joe,9,Offensive Coordinator,Quarterbacks,154,68,46,10,37,36,0,0,7,30,19,43,0,2,29,39,0,40,0
47,Austin,Teryl,9,Defensive Coordinator,Secondary,154,66,32,39,20,17,0,0,5,1,73,49,0,2,40,0,29,37,0
48,Bonamego,John,9,Assistant Coach,Quarterbacks,110,61,71,13,52,57,0,0,13,65,35,51,0,4,36,58,0,55,0
49,Arapoff,Jason,9,Strength Coordinator,Strength,68,0,0,0,0,0,34,19,58,0,0,49,0,3,0,0,0,0,27
50,McCarthy,Mike,10,Head Coach,Quarterbacks,518,63,94,56,32,45,0,0,42,47,36,51,0,3,51,58,0,65,0
51,Clements,Tom,10,Offensive Coordinator,Quarterbacks,267,56,66,46,49,40,0,0,49,66,57,61,0,4,49,53,0,57,0
52,Capers,Dom,10,Defensive Coordinator,Secondary,267,90,26,56,48,37,0,0,37,87,25,64,0,4,53,0,55,45,0
53,Moss,Winston,10,Assistant Coach,Linebackers,200,21,82,64,64,67,0,0,70,70,13,49,0,2,48,0,55,54,0
54,Lovat,Mark,10,Strength Coordinator,Strength,123,0,0,0,0,0,77,66,67,0,0,45,0,3,0,0,0,0,69
55,Pagano,Chuck,11,Head Coach,Secondary,389,54,59,48,27,80,0,0,75,44,55,54,0,3,46,0,56,51,0
56,Hamilton,Pep,11,Offensive Coordinator,Quarterbacks,243,51,65,7,43,15,0,0,59,17,31,40,0,4,30,35,0,47,0
57,Manusky,Greg,11,Defensive Coordinator,Linebackers,243,70,75,32,32,39,0,0,36,38,32,48,0,4,41,0,52,56,0
58,McMahon,Tom,11,Assistant Coach,Linebackers,182,13,71,62,76,59,0,0,78,82,7,45,0,3,47,0,51,48,0
59,Marandino,Roger,11,Strength Coordinator,Strength,112,0,0,0,0,0,79,69,17,0,0,43,0,1,0,0,0,0,68
60,Bradley,Gus,12,Head Coach,Linebackers,301,35,42,33,17,67,0,0,31,34,46,48,0,2,31,0,41,34,0
61,Fisch,Jedd,12,Offensive Coordinator,Quarterbacks,136,69,63,10,26,25,0,0,54,27,54,38,0,3,34,43,0,53,0
62,Babich,Bob,12,Defensive Coordinator,Linebackers,136,17,47,11,33,47,0,0,9,54,30,53,0,4,20,0,36,31,0
63,Mallory,Mike,12,Assistant Coach,Secondary,102,54,34,69,72,48,0,0,39,13,70,52,0,3,55,0,36,40,0
64,Myslinski,Tom,12,Strength Coordinator,Strength,63,0,0,0,0,0,22,28,47,0,0,46,0,2,0,0,0,0,25
65,Reid,Andy,13,Head Coach,Quarterbacks,518,40,67,67,37,40,0,0,34,41,65,56,0,4,51,46,0,53,0
66,Pederson,Doug,13,Offensive Coordinator,Quarterbacks,175,2,14,26,46,56,0,0,70,36,68,46,0,4,26,27,0,22,0
67,Sutton,Bob,13,Defensive Coordinator,Linebackers,175,42,54,21,86,29,0,0,19,85,45,63,0,4,40,0,48,48,0
68,Toub,Dave,13,Assistant Coach,Secondary,131,86,51,58,27,94,0,0,52,76,26,52,0,2,53,0,69,54,0
69,Rubin,Barry,13,Strength Coordinator,Strength,81,0,0,0,0,0,27,53,69,0,0,57,0,3,0,0,0,0,40
70,Philbin,Joe,14,Head Coach,Tight Ends,301,57,43,10,67,52,0,0,21,56,18,53,0,2,32,46,0,40,0
71,Lazor,Bill,14,Offensive Coordinator,Quarterbacks,132,29,27,38,53,26,0,0,58,70,42,42,0,2,35,35,0,34,0
72,Coyle,Kevin,14,Defensive Coordinator,Secondary,208,97,49,17,55,43,0,0,95,35,36,58,0,3,45,0,53,55,0
73,Rizzi,Darren,14,Assistant Coach,Linebackers,156,59,68,12,56,37,0,0,57,55,57,44,0,2,40,0,53,56,0
74,Krein,Darren,14,Strength Coordinator,Strength,96,0,0,0,0,0,40,70,65,0,0,43,0,3,0,0,0,0,55
75,Zimmer,Mike,15,Head Coach,Linebackers,349,16,40,29,72,31,0,0,31,39,34,58,0,2,32,0,28,30,0
76,Turner,Norv,15,Offensive Coordinator,Wide Receivers,154,40,19,46,39,22,0,0,16,53,68,62,0,2,40,31,0,31,0
77,Edwards,George,15,Defensive Coordinator,Linebackers,154,44,35,14,14,47,0,0,11,45,58,47,0,3,24,0,39,34,0
78,Priefer,Mike,15,Assistant Coach,Linebackers,115,30,27,36,72,47,0,0,53,51,56,48,0,4,40,0,36,34,0
79,Marcus,Evan,15,Strength Coordinator,Strength,71,0,0,0,0,0,56,22,4,0,0,46,0,3,0,0,0,0,34
80,Belichick,Bill,16,Head Coach,Secondary,651,58,80,73,41,74,0,0,51,64,50,62,0,2,59,0,66,65,0
81,McDaniels,Josh,16,Offensive Coordinator,Quarterbacks,380,56,71,87,20,84,0,0,68,76,23,38,0,2,57,66,0,58,0
82,Patricia,Matt,16,Defensive Coordinator,Linebackers,388,39,86,87,18,53,0,0,66,85,73,40,0,2,60,0,62,66,0
83,O'Brien,Scott,16,Assistant Coach,Linebackers,214,49,49,51,52,78,0,0,64,60,98,57,0,4,53,0,58,53,0
84,Nash,Harold,16,Strength Coordinator,Strength,179,0,0,0,0,0,35,40,41,0,0,58,0,3,0,0,0,0,36
85,Payton,Sean,17,Head Coach,Quarterbacks,695,78,69,52,42,50,0,0,49,31,64,51,0,1,54,55,0,61,0
86,Carmichael,Pete,17,Offensive Coordinator,Quarterbacks,163,30,61,11,11,43,0,0,36,46,56,43,0,3,24,43,0,44,0
87,Ryan,Rob,17,Defensive Coordinator,Linebackers,163,57,83,13,76,34,0,0,69,34,11,52,0,4,39,0,49,58,0
88,McMahon,Greg,17,Assistant Coach,Tight Ends,122,49,84,43,40,37,0,0,88,15,59,54,0,3,48,47,0,61,0
89,Dalrymple,Dan,17,Strength Coordinator,Strength,75,0,0,0,0,0,40,53,9,0,0,49,0,2,0,0,0,0,42
90,Coughlin,Tom,18,Head Coach,Wide Receivers,606,50,48,31,77,92,0,0,64,40,83,68,0,4,48,56,0,50,0
91,McAdoo,Ben,18,Offensive Coordinator,Wide Receivers,267,33,57,56,35,79,0,0,65,70,21,37,0,3,42,55,0,46,0
92,Fewell,Perry,18,Defensive Coordinator,Secondary,345,87,60,29,76,47,0,0,46,42,50,52,0,2,51,0,57,59,0
93,Quinn,Tom,18,Assistant Coach,Linebackers,258,41,63,36,88,68,0,0,88,51,72,46,0,3,52,0,54,57,0
94,Palmieri,Jerry,18,Strength Coordinator,Strength,159,0,0,0,0,0,81,83,83,0,0,56,0,1,0,0,0,0,80
95,Ryan,Rex,19,Head Coach,Linebackers,349,26,70,36,63,69,0,0,23,24,39,52,0,2,37,0,43,44,0
96,Mornhinweg,Marty,19,Offensive Coordinator,Quarterbacks,317,98,92,46,81,43,0,0,94,97,49,52,0,1,67,79,0,83,0
97,Thurman,Dennis,19,Defensive Coordinator,Secondary,315,66,28,91,38,52,0,0,66,93,30,58,0,3,59,0,55,44,0
98,Lynn,Anthony,19,Assistant Coach,Running Backs,236,38,79,17,11,63,0,0,47,46,37,46,0,2,27,52,0,52,0
99,Galac,Justus,19,Strength Coordinator,Strength,145,0,0,0,0,0,68,30,66,0,0,34,0,4,0,0,0,0,47
100,Sparano,Tony,20,Head Coach,Offensive Linemen,261,21,45,7,47,30,0,0,47,40,78,53,0,3,28,33,0,39,0
101,Olson,Greg,20,Offensive Coordinator,Quarterbacks,142,45,90,23,34,86,0,0,20,82,48,51,0,3,38,70,0,63,0
102,Tarver,Jason,20,Defensive Coordinator,Linebackers,142,39,31,50,27,44,0,0,43,46,7,40,0,4,33,0,35,28,0
103,April,Bobby,20,Assistant Coach,Wide Receivers,106,46,51,66,76,32,0,0,84,47,15,61,0,3,52,41,0,45,0
104,Grieco,John,20,Strength Coordinator,Strength,65,0,0,0,0,0,68,66,61,0,0,41,0,4,0,0,0,0,65
105,Kelly,Chip,21,Head Coach,Running Backs,606,58,42,56,38,39,0,0,58,48,44,51,0,2,47,44,0,44,0
106,Shurmur,Pat,21,Offensive Coordinator,Quarterbacks,308,66,73,46,86,87,0,0,86,85,39,49,0,3,58,73,0,66,0
107,Davis,Billy,21,Defensive Coordinator,Linebackers,308,66,59,16,33,66,0,0,10,37,49,49,0,3,34,0,53,47,0
108,Azzinaro,Jerry,21,Assistant Coach,Secondary,230,56,98,72,64,62,0,0,53,70,53,56,0,4,64,0,67,74,0
109,Hingst,Josh,21,Strength Coordinator,Strength,142,0,0,0,0,0,49,63,11,0,0,35,0,2,0,0,0,0,51
110,Tomlin,Mike,22,Head Coach,Secondary,518,26,81,59,4,62,0,0,77,80,54,42,0,3,45,0,59,59,0
111,Haley,Todd,22,Offensive Coordinator,Wide Receivers,220,36,32,57,38,66,0,0,34,19,57,47,0,2,41,37,0,32,0
112,LeBeau,Dick,22,Defensive Coordinator,Secondary,220,98,53,47,54,54,0,0,38,49,58,77,0,4,55,0,59,58,0
113,Mitchell,John,22,Assistant Coach,Defensive Linemen,164,35,66,51,44,39,0,0,47,84,67,63,0,1,49,0,54,56,0
114,Giemont,Garrett,22,Strength Coordinator,Strength,101,0,0,0,0,0,27,28,90,0,0,58,0,2,0,0,0,0,30
115,McCoy,Mike,23,Head Coach,Quarterbacks,349,22,57,7,54,50,0,0,68,63,28,42,0,4,27,46,0,43,0
116,Reich,Frank,23,Offensive Coordinator,Quarterbacks,154,45,63,28,17,68,0,0,83,66,26,53,0,4,34,56,0,49,0
117,Pagano,John,23,Defensive Coordinator,Linebackers,159,47,68,59,20,57,0,0,59,2,18,47,0,2,43,0,40,45,0
118,Spencer,Kevin,23,Assistant Coach,Linebackers,119,26,61,30,59,56,0,0,81,62,62,61,0,2,41,0,50,49,0
119,Johnson,Kent,23,Strength Coordinator,Strength,73,0,0,0,0,0,25,18,34,0,0,58,0,3,0,0,0,0,21
120,Carroll,Pete,24,Head Coach,Secondary,695,50,49,48,72,51,0,0,86,32,90,63,0,2,55,0,47,53,0
121,Bevell,Darrell,24,Offensive Coordinator,Quarterbacks,191,14,54,57,36,47,0,0,64,46,54,44,0,4,40,39,0,41,0
122,Quinn,Dan,24,Defensive Coordinator,Defensive Linemen,191,70,18,40,51,42,0,0,36,23,68,44,0,4,44,0,38,36,0
123,Cable,Tom,24,Assistant Coach,Offensive Linemen,143,25,34,34,16,61,0,0,46,66,66,50,0,3,31,44,0,35,0
124,Carlisle,Chris,24,Strength Coordinator,Strength,88,0,0,0,0,0,70,34,72,0,0,52,0,4,0,0,0,0,51
125,Harbaugh,Jim,25,Head Coach,Quarterbacks,434,56,44,49,55,46,0,0,49,39,83,51,0,2,50,46,0,47,0
126,Roman,Greg,25,Offensive Coordinator,Tight Ends,280,45,59,45,28,37,0,0,30,65,63,42,0,2,44,49,0,49,0
127,Fangio,Vic,25,Defensive Coordinator,Linebackers,280,41,99,80,97,69,0,0,40,47,26,56,0,2,64,0,60,65,0
128,Seely,Brad,25,Assistant Coach,Offensive Linemen,210,29,43,49,80,28,0,0,76,30,28,58,0,2,44,31,0,37,0
129,Uyeyama,Mark,25,Strength Coordinator,Strength,129,0,0,0,0,0,30,52,49,0,0,39,0,3,0,0,0,0,41
130,Fisher,Jeff,26,Head Coach,Secondary,606,52,42,79,40,34,0,0,38,38,24,56,0,4,50,0,38,39,0
131,Schottenheimer,Brian,26,Offensive Coordinator,Quarterbacks,140,63,64,32,60,43,0,0,28,38,48,41,0,4,45,49,0,51,0
132,Williams,Gregg,26,Defensive Coordinator,Linebackers,140,81,30,84,89,88,0,0,23,60,41,56,0,4,66,0,59,45,0
133,Fassel,John,26,Assistant Coach,Tight Ends,105,68,5,43,56,41,0,0,71,44,43,40,0,4,43,38,0,31,0
134,Gullickson,Rock,26,Strength Coordinator,Strength,64,0,0,0,0,0,63,20,24,0,0,59,0,3,0,0,0,0,37
135,Smith,Lovie,27,Head Coach,Linebackers,434,45,31,25,34,24,0,0,79,28,40,56,0,4,33,0,32,33,0
136,Tedford,Jeff,27,Offensive Coordinator,Quarterbacks,191,28,98,81,31,69,0,0,38,35,41,53,0,3,52,55,0,60,0
137,Frazier,Leslie,27,Defensive Coordinator,Secondary,191,47,56,68,80,73,0,0,46,95,65,55,0,2,61,0,64,56,0
138,O'Dea,Kevin,27,Assistant Coach,Offensive Linemen,143,32,18,73,44,36,0,0,22,44,50,54,0,3,44,29,0,28,0
139,Kennedy,Dave,27,Strength Coordinator,Strength,88,0,0,0,0,0,22,67,97,0,0,54,0,3,0,0,0,0,47
140,Whisenhunt,Ken,28,Head Coach,Tight Ends,349,33,40,25,26,44,0,0,45,26,37,52,0,1,27,33,0,32,0
141,Michael,Jason,28,Offensive Coordinator,Tight Ends,154,56,33,58,73,62,0,0,33,66,16,36,0,2,47,47,0,37,0
142,Horton,Ray,28,Defensive Coordinator,Secondary,154,37,86,20,35,73,0,0,16,78,62,54,0,3,37,0,65,60,0
143,Kaczor,Nate,28,Assistant Coach,Offensive Linemen,115,17,30,38,38,65,0,0,50,54,31,47,0,2,30,37,0,29,0
144,Watterson,Steve,28,Strength Coordinator,Strength,82,0,0,0,0,0,72,49,41,0,0,58,0,3,0,0,0,0,57
145,Gruden,Jay,29,Head Coach,Quarterbacks,434,22,62,49,16,52,0,0,31,28,19,47,0,4,32,37,0,37,0
146,McVay,Sean,29,Offensive Coordinator,Wide Receivers,191,57,42,75,58,55,0,0,52,78,74,28,0,4,61,56,0,51,0
147,Haslett,Jim,29,Defensive Coordinator,Linebackers,364,84,39,76,42,62,0,0,39,82,87,59,0,2,65,0,64,58,0
148,Kotwica,Ben,29,Assistant Coach,Linebackers,143,55,22,2,29,41,0,0,61,52,71,40,0,4,29,0,41,37,0
149,Wright,Ray,29,Strength Coordinator,Strength,168,0,0,0,0,0,93,31,55,0,0,43,0,2,0,0,0,0,58
150,Pettine,Mike,30,Head Coach,Linebackers,301,18,31,58,8,43,0,0,60,62,67,48,0,3,38,0,37,34,0
151,Shanahan,Kyle,30,Offensive Coordinator,Quarterbacks,195,61,44,14,67,32,0,0,40,42,77,35,0,2,41,45,0,49,0
152,O'Neil,Jim,30,Defensive Coordinator,Secondary,132,48,16,41,33,36,0,0,19,11,37,36,0,2,31,0,25,24,0
153,Tabor,Chris,30,Assistant Coach,Running Backs,128,69,60,21,56,62,0,0,47,39,11,43,0,4,37,52,0,48,0
154,Roll,Brad,30,Strength Coordinator,Strength,79,0,0,0,0,0,87,50,22,0,0,56,0,4,0,0,0,0,63
155,O'Brien,Bill,31,Head Coach,Quarterbacks,434,45,11,58,63,73,0,0,71,47,21,45,0,3,43,41,0,25,0
156,Godsey,George,31,Offensive Coordinator,Quarterbacks,191,22,78,8,45,57,0,0,1,73,75,35,0,3,31,55,0,55,0
157,Crennel,Romeo,31,Defensive Coordinator,Defensive Linemen,191,61,93,85,81,64,0,0,82,35,66,67,0,4,73,0,63,71,0
158,Ligashesky,Bob,31,Assistant Coach,Tight Ends,143,81,40,40,37,41,0,0,26,93,33,52,0,1,45,58,0,49,0
159,Fitzgerald,Craig,31,Strength Coordinator,Strength,88,0,0,0,0,0,48,64,56,0,0,39,0,2,0,0,0,0,55
160,Ashton,Leo,99,None,Strength,0,0,0,0,0,0,56,67,78,0,0,46,0,0,0,0,0,0,61
161,Ford,Harvey,99,None,Tight Ends,0,22,34,40,23,35,0,0,53,49,74,56,0,0,34,34,0,34,0
162,Legband,Ezra,99,None,Defensive Linemen,0,41,70,36,60,26,0,0,66,50,55,52,0,0,46,0,45,55,0
163,Brady,Larry,99,None,Running Backs,0,68,76,21,43,44,0,0,60,18,45,44,0,0,41,49,0,57,0
164,Roffmann,Max,99,None,Strength,0,0,0,0,0,0,41,30,17,0,0,54,0,0,0,0,0,0,33
165,Bollinger,Eddie,99,None,Offensive Linemen,0,54,14,67,67,45,0,0,53,62,7,38,0,0,47,38,0,30,0
166,Maness,Lewis,99,None,Strength,0,0,0,0,0,0,60,78,32,0,0,32,0,0,0,0,0,0,66
167,Winters,Conner,99,None,Quarterbacks,0,89,40,35,51,21,0,0,74,57,63,55,0,0,50,51,0,54,0
168,Lassiter,Dixon,99,None,Quarterbacks,0,46,50,76,35,80,0,0,53,24,70,50,0,0,54,48,0,48,0
169,Ellison,Howard,99,None,Strength,0,0,0,0,0,0,8,53,13,0,0,32,0,0,0,0,0,0,28
170,Wolfe,Gustavo,99,None,Strength,0,0,0,0,0,0,42,87,15,0,0,55,0,0,0,0,0,0,61
171,Houghton,Bryson,99,None,Running Backs,0,64,78,65,50,76,0,0,4,75,19,47,0,0,54,65,0,59,0
172,Wiggin,Louis,99,None,Offensive Linemen,0,78,73,77,69,63,0,0,93,82,72,57,0,0,73,71,0,74,0
173,Matthew,Luke,99,None,Offensive Linemen,0,29,53,69,24,20,0,0,58,5,70,34,0,0,46,28,0,42,0
174,Norton,Steven,99,None,Strength,0,0,0,0,0,0,31,32,70,0,0,41,0,0,0,0,0,0,32
175,Eckberg,J.J.,99,None,Tight Ends,0,13,60,38,2,60,0,0,29,26,25,48,0,0,25,36,0,35,0
176,Alexander,Carlton,99,None,Strength,0,0,0,0,0,0,35,63,54,0,0,44,0,0,0,0,0,0,48
177,Masiona,Derrick,99,None,Strength,0,0,0,0,0,0,14,60,18,0,0,38,0,0,0,0,0,0,36
178,Tracy,Jared,99,None,Tight Ends,0,39,73,57,56,10,0,0,77,21,52,40,0,0,51,36,0,54,0
179,Woods,Damon,99,None,Tight Ends,0,46,58,45,53,80,0,0,26,38,42,51,0,0,44,51,0,46,0
180,Eckard,Dennis,99,None,Strength,0,0,0,0,0,0,34,97,29,0,0,50,0,0,0,0,0,0,63
181,Edwards,Mercury,99,None,Running Backs,0,53,62,15,65,7,0,0,72,54,23,44,0,0,36,42,0,50,0
182,Wooden,Wally,99,None,Strength,0,0,0,0,0,0,60,56,54,0,0,33,0,0,0,0,0,0,56
183,Walker,Wendell,99,None,Tight Ends,0,50,67,81,40,80,0,0,36,40,51,50,0,0,58,55,0,55,0
184,Sunderland,Jeremy,99,None,Defensive Linemen,0,91,63,19,48,42,0,0,58,82,40,58,0,0,46,0,65,63,0
185,Falcon,Chad,99,None,Tight Ends,0,67,58,51,39,67,0,0,74,41,62,41,0,0,51,57,0,56,0
186,Jiminez,Anthony,99,None,Strength,0,0,0,0,0,0,47,27,44,0,0,58,0,0,0,0,0,0,36
187,Olin,Quentin,99,None,Defensive Linemen,0,25,56,51,2,65,0,0,16,72,40,43,0,0,34,0,50,41,0
188,Reid,Ezekiel,99,None,Linebackers,0,16,49,63,57,55,0,0,54,37,14,45,0,0,41,0,36,33,0
189,Barrett,Oliver,99,None,Defensive Linemen,0,65,54,70,39,68,0,0,76,65,67,47,0,0,59,0,60,58,0
190,Kyl,Alfredo,99,None,Linebackers,0,71,46,26,30,36,0,0,57,89,21,57,0,0,38,0,55,48,0
191,Hill,Tucker,99,None,Offensive Linemen,0,76,64,61,6,25,0,0,76,31,57,38,0,0,52,48,0,58,0
192,Edwards,Jonathan,99,None,Linebackers,0,23,30,34,19,49,0,0,59,42,67,33,0,0,31,0,35,34,0
193,Komrska,Donovan,99,None,Defensive Linemen,0,35,76,57,33,35,0,0,96,27,96,58,0,0,53,0,45,59,0
194,Barber,Ted,99,None,Tight Ends,0,60,47,86,16,36,0,0,43,39,24,55,0,0,52,41,0,42,0
195,Craig,Edgar,99,None,Strength,0,0,0,0,0,0,50,39,40,0,0,32,0,0,0,0,0,0,43
196,Monroe,Trenton,99,None,Strength,0,0,0,0,0,0,25,30,2,0,0,45,0,0,0,0,0,0,25
197,Holleran,Sean,99,None,Tight Ends,0,72,17,7,58,74,0,0,59,55,40,34,0,0,33,51,0,35,0
198,Mahoney,Jorge,99,None,Offensive Linemen,0,51,70,74,63,45,0,0,42,44,18,37,0,0,55,47,0,52,0
199,Dunn,Matt,99,None,Strength,0,0,0,0,0,0,54,33,18,0,0,57,0,0,0,0,0,0,40
200,Rivers,Paul,99,None,Secondary,0,54,53,13,48,33,0,0,6,28,78,34,0,0,36,0,41,46,0
201,Foreman,Jerry,99,None,Wide Receivers,0,65,28,51,10,78,0,0,43,19,75,45,0,0,44,46,0,39,0
202,Clark,Wyatt,99,None,Secondary,0,8,38,52,4,32,0,0,56,79,70,38,0,0,35,0,38,36,0
203,Knight,Alonzo,99,None,Secondary,0,35,15,20,44,50,0,0,74,28,67,38,0,0,31,0,33,28,0
204,Turnbull,Don,99,None,Tight Ends,0,15,4,63,18,25,0,0,55,39,70,42,0,0,37,21,0,19,0
205,Buckner,Norbert,99,None,Running Backs,0,7,29,56,52,71,0,0,41,77,59,46,0,0,41,42,0,31,0
206,Ward,D.J.,99,None,Offensive Linemen,0,48,18,41,22,61,0,0,30,68,81,52,0,0,38,46,0,34,0
207,Emerson,T.J.,99,None,Running Backs,0,31,60,61,60,39,0,0,45,54,43,38,0,0,49,44,0,46,0
208,Perez,Raymond,99,None,Defensive Linemen,0,49,14,4,5,5,0,0,43,78,38,40,0,0,19,0,34,29,0
209,Williams,Harris,99,None,Wide Receivers,0,70,60,15,60,72,0,0,71,20,56,35,0,0,42,54,0,54,0
