Category,Team/All_Teams,Place,Player,Record,Team,Year
Receiving Touchdowns,0,9,842,2,0,2015
Receiving Touchdowns,0,10,1836,2,0,2015
Receiving Touchdowns,0,11,842,2,0,2016
Receiving Touchdowns,0,12,1675,2,0,2016
Receiving Touchdowns,0,13,1819,2,0,2016
Receiving Touchdowns,0,14,1365,1,0,2014
Receiving Touchdowns,0,15,1288,1,0,2015
Receiving Touchdowns,0,16,2566,1,0,2015
Receiving Touchdowns,0,17,1288,1,0,2016
Receiving Touchdowns,0,18,1951,1,0,2016
Receiving Touchdowns,0,19,2634,1,0,2016
Receiving Touchdowns,0,20,4255,1,0,2016
Targeted Passes,0,0,1546,133,0,2014
Targeted Passes,0,1,842,103,0,2014
Targeted Passes,0,2,1864,96,0,2016
Targeted Passes,0,3,842,92,0,2016
Targeted Passes,0,4,1546,87,0,2015
Targeted Passes,0,5,1771,84,0,2014
Targeted Passes,0,6,1864,80,0,2014
Targeted Passes,0,7,883,79,0,2015
Targeted Passes,0,8,842,78,0,2015
Targeted Passes,0,9,1864,73,0,2015
Targeted Passes,0,10,1819,69,0,2016
Targeted Passes,0,11,1836,51,0,2014
Targeted Passes,0,12,1288,48,0,2016
Targeted Passes,0,13,1836,48,0,2016
Targeted Passes,0,14,1288,45,0,2015
Targeted Passes,0,15,1836,42,0,2015
Targeted Passes,0,16,1675,40,0,2016
Targeted Passes,0,17,2589,38,0,2014
Targeted Passes,0,18,2566,35,0,2015
Targeted Passes,0,19,4255,35,0,2016
Targeted Passes,0,20,1365,30,0,2014
Targeted Passes,0,21,2634,29,0,2016
Targeted Passes,0,22,2012,19,0,2014
Targeted Passes,0,23,3272,19,0,2015
Targeted Passes,0,24,831,13,0,2014
Targeted Passes,0,25,369,12,0,2014
Targeted Passes,0,26,1951,12,0,2016
Targeted Passes,0,27,2512,11,0,2016
Targeted Passes,0,28,1365,7,0,2015
Targeted Passes,0,29,1464,4,0,2014
Targeted Passes,0,30,4232,4,0,2016
Targeted Passes,0,31,1371,3,0,2014
Targeted Passes,0,32,3410,2,0,2015
Targeted Passes,0,33,3370,2,0,2016
Targeted Passes,0,34,4071,2,0,2016
Targeted Passes,0,35,831,1,0,2015
Targeted Passes,0,36,3370,1,0,2015
Passes Dropped,0,0,842,8,0,2014
Passes Dropped,0,1,1864,6,0,2014
Passes Dropped,0,2,842,6,0,2015
Passes Dropped,0,3,1546,5,0,2014
Passes Dropped,0,4,1771,5,0,2014
Passes Dropped,0,5,1546,5,0,2015
Passes Dropped,0,6,1288,5,0,2016
Passes Dropped,0,7,1864,4,0,2015
Passes Dropped,0,8,2566,4,0,2015
Passes Dropped,0,9,842,4,0,2016
Passes Dropped,0,10,2589,3,0,2014
Passes Dropped,0,11,883,2,0,2015
Passes Dropped,0,12,1675,2,0,2016
Passes Dropped,0,13,2634,2,0,2016
Passes Dropped,0,14,4255,2,0,2016
Passes Dropped,0,15,369,1,0,2014
Passes Dropped,0,16,1365,1,0,2014
Passes Dropped,0,17,1836,1,0,2014
Passes Dropped,0,18,1836,1,0,2015
Passes Dropped,0,19,3272,1,0,2015
Passes Dropped,0,20,1819,1,0,2016
Passes Dropped,0,21,1864,1,0,2016
Passes Dropped,0,22,1951,1,0,2016
Passes Dropped,0,23,3370,1,0,2016
100 Yards Receiving,0,0,1546,3,0,2014
100 Yards Receiving,0,1,842,2,0,2014
100 Yards Receiving,0,2,1546,1,0,2015
Interceptions,0,0,1073,6,0,2015
Interceptions,0,1,587,6,0,2016
Interceptions,0,2,587,4,0,2014
Interceptions,0,3,587,4,0,2015
Interceptions,0,4,1073,3,0,2014
Interceptions,0,5,1073,3,0,2016
Interceptions,0,6,1333,3,0,2016
Interceptions,0,7,794,2,0,2014
Interceptions,0,8,995,2,0,2014
Interceptions,0,9,794,2,0,2015
Interceptions,0,10,1729,2,0,2015
Interceptions,0,11,535,1,0,2014
Interceptions,0,12,722,1,0,2014
Interceptions,0,13,1091,1,0,2014
Interceptions,0,14,1386,1,0,2014
Interceptions,0,15,861,1,0,2015
Interceptions,0,16,1333,1,0,2015
Interceptions,0,17,307,1,0,2016
Interceptions,0,18,389,1,0,2016
Interceptions,0,19,2264,1,0,2016
Pass Defense Percentage,0,0,587,826,0,2015
Pass Defense Percentage,0,1,1073,825,0,2014
Pass Defense Percentage,0,2,1073,823,0,2015
Pass Defense Percentage,0,3,587,808,0,2014
Pass Defense Percentage,0,4,587,802,0,2016
Pass Defense Percentage,0,5,722,802,0,2016
Pass Defense Percentage,0,6,1386,798,0,2014
Pass Defense Percentage,0,7,861,794,0,2015
Pass Defense Percentage,0,8,1073,789,0,2016
Pass Defense Percentage,0,9,1333,783,0,2016
Pass Defense Percentage,0,10,389,776,0,2016
Pass Defense Percentage,0,11,722,773,0,2014
Pass Defense Percentage,0,12,1333,772,0,2014
Pass Defense Percentage,0,13,722,762,0,2015
Pass Defense Percentage,0,14,1193,760,0,2014
Pass Defense Percentage,0,15,1333,742,0,2015
Tackles,0,0,307,114,0,2016
Tackles,0,1,794,109,0,2015
Tackles,0,2,1333,104,0,2015
Tackles,0,3,794,98,0,2016
Tackles,0,4,1333,92,0,2016
Tackles,0,5,794,91,0,2014
Tackles,0,6,587,68,0,2014
Tackles,0,7,587,64,0,2015
Tackles,0,8,1073,64,0,2015
Tackles,0,9,1729,60,0,2015
Tackles,0,10,1333,59,0,2014
Tackles,0,11,1073,57,0,2014
Tackles,0,12,587,55,0,2016
Tackles,0,13,1386,53,0,2014
Tackles,0,14,861,53,0,2015
Tackles,0,15,389,52,0,2016
Tackles,0,16,1073,52,0,2016
Tackles,0,17,995,48,0,2015
Tackles,0,18,131,46,0,2014
Tackles,0,19,995,46,0,2014
Tackles,0,20,2973,44,0,2016
Tackles,0,21,604,43,0,2015
Tackles,0,22,722,42,0,2014
Tackles,0,23,1091,41,0,2014
Tackles,0,24,3008,40,0,2016
Tackles,0,25,1321,38,0,2015
Tackles,0,26,722,37,0,2015
Tackles,0,27,435,37,0,2016
Tackles,0,28,1193,34,0,2014
Tackles,0,29,3721,34,0,2016
Tackles,0,30,139,33,0,2014
Tackles,0,31,1225,33,0,2015
Tackles,0,32,3812,33,0,2015
Tackles,0,33,139,32,0,2015
Tackles,0,34,722,30,0,2016
Tackles,0,35,604,28,0,2014
Tackles,0,36,1321,28,0,2014
Tackles,0,37,2909,27,0,2014
Tackles,0,38,604,27,0,2016
Tackles,0,39,1321,26,0,2016
Tackles,0,40,1394,25,0,2015
Tackles,0,41,2264,22,0,2016
Tackles,0,42,3721,20,0,2015
Tackles,0,43,791,18,0,2015
Tackles,0,44,1225,17,0,2014
Tackles,0,45,1570,17,0,2014
Tackles,0,46,371,15,0,2016
Tackles,0,47,1394,9,0,2014
Tackles,0,48,2236,9,0,2014
Tackles,0,49,1570,9,0,2015
Tackles,0,50,2332,9,0,2016
Tackles,0,51,535,7,0,2014
Tackles,0,52,2977,7,0,2014
Tackles,0,53,1394,7,0,2016
Tackles,0,54,3156,6,0,2014
Tackles,0,55,1772,5,0,2014
Tackles,0,56,2264,4,0,2015
Tackles,0,57,426,3,0,2015
Tackles,0,58,842,3,0,2015
Tackles,0,59,1288,3,0,2015
Tackles,0,60,1836,3,0,2015
Tackles,0,61,3773,3,0,2015
Tackles,0,62,3014,3,0,2016
Tackles,0,63,3084,3,0,2016
Tackles,0,64,239,2,0,2015
Tackles,0,65,2566,2,0,2015
Tackles,0,66,842,2,0,2016
Tackles,0,67,1951,2,0,2016
Tackles,0,68,4780,2,0,2016
Tackles,0,69,98,1,0,2014
Tackles,0,70,691,1,0,2014
Tackles,0,71,842,1,0,2014
Tackles,0,72,1515,1,0,2014
Tackles,0,73,1771,1,0,2014
Tackles,0,74,1836,1,0,2014
Tackles,0,75,98,1,0,2015
Tackles,0,76,535,1,0,2015
Tackles,0,77,625,1,0,2015
Tackles,0,78,1536,1,0,2015
Tackles,0,79,1546,1,0,2015
Tackles,0,80,593,1,0,2016
Tackles,0,81,1515,1,0,2016
Tackles,0,82,1536,1,0,2016
Tackles,0,83,1675,1,0,2016
Tackles,0,84,1819,1,0,2016
Tackles,0,85,2512,1,0,2016
Tackles,0,86,4255,1,0,2016
Tackles,0,87,4678,1,0,2016
Assists,0,0,794,41,0,2016
Assists,0,1,307,34,0,2016
Assists,0,2,794,32,0,2014
Assists,0,3,794,32,0,2015
Assists,0,4,1333,32,0,2016
Assists,0,5,1333,24,0,2015
Assists,0,6,861,23,0,2015
Assists,0,7,722,20,0,2015
Assists,0,8,1073,20,0,2015
Assists,0,9,587,20,0,2016
Assists,0,10,1386,19,0,2014
Assists,0,11,1321,19,0,2015
Assists,0,12,1073,18,0,2014
Assists,0,13,587,18,0,2015
Assists,0,14,604,17,0,2015
Assists,0,15,435,17,0,2016
Assists,0,16,131,15,0,2014
Assists,0,17,139,15,0,2015
Assists,0,18,3812,15,0,2015
Assists,0,19,389,15,0,2016
Assists,0,20,1091,14,0,2014
Assists,0,21,995,14,0,2015
Assists,0,22,139,13,0,2014
Assists,0,23,995,13,0,2014
Assists,0,24,1321,13,0,2014
Assists,0,25,587,12,0,2014
Assists,0,26,604,12,0,2014
Assists,0,27,1333,12,0,2014
Assists,0,28,1073,12,0,2016
Assists,0,29,1321,12,0,2016
Assists,0,30,2973,12,0,2016
Assists,0,31,722,11,0,2014
Assists,0,32,1225,11,0,2015
Assists,0,33,1729,11,0,2015
Assists,0,34,722,11,0,2016
Assists,0,35,1193,10,0,2014
Assists,0,36,3008,10,0,2016
Assists,0,37,3721,9,0,2016
Assists,0,38,1394,8,0,2015
Assists,0,39,1570,7,0,2014
Assists,0,40,3721,7,0,2015
Assists,0,41,371,7,0,2016
Assists,0,42,2977,6,0,2014
Assists,0,43,604,6,0,2016
Assists,0,44,1394,6,0,2016
Assists,0,45,2264,6,0,2016
Assists,0,46,1225,5,0,2014
Assists,0,47,1394,5,0,2014
Assists,0,48,2236,5,0,2014
Assists,0,49,2909,5,0,2014
Assists,0,50,1570,4,0,2015
Assists,0,51,2332,4,0,2016
Assists,0,52,2264,3,0,2015
Assists,0,53,791,2,0,2015
Assists,0,54,691,1,0,2014
Assists,0,55,3156,1,0,2014
Assists,0,56,239,1,0,2015
Assists,0,57,426,1,0,2015
Assists,0,58,535,1,0,2015
Assists,0,59,3084,1,0,2016
Assists,0,60,4780,1,0,2016
Sacks,0,0,307,195,0,2016
Sacks,0,1,131,100,0,2014
Sacks,0,2,435,85,0,2016
Sacks,0,3,995,80,0,2014
Sacks,0,4,1321,80,0,2016
Sacks,0,5,1321,50,0,2015
Sacks,0,6,1394,50,0,2015
Sacks,0,7,604,50,0,2016
Sacks,0,8,139,45,0,2014
Sacks,0,9,1225,40,0,2015
Sacks,0,10,1729,40,0,2015
Sacks,0,11,139,35,0,2015
Sacks,0,12,3008,35,0,2016
Sacks,0,13,1570,30,0,2014
Sacks,0,14,995,30,0,2015
Sacks,0,15,604,25,0,2014
Sacks,0,16,3721,25,0,2016
Sacks,0,17,1394,20,0,2014
Sacks,0,18,2909,20,0,2014
Sacks,0,19,1394,20,0,2016
Sacks,0,20,1321,15,0,2014
Sacks,0,21,2236,15,0,2014
Sacks,0,22,604,15,0,2015
Sacks,0,23,1570,15,0,2015
Sacks,0,24,3721,15,0,2015
Sacks,0,25,535,10,0,2014
Sacks,0,26,1073,10,0,2014
Sacks,0,27,1225,10,0,2014
Sacks,0,28,794,10,0,2015
Sacks,0,29,371,10,0,2016
Sacks,0,30,794,10,0,2016
Sacks,0,31,587,5,0,2014
Sacks,0,32,1193,5,0,2014
Sacks,0,33,426,5,0,2015
Sacks,0,34,1333,5,0,2015
Sacks,0,35,1333,5,0,2016
Sacks,0,36,2264,5,0,2016
Hurries,0,0,139,15,0,2014
Hurries,0,1,139,11,0,2015
Hurries,0,2,1321,11,0,2016
Hurries,0,3,131,10,0,2014
Hurries,0,4,604,10,0,2015
Hurries,0,5,435,10,0,2016
Hurries,0,6,3008,10,0,2016
Hurries,0,7,604,9,0,2014
Hurries,0,8,1321,9,0,2014
Hurries,0,9,1321,9,0,2015
Hurries,0,10,307,7,0,2016
Hurries,0,11,1394,6,0,2015
Hurries,0,12,2909,5,0,2014
Hurries,0,13,3721,5,0,2015
Hurries,0,14,1394,5,0,2016
Hurries,0,15,1570,4,0,2014
Hurries,0,16,1729,4,0,2015
Hurries,0,17,371,4,0,2016
Hurries,0,18,995,3,0,2014
Hurries,0,19,1394,3,0,2014
Hurries,0,20,426,3,0,2015
Hurries,0,21,1225,3,0,2015
Hurries,0,22,1570,3,0,2015
Hurries,0,23,3721,3,0,2016
Hurries,0,24,1225,2,0,2014
Hurries,0,25,794,2,0,2016
Hurries,0,26,1073,1,0,2014
Hurries,0,27,2264,1,0,2015
Hurries,0,28,2264,1,0,2016
Hurries,0,29,3014,1,0,2016
Blocked Passes,0,0,131,3,0,2014
Blocked Passes,0,1,604,3,0,2014
Blocked Passes,0,2,1394,3,0,2016
Blocked Passes,0,3,3721,3,0,2016
Blocked Passes,0,4,2909,2,0,2014
Blocked Passes,0,5,139,2,0,2015
Blocked Passes,0,6,995,2,0,2015
Blocked Passes,0,7,1225,2,0,2015
Blocked Passes,0,8,1394,2,0,2015
Blocked Passes,0,9,1570,2,0,2015
Blocked Passes,0,10,307,2,0,2016
Blocked Passes,0,11,435,2,0,2016
Blocked Passes,0,12,1321,2,0,2016
Blocked Passes,0,13,3008,2,0,2016
Blocked Passes,0,14,1321,1,0,2014
Blocked Passes,0,15,1394,1,0,2014
Blocked Passes,0,16,426,1,0,2015
Blocked Passes,0,17,604,1,0,2015
Blocked Passes,0,18,1321,1,0,2015
Blocked Passes,0,19,3721,1,0,2015
Blocked Passes,0,20,604,1,0,2016
Blocked Passes,0,21,1073,1,0,2016
Field Goals,0,0,1687,28,0,2014
Field Goals,0,1,270,25,0,2015
Field Goals,0,2,270,25,0,2016
Key Run Blocks,0,0,1515,64,0,2016
Key Run Blocks,0,1,1515,49,0,2015
Key Run Blocks,0,2,593,38,0,2015
Key Run Blocks,0,3,593,35,0,2016
Key Run Blocks,0,4,1484,30,0,2015
Key Run Blocks,0,5,1484,29,0,2014
Key Run Blocks,0,6,593,25,0,2014
Key Run Blocks,0,7,1515,25,0,2014
Key Run Blocks,0,8,1484,21,0,2016
Key Run Blocks,0,9,355,20,0,2014
Key Run Blocks,0,10,823,18,0,2015
Key Run Blocks,0,11,625,16,0,2014
Key Run Blocks,0,12,625,14,0,2015
Key Run Blocks,0,13,1836,14,0,2015
Key Run Blocks,0,14,3558,13,0,2016
Key Run Blocks,0,15,625,10,0,2016
Key Run Blocks,0,16,1836,10,0,2016
Key Run Blocks,0,17,1836,9,0,2014
Key Run Blocks,0,18,1675,8,0,2016
Key Run Blocks,0,19,1706,7,0,2015
Key Run Blocks,0,20,883,5,0,2015
Key Run Blocks,0,21,1566,4,0,2014
Key Run Blocks,0,22,1706,4,0,2016
Key Run Blocks,0,23,1365,3,0,2014
Key Run Blocks,0,24,54,3,0,2015
Key Run Blocks,0,25,3558,3,0,2015
Key Run Blocks,0,26,1130,2,0,2014
Key Run Blocks,0,27,1371,2,0,2014
Key Run Blocks,0,28,2750,2,0,2016
Key Run Blocks,0,29,1365,1,0,2015
Key Run Blocks,0,30,2512,1,0,2016
Key Run Blocks,0,31,3370,1,0,2016
Key Run Blocks,0,32,4364,1,0,2016
Key Run Opportunities,0,0,1515,140,0,2016
Key Run Opportunities,0,1,593,102,0,2014
Key Run Opportunities,0,2,1515,98,0,2015
Key Run Opportunities,0,3,593,97,0,2015
Key Run Opportunities,0,4,1515,89,0,2014
Key Run Opportunities,0,5,593,82,0,2016
Key Run Opportunities,0,6,1484,79,0,2015
Key Run Opportunities,0,7,1484,79,0,2016
Key Run Opportunities,0,8,1484,71,0,2014
Key Run Opportunities,0,9,625,48,0,2014
Key Run Opportunities,0,10,3558,48,0,2016
Key Run Opportunities,0,11,355,41,0,2014
Key Run Opportunities,0,12,625,40,0,2015
Key Run Opportunities,0,13,823,39,0,2015
Key Run Opportunities,0,14,1836,33,0,2015
Key Run Opportunities,0,15,625,31,0,2016
Key Run Opportunities,0,16,1836,29,0,2016
Key Run Opportunities,0,17,1836,26,0,2014
Key Run Opportunities,0,18,883,19,0,2015
Key Run Opportunities,0,19,1706,15,0,2015
Key Run Opportunities,0,20,1675,13,0,2016
Key Run Opportunities,0,21,1706,13,0,2016
Key Run Opportunities,0,22,1566,12,0,2014
Key Run Opportunities,0,23,1365,10,0,2014
Key Run Opportunities,0,24,1130,9,0,2014
Key Run Opportunities,0,25,3558,8,0,2015
Key Run Opportunities,0,26,54,7,0,2015
Key Run Opportunities,0,27,1706,6,0,2014
Key Run Opportunities,0,28,4364,5,0,2016
Key Run Opportunities,0,29,2012,3,0,2014
Key Run Opportunities,0,30,1365,3,0,2015
Key Run Opportunities,0,31,2750,3,0,2016
Key Run Opportunities,0,32,1371,2,0,2014
Key Run Opportunities,0,33,1566,1,0,2015
Key Run Opportunities,0,34,2512,1,0,2016
Key Run Opportunities,0,35,3370,1,0,2016
Key Run Opportunities,0,36,3608,1,0,2016
Pancake Blocks,0,0,1515,14,0,2016
Pancake Blocks,0,1,593,8,0,2015
Pancake Blocks,0,2,1515,7,0,2015
Pancake Blocks,0,3,593,6,0,2016
Pancake Blocks,0,4,593,3,0,2014
Pancake Blocks,0,5,1515,3,0,2014
Pancake Blocks,0,6,1836,1,0,2014
Pancake Blocks,0,7,1484,1,0,2015
Pancake Blocks,0,8,1836,1,0,2015
Passes Defensed,0,0,587,18,0,2014
Passes Defensed,0,1,587,17,0,2015
Passes Defensed,0,2,1073,16,0,2014
Passes Defensed,0,3,1073,14,0,2015
Passes Defensed,0,4,1073,10,0,2016
Passes Defensed,0,5,1333,8,0,2014
Passes Defensed,0,6,389,8,0,2016
Passes Defensed,0,7,587,7,0,2016
Passes Defensed,0,8,794,7,0,2016
Passes Defensed,0,9,794,6,0,2015
Passes Defensed,0,10,995,5,0,2014
Passes Defensed,0,11,861,5,0,2015
Passes Defensed,0,12,1729,5,0,2015
Passes Defensed,0,13,307,5,0,2016
Passes Defensed,0,14,722,4,0,2014
Passes Defensed,0,15,794,4,0,2014
Passes Defensed,0,16,1193,4,0,2014
Passes Defensed,0,17,1386,4,0,2014
Passes Defensed,0,18,722,4,0,2015
Passes Defensed,0,19,995,4,0,2015
Passes Defensed,0,20,722,4,0,2016
Passes Defensed,0,21,1333,4,0,2016
Passes Defensed,0,22,1333,3,0,2015
Passes Defensed,0,23,1091,2,0,2014
Passes Defensed,0,24,3812,2,0,2015
Passes Defensed,0,25,131,1,0,2014
Passes Defensed,0,26,1772,1,0,2014
Passes Defensed,0,27,2977,1,0,2014
Passes Defensed,0,28,239,1,0,2015
Passes Defensed,0,29,426,1,0,2015
Passes Defensed,0,30,1225,1,0,2015
Passes Defensed,0,31,1570,1,0,2015
Passes Defensed,0,32,2264,1,0,2016
Passes Defensed,0,33,3014,1,0,2016
Punt Return Yards,0,0,239,211,0,2015
Punt Return Yards,0,1,433,184,0,2014
Punt Return Yards,0,2,722,127,0,2016
Punt Return Yards,0,3,535,88,0,2015
Punt Return Yards,0,4,4255,77,0,2016
Punt Return Yards,0,5,369,61,0,2014
Punt Return Yards,0,6,535,23,0,2014
Punt Return Yards,0,7,1288,9,0,2016
Kickoff Return Yards,0,0,2566,802,0,2015
Kickoff Return Yards,0,1,842,744,0,2014
Kickoff Return Yards,0,2,1819,630,0,2016
Kickoff Return Yards,0,3,2589,327,0,2014
Kickoff Return Yards,0,4,722,165,0,2016
Kickoff Return Yards,0,5,239,116,0,2015
