Category,Team/All_Teams,Place,Record,Year,Team,Opponent
Points Scored,7,0,13,2014,7,25
Points Allowed,7,0,20,2014,7,25
Passing Yards,7,0,248,2014,7,25
Passing Yards Allowed,7,0,261,2014,7,25
Rushing Yards,7,0,105,2014,7,25
Rushing Yards Allowed,7,0,60,2014,7,25
Total Yards,7,0,313,2014,7,25
Total Yards Allowed,7,0,307,2014,7,25
Pass Attempts,7,0,35,2014,7,25
Rush Attempts,7,0,31,2014,7,25
Points Scored,9,0,18,2016,9,18
Points Allowed,9,0,31,2016,9,18
Passing Yards,9,0,348,2016,9,18
Passing Yards Allowed,9,0,302,2016,9,18
Rushing Yards,9,0,99,2016,9,18
Rushing Yards Allowed,9,0,78,2016,9,18
Total Yards,9,0,423,2016,9,18
Total Yards Allowed,9,0,374,2016,9,18
Pass Attempts,9,0,51,2016,9,18
Rush Attempts,9,0,19,2016,9,18
Points Scored,10,0,38,2015,10,25
Points Scored,10,1,30,2016,10,18
Points Scored,10,2,23,2016,10,4
Points Scored,10,3,17,2015,10,26
Points Scored,10,4,17,2015,10,20
Points Allowed,10,0,14,2015,10,26
Points Allowed,10,1,21,2015,10,20
Points Allowed,10,2,23,2015,10,25
Points Allowed,10,3,27,2016,10,18
Points Allowed,10,4,37,2016,10,4
Passing Yards,10,0,309,2016,10,4
Passing Yards,10,1,271,2015,10,20
Passing Yards,10,2,254,2015,10,26
Passing Yards,10,3,239,2016,10,18
Passing Yards,10,4,205,2015,10,25
Passing Yards Allowed,10,0,179,2015,10,26
Passing Yards Allowed,10,1,191,2015,10,20
Passing Yards Allowed,10,2,218,2016,10,4
Passing Yards Allowed,10,3,368,2015,10,25
Passing Yards Allowed,10,4,389,2016,10,18
Rushing Yards,10,0,207,2016,10,18
Rushing Yards,10,1,153,2015,10,26
Rushing Yards,10,2,78,2016,10,4
Rushing Yards,10,3,77,2015,10,25
Rushing Yards,10,4,72,2015,10,20
Rushing Yards Allowed,10,0,62,2016,10,18
Rushing Yards Allowed,10,1,73,2015,10,25
Rushing Yards Allowed,10,2,109,2016,10,4
Rushing Yards Allowed,10,3,117,2015,10,26
Rushing Yards Allowed,10,4,127,2015,10,20
Total Yards,10,0,441,2016,10,18
Total Yards,10,1,401,2015,10,26
Total Yards,10,2,380,2016,10,4
Total Yards,10,3,335,2015,10,20
Total Yards,10,4,282,2015,10,25
Total Yards Allowed,10,0,284,2015,10,26
Total Yards Allowed,10,1,308,2016,10,4
Total Yards Allowed,10,2,310,2015,10,20
Total Yards Allowed,10,3,422,2015,10,25
Total Yards Allowed,10,4,437,2016,10,18
Pass Attempts,10,0,51,2016,10,4
Pass Attempts,10,1,49,2015,10,20
Pass Attempts,10,2,43,2015,10,26
Pass Attempts,10,3,37,2016,10,18
Pass Attempts,10,4,29,2015,10,25
Rush Attempts,10,0,38,2016,10,18
Rush Attempts,10,1,33,2015,10,26
Rush Attempts,10,2,32,2015,10,25
Rush Attempts,10,3,24,2016,10,4
Rush Attempts,10,4,14,2015,10,20
Points Scored,13,0,22,2016,13,31
Points Scored,13,1,7,2016,13,19
Points Allowed,13,0,3,2016,13,31
Points Allowed,13,1,27,2016,13,19
Passing Yards,13,0,198,2016,13,31
Passing Yards,13,1,158,2016,13,19
Passing Yards Allowed,13,0,198,2016,13,31
Passing Yards Allowed,13,1,209,2016,13,19
Rushing Yards,13,0,72,2016,13,31
Rushing Yards,13,1,52,2016,13,19
Rushing Yards Allowed,13,0,33,2016,13,31
Rushing Yards Allowed,13,1,100,2016,13,19
Total Yards,13,0,259,2016,13,31
Total Yards,13,1,205,2016,13,19
Total Yards Allowed,13,0,207,2016,13,31
Total Yards Allowed,13,1,286,2016,13,19
Pass Attempts,13,0,39,2016,13,19
Pass Attempts,13,1,33,2016,13,31
Rush Attempts,13,0,28,2016,13,31
Rush Attempts,13,1,17,2016,13,19
Points Scored,14,0,13,2015,14,20
Points Allowed,14,0,17,2015,14,20
Passing Yards,14,0,303,2015,14,20
Passing Yards Allowed,14,0,302,2015,14,20
Rushing Yards,14,0,44,2015,14,20
Rushing Yards Allowed,14,0,109,2015,14,20
Total Yards,14,0,337,2015,14,20
Total Yards Allowed,14,0,394,2015,14,20
Pass Attempts,14,0,43,2015,14,20
Rush Attempts,14,0,21,2015,14,20
Points Scored,15,0,37,2014,15,4
Points Scored,15,1,14,2014,15,27
Points Allowed,15,0,12,2014,15,4
Points Allowed,15,1,21,2014,15,27
Passing Yards,15,0,269,2014,15,27
Passing Yards,15,1,129,2014,15,4
Passing Yards Allowed,15,0,228,2014,15,27
Passing Yards Allowed,15,1,283,2014,15,4
Rushing Yards,15,0,142,2014,15,4
Rushing Yards,15,1,64,2014,15,27
Rushing Yards Allowed,15,0,95,2014,15,4
Rushing Yards Allowed,15,1,187,2014,15,27
Total Yards,15,0,303,2014,15,27
Total Yards,15,1,271,2014,15,4
Total Yards Allowed,15,0,348,2014,15,4
Total Yards Allowed,15,1,395,2014,15,27
Pass Attempts,15,0,36,2014,15,27
Pass Attempts,15,1,20,2014,15,4
Rush Attempts,15,0,33,2014,15,4
Rush Attempts,15,1,22,2014,15,27
Points Scored,18,0,37,2015,18,29
Points Scored,18,1,31,2016,18,9
Points Scored,18,2,27,2016,18,10
Points Scored,18,3,20,2015,18,25
Points Allowed,18,0,18,2016,18,9
Points Allowed,18,1,30,2016,18,10
Points Allowed,18,2,33,2015,18,25
Points Allowed,18,3,34,2015,18,29
Passing Yards,18,0,389,2016,18,10
Passing Yards,18,1,380,2015,18,29
Passing Yards,18,2,302,2016,18,9
Passing Yards,18,3,301,2015,18,25
Passing Yards Allowed,18,0,239,2016,18,10
Passing Yards Allowed,18,1,264,2015,18,25
Passing Yards Allowed,18,2,279,2015,18,29
Passing Yards Allowed,18,3,348,2016,18,9
Rushing Yards,18,0,119,2015,18,29
Rushing Yards,18,1,78,2016,18,9
Rushing Yards,18,2,62,2016,18,10
Rushing Yards,18,3,50,2015,18,25
Rushing Yards Allowed,18,0,99,2016,18,9
Rushing Yards Allowed,18,1,163,2015,18,29
Rushing Yards Allowed,18,2,205,2015,18,25
Rushing Yards Allowed,18,3,207,2016,18,10
Total Yards,18,0,499,2015,18,29
Total Yards,18,1,437,2016,18,10
Total Yards,18,2,374,2016,18,9
Total Yards,18,3,335,2015,18,25
Total Yards Allowed,18,0,423,2016,18,9
Total Yards Allowed,18,1,432,2015,18,29
Total Yards Allowed,18,2,441,2016,18,10
Total Yards Allowed,18,3,469,2015,18,25
Pass Attempts,18,0,44,2015,18,25
Pass Attempts,18,1,42,2015,18,29
Pass Attempts,18,2,41,2016,18,10
Pass Attempts,18,3,34,2016,18,9
Rush Attempts,18,0,30,2016,18,9
Rush Attempts,18,1,27,2015,18,29
Rush Attempts,18,2,19,2015,18,25
Rush Attempts,18,3,18,2016,18,10
Points Scored,19,0,41,2015,19,28
Points Scored,19,1,35,2014,19,29
Points Scored,19,2,34,2014,19,6
Points Scored,19,3,30,2015,19,20
Points Scored,19,4,30,2016,19,4
Points Scored,19,5,27,2016,19,13
Points Scored,19,6,26,2014,19,31
Points Scored,19,7,16,2016,19,20
Points Allowed,19,0,3,2016,19,20
Points Allowed,19,1,7,2016,19,13
Points Allowed,19,2,10,2015,19,28
Points Allowed,19,3,13,2014,19,31
Points Allowed,19,4,13,2016,19,4
Points Allowed,19,5,24,2014,19,6
Points Allowed,19,6,24,2014,19,29
Points Allowed,19,7,38,2015,19,20
Passing Yards,19,0,366,2015,19,28
Passing Yards,19,1,340,2014,19,31
Passing Yards,19,2,339,2015,19,20
Passing Yards,19,3,304,2014,19,6
Passing Yards,19,4,269,2016,19,4
Passing Yards,19,5,209,2016,19,13
Passing Yards,19,6,206,2014,19,29
Passing Yards,19,7,200,2016,19,20
Passing Yards Allowed,19,0,63,2015,19,28
Passing Yards Allowed,19,1,149,2014,19,31
Passing Yards Allowed,19,2,158,2016,19,13
Passing Yards Allowed,19,3,192,2014,19,29
Passing Yards Allowed,19,4,197,2016,19,4
Passing Yards Allowed,19,5,204,2015,19,20
Passing Yards Allowed,19,6,219,2016,19,20
Passing Yards Allowed,19,7,374,2014,19,6
Rushing Yards,19,0,168,2014,19,29
Rushing Yards,19,1,163,2014,19,31
Rushing Yards,19,2,152,2016,19,20
Rushing Yards,19,3,118,2016,19,4
Rushing Yards,19,4,104,2015,19,28
Rushing Yards,19,5,103,2015,19,20
Rushing Yards,19,6,100,2016,19,13
Rushing Yards,19,7,87,2014,19,6
Rushing Yards Allowed,19,0,22,2014,19,31
Rushing Yards Allowed,19,1,44,2016,19,4
Rushing Yards Allowed,19,2,52,2016,19,13
Rushing Yards Allowed,19,3,87,2015,19,28
Rushing Yards Allowed,19,4,91,2016,19,20
Rushing Yards Allowed,19,5,118,2014,19,29
Rushing Yards Allowed,19,6,119,2014,19,6
Rushing Yards Allowed,19,7,205,2015,19,20
Total Yards,19,0,487,2014,19,31
Total Yards,19,1,470,2015,19,28
Total Yards,19,2,406,2015,19,20
Total Yards,19,3,386,2014,19,6
Total Yards,19,4,355,2014,19,29
Total Yards,19,5,347,2016,19,4
Total Yards,19,6,341,2016,19,20
Total Yards,19,7,286,2016,19,13
Total Yards Allowed,19,0,131,2015,19,28
Total Yards Allowed,19,1,156,2014,19,31
Total Yards Allowed,19,2,205,2016,19,13
Total Yards Allowed,19,3,228,2016,19,4
Total Yards Allowed,19,4,294,2014,19,29
Total Yards Allowed,19,5,303,2016,19,20
Total Yards Allowed,19,6,405,2015,19,20
Total Yards Allowed,19,7,461,2014,19,6
Pass Attempts,19,0,38,2014,19,31
Pass Attempts,19,1,38,2015,19,20
Pass Attempts,19,2,37,2015,19,28
Pass Attempts,19,3,30,2014,19,6
Pass Attempts,19,4,27,2016,19,4
Pass Attempts,19,5,26,2014,19,29
Pass Attempts,19,6,26,2016,19,13
Pass Attempts,19,7,25,2016,19,20
Rush Attempts,19,0,40,2014,19,29
Rush Attempts,19,1,39,2015,19,28
Rush Attempts,19,2,39,2016,19,20
Rush Attempts,19,3,38,2016,19,13
Rush Attempts,19,4,34,2016,19,4
Rush Attempts,19,5,33,2014,19,6
Rush Attempts,19,6,33,2014,19,31
Rush Attempts,19,7,19,2015,19,20
Points Scored,20,0,38,2015,20,19
Points Scored,20,1,37,2016,20,2
Points Scored,20,2,23,2014,20,28
Points Scored,20,3,21,2015,20,2
Points Scored,20,4,21,2015,20,10
Points Scored,20,5,20,2014,20,31
Points Scored,20,6,17,2015,20,14
Points Scored,20,7,3,2016,20,19
Points Allowed,20,0,13,2014,20,28
Points Allowed,20,1,13,2015,20,14
Points Allowed,20,2,16,2016,20,2
Points Allowed,20,3,16,2016,20,19
Points Allowed,20,4,17,2015,20,10
Points Allowed,20,5,20,2015,20,2
Points Allowed,20,6,27,2014,20,31
Points Allowed,20,7,30,2015,20,19
Passing Yards,20,0,302,2015,20,14
Passing Yards,20,1,219,2016,20,19
Passing Yards,20,2,209,2014,20,28
Passing Yards,20,3,204,2015,20,19
Passing Yards,20,4,191,2015,20,10
Passing Yards,20,5,182,2016,20,2
Passing Yards,20,6,177,2014,20,31
Passing Yards,20,7,177,2015,20,2
Passing Yards Allowed,20,0,200,2016,20,19
Passing Yards Allowed,20,1,224,2015,20,2
Passing Yards Allowed,20,2,225,2014,20,28
Passing Yards Allowed,20,3,243,2016,20,2
Passing Yards Allowed,20,4,244,2014,20,31
Passing Yards Allowed,20,5,271,2015,20,10
Passing Yards Allowed,20,6,303,2015,20,14
Passing Yards Allowed,20,7,339,2015,20,19
Rushing Yards,20,0,211,2016,20,2
Rushing Yards,20,1,205,2015,20,19
Rushing Yards,20,2,148,2014,20,31
Rushing Yards,20,3,129,2014,20,28
Rushing Yards,20,4,127,2015,20,10
Rushing Yards,20,5,109,2015,20,14
Rushing Yards,20,6,95,2015,20,2
Rushing Yards,20,7,91,2016,20,19
Rushing Yards Allowed,20,0,44,2015,20,14
Rushing Yards Allowed,20,1,72,2015,20,10
Rushing Yards Allowed,20,2,80,2014,20,31
Rushing Yards Allowed,20,3,88,2016,20,2
Rushing Yards Allowed,20,4,103,2015,20,19
Rushing Yards Allowed,20,5,113,2014,20,28
Rushing Yards Allowed,20,6,152,2016,20,19
Rushing Yards Allowed,20,7,161,2015,20,2
Total Yards,20,0,405,2015,20,19
Total Yards,20,1,394,2015,20,14
Total Yards,20,2,382,2016,20,2
Total Yards,20,3,322,2014,20,28
Total Yards,20,4,310,2015,20,10
Total Yards,20,5,305,2014,20,31
Total Yards,20,6,303,2016,20,19
Total Yards,20,7,260,2015,20,2
Total Yards Allowed,20,0,319,2014,20,28
Total Yards Allowed,20,1,319,2016,20,2
Total Yards Allowed,20,2,324,2014,20,31
Total Yards Allowed,20,3,335,2015,20,10
Total Yards Allowed,20,4,337,2015,20,14
Total Yards Allowed,20,5,341,2016,20,19
Total Yards Allowed,20,6,354,2015,20,2
Total Yards Allowed,20,7,406,2015,20,19
Pass Attempts,20,0,45,2015,20,14
Pass Attempts,20,1,42,2014,20,31
Pass Attempts,20,2,36,2016,20,19
Pass Attempts,20,3,33,2014,20,28
Pass Attempts,20,4,25,2015,20,2
Pass Attempts,20,5,25,2015,20,10
Pass Attempts,20,6,23,2015,20,19
Pass Attempts,20,7,22,2016,20,2
Rush Attempts,20,0,36,2015,20,19
Rush Attempts,20,1,36,2015,20,10
Rush Attempts,20,2,36,2016,20,2
Rush Attempts,20,3,35,2014,20,31
Rush Attempts,20,4,34,2014,20,28
Rush Attempts,20,5,27,2015,20,2
Rush Attempts,20,6,21,2015,20,14
Rush Attempts,20,7,20,2016,20,19
Points Scored,22,0,12,2014,22,6
Points Allowed,22,0,16,2014,22,6
Passing Yards,22,0,185,2014,22,6
Passing Yards Allowed,22,0,256,2014,22,6
Rushing Yards,22,0,78,2014,22,6
Rushing Yards Allowed,22,0,150,2014,22,6
Total Yards,22,0,263,2014,22,6
Total Yards Allowed,22,0,406,2014,22,6
Pass Attempts,22,0,35,2014,22,6
Rush Attempts,22,0,28,2014,22,6
Points Scored,23,0,24,2016,23,2
Points Allowed,23,0,34,2016,23,2
Passing Yards,23,0,210,2016,23,2
Passing Yards Allowed,23,0,233,2016,23,2
Rushing Yards,23,0,135,2016,23,2
Rushing Yards Allowed,23,0,172,2016,23,2
Total Yards,23,0,318,2016,23,2
Total Yards Allowed,23,0,392,2016,23,2
Pass Attempts,23,0,24,2016,23,2
Rush Attempts,23,0,22,2016,23,2
Points Scored,25,0,33,2015,25,18
Points Scored,25,1,23,2015,25,10
Points Scored,25,2,20,2014,25,7
Points Scored,25,3,10,2014,25,29
Points Allowed,25,0,13,2014,25,7
Points Allowed,25,1,20,2015,25,18
Points Allowed,25,2,27,2014,25,29
Points Allowed,25,3,38,2015,25,10
Passing Yards,25,0,368,2015,25,10
Passing Yards,25,1,312,2014,25,29
Passing Yards,25,2,264,2015,25,18
Passing Yards,25,3,261,2014,25,7
Passing Yards Allowed,25,0,205,2015,25,10
Passing Yards Allowed,25,1,244,2014,25,29
Passing Yards Allowed,25,2,248,2014,25,7
Passing Yards Allowed,25,3,301,2015,25,18
Rushing Yards,25,0,205,2015,25,18
Rushing Yards,25,1,73,2015,25,10
Rushing Yards,25,2,60,2014,25,7
Rushing Yards,25,3,43,2014,25,29
Rushing Yards Allowed,25,0,50,2015,25,18
Rushing Yards Allowed,25,1,77,2015,25,10
Rushing Yards Allowed,25,2,90,2014,25,29
Rushing Yards Allowed,25,3,105,2014,25,7
Total Yards,25,0,469,2015,25,18
Total Yards,25,1,422,2015,25,10
Total Yards,25,2,315,2014,25,29
Total Yards,25,3,307,2014,25,7
Total Yards Allowed,25,0,282,2015,25,10
Total Yards Allowed,25,1,313,2014,25,7
Total Yards Allowed,25,2,318,2014,25,29
Total Yards Allowed,25,3,335,2015,25,18
Pass Attempts,25,0,50,2015,25,10
Pass Attempts,25,1,41,2014,25,29
Pass Attempts,25,2,27,2014,25,7
Pass Attempts,25,3,21,2015,25,18
Rush Attempts,25,0,39,2015,25,18
Rush Attempts,25,1,30,2014,25,7
Rush Attempts,25,2,20,2014,25,29
Rush Attempts,25,3,17,2015,25,10
Points Scored,26,0,27,2015,26,27
Points Scored,26,1,14,2015,26,10
Points Allowed,26,0,3,2015,26,27
Points Allowed,26,1,17,2015,26,10
Passing Yards,26,0,179,2015,26,10
Passing Yards,26,1,132,2015,26,27
Passing Yards Allowed,26,0,131,2015,26,27
Passing Yards Allowed,26,1,254,2015,26,10
Rushing Yards,26,0,202,2015,26,27
Rushing Yards,26,1,117,2015,26,10
Rushing Yards Allowed,26,0,94,2015,26,27
Rushing Yards Allowed,26,1,153,2015,26,10
Total Yards,26,0,327,2015,26,27
Total Yards,26,1,284,2015,26,10
Total Yards Allowed,26,0,205,2015,26,27
Total Yards Allowed,26,1,401,2015,26,10
Pass Attempts,26,0,34,2015,26,10
Pass Attempts,26,1,23,2015,26,27
Rush Attempts,26,0,38,2015,26,27
Rush Attempts,26,1,34,2015,26,10
Points Scored,27,0,24,2014,27,29
Points Scored,27,1,21,2014,27,15
Points Scored,27,2,10,2016,27,0
Points Scored,27,3,3,2015,27,26
Points Allowed,27,0,14,2014,27,15
Points Allowed,27,1,27,2015,27,26
Points Allowed,27,2,31,2014,27,29
Points Allowed,27,3,33,2016,27,0
Passing Yards,27,0,228,2014,27,15
Passing Yards,27,1,182,2014,27,29
Passing Yards,27,2,171,2016,27,0
Passing Yards,27,3,131,2015,27,26
Passing Yards Allowed,27,0,132,2015,27,26
Passing Yards Allowed,27,1,161,2016,27,0
Passing Yards Allowed,27,2,269,2014,27,15
Passing Yards Allowed,27,3,283,2014,27,29
Rushing Yards,27,0,187,2014,27,15
Rushing Yards,27,1,175,2014,27,29
Rushing Yards,27,2,112,2016,27,0
Rushing Yards,27,3,94,2015,27,26
Rushing Yards Allowed,27,0,64,2014,27,15
Rushing Yards Allowed,27,1,122,2014,27,29
Rushing Yards Allowed,27,2,180,2016,27,0
Rushing Yards Allowed,27,3,202,2015,27,26
Total Yards,27,0,395,2014,27,15
Total Yards,27,1,331,2014,27,29
Total Yards,27,2,280,2016,27,0
Total Yards,27,3,205,2015,27,26
Total Yards Allowed,27,0,303,2014,27,15
Total Yards Allowed,27,1,327,2015,27,26
Total Yards Allowed,27,2,335,2016,27,0
Total Yards Allowed,27,3,392,2014,27,29
Pass Attempts,27,0,36,2015,27,26
Pass Attempts,27,1,35,2016,27,0
Pass Attempts,27,2,32,2014,27,29
Pass Attempts,27,3,29,2014,27,15
Rush Attempts,27,0,39,2014,27,15
Rush Attempts,27,1,32,2014,27,29
Rush Attempts,27,2,27,2015,27,26
Rush Attempts,27,3,20,2016,27,0
Points Scored,28,0,26,2015,28,6
Points Scored,28,1,13,2014,28,20
Points Scored,28,2,10,2015,28,19
Points Allowed,28,0,21,2015,28,6
Points Allowed,28,1,23,2014,28,20
Points Allowed,28,2,41,2015,28,19
Passing Yards,28,0,225,2014,28,20
Passing Yards,28,1,182,2015,28,6
Passing Yards,28,2,63,2015,28,19
Passing Yards Allowed,28,0,209,2014,28,20
Passing Yards Allowed,28,1,251,2015,28,6
Passing Yards Allowed,28,2,366,2015,28,19
Rushing Yards,28,0,113,2014,28,20
Rushing Yards,28,1,106,2015,28,6
Rushing Yards,28,2,87,2015,28,19
Rushing Yards Allowed,28,0,104,2015,28,19
Rushing Yards Allowed,28,1,113,2015,28,6
Rushing Yards Allowed,28,2,129,2014,28,20
Total Yards,28,0,319,2014,28,20
Total Yards,28,1,277,2015,28,6
Total Yards,28,2,131,2015,28,19
Total Yards Allowed,28,0,322,2014,28,20
Total Yards Allowed,28,1,356,2015,28,6
Total Yards Allowed,28,2,470,2015,28,19
Pass Attempts,28,0,38,2014,28,20
Pass Attempts,28,1,25,2015,28,19
Pass Attempts,28,2,24,2015,28,6
Rush Attempts,28,0,31,2015,28,6
Rush Attempts,28,1,20,2014,28,20
Rush Attempts,28,2,16,2015,28,19
Points Scored,29,0,34,2015,29,18
Points Scored,29,1,31,2014,29,27
Points Scored,29,2,27,2014,29,25
Points Scored,29,3,24,2014,29,19
Points Allowed,29,0,10,2014,29,25
Points Allowed,29,1,24,2014,29,27
Points Allowed,29,2,35,2014,29,19
Points Allowed,29,3,37,2015,29,18
Passing Yards,29,0,283,2014,29,27
Passing Yards,29,1,279,2015,29,18
Passing Yards,29,2,244,2014,29,25
Passing Yards,29,3,192,2014,29,19
Passing Yards Allowed,29,0,182,2014,29,27
Passing Yards Allowed,29,1,206,2014,29,19
Passing Yards Allowed,29,2,312,2014,29,25
Passing Yards Allowed,29,3,380,2015,29,18
Rushing Yards,29,0,163,2015,29,18
Rushing Yards,29,1,122,2014,29,27
Rushing Yards,29,2,118,2014,29,19
Rushing Yards,29,3,90,2014,29,25
Rushing Yards Allowed,29,0,43,2014,29,25
Rushing Yards Allowed,29,1,119,2015,29,18
Rushing Yards Allowed,29,2,168,2014,29,19
Rushing Yards Allowed,29,3,175,2014,29,27
Total Yards,29,0,432,2015,29,18
Total Yards,29,1,392,2014,29,27
Total Yards,29,2,318,2014,29,25
Total Yards,29,3,294,2014,29,19
Total Yards Allowed,29,0,315,2014,29,25
Total Yards Allowed,29,1,331,2014,29,27
Total Yards Allowed,29,2,355,2014,29,19
Total Yards Allowed,29,3,499,2015,29,18
Pass Attempts,29,0,37,2014,29,25
Pass Attempts,29,1,37,2015,29,18
Pass Attempts,29,2,35,2014,29,19
Pass Attempts,29,3,31,2014,29,27
Rush Attempts,29,0,36,2015,29,18
Rush Attempts,29,1,30,2014,29,25
Rush Attempts,29,2,30,2014,29,27
Rush Attempts,29,3,26,2014,29,19
Points Scored,31,0,27,2014,31,20
Points Scored,31,1,13,2014,31,19
Points Scored,31,2,3,2016,31,13
Points Allowed,31,0,20,2014,31,20
Points Allowed,31,1,22,2016,31,13
Points Allowed,31,2,26,2014,31,19
Passing Yards,31,0,244,2014,31,20
Passing Yards,31,1,198,2016,31,13
Passing Yards,31,2,149,2014,31,19
Passing Yards Allowed,31,0,177,2014,31,20
Passing Yards Allowed,31,1,198,2016,31,13
Passing Yards Allowed,31,2,340,2014,31,19
Rushing Yards,31,0,80,2014,31,20
Rushing Yards,31,1,33,2016,31,13
Rushing Yards,31,2,22,2014,31,19
Rushing Yards Allowed,31,0,72,2016,31,13
Rushing Yards Allowed,31,1,148,2014,31,20
Rushing Yards Allowed,31,2,163,2014,31,19
Total Yards,31,0,324,2014,31,20
Total Yards,31,1,207,2016,31,13
Total Yards,31,2,156,2014,31,19
Total Yards Allowed,31,0,259,2016,31,13
Total Yards Allowed,31,1,305,2014,31,20
Total Yards Allowed,31,2,487,2014,31,19
