Category,Team/All_Teams,Place,Player,Record,Last_Year
Receptions,0,6,1771,49,2014
Receptions,0,7,1819,44,2016
Receptions,0,8,1365,28,2015
Receptions,0,9,1675,25,2016
Receptions,0,10,2589,21,2014
Receptions,0,11,4255,21,2016
Receptions,0,12,2566,18,2015
Receptions,0,13,3272,12,2015
Receptions,0,14,831,11,2015
Receptions,0,15,2634,11,2016
Receptions,0,16,2012,10,2014
Receptions,0,17,1951,8,2016
Receptions,0,18,2512,7,2016
Receptions,0,19,369,4,2014
Receptions,0,20,1371,3,2014
Receptions,0,21,1464,2,2014
Receptions,0,22,4071,2,2016
Receptions,0,23,3410,1,2015
Receptions,0,24,3370,1,2016
Receiving Yards,0,0,842,1772,2016
Receiving Yards,0,1,1546,1547,2015
Receiving Yards,0,2,1864,1421,2016
Receiving Yards,0,3,1836,792,2016
Receiving Yards,0,4,1288,653,2016
Receiving Yards,0,5,883,618,2015
Receiving Yards,0,6,1771,515,2014
Receiving Yards,0,7,1819,511,2016
Receiving Yards,0,8,1365,320,2015
Receiving Yards,0,9,4255,262,2016
Receiving Yards,0,10,2589,248,2014
Receiving Yards,0,11,2566,210,2015
Receiving Yards,0,12,1675,186,2016
Receiving Yards,0,13,2634,153,2016
Receiving Yards,0,14,831,128,2015
Receiving Yards,0,15,2012,66,2014
Receiving Yards,0,16,3272,64,2015
Receiving Yards,0,17,369,54,2014
Receiving Yards,0,18,1464,38,2014
Receiving Yards,0,19,2512,31,2016
Receiving Yards,0,20,1371,26,2014
Receiving Yards,0,21,1951,17,2016
Receiving Yards,0,22,3410,12,2015
Receiving Yards,0,23,4071,3,2016
Yards per Reception,0,0,1546,1190,2015
Yards per Reception,0,1,842,1181,2016
Yards per Reception,0,2,1864,785,2016
Yards per Reception,0,3,1836,720,2016
Receiving Touchdowns,0,0,1864,11,2016
Receiving Touchdowns,0,1,1546,10,2015
Receiving Touchdowns,0,2,1836,7,2016
Receiving Touchdowns,0,3,842,4,2016
Receiving Touchdowns,0,4,883,3,2015
Receiving Touchdowns,0,5,1771,2,2014
Receiving Touchdowns,0,6,1288,2,2016
Receiving Touchdowns,0,7,1675,2,2016
Receiving Touchdowns,0,8,1819,2,2016
Receiving Touchdowns,0,9,1365,1,2015
Receiving Touchdowns,0,10,2566,1,2015
Receiving Touchdowns,0,11,1951,1,2016
Receiving Touchdowns,0,12,2634,1,2016
Receiving Touchdowns,0,13,4255,1,2016
Targeted Passes,0,0,842,273,2016
Targeted Passes,0,1,1864,249,2016
Targeted Passes,0,2,1546,220,2015
Targeted Passes,0,3,1836,141,2016
Targeted Passes,0,4,1288,93,2016
Targeted Passes,0,5,1771,84,2014
Targeted Passes,0,6,883,79,2015
Targeted Passes,0,7,1819,69,2016
Targeted Passes,0,8,1675,40,2016
Targeted Passes,0,9,2589,38,2014
Targeted Passes,0,10,1365,37,2015
Targeted Passes,0,11,2566,35,2015
Targeted Passes,0,12,4255,35,2016
Targeted Passes,0,13,2634,29,2016
Targeted Passes,0,14,2012,19,2014
Targeted Passes,0,15,3272,19,2015
Targeted Passes,0,16,831,14,2015
Targeted Passes,0,17,369,12,2014
Targeted Passes,0,18,1951,12,2016
Targeted Passes,0,19,2512,11,2016
Targeted Passes,0,20,1464,4,2014
Targeted Passes,0,21,4232,4,2016
Targeted Passes,0,22,1371,3,2014
Targeted Passes,0,23,3370,3,2016
Targeted Passes,0,24,3410,2,2015
Targeted Passes,0,25,4071,2,2016
Passes Dropped,0,0,842,18,2016
Passes Dropped,0,1,1864,11,2016
Passes Dropped,0,2,1546,10,2015
Passes Dropped,0,3,1771,5,2014
Passes Dropped,0,4,1288,5,2016
Passes Dropped,0,5,2566,4,2015
Passes Dropped,0,6,2589,3,2014
Passes Dropped,0,7,883,2,2015
Passes Dropped,0,8,1675,2,2016
Passes Dropped,0,9,1836,2,2016
Passes Dropped,0,10,2634,2,2016
Passes Dropped,0,11,4255,2,2016
Passes Dropped,0,12,369,1,2014
Passes Dropped,0,13,1365,1,2015
Passes Dropped,0,14,3272,1,2015
Passes Dropped,0,15,1819,1,2016
Passes Dropped,0,16,1951,1,2016
Passes Dropped,0,17,3370,1,2016
100 Yards Receiving,0,0,1546,4,2015
100 Yards Receiving,0,1,842,2,2016
Interceptions,0,0,587,14,2016
Interceptions,0,1,1073,12,2016
Interceptions,0,2,794,4,2016
Interceptions,0,3,1333,4,2016
Interceptions,0,4,995,2,2015
Interceptions,0,5,1729,2,2015
Interceptions,0,6,1091,1,2014
Interceptions,0,7,1386,1,2014
Interceptions,0,8,535,1,2015
Interceptions,0,9,861,1,2015
Interceptions,0,10,307,1,2016
Interceptions,0,11,389,1,2016
Interceptions,0,12,722,1,2016
Interceptions,0,13,2264,1,2016
Pass Defense Percentage,0,0,1073,813,2016
Pass Defense Percentage,0,1,587,812,2016
Pass Defense Percentage,0,2,722,778,2016
Pass Defense Percentage,0,3,1333,765,2016
Tackles,0,0,794,298,2016
Tackles,0,1,1333,255,2016
Tackles,0,2,587,187,2016
Tackles,0,3,1073,173,2016
Tackles,0,4,307,114,2016
Tackles,0,5,722,109,2016
Tackles,0,6,604,98,2016
Tackles,0,7,995,94,2015
Tackles,0,8,1321,92,2016
Tackles,0,9,139,65,2015
Tackles,0,10,1729,60,2015
Tackles,0,11,3721,54,2016
Tackles,0,12,1386,53,2014
Tackles,0,13,861,53,2015
Tackles,0,14,389,52,2016
Tackles,0,15,1225,50,2015
Tackles,0,16,131,46,2014
Tackles,0,17,2973,44,2016
Tackles,0,18,1091,41,2014
Tackles,0,19,1394,41,2016
Tackles,0,20,3008,40,2016
Tackles,0,21,435,37,2016
Tackles,0,22,1193,34,2014
Tackles,0,23,3812,33,2015
Tackles,0,24,2909,27,2014
Tackles,0,25,1570,26,2015
Tackles,0,26,2264,26,2016
Tackles,0,27,791,18,2015
Tackles,0,28,371,15,2016
Tackles,0,29,2236,9,2014
Tackles,0,30,2332,9,2016
Tackles,0,31,535,8,2015
Tackles,0,32,2977,7,2014
Tackles,0,33,3156,6,2015
Tackles,0,34,842,6,2016
Tackles,0,35,1772,5,2014
Tackles,0,36,1836,4,2016
Tackles,0,37,426,3,2015
Tackles,0,38,3773,3,2015
Tackles,0,39,1288,3,2016
Tackles,0,40,3014,3,2016
Tackles,0,41,3084,3,2016
Tackles,0,42,98,2,2015
Tackles,0,43,239,2,2015
Tackles,0,44,2566,2,2015
Tackles,0,45,1515,2,2016
Tackles,0,46,1536,2,2016
Tackles,0,47,1951,2,2016
Tackles,0,48,4780,2,2016
Tackles,0,49,691,1,2014
Tackles,0,50,1771,1,2014
Tackles,0,51,1546,1,2015
Tackles,0,52,593,1,2016
Tackles,0,53,625,1,2016
Tackles,0,54,1675,1,2016
Tackles,0,55,1819,1,2016
Tackles,0,56,2512,1,2016
Tackles,0,57,4255,1,2016
Tackles,0,58,4678,1,2016
Assists,0,0,794,105,2016
Assists,0,1,1333,68,2016
Assists,0,2,587,50,2016
Assists,0,3,1073,50,2016
Assists,0,4,1321,44,2016
Assists,0,5,722,42,2016
Assists,0,6,604,35,2016
Assists,0,7,307,34,2016
Assists,0,8,139,28,2015
Assists,0,9,995,27,2015
Assists,0,10,861,23,2015
Assists,0,11,1386,19,2014
Assists,0,12,1394,19,2016
Assists,0,13,435,17,2016
Assists,0,14,1225,16,2015
Assists,0,15,3721,16,2016
Assists,0,16,131,15,2014
Assists,0,17,3812,15,2015
Assists,0,18,389,15,2016
Assists,0,19,1091,14,2014
Assists,0,20,2973,12,2016
Assists,0,21,1570,11,2015
Assists,0,22,1729,11,2015
Assists,0,23,1193,10,2014
Assists,0,24,3008,10,2016
Assists,0,25,2264,9,2016
Assists,0,26,371,7,2016
Assists,0,27,2977,6,2014
Assists,0,28,2236,5,2014
Assists,0,29,2909,5,2014
Assists,0,30,2332,4,2016
Assists,0,31,791,2,2015
Assists,0,32,691,1,2014
Assists,0,33,239,1,2015
Assists,0,34,426,1,2015
Assists,0,35,535,1,2015
Assists,0,36,3156,1,2015
Assists,0,37,3084,1,2016
Assists,0,38,4780,1,2016
Sacks,0,0,307,195,2016
Sacks,0,1,1321,145,2016
Sacks,0,2,995,110,2015
Sacks,0,3,131,100,2014
Sacks,0,4,604,90,2016
Sacks,0,5,1394,90,2016
Sacks,0,6,435,85,2016
Sacks,0,7,139,80,2015
Sacks,0,8,1225,50,2015
Sacks,0,9,1570,45,2015
Sacks,0,10,1729,40,2015
Sacks,0,11,3721,40,2016
Sacks,0,12,3008,35,2016
Sacks,0,13,2909,20,2014
Sacks,0,14,794,20,2016
Sacks,0,15,2236,15,2014
Sacks,0,16,535,10,2015
Sacks,0,17,371,10,2016
Sacks,0,18,1073,10,2016
Sacks,0,19,1333,10,2016
Sacks,0,20,1193,5,2014
Sacks,0,21,426,5,2015
Sacks,0,22,587,5,2016
Sacks,0,23,2264,5,2016
Hurries,0,0,1321,29,2016
Hurries,0,1,139,26,2015
Hurries,0,2,604,19,2016
Hurries,0,3,1394,14,2016
Hurries,0,4,131,10,2014
Hurries,0,5,435,10,2016
Hurries,0,6,3008,10,2016
Hurries,0,7,3721,8,2016
Hurries,0,8,1570,7,2015
Hurries,0,9,307,7,2016
Hurries,0,10,2909,5,2014
Hurries,0,11,1225,5,2015
Hurries,0,12,1729,4,2015
Hurries,0,13,371,4,2016
Hurries,0,14,426,3,2015
Hurries,0,15,995,3,2015
Hurries,0,16,794,2,2016
Hurries,0,17,2264,2,2016
Hurries,0,18,1073,1,2016
Hurries,0,19,3014,1,2016
Blocked Passes,0,0,1394,6,2016
Blocked Passes,0,1,604,5,2016
Blocked Passes,0,2,1321,4,2016
Blocked Passes,0,3,3721,4,2016
Blocked Passes,0,4,131,3,2014
Blocked Passes,0,5,2909,2,2014
Blocked Passes,0,6,139,2,2015
Blocked Passes,0,7,995,2,2015
Blocked Passes,0,8,1225,2,2015
Blocked Passes,0,9,1570,2,2015
Blocked Passes,0,10,307,2,2016
Blocked Passes,0,11,435,2,2016
Blocked Passes,0,12,3008,2,2016
Blocked Passes,0,13,426,1,2015
Blocked Passes,0,14,1073,1,2016
Field Goals,0,0,270,50,2016
Field Goals,0,1,1687,28,2014
Key Run Blocks,0,0,1515,138,2016
Key Run Blocks,0,1,593,98,2016
Key Run Blocks,0,2,1484,80,2016
Key Run Blocks,0,3,625,40,2016
Key Run Blocks,0,4,1836,33,2016
Key Run Blocks,0,5,355,20,2014
Key Run Blocks,0,6,823,18,2015
Key Run Blocks,0,7,3558,16,2016
Key Run Blocks,0,8,1706,11,2016
Key Run Blocks,0,9,1675,8,2016
Key Run Blocks,0,10,883,5,2015
Key Run Blocks,0,11,1365,4,2015
Key Run Blocks,0,12,1566,4,2015
Key Run Blocks,0,13,54,3,2015
Key Run Blocks,0,14,1130,2,2014
Key Run Blocks,0,15,1371,2,2014
Key Run Blocks,0,16,2750,2,2016
Key Run Blocks,0,17,2512,1,2016
Key Run Blocks,0,18,3370,1,2016
Key Run Blocks,0,19,4364,1,2016
Key Run Opportunities,0,0,1515,327,2016
Key Run Opportunities,0,1,593,281,2016
Key Run Opportunities,0,2,1484,229,2016
Key Run Opportunities,0,3,625,119,2016
Key Run Opportunities,0,4,1836,88,2016
Key Run Opportunities,0,5,3558,56,2016
Key Run Opportunities,0,6,355,41,2014
Key Run Opportunities,0,7,823,39,2015
Key Run Opportunities,0,8,1706,34,2016
Key Run Opportunities,0,9,883,19,2015
Key Run Opportunities,0,10,1365,13,2015
Key Run Opportunities,0,11,1566,13,2015
Key Run Opportunities,0,12,1675,13,2016
Key Run Opportunities,0,13,1130,9,2014
Key Run Opportunities,0,14,54,7,2015
Key Run Opportunities,0,15,4364,5,2016
Key Run Opportunities,0,16,2012,3,2014
Key Run Opportunities,0,17,2750,3,2016
Key Run Opportunities,0,18,1371,2,2014
Key Run Opportunities,0,19,2512,1,2016
Key Run Opportunities,0,20,3370,1,2016
Key Run Opportunities,0,21,3608,1,2016
Pancake Blocks,0,0,1515,24,2016
Pancake Blocks,0,1,593,17,2016
Pancake Blocks,0,2,1836,2,2016
Pancake Blocks,0,3,1484,1,2016
Passes Defensed,0,0,587,42,2016
Passes Defensed,0,1,1073,40,2016
Passes Defensed,0,2,794,17,2016
Passes Defensed,0,3,1333,15,2016
Passes Defensed,0,4,722,12,2016
Passes Defensed,0,5,995,9,2015
Passes Defensed,0,6,389,8,2016
Passes Defensed,0,7,861,5,2015
Passes Defensed,0,8,1729,5,2015
Passes Defensed,0,9,307,5,2016
Passes Defensed,0,10,1193,4,2014
Passes Defensed,0,11,1386,4,2014
Passes Defensed,0,12,1091,2,2014
Passes Defensed,0,13,3812,2,2015
Passes Defensed,0,14,131,1,2014
Passes Defensed,0,15,1772,1,2014
Passes Defensed,0,16,2977,1,2014
Passes Defensed,0,17,239,1,2015
Passes Defensed,0,18,426,1,2015
Passes Defensed,0,19,1225,1,2015
Passes Defensed,0,20,1570,1,2015
Passes Defensed,0,21,2264,1,2016
Passes Defensed,0,22,3014,1,2016
Punt Return Yards,0,0,239,211,2015
Punt Return Yards,0,1,433,184,2014
Punt Return Yards,0,2,722,127,2016
Punt Return Yards,0,3,535,111,2015
Punt Return Yards,0,4,4255,77,2016
Punt Return Yards,0,5,369,61,2014
Punt Return Yards,0,6,1288,9,2016
Kickoff Return Yards,0,0,2566,802,2015
Kickoff Return Yards,0,1,842,744,2016
Kickoff Return Yards,0,2,1819,630,2016
Kickoff Return Yards,0,3,2589,327,2014
Kickoff Return Yards,0,4,722,165,2016
Kickoff Return Yards,0,5,239,116,2015
Kickoff Return Yards,0,6,369,19,2014
Kickoff Return Yards,0,7,535,16,2015
Kickoff Return TDs,0,0,2566,3,2015
Points Scored,0,0,1864,264,2016
Points Scored,0,1,270,222,2016
Points Scored,0,2,1687,118,2014
Points Scored,0,3,1546,60,2015
Points Scored,0,4,1836,60,2016
Points Scored,0,5,1073,26,2016
Points Scored,0,6,98,24,2015
Points Scored,0,7,2566,24,2015
Points Scored,0,8,842,24,2016
Points Scored,0,9,883,18,2015
Points Scored,0,10,587,18,2016
Points Scored,0,11,1771,12,2014
Points Scored,0,12,831,12,2015
Points Scored,0,13,3272,12,2015
Points Scored,0,14,1288,12,2016
Points Scored,0,15,1675,12,2016
Points Scored,0,16,1819,12,2016
Points Scored,0,17,535,6,2015
Points Scored,0,18,995,6,2015
Points Scored,0,19,1365,6,2015
Points Scored,0,20,389,6,2016
Points Scored,0,21,435,6,2016
Points Scored,0,22,794,6,2016
Points Scored,0,23,1536,6,2016
Points Scored,0,24,1951,6,2016
Points Scored,0,25,2634,6,2016
Points Scored,0,26,4255,6,2016
Yards from Scrimmage,0,0,1864,5998,2016
Yards from Scrimmage,0,1,842,1794,2016
Yards from Scrimmage,0,2,1546,1547,2015
Yards from Scrimmage,0,3,1836,1081,2016
Yards from Scrimmage,0,4,1288,653,2016
Yards from Scrimmage,0,5,883,618,2015
Yards from Scrimmage,0,6,1771,518,2014
Yards from Scrimmage,0,7,1819,511,2016
Yards from Scrimmage,0,8,1536,433,2016
Yards from Scrimmage,0,9,3272,412,2015
Yards from Scrimmage,0,10,831,382,2015
Yards from Scrimmage,0,11,1365,320,2015
Yards from Scrimmage,0,12,4255,262,2016
Yards from Scrimmage,0,13,2589,248,2014
Yards from Scrimmage,0,14,98,230,2015
Yards from Scrimmage,0,15,1951,222,2016
Yards from Scrimmage,0,16,2566,210,2015
Yards from Scrimmage,0,17,1675,186,2016
Yards from Scrimmage,0,18,2634,153,2016
Yards from Scrimmage,0,19,2012,66,2014
Yards from Scrimmage,0,20,4071,57,2016
Yards from Scrimmage,0,21,369,54,2014
Yards from Scrimmage,0,22,911,40,2014
Yards from Scrimmage,0,23,1464,38,2014
Yards from Scrimmage,0,24,2512,31,2016
Yards from Scrimmage,0,25,1371,26,2014
Yards from Scrimmage,0,26,433,20,2014
Yards from Scrimmage,0,27,3410,12,2015
Yards from Scrimmage,0,28,2424,1,2016
All-Purpose Yards,0,0,1864,5998,2016
All-Purpose Yards,0,1,842,2542,2016
All-Purpose Yards,0,2,1546,1547,2015
All-Purpose Yards,0,3,1819,1141,2016
All-Purpose Yards,0,4,1836,1081,2016
All-Purpose Yards,0,5,2566,1012,2015
All-Purpose Yards,0,6,1288,662,2016
All-Purpose Yards,0,7,883,618,2015
All-Purpose Yards,0,8,2589,578,2014
All-Purpose Yards,0,9,1771,518,2014
All-Purpose Yards,0,10,1536,433,2016
All-Purpose Yards,0,11,3272,412,2015
All-Purpose Yards,0,12,831,382,2015
All-Purpose Yards,0,13,1073,359,2016
All-Purpose Yards,0,14,4255,339,2016
All-Purpose Yards,0,15,239,327,2015
All-Purpose Yards,0,16,722,322,2016
All-Purpose Yards,0,17,1365,320,2015
All-Purpose Yards,0,18,587,310,2016
All-Purpose Yards,0,19,98,230,2015
All-Purpose Yards,0,20,1951,222,2016
All-Purpose Yards,0,21,433,204,2014
All-Purpose Yards,0,22,535,188,2015
All-Purpose Yards,0,23,1675,186,2016
All-Purpose Yards,0,24,2634,153,2016
All-Purpose Yards,0,25,369,134,2014
All-Purpose Yards,0,26,389,112,2016
All-Purpose Yards,0,27,794,90,2016
All-Purpose Yards,0,28,2012,66,2014
All-Purpose Yards,0,29,4071,57,2016
All-Purpose Yards,0,30,995,49,2015
All-Purpose Yards,0,31,307,47,2016
All-Purpose Yards,0,32,435,46,2016
All-Purpose Yards,0,33,911,40,2014
All-Purpose Yards,0,34,1464,38,2014
All-Purpose Yards,0,35,1333,34,2016
All-Purpose Yards,0,36,2512,31,2016
All-Purpose Yards,0,37,1371,26,2014
All-Purpose Yards,0,38,861,23,2015
All-Purpose Yards,0,39,1729,22,2015
All-Purpose Yards,0,40,1321,20,2016
All-Purpose Yards,0,41,3410,12,2015
All-Purpose Yards,0,42,2264,3,2016
All-Purpose Yards,0,43,2424,1,2016
Games Started,0,0,587,48,2016
Games Started,0,1,593,48,2016
Games Started,0,2,794,48,2016
Games Started,0,3,1073,48,2016
Games Started,0,4,1321,48,2016
Games Started,0,5,1333,48,2016
Games Started,0,6,1864,47,2016
Games Started,0,7,842,46,2016
Games Started,0,8,1515,46,2016
Games Started,0,9,625,45,2016
Games Started,0,10,604,44,2016
Games Started,0,11,1484,42,2016
Games Started,0,12,1836,36,2016
Games Started,0,13,139,32,2015
Games Started,0,14,98,29,2015
Games Started,0,15,1546,27,2015
Games Started,0,16,722,25,2016
Games Started,0,17,3558,21,2016
Games Started,0,18,995,20,2015
Games Started,0,19,1365,18,2015
Games Started,0,20,1536,17,2016
Games Started,0,21,861,16,2015
Games Started,0,22,307,16,2016
Games Started,0,23,389,16,2016
Games Started,0,24,435,16,2016
Games Started,0,25,1675,16,2016
Games Started,0,26,883,15,2015
Games Started,0,27,1225,15,2015
Games Started,0,28,131,14,2014
Games Started,0,29,355,14,2014
Games Started,0,30,3008,12,2016
Games Started,0,31,1386,11,2014
Games Started,0,32,823,11,2015
Games Started,0,33,2973,10,2016
Games Started,0,34,1729,9,2015
Games Started,0,35,1706,8,2016
Games Started,0,36,4255,8,2016
Games Started,0,37,1091,7,2014
Games Started,0,38,3812,6,2015
Games Started,0,39,1819,6,2016
Games Started,0,40,1193,5,2014
Games Started,0,41,2012,5,2014
Games Started,0,42,1288,5,2016
Games Started,0,43,1771,4,2014
Games Started,0,44,2512,4,2016
Games Started,0,45,3721,4,2016
Games Started,0,46,2236,3,2014
Games Started,0,47,791,3,2015
Games Started,0,48,2332,3,2016
Games Started,0,49,911,2,2014
Games Started,0,50,1130,2,2014
Games Started,0,51,2589,1,2014
Games Started,0,52,831,1,2015
Games Started,0,53,2566,1,2015
Games Started,0,54,2750,1,2016
Games Started,0,55,3014,1,2016
Quarterback Rating,1,0,185,689,2016
Pass Attempts,1,0,185,1328,2016
Pass Attempts,1,1,1654,558,2016
Pass Attempts,1,2,2374,11,2016
Pass Completions,1,0,185,759,2016
Pass Completions,1,1,1654,335,2016
Pass Completions,1,2,2374,6,2016
Completion Percentage,1,0,185,572,2016
Passing Yards,1,0,185,7770,2016
Passing Yards,1,1,1654,3461,2016
Passing Yards,1,2,2374,73,2016
Yards per Pass Attempt,1,0,185,585,2016
Passing Touchdowns,1,0,185,32,2016
Passing Touchdowns,1,1,1654,19,2016
Times Sacked,1,0,1654,83,2016
Times Sacked,1,1,185,54,2016
300 Yards Passing,1,0,185,3,2016
300 Yards Passing,1,1,1654,2,2016
Rushing Attempts,1,0,960,329,2015
Rushing Attempts,1,1,4092,231,2016
Rushing Attempts,1,2,925,168,2016
Rushing Attempts,1,3,2411,89,2015
Rushing Attempts,1,4,947,78,2016
Rushing Attempts,1,5,185,41,2016
Rushing Attempts,1,6,1654,38,2016
Rushing Attempts,1,7,2413,9,2016
Rushing Attempts,1,8,1943,6,2014
Rushing Attempts,1,9,493,4,2016
Rushing Attempts,1,10,2475,3,2015
Rushing Attempts,1,11,1106,3,2016
Rushing Attempts,1,12,1540,1,2014
Rushing Attempts,1,13,1978,1,2014
Rushing Yards,1,0,960,1085,2015
Rushing Yards,1,1,4092,919,2016
Rushing Yards,1,2,925,445,2016
Rushing Yards,1,3,2411,327,2015
Rushing Yards,1,4,947,298,2016
Rushing Yards,1,5,1654,236,2016
Rushing Yards,1,6,185,165,2016
Rushing Yards,1,7,1943,35,2014
Rushing Yards,1,8,2413,34,2016
Rushing Yards,1,9,493,20,2016
Rushing Yards,1,10,1540,12,2014
Rushing Yards,1,11,2475,11,2015
Rushing Yards,1,12,1106,7,2016
Rushing Touchdowns,1,0,960,8,2015
Rushing Touchdowns,1,1,925,4,2016
Rushing Touchdowns,1,2,4092,3,2016
Rushing Touchdowns,1,3,2411,1,2015
Rushing Touchdowns,1,4,185,1,2016
Rushing Touchdowns,1,5,1106,1,2016
100 Yards Rushing,1,0,960,2,2015
100 Yards Rushing,1,1,4092,1,2016
Receptions,1,0,277,215,2016
Receptions,1,1,493,195,2016
Receptions,1,2,960,105,2015
Receptions,1,3,709,90,2016
Receptions,1,4,1481,68,2015
Receptions,1,5,703,65,2016
Receptions,1,6,994,46,2014
Receptions,1,7,1106,38,2016
Receptions,1,8,2475,33,2015
Receptions,1,9,2567,31,2014
Receptions,1,10,4092,31,2016
Receptions,1,11,925,23,2016
Receptions,1,12,954,17,2014
Receptions,1,13,1300,17,2016
Receptions,1,14,4238,15,2016
Receptions,1,15,2413,13,2016
Receptions,1,16,4208,13,2016
Receptions,1,17,947,12,2016
Receptions,1,18,1943,11,2014
Receptions,1,19,1978,11,2014
Receptions,1,20,2411,11,2015
Receptions,1,21,4206,11,2016
Receptions,1,22,2028,10,2014
Receptions,1,23,1748,6,2015
Receptions,1,24,3362,5,2016
Receptions,1,25,4243,4,2016
Receptions,1,26,1210,2,2014
Receptions,1,27,1540,2,2014
Receiving Yards,1,0,493,2828,2016
Receiving Yards,1,1,277,2470,2016
Receiving Yards,1,2,709,913,2016
Receiving Yards,1,3,960,795,2015
Receiving Yards,1,4,703,743,2016
Receiving Yards,1,5,1481,644,2015
Receiving Yards,1,6,994,438,2014
Receiving Yards,1,7,2567,318,2014
Receiving Yards,1,8,1106,277,2016
Receiving Yards,1,9,4092,249,2016
Receiving Yards,1,10,2475,215,2015
Receiving Yards,1,11,1300,204,2016
Receiving Yards,1,12,954,194,2014
Receiving Yards,1,13,4206,143,2016
Receiving Yards,1,14,4208,129,2016
Receiving Yards,1,15,2413,98,2016
Receiving Yards,1,16,4238,84,2016
Receiving Yards,1,17,1748,80,2015
Receiving Yards,1,18,1978,75,2014
Receiving Yards,1,19,2411,66,2015
Receiving Yards,1,20,947,63,2016
Receiving Yards,1,21,3362,59,2016
Receiving Yards,1,22,1943,58,2014
Receiving Yards,1,23,2028,57,2014
Receiving Yards,1,24,4243,44,2016
Receiving Yards,1,25,925,41,2016
Receiving Yards,1,26,1210,15,2014
Receiving Yards,1,27,1540,4,2014
Yards per Reception,1,0,493,1450,2016
Yards per Reception,1,1,277,1149,2016
Yards per Reception,1,2,960,757,2015
Receiving Touchdowns,1,0,493,16,2016
Receiving Touchdowns,1,1,277,11,2016
Receiving Touchdowns,1,2,709,6,2016
Receiving Touchdowns,1,3,703,5,2016
Receiving Touchdowns,1,4,4092,3,2016
Receiving Touchdowns,1,5,954,2,2014
Receiving Touchdowns,1,6,1481,2,2015
Receiving Touchdowns,1,7,1300,2,2016
Receiving Touchdowns,1,8,994,1,2014
Receiving Touchdowns,1,9,960,1,2015
Receiving Touchdowns,1,10,947,1,2016
Receiving Touchdowns,1,11,1106,1,2016
Targeted Passes,1,0,493,366,2016
Targeted Passes,1,1,277,327,2016
Targeted Passes,1,2,709,190,2016
Targeted Passes,1,3,960,146,2015
Targeted Passes,1,4,1481,122,2015
Targeted Passes,1,5,703,113,2016
Targeted Passes,1,6,994,95,2014
Targeted Passes,1,7,2567,60,2014
Targeted Passes,1,8,1106,47,2016
Targeted Passes,1,9,2475,46,2015
Targeted Passes,1,10,4092,43,2016
Targeted Passes,1,11,4208,39,2016
Targeted Passes,1,12,954,36,2014
Targeted Passes,1,13,925,36,2016
Targeted Passes,1,14,4238,29,2016
Targeted Passes,1,15,1300,24,2016
Targeted Passes,1,16,2413,23,2016
Targeted Passes,1,17,1748,20,2015
