Category,Team/All_Teams,Place,Record,Year,Team
Total Yards Allowed,1,2,3976,2014,1
Pass Attempts,1,0,428,2014,1
Pass Attempts,1,1,390,2015,1
Pass Attempts,1,2,366,2016,1
Rush Attempts,1,0,227,2016,1
Rush Attempts,1,1,223,2015,1
Rush Attempts,1,2,174,2014,1
Points Scored,2,0,263,2015,2
Points Scored,2,1,259,2016,2
Points Scored,2,2,181,2014,2
Points Allowed,2,0,190,2015,2
Points Allowed,2,1,191,2016,2
Points Allowed,2,2,250,2014,2
Passing Yards,2,0,2370,2014,2
Passing Yards,2,1,2125,2015,2
Passing Yards,2,2,2056,2016,2
Passing Yards Allowed,2,0,2084,2014,2
Passing Yards Allowed,2,1,2218,2016,2
Passing Yards Allowed,2,2,2254,2015,2
Rushing Yards,2,0,1418,2015,2
Rushing Yards,2,1,1228,2016,2
Rushing Yards,2,2,957,2014,2
Rushing Yards Allowed,2,0,1045,2015,2
Rushing Yards Allowed,2,1,1057,2014,2
Rushing Yards Allowed,2,2,1076,2016,2
Total Yards,2,0,3543,2015,2
Total Yards,2,1,3328,2014,2
Total Yards,2,2,3284,2016,2
Total Yards Allowed,2,0,3141,2014,2
Total Yards Allowed,2,1,3295,2016,2
Total Yards Allowed,2,2,3300,2015,2
Pass Attempts,2,0,415,2014,2
Pass Attempts,2,1,330,2015,2
Pass Attempts,2,2,326,2016,2
Rush Attempts,2,0,323,2015,2
Rush Attempts,2,1,302,2016,2
Rush Attempts,2,2,253,2014,2
Points Scored,3,0,266,2016,3
Points Scored,3,1,220,2015,3
Points Scored,3,2,193,2014,3
Points Allowed,3,0,203,2014,3
Points Allowed,3,1,221,2016,3
Points Allowed,3,2,231,2015,3
Passing Yards,3,0,2444,2016,3
Passing Yards,3,1,2028,2015,3
Passing Yards,3,2,1866,2014,3
Passing Yards Allowed,3,0,2216,2014,3
Passing Yards Allowed,3,1,2339,2015,3
Passing Yards Allowed,3,2,2719,2016,3
Rushing Yards,3,0,1655,2016,3
Rushing Yards,3,1,1624,2015,3
Rushing Yards,3,2,1420,2014,3
Rushing Yards Allowed,3,0,1122,2014,3
Rushing Yards Allowed,3,1,1206,2015,3
Rushing Yards Allowed,3,2,1276,2016,3
Total Yards,3,0,4099,2016,3
Total Yards,3,1,3653,2015,3
Total Yards,3,2,3286,2014,3
Total Yards Allowed,3,0,3338,2014,3
Total Yards Allowed,3,1,3545,2015,3
Total Yards Allowed,3,2,3995,2016,3
Pass Attempts,3,0,301,2016,3
Pass Attempts,3,1,295,2015,3
Pass Attempts,3,2,277,2014,3
Rush Attempts,3,0,346,2016,3
Rush Attempts,3,1,336,2015,3
Rush Attempts,3,2,335,2014,3
Points Scored,4,0,241,2016,4
Points Scored,4,1,240,2014,4
Points Scored,4,2,221,2015,4
Points Allowed,4,0,133,2016,4
Points Allowed,4,1,175,2015,4
Points Allowed,4,2,188,2014,4
Passing Yards,4,0,2098,2015,4
Passing Yards,4,1,1908,2016,4
Passing Yards,4,2,1828,2014,4
Passing Yards Allowed,4,0,2203,2014,4
Passing Yards Allowed,4,1,2233,2016,4
Passing Yards Allowed,4,2,2502,2015,4
Rushing Yards,4,0,1555,2016,4
Rushing Yards,4,1,1300,2015,4
Rushing Yards,4,2,1297,2014,4
Rushing Yards Allowed,4,0,898,2015,4
Rushing Yards Allowed,4,1,980,2016,4
Rushing Yards Allowed,4,2,1159,2014,4
Total Yards,4,0,3464,2016,4
Total Yards,4,1,3398,2015,4
Total Yards,4,2,3125,2014,4
Total Yards Allowed,4,0,3213,2016,4
Total Yards Allowed,4,1,3362,2014,4
Total Yards Allowed,4,2,3400,2015,4
Pass Attempts,4,0,304,2015,4
Pass Attempts,4,1,283,2016,4
Pass Attempts,4,2,280,2014,4
Rush Attempts,4,0,351,2016,4
Rush Attempts,4,1,338,2014,4
Rush Attempts,4,2,306,2015,4
Points Scored,5,0,171,2015,5
Points Scored,5,1,158,2014,5
Points Scored,5,2,134,2016,5
Points Allowed,5,0,196,2015,5
Points Allowed,5,1,224,2016,5
Points Allowed,5,2,236,2014,5
Passing Yards,5,0,2290,2015,5
Passing Yards,5,1,2215,2014,5
Passing Yards,5,2,2172,2016,5
Passing Yards Allowed,5,0,2081,2014,5
Passing Yards Allowed,5,1,2132,2016,5
Passing Yards Allowed,5,2,2185,2015,5
Rushing Yards,5,0,1120,2016,5
Rushing Yards,5,1,1056,2015,5
Rushing Yards,5,2,1045,2014,5
Rushing Yards Allowed,5,0,902,2016,5
Rushing Yards Allowed,5,1,1185,2015,5
Rushing Yards Allowed,5,2,1373,2014,5
Total Yards,5,0,3347,2015,5
Total Yards,5,1,3292,2016,5
Total Yards,5,2,3260,2014,5
Total Yards Allowed,5,0,3035,2016,5
Total Yards Allowed,5,1,3370,2015,5
Total Yards Allowed,5,2,3454,2014,5
Pass Attempts,5,0,378,2014,5
Pass Attempts,5,1,368,2015,5
Pass Attempts,5,2,365,2016,5
Rush Attempts,5,0,265,2014,5
Rush Attempts,5,1,260,2015,5
Rush Attempts,5,2,258,2016,5
Points Scored,6,0,247,2015,6
Points Scored,6,1,238,2014,6
Points Scored,6,2,184,2016,6
Points Allowed,6,0,180,2015,6
Points Allowed,6,1,201,2014,6
Points Allowed,6,2,225,2016,6
Passing Yards,6,0,2507,2014,6
Passing Yards,6,1,2278,2016,6
Passing Yards,6,2,2145,2015,6
Passing Yards Allowed,6,0,2315,2014,6
Passing Yards Allowed,6,1,2461,2016,6
Passing Yards Allowed,6,2,2469,2015,6
Rushing Yards,6,0,1463,2015,6
Rushing Yards,6,1,1249,2014,6
Rushing Yards,6,2,1152,2016,6
Rushing Yards Allowed,6,0,1063,2014,6
Rushing Yards Allowed,6,1,1072,2016,6
Rushing Yards Allowed,6,2,1327,2015,6
Total Yards,6,0,3756,2014,6
Total Yards,6,1,3608,2015,6
Total Yards,6,2,3430,2016,6
Total Yards Allowed,6,0,3379,2014,6
Total Yards Allowed,6,1,3533,2016,6
Total Yards Allowed,6,2,3796,2015,6
Pass Attempts,6,0,356,2014,6
Pass Attempts,6,1,350,2016,6
Pass Attempts,6,2,313,2015,6
Rush Attempts,6,0,302,2015,6
Rush Attempts,6,1,290,2014,6
Rush Attempts,6,2,273,2016,6
Points Scored,7,0,178,2016,7
Points Scored,7,1,177,2014,7
Points Scored,7,2,152,2015,7
Points Allowed,7,0,185,2014,7
Points Allowed,7,1,201,2016,7
Points Allowed,7,2,280,2015,7
Passing Yards,7,0,2188,2016,7
Passing Yards,7,1,2030,2014,7
Passing Yards,7,2,1813,2015,7
Passing Yards Allowed,7,0,2351,2014,7
Passing Yards Allowed,7,1,2551,2015,7
Passing Yards Allowed,7,2,2575,2016,7
Rushing Yards,7,0,1138,2014,7
Rushing Yards,7,1,1096,2015,7
Rushing Yards,7,2,971,2016,7
Rushing Yards Allowed,7,0,1097,2016,7
Rushing Yards Allowed,7,1,1285,2014,7
Rushing Yards Allowed,7,2,1422,2015,7
Total Yards,7,0,3168,2014,7
Total Yards,7,1,3159,2016,7
Total Yards,7,2,2910,2015,7
Total Yards Allowed,7,0,3637,2014,7
Total Yards Allowed,7,1,3673,2016,7
Total Yards Allowed,7,2,3974,2015,7
Pass Attempts,7,0,366,2016,7
Pass Attempts,7,1,352,2014,7
Pass Attempts,7,2,332,2015,7
Rush Attempts,7,0,265,2014,7
Rush Attempts,7,1,246,2015,7
Rush Attempts,7,2,236,2016,7
Points Scored,8,0,221,2015,8
Points Scored,8,1,210,2016,8
Points Scored,8,2,166,2014,8
Points Allowed,8,0,198,2015,8
Points Allowed,8,1,213,2016,8
Points Allowed,8,2,220,2014,8
Passing Yards,8,0,2570,2015,8
Passing Yards,8,1,2528,2016,8
Passing Yards,8,2,2048,2014,8
Passing Yards Allowed,8,0,2483,2015,8
Passing Yards Allowed,8,1,2548,2016,8
Passing Yards Allowed,8,2,2551,2014,8
Rushing Yards,8,0,1132,2014,8
Rushing Yards,8,1,1073,2016,8
Rushing Yards,8,2,949,2015,8
Rushing Yards Allowed,8,0,956,2015,8
Rushing Yards Allowed,8,1,1028,2016,8
Rushing Yards Allowed,8,2,1153,2014,8
Total Yards,8,0,3602,2016,8
Total Yards,8,1,3520,2015,8
Total Yards,8,2,3181,2014,8
Total Yards Allowed,8,0,3440,2015,8
Total Yards Allowed,8,1,3577,2016,8
Total Yards Allowed,8,2,3705,2014,8
Pass Attempts,8,0,364,2016,8
Pass Attempts,8,1,342,2014,8
Pass Attempts,8,2,341,2015,8
Rush Attempts,8,0,292,2015,8
Rush Attempts,8,1,270,2014,8
Rush Attempts,8,2,246,2016,8
Points Scored,9,0,185,2016,9
Points Scored,9,1,143,2014,9
Points Scored,9,2,131,2015,9
Points Allowed,9,0,165,2016,9
Points Allowed,9,1,187,2015,9
Points Allowed,9,2,240,2014,9
Passing Yards,9,0,2311,2016,9
Passing Yards,9,1,1849,2015,9
Passing Yards,9,2,1779,2014,9
Passing Yards Allowed,9,0,2099,2015,9
Passing Yards Allowed,9,1,2278,2014,9
Passing Yards Allowed,9,2,2364,2016,9
Rushing Yards,9,0,1066,2014,9
Rushing Yards,9,1,1015,2016,9
Rushing Yards,9,2,910,2015,9
Rushing Yards Allowed,9,0,882,2016,9
Rushing Yards Allowed,9,1,917,2015,9
Rushing Yards Allowed,9,2,1150,2014,9
Total Yards,9,0,3326,2016,9
Total Yards,9,1,2846,2014,9
Total Yards,9,2,2760,2015,9
Total Yards Allowed,9,0,3016,2015,9
Total Yards Allowed,9,1,3246,2016,9
Total Yards Allowed,9,2,3429,2014,9
Pass Attempts,9,0,367,2016,9
Pass Attempts,9,1,339,2015,9
Pass Attempts,9,2,330,2014,9
Rush Attempts,9,0,278,2014,9
Rush Attempts,9,1,260,2015,9
Rush Attempts,9,2,248,2016,9
Points Scored,10,0,246,2015,10
Points Scored,10,1,235,2016,10
Points Scored,10,2,227,2014,10
Points Allowed,10,0,159,2016,10
Points Allowed,10,1,166,2014,10
Points Allowed,10,2,177,2015,10
Passing Yards,10,0,2530,2016,10
Passing Yards,10,1,2382,2015,10
Passing Yards,10,2,2263,2014,10
Passing Yards Allowed,10,0,2055,2015,10
Passing Yards Allowed,10,1,2140,2014,10
Passing Yards Allowed,10,2,2345,2016,10
Rushing Yards,10,0,1361,2014,10
Rushing Yards,10,1,1173,2015,10
Rushing Yards,10,2,1157,2016,10
Rushing Yards Allowed,10,0,855,2014,10
Rushing Yards Allowed,10,1,974,2015,10
Rushing Yards Allowed,10,2,1026,2016,10
Total Yards,10,0,3687,2016,10
Total Yards,10,1,3624,2014,10
Total Yards,10,2,3555,2015,10
Total Yards Allowed,10,0,2995,2014,10
Total Yards Allowed,10,1,3029,2015,10
Total Yards Allowed,10,2,3371,2016,10
Pass Attempts,10,0,346,2016,10
Pass Attempts,10,1,341,2015,10
Pass Attempts,10,2,335,2014,10
Rush Attempts,10,0,318,2014,10
Rush Attempts,10,1,305,2016,10
Rush Attempts,10,2,298,2015,10
Points Scored,11,0,201,2014,11
Points Scored,11,1,196,2015,11
Points Scored,11,2,190,2016,11
Points Allowed,11,0,203,2016,11
Points Allowed,11,1,205,2015,11
Points Allowed,11,2,250,2014,11
Passing Yards,11,0,2643,2016,11
Passing Yards,11,1,2560,2014,11
Passing Yards,11,2,2245,2015,11
Passing Yards Allowed,11,0,2155,2015,11
Passing Yards Allowed,11,1,2438,2016,11
Passing Yards Allowed,11,2,2566,2014,11
Rushing Yards,11,0,1148,2015,11
Rushing Yards,11,1,1005,2014,11
Rushing Yards,11,2,892,2016,11
Rushing Yards Allowed,11,0,1191,2016,11
Rushing Yards Allowed,11,1,1286,2014,11
Rushing Yards Allowed,11,2,1344,2015,11
Total Yards,11,0,3565,2014,11
Total Yards,11,1,3535,2016,11
Total Yards,11,2,3394,2015,11
Total Yards Allowed,11,0,3500,2015,11
Total Yards Allowed,11,1,3630,2016,11
Total Yards Allowed,11,2,3853,2014,11
Pass Attempts,11,0,371,2016,11
Pass Attempts,11,1,356,2014,11
Pass Attempts,11,2,321,2015,11
Rush Attempts,11,0,281,2015,11
Rush Attempts,11,1,270,2014,11
Rush Attempts,11,2,258,2016,11
Points Scored,12,0,258,2014,12
Points Scored,12,1,215,2016,12
Points Scored,12,2,166,2015,12
Points Allowed,12,0,236,2014,12
Points Allowed,12,1,251,2015,12
Points Allowed,12,2,255,2016,12
Passing Yards,12,0,2715,2014,12
Passing Yards,12,1,2609,2016,12
Passing Yards,12,2,2242,2015,12
Passing Yards Allowed,12,0,1993,2015,12
Passing Yards Allowed,12,1,2207,2016,12
Passing Yards Allowed,12,2,2646,2014,12
Rushing Yards,12,0,1091,2015,12
Rushing Yards,12,1,953,2014,12
Rushing Yards,12,2,819,2016,12
Rushing Yards Allowed,12,0,861,2014,12
Rushing Yards Allowed,12,1,1373,2016,12
Rushing Yards Allowed,12,2,1525,2015,12
Total Yards,12,0,3669,2014,12
Total Yards,12,1,3428,2016,12
Total Yards,12,2,3333,2015,12
Total Yards Allowed,12,0,3508,2014,12
Total Yards Allowed,12,1,3518,2015,12
Total Yards Allowed,12,2,3580,2016,12
Pass Attempts,12,0,437,2015,12
Pass Attempts,12,1,418,2014,12
Pass Attempts,12,2,408,2016,12
Rush Attempts,12,0,230,2014,12
Rush Attempts,12,1,215,2015,12
Rush Attempts,12,2,208,2016,12
Points Scored,13,0,211,2016,13
Points Scored,13,1,192,2015,13
Points Scored,13,2,152,2014,13
Points Allowed,13,0,199,2015,13
Points Allowed,13,1,204,2016,13
Points Allowed,13,2,239,2014,13
Passing Yards,13,0,2277,2015,13
Passing Yards,13,1,2084,2016,13
Passing Yards,13,2,1821,2014,13
Passing Yards Allowed,13,0,2041,2015,13
Passing Yards Allowed,13,1,2255,2014,13
Passing Yards Allowed,13,2,2468,2016,13
Rushing Yards,13,0,1138,2016,13
Rushing Yards,13,1,1117,2015,13
Rushing Yards,13,2,1061,2014,13
Rushing Yards Allowed,13,0,831,2016,13
Rushing Yards Allowed,13,1,858,2015,13
Rushing Yards Allowed,13,2,1066,2014,13
Total Yards,13,0,3395,2015,13
Total Yards,13,1,3223,2016,13
Total Yards,13,2,2883,2014,13
Total Yards Allowed,13,0,2900,2015,13
Total Yards Allowed,13,1,3300,2016,13
Total Yards Allowed,13,2,3321,2014,13
Pass Attempts,13,0,346,2015,13
Pass Attempts,13,1,338,2014,13
Pass Attempts,13,2,300,2016,13
Rush Attempts,13,0,281,2015,13
Rush Attempts,13,1,281,2016,13
Rush Attempts,13,2,236,2014,13
Points Scored,14,0,211,2015,14
Points Scored,14,1,204,2016,14
Points Scored,14,2,165,2014,14
Points Allowed,14,0,206,2016,14
Points Allowed,14,1,208,2015,14
Points Allowed,14,2,220,2014,14
Passing Yards,14,0,2686,2016,14
Passing Yards,14,1,2493,2015,14
Passing Yards,14,2,2285,2014,14
Passing Yards Allowed,14,0,2195,2014,14
Passing Yards Allowed,14,1,2506,2015,14
Passing Yards Allowed,14,2,2591,2016,14
Rushing Yards,14,0,956,2016,14
Rushing Yards,14,1,891,2015,14
Rushing Yards,14,2,870,2014,14
Rushing Yards Allowed,14,0,1065,2015,14
Rushing Yards Allowed,14,1,1073,2014,14
Rushing Yards Allowed,14,2,1187,2016,14
Total Yards,14,0,3642,2016,14
Total Yards,14,1,3385,2015,14
Total Yards,14,2,3155,2014,14
Total Yards Allowed,14,0,3268,2014,14
Total Yards Allowed,14,1,3571,2015,14
Total Yards Allowed,14,2,3778,2016,14
Pass Attempts,14,0,425,2014,14
Pass Attempts,14,1,395,2015,14
Pass Attempts,14,2,389,2016,14
Rush Attempts,14,0,236,2015,14
Rush Attempts,14,1,228,2014,14
Rush Attempts,14,2,225,2016,14
Points Scored,15,0,263,2014,15
Points Scored,15,1,217,2016,15
Points Scored,15,2,155,2015,15
Points Allowed,15,0,188,2015,15
Points Allowed,15,1,191,2014,15
Points Allowed,15,2,220,2016,15
Passing Yards,15,0,2603,2014,15
Passing Yards,15,1,2105,2015,15
Passing Yards,15,2,2021,2016,15
Passing Yards Allowed,15,0,2081,2015,15
Passing Yards Allowed,15,1,2253,2014,15
Passing Yards Allowed,15,2,2566,2016,15
Rushing Yards,15,0,1461,2016,15
Rushing Yards,15,1,1207,2014,15
Rushing Yards,15,2,831,2015,15
Rushing Yards Allowed,15,0,1158,2015,15
Rushing Yards Allowed,15,1,1256,2014,15
Rushing Yards Allowed,15,2,1305,2016,15
Total Yards,15,0,3810,2014,15
Total Yards,15,1,3483,2016,15
Total Yards,15,2,2936,2015,15
Total Yards Allowed,15,0,3240,2015,15
Total Yards Allowed,15,1,3510,2014,15
Total Yards Allowed,15,2,3872,2016,15
Pass Attempts,15,0,375,2015,15
Pass Attempts,15,1,344,2016,15
Pass Attempts,15,2,329,2014,15
Rush Attempts,15,0,291,2016,15
Rush Attempts,15,1,275,2014,15
Rush Attempts,15,2,231,2015,15
Points Scored,16,0,247,2014,16
Points Scored,16,1,198,2016,16
Points Scored,16,2,194,2015,16
Points Allowed,16,0,170,2014,16
Points Allowed,16,1,205,2016,16
Points Allowed,16,2,206,2015,16
Passing Yards,16,0,2429,2014,16
Passing Yards,16,1,2321,2016,16
Passing Yards,16,2,2305,2015,16
Passing Yards Allowed,16,0,2035,2014,16
Passing Yards Allowed,16,1,2168,2015,16
Passing Yards Allowed,16,2,2640,2016,16
Rushing Yards,16,0,1361,2016,16
Rushing Yards,16,1,1166,2015,16
Rushing Yards,16,2,1018,2014,16
Rushing Yards Allowed,16,0,1203,2014,16
Rushing Yards Allowed,16,1,1259,2015,16
Rushing Yards Allowed,16,2,1263,2016,16
Total Yards,16,0,3683,2016,16
Total Yards,16,1,3471,2015,16
Total Yards,16,2,3448,2014,16
Total Yards Allowed,16,0,3238,2014,16
Total Yards Allowed,16,1,3428,2015,16
Total Yards Allowed,16,2,3904,2016,16
Pass Attempts,16,0,350,2014,16
Pass Attempts,16,1,346,2015,16
Pass Attempts,16,2,346,2016,16
Rush Attempts,16,0,284,2016,16
Rush Attempts,16,1,277,2015,16
Rush Attempts,16,2,258,2014,16
Points Scored,17,0,217,2015,17
Points Scored,17,1,180,2014,17
Points Scored,17,2,145,2016,17
Points Allowed,17,0,205,2014,17
Points Allowed,17,1,243,2015,17
Points Allowed,17,2,281,2016,17
Passing Yards,17,0,2719,2015,17
Passing Yards,17,1,2467,2016,17
Passing Yards,17,2,2247,2014,17
Passing Yards Allowed,17,0,2242,2015,17
Passing Yards Allowed,17,1,2306,2016,17
Passing Yards Allowed,17,2,2329,2014,17
Rushing Yards,17,0,972,2014,17
Rushing Yards,17,1,966,2015,17
Rushing Yards,17,2,511,2016,17
Rushing Yards Allowed,17,0,1168,2014,17
Rushing Yards Allowed,17,1,1285,2015,17
Rushing Yards Allowed,17,2,1624,2016,17
Total Yards,17,0,3685,2015,17
Total Yards,17,1,3220,2014,17
Total Yards,17,2,2979,2016,17
Total Yards Allowed,17,0,3498,2014,17
Total Yards Allowed,17,1,3527,2015,17
Total Yards Allowed,17,2,3930,2016,17
Pass Attempts,17,0,390,2014,17
Pass Attempts,17,1,383,2016,17
Pass Attempts,17,2,376,2015,17
Rush Attempts,17,0,233,2015,17
Rush Attempts,17,1,229,2014,17
Rush Attempts,17,2,162,2016,17
Points Scored,18,0,292,2016,18
Points Scored,18,1,283,2015,18
Points Scored,18,2,235,2014,18
Points Allowed,18,0,233,2016,18
Points Allowed,18,1,260,2015,18
Points Allowed,18,2,268,2014,18
Passing Yards,18,0,2968,2016,18
Passing Yards,18,1,2844,2015,18
Passing Yards,18,2,2763,2014,18
Passing Yards Allowed,18,0,2615,2014,18
Passing Yards Allowed,18,1,2785,2016,18
Passing Yards Allowed,18,2,2930,2015,18
Rushing Yards,18,0,1091,2015,18
Rushing Yards,18,1,1034,2016,18
Rushing Yards,18,2,926,2014,18
Rushing Yards Allowed,18,0,1010,2016,18
Rushing Yards Allowed,18,1,1040,2014,18
Rushing Yards Allowed,18,2,1262,2015,18
Total Yards,18,0,4002,2016,18
Total Yards,18,1,3936,2015,18
Total Yards,18,2,3690,2014,18
Total Yards Allowed,18,0,3655,2014,18
Total Yards Allowed,18,1,3796,2016,18
Total Yards Allowed,18,2,4193,2015,18
Pass Attempts,18,0,400,2014,18
Pass Attempts,18,1,381,2015,18
Pass Attempts,18,2,363,2016,18
Rush Attempts,18,0,268,2016,18
Rush Attempts,18,1,255,2015,18
Rush Attempts,18,2,221,2014,18
Points Scored,19,0,316,2016,19
Points Scored,19,1,308,2014,19
Points Scored,19,2,296,2015,19
Points Allowed,19,0,163,2014,19
Points Allowed,19,1,180,2016,19
Points Allowed,19,2,186,2015,19
Passing Yards,19,0,3028,2016,19
Passing Yards,19,1,2820,2015,19
Passing Yards,19,2,2660,2014,19
Passing Yards Allowed,19,0,1918,2014,19
Passing Yards Allowed,19,1,2131,2016,19
Passing Yards Allowed,19,2,2528,2015,19
Rushing Yards,19,0,1283,2015,19
Rushing Yards,19,1,1254,2016,19
Rushing Yards,19,2,1185,2014,19
Rushing Yards Allowed,19,0,1022,2014,19
Rushing Yards Allowed,19,1,1126,2015,19
Rushing Yards Allowed,19,2,1335,2016,19
Total Yards,19,0,4282,2016,19
Total Yards,19,1,4104,2015,19
Total Yards,19,2,3845,2014,19
Total Yards Allowed,19,0,2941,2014,19
Total Yards Allowed,19,1,3466,2016,19
Total Yards Allowed,19,2,3655,2015,19
Pass Attempts,19,0,333,2014,19
Pass Attempts,19,1,323,2016,19
Pass Attempts,19,2,311,2015,19
Rush Attempts,19,0,312,2014,19
Rush Attempts,19,1,301,2015,19
Rush Attempts,19,2,292,2016,19
Points Scored,20,0,275,2016,20
Points Scored,20,1,241,2015,20
Points Scored,20,2,198,2014,20
Points Allowed,20,0,178,2014,20
Points Allowed,20,1,213,2016,20
Points Allowed,20,2,224,2015,20
Passing Yards,20,0,2650,2016,20
Passing Yards,20,1,2486,2015,20
Passing Yards,20,2,2030,2014,20
Passing Yards Allowed,20,0,2433,2014,20
Passing Yards Allowed,20,1,2522,2015,20
Passing Yards Allowed,20,2,2625,2016,20
Rushing Yards,20,0,1327,2014,20
Rushing Yards,20,1,1289,2015,20
Rushing Yards,20,2,1240,2016,20
Rushing Yards Allowed,20,0,1003,2016,20
Rushing Yards Allowed,20,1,1009,2014,20
Rushing Yards Allowed,20,2,1017,2015,20
Total Yards,20,0,3890,2016,20
Total Yards,20,1,3776,2015,20
Total Yards,20,2,3358,2014,20
Total Yards Allowed,20,0,3442,2014,20
Total Yards Allowed,20,1,3540,2015,20
Total Yards Allowed,20,2,3628,2016,20
Pass Attempts,20,0,317,2015,20
Pass Attempts,20,1,311,2016,20
Pass Attempts,20,2,296,2014,20
Rush Attempts,20,0,321,2014,20
Rush Attempts,20,1,311,2015,20
Rush Attempts,20,2,291,2016,20
Points Scored,21,0,235,2014,21
Points Scored,21,1,215,2016,21
Points Scored,21,2,203,2015,21
Points Allowed,21,0,195,2014,21
Points Allowed,21,1,213,2016,21
Points Allowed,21,2,217,2015,21
Passing Yards,21,0,2611,2015,21
Passing Yards,21,1,2571,2016,21
Passing Yards,21,2,2558,2014,21
Passing Yards Allowed,21,0,2333,2015,21
Passing Yards Allowed,21,1,2500,2014,21
Passing Yards Allowed,21,2,2579,2016,21
Rushing Yards,21,0,1520,2014,21
Rushing Yards,21,1,1360,2015,21
Rushing Yards,21,2,989,2016,21
Rushing Yards Allowed,21,0,729,2014,21
Rushing Yards Allowed,21,1,1068,2016,21
Rushing Yards Allowed,21,2,1110,2015,21
Total Yards,21,0,4078,2014,21
Total Yards,21,1,3971,2015,21
Total Yards,21,2,3561,2016,21
Total Yards Allowed,21,0,3230,2014,21
Total Yards Allowed,21,1,3444,2015,21
Total Yards Allowed,21,2,3647,2016,21
Pass Attempts,21,0,366,2014,21
Pass Attempts,21,1,339,2015,21
Pass Attempts,21,2,335,2016,21
Rush Attempts,21,0,323,2014,21
Rush Attempts,21,1,282,2015,21
Rush Attempts,21,2,280,2016,21
Points Scored,22,0,277,2014,22
Points Scored,22,1,233,2015,22
Points Scored,22,2,183,2016,22
Points Allowed,22,0,218,2014,22
Points Allowed,22,1,243,2015,22
Points Allowed,22,2,270,2016,22
Passing Yards,22,0,2866,2016,22
Passing Yards,22,1,2857,2014,22
Passing Yards,22,2,2306,2015,22
Passing Yards Allowed,22,0,2160,2014,22
Passing Yards Allowed,22,1,2392,2016,22
Passing Yards Allowed,22,2,2419,2015,22
Rushing Yards,22,0,1305,2015,22
Rushing Yards,22,1,1059,2014,22
Rushing Yards,22,2,836,2016,22
Rushing Yards Allowed,22,0,1236,2015,22
Rushing Yards Allowed,22,1,1245,2016,22
Rushing Yards Allowed,22,2,1267,2014,22
Total Yards,22,0,3916,2014,22
Total Yards,22,1,3702,2016,22
Total Yards,22,2,3611,2015,22
Total Yards Allowed,22,0,3428,2014,22
Total Yards Allowed,22,1,3638,2016,22
Total Yards Allowed,22,2,3656,2015,22
Pass Attempts,22,0,437,2016,22
Pass Attempts,22,1,394,2015,22
Pass Attempts,22,2,380,2014,22
Rush Attempts,22,0,273,2014,22
Rush Attempts,22,1,250,2015,22
Rush Attempts,22,2,209,2016,22
Points Scored,23,0,216,2015,23
Points Scored,23,1,210,2016,23
Points Scored,23,2,198,2014,23
Points Allowed,23,0,183,2015,23
Points Allowed,23,1,195,2016,23
Points Allowed,23,2,197,2014,23
Passing Yards,23,0,2531,2016,23
Passing Yards,23,1,2346,2014,23
Passing Yards,23,2,2260,2015,23
Passing Yards Allowed,23,0,2267,2016,23
Passing Yards Allowed,23,1,2281,2015,23
Passing Yards Allowed,23,2,2334,2014,23
Rushing Yards,23,0,1382,2015,23
