Week,Visitor_Team,Home_Team
Reg. Season Week 17,15,10
Reg. Season Week 17,18,7
Reg. Season Week 17,19,16
Reg. Season Week 17,23,20
Reg. Season Week 17,24,0
Reg. Season Week 17,26,25
Reg. Season Week 17,27,17
Reg. Season Week 17,29,21
Reg. Season Week 17,30,22
Reg. Season Week 17,31,28
Wild Card Round,9,18
Wild Card Round,13,31
Wild Card Round,23,2
Wild Card Round,27,0
Divisional Round,0,4
Divisional Round,2,20
Divisional Round,13,19
Divisional Round,18,10
Conference Round,10,4
Conference Round,20,19
Front Office Bowl,4,19
