Category,Team/All_Teams,Place,Record,Year,Team
Rush Attempts,0,6,282,2014,0
Rush Attempts,0,7,277,2019,0
Points Scored,1,0,218,2018,1
Points Scored,1,1,207,2021,1
Points Scored,1,2,200,2020,1
Points Scored,1,3,198,2017,1
Points Scored,1,4,186,2015,1
Points Scored,1,5,168,2016,1
Points Scored,1,6,158,2019,1
Points Scored,1,7,150,2014,1
Points Allowed,1,0,184,2018,1
Points Allowed,1,1,217,2015,1
Points Allowed,1,2,225,2020,1
Points Allowed,1,3,229,2016,1
Points Allowed,1,4,238,2019,1
Points Allowed,1,5,247,2017,1
Points Allowed,1,6,250,2021,1
Points Allowed,1,7,253,2014,1
Passing Yards,1,0,2578,2017,1
Passing Yards,1,1,2510,2020,1
Passing Yards,1,2,2501,2015,1
Passing Yards,1,3,2493,2019,1
Passing Yards,1,4,2411,2021,1
Passing Yards,1,5,2365,2014,1
Passing Yards,1,6,2197,2016,1
Passing Yards,1,7,2136,2018,1
Passing Yards Allowed,1,0,2186,2020,1
Passing Yards Allowed,1,1,2237,2019,1
Passing Yards Allowed,1,2,2271,2016,1
Passing Yards Allowed,1,3,2272,2015,1
Passing Yards Allowed,1,4,2390,2018,1
Passing Yards Allowed,1,5,2420,2014,1
Passing Yards Allowed,1,6,2435,2017,1
Passing Yards Allowed,1,7,2651,2021,1
Rushing Yards,1,0,1373,2018,1
Rushing Yards,1,1,1086,2017,1
Rushing Yards,1,2,930,2016,1
Rushing Yards,1,3,846,2021,1
Rushing Yards,1,4,810,2020,1
Rushing Yards,1,5,773,2019,1
Rushing Yards,1,6,701,2015,1
Rushing Yards,1,7,613,2014,1
Rushing Yards Allowed,1,0,891,2018,1
Rushing Yards Allowed,1,1,1021,2021,1
Rushing Yards Allowed,1,2,1025,2017,1
Rushing Yards Allowed,1,3,1080,2015,1
Rushing Yards Allowed,1,4,1243,2020,1
Rushing Yards Allowed,1,5,1416,2016,1
Rushing Yards Allowed,1,6,1428,2019,1
Rushing Yards Allowed,1,7,1556,2014,1
Total Yards,1,0,3665,2017,1
Total Yards,1,1,3510,2018,1
Total Yards,1,2,3320,2020,1
Total Yards,1,3,3266,2019,1
Total Yards,1,4,3258,2021,1
Total Yards,1,5,3203,2015,1
Total Yards,1,6,3128,2016,1
Total Yards,1,7,2978,2014,1
Total Yards Allowed,1,0,3281,2018,1
Total Yards Allowed,1,1,3353,2015,1
Total Yards Allowed,1,2,3430,2020,1
Total Yards Allowed,1,3,3460,2017,1
Total Yards Allowed,1,4,3665,2019,1
Total Yards Allowed,1,5,3673,2021,1
Total Yards Allowed,1,6,3687,2016,1
Total Yards Allowed,1,7,3976,2014,1
Pass Attempts,1,0,428,2014,1
Pass Attempts,1,1,413,2021,1
Pass Attempts,1,2,390,2015,1
Pass Attempts,1,3,389,2019,1
Pass Attempts,1,4,371,2020,1
Pass Attempts,1,5,366,2016,1
Pass Attempts,1,6,360,2017,1
Pass Attempts,1,7,334,2018,1
Rush Attempts,1,0,268,2018,1
Rush Attempts,1,1,243,2017,1
Rush Attempts,1,2,227,2016,1
Rush Attempts,1,3,223,2015,1
Rush Attempts,1,4,220,2021,1
Rush Attempts,1,5,219,2020,1
Rush Attempts,1,6,199,2019,1
Rush Attempts,1,7,174,2014,1
Points Scored,2,0,276,2017,2
Points Scored,2,1,263,2015,2
Points Scored,2,2,259,2016,2
Points Scored,2,3,251,2020,2
Points Scored,2,4,231,2021,2
Points Scored,2,5,201,2019,2
Points Scored,2,6,188,2018,2
Points Scored,2,7,181,2014,2
Points Allowed,2,0,184,2018,2
Points Allowed,2,1,189,2017,2
Points Allowed,2,2,190,2015,2
Points Allowed,2,3,191,2016,2
Points Allowed,2,4,191,2021,2
Points Allowed,2,5,206,2019,2
Points Allowed,2,6,218,2020,2
Points Allowed,2,7,250,2014,2
Passing Yards,2,0,2615,2021,2
Passing Yards,2,1,2521,2020,2
Passing Yards,2,2,2442,2018,2
Passing Yards,2,3,2433,2019,2
Passing Yards,2,4,2370,2014,2
Passing Yards,2,5,2125,2015,2
Passing Yards,2,6,2056,2016,2
Passing Yards,2,7,1942,2017,2
Passing Yards Allowed,2,0,1961,2021,2
Passing Yards Allowed,2,1,2084,2014,2
Passing Yards Allowed,2,2,2218,2016,2
Passing Yards Allowed,2,3,2219,2020,2
Passing Yards Allowed,2,4,2243,2018,2
Passing Yards Allowed,2,5,2254,2015,2
Passing Yards Allowed,2,6,2256,2019,2
Passing Yards Allowed,2,7,2699,2017,2
Rushing Yards,2,0,1476,2017,2
Rushing Yards,2,1,1418,2015,2
Rushing Yards,2,2,1228,2016,2
Rushing Yards,2,3,1068,2021,2
Rushing Yards,2,4,1037,2020,2
Rushing Yards,2,5,960,2018,2
Rushing Yards,2,6,957,2014,2
Rushing Yards,2,7,879,2019,2
Rushing Yards Allowed,2,0,735,2017,2
Rushing Yards Allowed,2,1,901,2020,2
Rushing Yards Allowed,2,2,965,2021,2
Rushing Yards Allowed,2,3,1010,2018,2
Rushing Yards Allowed,2,4,1045,2015,2
Rushing Yards Allowed,2,5,1057,2014,2
Rushing Yards Allowed,2,6,1066,2019,2
Rushing Yards Allowed,2,7,1076,2016,2
Total Yards,2,0,3684,2021,2
Total Yards,2,1,3559,2020,2
Total Yards,2,2,3543,2015,2
Total Yards,2,3,3419,2017,2
Total Yards,2,4,3403,2018,2
Total Yards,2,5,3328,2014,2
Total Yards,2,6,3313,2019,2
Total Yards,2,7,3284,2016,2
Total Yards Allowed,2,0,2926,2021,2
Total Yards Allowed,2,1,3121,2020,2
Total Yards Allowed,2,2,3141,2014,2
Total Yards Allowed,2,3,3253,2018,2
Total Yards Allowed,2,4,3295,2016,2
Total Yards Allowed,2,5,3300,2015,2
Total Yards Allowed,2,6,3322,2019,2
Total Yards Allowed,2,7,3435,2017,2
Pass Attempts,2,0,415,2014,2
Pass Attempts,2,1,388,2021,2
Pass Attempts,2,2,368,2020,2
Pass Attempts,2,3,365,2018,2
Pass Attempts,2,4,354,2019,2
Pass Attempts,2,5,330,2015,2
Pass Attempts,2,6,328,2017,2
Pass Attempts,2,7,326,2016,2
Rush Attempts,2,0,338,2017,2
Rush Attempts,2,1,323,2015,2
Rush Attempts,2,2,302,2016,2
Rush Attempts,2,3,275,2018,2
Rush Attempts,2,4,270,2021,2
Rush Attempts,2,5,263,2020,2
Rush Attempts,2,6,262,2019,2
Rush Attempts,2,7,253,2014,2
Points Scored,3,0,295,2018,3
Points Scored,3,1,280,2017,3
Points Scored,3,2,266,2016,3
Points Scored,3,3,256,2020,3
Points Scored,3,4,255,2019,3
Points Scored,3,5,231,2021,3
Points Scored,3,6,220,2015,3
Points Scored,3,7,193,2014,3
Points Allowed,3,0,170,2019,3
Points Allowed,3,1,200,2018,3
Points Allowed,3,2,203,2014,3
Points Allowed,3,3,212,2017,3
Points Allowed,3,4,215,2020,3
Points Allowed,3,5,221,2016,3
Points Allowed,3,6,231,2015,3
Points Allowed,3,7,236,2021,3
Passing Yards,3,0,2516,2017,3
Passing Yards,3,1,2444,2016,3
Passing Yards,3,2,2252,2020,3
Passing Yards,3,3,2186,2021,3
Passing Yards,3,4,2181,2019,3
Passing Yards,3,5,2028,2015,3
Passing Yards,3,6,1866,2014,3
Passing Yards,3,7,1815,2018,3
Passing Yards Allowed,3,0,2216,2014,3
Passing Yards Allowed,3,1,2327,2019,3
Passing Yards Allowed,3,2,2339,2015,3
Passing Yards Allowed,3,3,2661,2021,3
Passing Yards Allowed,3,4,2682,2020,3
Passing Yards Allowed,3,5,2719,2016,3
Passing Yards Allowed,3,6,2730,2018,3
Passing Yards Allowed,3,7,2836,2017,3
Rushing Yards,3,0,1721,2018,3
Rushing Yards,3,1,1655,2016,3
Rushing Yards,3,2,1624,2015,3
Rushing Yards,3,3,1605,2019,3
Rushing Yards,3,4,1480,2021,3
Rushing Yards,3,5,1470,2017,3
Rushing Yards,3,6,1453,2020,3
Rushing Yards,3,7,1420,2014,3
Rushing Yards Allowed,3,0,965,2018,3
Rushing Yards Allowed,3,1,972,2017,3
Rushing Yards Allowed,3,2,1013,2021,3
Rushing Yards Allowed,3,3,1094,2019,3
Rushing Yards Allowed,3,4,1122,2014,3
Rushing Yards Allowed,3,5,1206,2015,3
Rushing Yards Allowed,3,6,1240,2020,3
Rushing Yards Allowed,3,7,1276,2016,3
Total Yards,3,0,4099,2016,3
Total Yards,3,1,3986,2017,3
Total Yards,3,2,3786,2019,3
Total Yards,3,3,3706,2020,3
Total Yards,3,4,3666,2021,3
Total Yards,3,5,3653,2015,3
Total Yards,3,6,3537,2018,3
Total Yards,3,7,3286,2014,3
Total Yards Allowed,3,0,3338,2014,3
Total Yards Allowed,3,1,3421,2019,3
Total Yards Allowed,3,2,3545,2015,3
Total Yards Allowed,3,3,3675,2021,3
Total Yards Allowed,3,4,3695,2018,3
Total Yards Allowed,3,5,3809,2017,3
Total Yards Allowed,3,6,3922,2020,3
Total Yards Allowed,3,7,3995,2016,3
Pass Attempts,3,0,343,2021,3
Pass Attempts,3,1,328,2017,3
Pass Attempts,3,2,310,2020,3
Pass Attempts,3,3,301,2016,3
Pass Attempts,3,4,298,2019,3
Pass Attempts,3,5,295,2015,3
Pass Attempts,3,6,277,2014,3
Pass Attempts,3,7,258,2018,3
Rush Attempts,3,0,376,2018,3
Rush Attempts,3,1,346,2016,3
Rush Attempts,3,2,336,2015,3
Rush Attempts,3,3,335,2014,3
Rush Attempts,3,4,333,2021,3
Rush Attempts,3,5,330,2019,3
Rush Attempts,3,6,329,2017,3
Rush Attempts,3,7,316,2020,3
Points Scored,4,0,270,2021,4
Points Scored,4,1,266,2018,4
Points Scored,4,2,241,2016,4
Points Scored,4,3,240,2014,4
Points Scored,4,4,231,2020,4
Points Scored,4,5,225,2017,4
Points Scored,4,6,221,2015,4
Points Scored,4,7,190,2019,4
Points Allowed,4,0,133,2016,4
Points Allowed,4,1,175,2015,4
Points Allowed,4,2,175,2019,4
Points Allowed,4,3,175,2021,4
Points Allowed,4,4,181,2018,4
Points Allowed,4,5,188,2014,4
Points Allowed,4,6,238,2017,4
Points Allowed,4,7,241,2020,4
Passing Yards,4,0,2531,2018,4
Passing Yards,4,1,2450,2017,4
Passing Yards,4,2,2298,2020,4
Passing Yards,4,3,2098,2015,4
Passing Yards,4,4,2089,2021,4
Passing Yards,4,5,1997,2019,4
Passing Yards,4,6,1908,2016,4
Passing Yards,4,7,1828,2014,4
Passing Yards Allowed,4,0,2185,2019,4
Passing Yards Allowed,4,1,2203,2014,4
Passing Yards Allowed,4,2,2233,2016,4
Passing Yards Allowed,4,3,2308,2017,4
Passing Yards Allowed,4,4,2446,2020,4
Passing Yards Allowed,4,5,2476,2018,4
Passing Yards Allowed,4,6,2502,2015,4
Passing Yards Allowed,4,7,2515,2021,4
Rushing Yards,4,0,1555,2016,4
Rushing Yards,4,1,1377,2021,4
Rushing Yards,4,2,1300,2015,4
Rushing Yards,4,3,1297,2014,4
Rushing Yards,4,4,1253,2020,4
Rushing Yards,4,5,1211,2018,4
Rushing Yards,4,6,1203,2019,4
Rushing Yards,4,7,815,2017,4
Rushing Yards Allowed,4,0,871,2020,4
Rushing Yards Allowed,4,1,898,2015,4
Rushing Yards Allowed,4,2,907,2021,4
Rushing Yards Allowed,4,3,980,2016,4
Rushing Yards Allowed,4,4,1003,2018,4
Rushing Yards Allowed,4,5,1039,2017,4
Rushing Yards Allowed,4,6,1122,2019,4
Rushing Yards Allowed,4,7,1159,2014,4
Total Yards,4,0,3743,2018,4
Total Yards,4,1,3551,2020,4
Total Yards,4,2,3466,2021,4
Total Yards,4,3,3464,2016,4
Total Yards,4,4,3398,2015,4
Total Yards,4,5,3265,2017,4
Total Yards,4,6,3200,2019,4
Total Yards,4,7,3125,2014,4
Total Yards Allowed,4,0,3213,2016,4
Total Yards Allowed,4,1,3308,2019,4
Total Yards Allowed,4,2,3318,2020,4
Total Yards Allowed,4,3,3348,2017,4
Total Yards Allowed,4,4,3362,2014,4
Total Yards Allowed,4,5,3400,2015,4
Total Yards Allowed,4,6,3422,2021,4
Total Yards Allowed,4,7,3480,2018,4
Pass Attempts,4,0,341,2017,4
Pass Attempts,4,1,324,2020,4
Pass Attempts,4,2,315,2019,4
Pass Attempts,4,3,304,2015,4
Pass Attempts,4,4,304,2018,4
Pass Attempts,4,5,287,2021,4
Pass Attempts,4,6,283,2016,4
Pass Attempts,4,7,280,2014,4
Rush Attempts,4,0,351,2016,4
Rush Attempts,4,1,338,2014,4
Rush Attempts,4,2,338,2021,4
Rush Attempts,4,3,332,2020,4
Rush Attempts,4,4,327,2018,4
Rush Attempts,4,5,306,2015,4
Rush Attempts,4,6,295,2019,4
Rush Attempts,4,7,255,2017,4
Points Scored,5,0,171,2015,5
Points Scored,5,1,169,2017,5
Points Scored,5,2,158,2014,5
Points Scored,5,3,158,2018,5
Points Scored,5,4,155,2019,5
Points Scored,5,5,134,2016,5
Points Scored,5,6,126,2020,5
Points Scored,5,7,106,2021,5
Points Allowed,5,0,196,2015,5
Points Allowed,5,1,200,2018,5
Points Allowed,5,2,224,2016,5
Points Allowed,5,3,231,2017,5
Points Allowed,5,4,236,2014,5
Points Allowed,5,5,246,2019,5
Points Allowed,5,6,269,2020,5
Points Allowed,5,7,275,2021,5
Passing Yards,5,0,2290,2015,5
Passing Yards,5,1,2215,2014,5
Passing Yards,5,2,2172,2016,5
Passing Yards,5,3,2126,2019,5
Passing Yards,5,4,1959,2018,5
Passing Yards,5,5,1885,2021,5
Passing Yards,5,6,1848,2020,5
Passing Yards,5,7,1634,2017,5
Passing Yards Allowed,5,0,2081,2014,5
Passing Yards Allowed,5,1,2132,2016,5
Passing Yards Allowed,5,2,2185,2015,5
Passing Yards Allowed,5,3,2247,2018,5
Passing Yards Allowed,5,4,2365,2017,5
Passing Yards Allowed,5,5,2376,2019,5
Passing Yards Allowed,5,6,2503,2020,5
Passing Yards Allowed,5,7,2595,2021,5
Rushing Yards,5,0,1160,2018,5
Rushing Yards,5,1,1120,2016,5
Rushing Yards,5,2,1073,2020,5
Rushing Yards,5,3,1056,2015,5
Rushing Yards,5,4,1045,2014,5
Rushing Yards,5,5,1003,2021,5
Rushing Yards,5,6,901,2017,5
Rushing Yards,5,7,898,2019,5
Rushing Yards Allowed,5,0,902,2016,5
Rushing Yards Allowed,5,1,925,2020,5
Rushing Yards Allowed,5,2,953,2019,5
Rushing Yards Allowed,5,3,1060,2017,5
Rushing Yards Allowed,5,4,1132,2018,5
Rushing Yards Allowed,5,5,1185,2015,5
Rushing Yards Allowed,5,6,1301,2021,5
Rushing Yards Allowed,5,7,1373,2014,5
Total Yards,5,0,3347,2015,5
Total Yards,5,1,3292,2016,5
Total Yards,5,2,3260,2014,5
Total Yards,5,3,3119,2018,5
Total Yards,5,4,3025,2019,5
Total Yards,5,5,2921,2020,5
Total Yards,5,6,2888,2021,5
Total Yards,5,7,2535,2017,5
Total Yards Allowed,5,0,3035,2016,5
Total Yards Allowed,5,1,3329,2019,5
Total Yards Allowed,5,2,3370,2015,5
Total Yards Allowed,5,3,3380,2018,5
Total Yards Allowed,5,4,3425,2017,5
Total Yards Allowed,5,5,3428,2020,5
Total Yards Allowed,5,6,3454,2014,5
Total Yards Allowed,5,7,3896,2021,5
Pass Attempts,5,0,379,2019,5
Pass Attempts,5,1,378,2014,5
Pass Attempts,5,2,368,2015,5
Pass Attempts,5,3,368,2021,5
Pass Attempts,5,4,365,2016,5
Pass Attempts,5,5,344,2018,5
Pass Attempts,5,6,341,2020,5
Pass Attempts,5,7,339,2017,5
Rush Attempts,5,0,281,2018,5
Rush Attempts,5,1,265,2014,5
Rush Attempts,5,2,260,2015,5
Rush Attempts,5,3,258,2016,5
Rush Attempts,5,4,251,2017,5
Rush Attempts,5,5,233,2020,5
Rush Attempts,5,6,227,2021,5
Rush Attempts,5,7,210,2019,5
Points Scored,6,0,247,2015,6
Points Scored,6,1,238,2014,6
Points Scored,6,2,235,2021,6
Points Scored,6,3,230,2017,6
Points Scored,6,4,223,2019,6
Points Scored,6,5,223,2020,6
Points Scored,6,6,184,2016,6
Points Scored,6,7,175,2018,6
Points Allowed,6,0,180,2015,6
Points Allowed,6,1,190,2020,6
Points Allowed,6,2,201,2014,6
Points Allowed,6,3,205,2021,6
Points Allowed,6,4,206,2017,6
Points Allowed,6,5,225,2016,6
Points Allowed,6,6,228,2018,6
Points Allowed,6,7,233,2019,6
Passing Yards,6,0,2712,2020,6
Passing Yards,6,1,2649,2018,6
Passing Yards,6,2,2603,2017,6
Passing Yards,6,3,2507,2014,6
Passing Yards,6,4,2386,2021,6
Passing Yards,6,5,2351,2019,6
Passing Yards,6,6,2278,2016,6
Passing Yards,6,7,2145,2015,6
Passing Yards Allowed,6,0,2090,2020,6
Passing Yards Allowed,6,1,2312,2017,6
Passing Yards Allowed,6,2,2315,2014,6
Passing Yards Allowed,6,3,2349,2018,6
Passing Yards Allowed,6,4,2461,2016,6
Passing Yards Allowed,6,5,2469,2015,6
Passing Yards Allowed,6,6,2671,2019,6
Passing Yards Allowed,6,7,2688,2021,6
Rushing Yards,6,0,1463,2015,6
Rushing Yards,6,1,1249,2014,6
Rushing Yards,6,2,1210,2021,6
Rushing Yards,6,3,1152,2016,6
Rushing Yards,6,4,958,2019,6
Rushing Yards,6,5,940,2020,6
Rushing Yards,6,6,935,2017,6
Rushing Yards,6,7,732,2018,6
Rushing Yards Allowed,6,0,1020,2020,6
Rushing Yards Allowed,6,1,1028,2019,6
Rushing Yards Allowed,6,2,1035,2021,6
Rushing Yards Allowed,6,3,1049,2017,6
Rushing Yards Allowed,6,4,1051,2018,6
Rushing Yards Allowed,6,5,1063,2014,6
Rushing Yards Allowed,6,6,1072,2016,6
Rushing Yards Allowed,6,7,1327,2015,6
Total Yards,6,0,3756,2014,6
Total Yards,6,1,3652,2020,6
Total Yards,6,2,3608,2015,6
Total Yards,6,3,3597,2021,6
Total Yards,6,4,3538,2017,6
Total Yards,6,5,3430,2016,6
Total Yards,6,6,3381,2018,6
Total Yards,6,7,3310,2019,6
Total Yards Allowed,6,0,3110,2020,6
Total Yards Allowed,6,1,3361,2017,6
Total Yards Allowed,6,2,3379,2014,6
Total Yards Allowed,6,3,3400,2018,6
Total Yards Allowed,6,4,3533,2016,6
Total Yards Allowed,6,5,3700,2019,6
Total Yards Allowed,6,6,3723,2021,6
Total Yards Allowed,6,7,3796,2015,6
Pass Attempts,6,0,385,2020,6
Pass Attempts,6,1,380,2017,6
Pass Attempts,6,2,375,2018,6
Pass Attempts,6,3,362,2019,6
Pass Attempts,6,4,356,2014,6
Pass Attempts,6,5,350,2016,6
Pass Attempts,6,6,336,2021,6
Pass Attempts,6,7,313,2015,6
Rush Attempts,6,0,302,2015,6
Rush Attempts,6,1,290,2014,6
Rush Attempts,6,2,273,2016,6
Rush Attempts,6,3,266,2017,6
Rush Attempts,6,4,264,2021,6
Rush Attempts,6,5,261,2020,6
Rush Attempts,6,6,260,2019,6
Rush Attempts,6,7,242,2018,6
Points Scored,7,0,261,2021,7
Points Scored,7,1,207,2020,7
Points Scored,7,2,178,2016,7
Points Scored,7,3,177,2014,7
Points Scored,7,4,160,2019,7
Points Scored,7,5,154,2017,7
Points Scored,7,6,152,2015,7
Points Scored,7,7,128,2018,7
Points Allowed,7,0,185,2014,7
Points Allowed,7,1,201,2016,7
Points Allowed,7,2,230,2020,7
Points Allowed,7,3,236,2017,7
Points Allowed,7,4,243,2021,7
Points Allowed,7,5,246,2019,7
Points Allowed,7,6,250,2018,7
Points Allowed,7,7,280,2015,7
Passing Yards,7,0,2596,2020,7
Passing Yards,7,1,2366,2021,7
Passing Yards,7,2,2281,2018,7
Passing Yards,7,3,2188,2016,7
Passing Yards,7,4,2102,2017,7
Passing Yards,7,5,2093,2019,7
Passing Yards,7,6,2030,2014,7
Passing Yards,7,7,1813,2015,7
Passing Yards Allowed,7,0,2259,2018,7
Passing Yards Allowed,7,1,2351,2014,7
Passing Yards Allowed,7,2,2387,2021,7
Passing Yards Allowed,7,3,2458,2019,7
Passing Yards Allowed,7,4,2551,2015,7
Passing Yards Allowed,7,5,2575,2016,7
Passing Yards Allowed,7,6,2581,2020,7
Passing Yards Allowed,7,7,2778,2017,7
Rushing Yards,7,0,1138,2014,7
Rushing Yards,7,1,1096,2015,7
Rushing Yards,7,2,1050,2021,7
Rushing Yards,7,3,983,2020,7
Rushing Yards,7,4,971,2016,7
Rushing Yards,7,5,941,2017,7
Rushing Yards,7,6,725,2019,7
Rushing Yards,7,7,655,2018,7
Rushing Yards Allowed,7,0,1097,2016,7
Rushing Yards Allowed,7,1,1115,2021,7
Rushing Yards Allowed,7,2,1216,2018,7
Rushing Yards Allowed,7,3,1223,2020,7
Rushing Yards Allowed,7,4,1285,2014,7
Rushing Yards Allowed,7,5,1321,2017,7
Rushing Yards Allowed,7,6,1334,2019,7
Rushing Yards Allowed,7,7,1422,2015,7
Total Yards,7,0,3580,2020,7
Total Yards,7,1,3416,2021,7
Total Yards,7,2,3168,2014,7
Total Yards,7,3,3159,2016,7
Total Yards,7,4,3043,2017,7
Total Yards,7,5,2937,2018,7
Total Yards,7,6,2910,2015,7
Total Yards,7,7,2818,2019,7
Total Yards Allowed,7,0,3476,2018,7
Total Yards Allowed,7,1,3502,2021,7
Total Yards Allowed,7,2,3637,2014,7
Total Yards Allowed,7,3,3673,2016,7
Total Yards Allowed,7,4,3793,2019,7
Total Yards Allowed,7,5,3805,2020,7
Total Yards Allowed,7,6,3974,2015,7
Total Yards Allowed,7,7,4100,2017,7
Pass Attempts,7,0,401,2018,7
Pass Attempts,7,1,373,2019,7
Pass Attempts,7,2,366,2016,7
Pass Attempts,7,3,366,2021,7
Pass Attempts,7,4,361,2017,7
Pass Attempts,7,5,356,2020,7
Pass Attempts,7,6,352,2014,7
Pass Attempts,7,7,332,2015,7
Rush Attempts,7,0,265,2014,7
Rush Attempts,7,1,264,2021,7
Rush Attempts,7,2,246,2015,7
Rush Attempts,7,3,243,2020,7
Rush Attempts,7,4,236,2016,7
Rush Attempts,7,5,210,2019,7
Rush Attempts,7,6,208,2017,7
Rush Attempts,7,7,194,2018,7
Points Scored,8,0,246,2020,8
Points Scored,8,1,243,2021,8
Points Scored,8,2,227,2018,8
Points Scored,8,3,221,2015,8
Points Scored,8,4,215,2017,8
Points Scored,8,5,210,2016,8
Points Scored,8,6,193,2019,8
Points Scored,8,7,166,2014,8
Points Allowed,8,0,198,2015,8
Points Allowed,8,1,205,2018,8
Points Allowed,8,2,211,2020,8
Points Allowed,8,3,213,2016,8
Points Allowed,8,4,214,2017,8
Points Allowed,8,5,220,2014,8
Points Allowed,8,6,240,2019,8
Points Allowed,8,7,256,2021,8
Passing Yards,8,0,3313,2020,8
Passing Yards,8,1,2884,2021,8
Passing Yards,8,2,2772,2017,8
Passing Yards,8,3,2570,2015,8
Passing Yards,8,4,2528,2016,8
Passing Yards,8,5,2517,2018,8
Passing Yards,8,6,2311,2019,8
Passing Yards,8,7,2048,2014,8
Passing Yards Allowed,8,0,2238,2019,8
Passing Yards Allowed,8,1,2360,2020,8
Passing Yards Allowed,8,2,2483,2015,8
Passing Yards Allowed,8,3,2507,2017,8
Passing Yards Allowed,8,4,2548,2016,8
Passing Yards Allowed,8,5,2551,2014,8
Passing Yards Allowed,8,6,2718,2018,8
Passing Yards Allowed,8,7,2721,2021,8
Rushing Yards,8,0,1158,2018,8
Rushing Yards,8,1,1132,2014,8
Rushing Yards,8,2,1073,2016,8
Rushing Yards,8,3,1066,2017,8
Rushing Yards,8,4,949,2015,8
Rushing Yards,8,5,912,2019,8
Rushing Yards,8,6,893,2021,8
Rushing Yards,8,7,637,2020,8
Rushing Yards Allowed,8,0,956,2015,8
Rushing Yards Allowed,8,1,1015,2017,8
Rushing Yards Allowed,8,2,1020,2018,8
Rushing Yards Allowed,8,3,1028,2016,8
Rushing Yards Allowed,8,4,1133,2020,8
Rushing Yards Allowed,8,5,1153,2014,8
Rushing Yards Allowed,8,6,1176,2021,8
Rushing Yards Allowed,8,7,1423,2019,8
Total Yards,8,0,3951,2020,8
Total Yards,8,1,3838,2017,8
Total Yards,8,2,3778,2021,8
Total Yards,8,3,3676,2018,8
Total Yards,8,4,3602,2016,8
Total Yards,8,5,3520,2015,8
Total Yards,8,6,3224,2019,8
Total Yards,8,7,3181,2014,8
Total Yards Allowed,8,0,3440,2015,8
Total Yards Allowed,8,1,3493,2020,8
Total Yards Allowed,8,2,3523,2017,8
Total Yards Allowed,8,3,3577,2016,8
Total Yards Allowed,8,4,3661,2019,8
Total Yards Allowed,8,5,3705,2014,8
