Staff_ID,Last_Name,First_Name,Current_Team,Role,Primary_Group,Salary,Player_Development,Young_Player_Development,Motivation,Discipline,Play_Calling,Strength_Training,Conditioning,Intelligence,Scouting_Ability,Interviewing,Age,Retired,Years_on_Contract,Suitable_Head_Coach,Suitable_Offensive_Coordinator,Suitable_Defensive_Coordinator,Suitable_Assistant_Coach,Suitable_Strength_Coordinator
12,Pees,Dean,99,None,Linebackers,0,82,56,80,72,70,0,0,52,61,26,72,1,0,66,0,62,58,0
13,Rosburg,Jerry,99,None,Linebackers,0,57,41,42,62,39,0,0,43,44,26,66,1,0,43,0,42,41,0
14,Rogucki,Bob,99,None,Strength,0,0,0,0,0,0,52,53,90,0,0,68,1,0,0,0,0,0,53
15,Marrone,Doug,99,None,Offensive Linemen,0,34,7,29,15,18,0,0,36,55,54,57,0,0,26,26,0,23,0
16,Hackett,Nathaniel,99,None,Tight Ends,0,25,53,41,34,59,0,0,39,12,32,42,0,0,32,34,0,36,0
17,Schwartz,Jim,3,Head Coach,Linebackers,528,55,59,64,46,35,0,0,58,62,71,55,0,4,56,0,50,56,0
18,Crossman,Danny,3,Defensive Coordinator,Secondary,232,29,47,65,66,78,0,0,60,52,55,54,0,4,51,0,48,42,0
19,Ciano,Eric,99,None,Strength,0,0,0,0,0,0,36,24,47,0,0,45,0,0,0,0,0,0,29
20,Rivera,Ron,99,None,Linebackers,0,25,45,37,19,56,0,0,70,42,76,59,1,0,35,0,42,42,0
21,Shula,Mike,99,None,Quarterbacks,0,25,9,54,33,46,0,0,29,64,46,56,0,0,35,33,0,21,0
22,McDermott,Sean,5,Assistant Coach,Secondary,360,67,75,75,44,41,0,0,12,44,57,47,0,1,59,0,53,60,0
23,Rodgers,Richard,4,Assistant Coach,Secondary,193,77,21,53,38,9,0,0,89,23,53,59,0,1,49,0,32,40,0
24,Kenn,Joe,99,None,Strength,0,0,0,0,0,0,41,9,70,0,0,55,0,0,0,0,0,0,26
25,Trestman,Marc,99,None,Quarterbacks,0,21,60,44,87,10,0,0,34,84,63,65,1,0,48,43,0,50,0
26,Kromer,Aaron,99,None,Offensive Linemen,0,43,60,54,19,61,0,0,11,46,61,54,0,0,42,50,0,47,0
27,Tucker,Mel,9,Head Coach,Secondary,517,93,82,55,66,66,0,0,41,83,85,49,0,2,68,0,78,78,0
28,DeCamillis,Joe,2,Head Coach,Wide Receivers,412,57,71,54,97,40,0,0,71,67,77,56,0,4,63,57,0,65,0
29,Clark,Mike,99,None,Strength,0,0,0,0,0,0,60,16,81,0,0,67,1,0,0,0,0,0,38
30,Lewis,Marvin,6,Head Coach,Linebackers,572,25,16,76,54,84,0,0,60,8,25,63,0,4,44,0,30,21,0
31,Jackson,Hue,6,Offensive Coordinator,Running Backs,251,40,40,29,52,29,0,0,51,69,70,56,0,4,40,44,0,43,0
32,Alexander,Paul,28,Offensive Coordinator,Offensive Linemen,476,77,55,30,46,87,0,0,75,83,23,61,0,2,45,70,0,55,0
33,Guenther,Paul,6,Defensive Coordinator,Linebackers,225,70,74,67,12,62,0,0,19,51,74,50,0,2,55,0,61,63,0
34,Morton,Chip,99,None,Strength,0,0,0,0,0,0,40,16,13,0,0,59,0,0,0,0,0,0,24
35,Garrett,Jason,4,Head Coach,Quarterbacks,654,81,87,16,80,46,0,0,63,73,66,55,0,4,53,69,0,74,0
36,Callahan,Bill,99,None,Offensive Linemen,0,30,17,38,51,54,0,0,59,22,63,65,0,0,35,29,0,27,0
37,Kiffin,Monte,99,None,Linebackers,0,80,78,85,65,66,0,0,94,42,61,81,1,0,72,0,65,70,0
38,Bisaccia,Rich,15,Offensive Coordinator,Running Backs,479,36,71,55,60,66,0,0,76,39,74,61,0,4,53,52,0,55,0
39,Woicik,Mike,17,Strength Coordinator,Strength,175,0,0,0,0,0,56,61,75,0,0,65,0,2,0,0,0,0,58
40,Fox,John,26,Defensive Coordinator,Secondary,176,9,66,58,28,39,0,0,56,90,21,66,0,2,38,0,47,45,0
41,Gase,Adam,5,Head Coach,Wide Receivers,792,68,71,85,48,41,0,0,22,67,80,43,0,2,66,59,0,64,0
42,Del Rio,Jack,8,Defensive Coordinator,Linebackers,217,50,45,63,42,30,0,0,34,31,39,58,0,1,47,0,36,41,0
43,Rodgers,Jeff,8,Assistant Coach,Linebackers,162,17,36,71,78,23,0,0,61,52,74,43,0,3,53,0,32,38,0
44,Richesson,Luke,6,Strength Coordinator,Strength,254,0,0,0,0,0,80,80,44,0,0,45,0,4,0,0,0,0,77
45,Caldwell,Jim,99,None,Wide Receivers,0,56,46,16,13,69,0,0,84,29,76,66,1,0,35,49,0,48,0
46,Lombardi,Joe,99,None,Quarterbacks,0,77,61,25,48,54,0,0,7,30,25,50,0,0,40,50,0,49,0
47,Austin,Teryl,99,None,Secondary,0,67,28,39,21,16,0,0,5,1,73,56,0,0,40,0,28,35,0
48,Bonamego,John,9,Offensive Coordinator,Quarterbacks,227,59,79,10,53,59,0,0,13,72,29,58,0,2,34,60,0,57,0
49,Arapoff,Jason,99,None,Strength,0,0,0,0,0,0,33,14,58,0,0,56,0,0,0,0,0,0,24
50,McCarthy,Mike,10,Head Coach,Quarterbacks,863,53,92,60,35,51,0,0,42,46,33,58,0,2,50,58,0,62,0
51,Clements,Tom,99,None,Quarterbacks,0,47,58,30,28,24,0,0,49,65,34,68,1,0,36,45,0,47,0
52,Capers,Dom,99,None,Secondary,0,83,19,45,45,31,0,0,37,85,24,71,1,0,45,0,49,40,0
53,Moss,Winston,25,Defensive Coordinator,Linebackers,481,30,96,61,58,70,0,0,70,78,12,56,0,2,50,0,64,62,0
54,Lovat,Mark,10,Strength Coordinator,Strength,198,0,0,0,0,0,74,70,67,0,0,52,0,2,0,0,0,0,70
55,Pagano,Chuck,99,None,Secondary,0,52,45,48,21,66,0,0,75,37,40,61,1,0,41,0,48,42,0
56,Hamilton,Pep,99,None,Quarterbacks,0,76,81,10,45,20,0,0,59,21,37,47,0,0,38,47,0,61,0
57,Manusky,Greg,20,Assistant Coach,Linebackers,320,87,98,35,40,38,0,0,36,39,35,55,0,4,50,0,62,73,0
58,McMahon,Tom,13,Defensive Coordinator,Linebackers,292,30,85,59,82,66,0,0,78,91,15,52,0,3,54,0,63,60,0
59,Marandino,Roger,9,Strength Coordinator,Strength,226,0,0,0,0,0,80,82,17,0,0,50,0,4,0,0,0,0,76
60,Bradley,Gus,99,None,Linebackers,0,30,42,36,21,64,0,0,31,32,51,55,0,0,33,0,39,35,0
61,Fisch,Jedd,12,Offensive Coordinator,Quarterbacks,225,90,87,9,30,17,0,0,54,36,57,45,0,3,43,54,0,69,0
62,Babich,Bob,99,None,Linebackers,0,15,35,9,30,39,0,0,9,51,28,60,0,0,18,0,31,26,0
63,Mallory,Mike,12,Assistant Coach,Secondary,168,51,30,71,62,57,0,0,39,21,61,59,0,3,54,0,38,38,0
64,Myslinski,Tom,99,None,Strength,0,0,0,0,0,0,24,21,47,0,0,53,0,0,0,0,0,0,23
65,Reid,Andy,99,None,Quarterbacks,0,28,58,60,18,24,0,0,34,34,56,63,1,0,41,35,0,43,0
66,Pederson,Doug,99,None,Quarterbacks,0,8,18,34,53,61,0,0,70,44,69,53,0,0,31,32,0,26,0
67,Sutton,Bob,99,None,Linebackers,0,42,51,18,79,27,0,0,19,81,41,70,1,0,37,0,45,46,0
68,Toub,Dave,31,Defensive Coordinator,Secondary,525,92,55,51,13,88,0,0,52,83,22,59,0,4,49,0,73,58,0
69,Rubin,Barry,99,None,Strength,0,0,0,0,0,0,22,51,69,0,0,64,1,0,0,0,0,0,37
70,Philbin,Joe,99,None,Tight Ends,0,46,36,4,59,41,0,0,21,33,10,60,0,0,23,35,0,31,0
71,Lazor,Bill,99,None,Quarterbacks,0,38,41,42,67,35,0,0,58,66,45,49,0,0,44,42,0,43,0
72,Coyle,Kevin,99,None,Secondary,0,97,43,17,50,39,0,0,95,31,31,65,1,0,42,0,49,51,0
73,Rizzi,Darren,28,Assistant Coach,Linebackers,356,64,73,11,65,51,0,0,57,71,54,51,0,2,42,0,61,63,0
74,Krein,Darren,28,Strength Coordinator,Strength,169,0,0,0,0,0,43,73,65,0,0,50,0,3,0,0,0,0,57
75,Zimmer,Mike,99,None,Linebackers,0,0,11,15,60,4,0,0,31,18,20,65,0,0,18,0,6,9,0
76,Turner,Norv,99,None,Wide Receivers,0,40,19,46,39,22,0,0,16,53,68,69,1,0,40,31,0,31,0
77,Edwards,George,15,Defensive Coordinator,Linebackers,232,53,47,5,9,46,0,0,11,57,54,54,0,3,25,0,47,42,0
78,Priefer,Mike,15,Assistant Coach,Linebackers,132,36,42,40,82,51,0,0,53,58,59,55,0,1,47,0,44,43,0
79,Marcus,Evan,99,None,Strength,0,0,0,0,0,0,59,18,4,0,0,53,0,0,0,0,0,0,33
80,Belichick,Bill,99,None,Secondary,0,39,64,71,38,51,0,0,51,52,21,69,0,0,49,0,48,49,0
81,McDaniels,Josh,16,Head Coach,Quarterbacks,830,72,86,85,20,81,0,0,68,92,21,45,0,4,61,77,0,69,0
82,Patricia,Matt,27,Head Coach,Linebackers,522,59,93,99,21,59,0,0,66,98,73,47,0,4,70,0,73,74,0
83,O'Brien,Scott,16,Defensive Coordinator,Linebackers,350,44,36,33,24,68,0,0,64,52,94,64,0,2,40,0,49,43,0
84,Nash,Harold,99,None,Strength,0,0,0,0,0,0,23,29,41,0,0,65,1,0,0,0,0,0,26
85,Payton,Sean,99,None,Quarterbacks,0,84,58,53,43,47,0,0,49,29,61,58,0,0,55,53,0,56,0
86,Carmichael,Pete,17,Offensive Coordinator,Quarterbacks,261,48,75,9,20,53,0,0,36,60,65,50,0,3,33,57,0,58,0
87,Ryan,Rob,17,Defensive Coordinator,Linebackers,300,56,85,13,56,38,0,0,69,35,0,59,0,3,35,0,50,57,0
88,McMahon,Greg,17,Assistant Coach,Tight Ends,224,40,74,41,36,31,0,0,88,4,51,61,0,2,43,37,0,53,0
89,Dalrymple,Dan,99,None,Strength,0,0,0,0,0,0,40,51,9,0,0,56,0,0,0,0,0,0,41
90,Coughlin,Tom,99,None,Wide Receivers,0,46,42,30,67,91,0,0,64,33,75,75,1,0,45,51,0,45,0
91,McAdoo,Ben,18,Offensive Coordinator,Wide Receivers,428,48,76,58,43,74,0,0,65,78,21,44,0,2,49,65,0,57,0
92,Fewell,Perry,18,Defensive Coordinator,Secondary,430,94,66,19,81,40,0,0,46,37,45,59,0,2,50,0,56,61,0
93,Quinn,Tom,22,Head Coach,Linebackers,792,46,74,39,99,76,0,0,88,54,81,53,0,3,58,0,61,64,0
94,Palmieri,Jerry,3,Strength Coordinator,Strength,282,0,0,0,0,0,66,67,83,0,0,63,0,4,0,0,0,0,66
95,Ryan,Rex,99,None,Linebackers,0,23,59,46,63,61,0,0,23,29,39,59,0,0,39,0,39,39,0
96,Mornhinweg,Marty,14,Head Coach,Quarterbacks,775,93,90,49,84,42,0,0,94,98,44,59,0,4,66,77,0,81,0
97,Thurman,Dennis,19,Defensive Coordinator,Secondary,488,58,34,87,20,28,0,0,66,82,18,65,0,2,53,0,46,41,0
98,Lynn,Anthony,13,Offensive Coordinator,Running Backs,237,46,99,15,12,72,0,0,47,61,31,53,0,4,31,64,0,64,0
99,Galac,Justus,99,None,Strength,0,0,0,0,0,0,65,37,66,0,0,41,0,0,0,0,0,0,50
100,Sparano,Tony,99,None,Offensive Linemen,0,5,29,8,39,15,0,0,47,35,68,60,0,0,21,22,0,27,0
101,Olson,Greg,20,Offensive Coordinator,Quarterbacks,273,51,98,19,26,88,0,0,20,76,42,58,0,2,37,72,0,67,0
102,Tarver,Jason,20,Defensive Coordinator,Linebackers,476,62,44,45,30,58,0,0,43,54,13,47,0,4,39,0,49,41,0
103,April,Bobby,99,None,Wide Receivers,0,34,24,50,65,16,0,0,84,52,4,68,1,0,39,29,0,29,0
104,Grieco,John,20,Strength Coordinator,Strength,126,0,0,0,0,0,75,69,61,0,0,48,0,3,0,0,0,0,70
105,Kelly,Chip,99,None,Running Backs,0,50,38,58,37,37,0,0,58,50,31,58,0,0,45,41,0,40,0
106,Shurmur,Pat,29,Head Coach,Quarterbacks,583,76,78,44,94,83,0,0,86,90,35,56,0,4,61,76,0,71,0
107,Davis,Billy,21,Defensive Coordinator,Linebackers,287,77,76,10,40,66,0,0,10,40,47,56,0,3,38,0,60,59,0
108,Azzinaro,Jerry,0,Assistant Coach,Secondary,171,48,94,64,54,48,0,0,53,65,42,63,0,3,57,0,61,67,0
109,Hingst,Josh,21,Strength Coordinator,Strength,133,0,0,0,0,0,46,72,11,0,0,42,0,3,0,0,0,0,55
110,Tomlin,Mike,4,Defensive Coordinator,Secondary,440,29,99,69,13,65,0,0,77,91,56,49,0,3,51,0,68,70,0
111,Haley,Todd,99,None,Wide Receivers,0,32,39,60,46,60,0,0,34,21,55,54,0,0,43,36,0,36,0
112,LeBeau,Dick,99,None,Secondary,0,96,53,44,47,43,0,0,38,45,57,84,1,0,53,0,56,58,0
113,Mitchell,John,22,Assistant Coach,Defensive Linemen,181,12,59,49,31,32,0,0,47,80,47,70,0,1,37,0,43,43,0
114,Giemont,Garrett,99,None,Strength,0,0,0,0,0,0,18,3,90,0,0,65,0,0,0,0,0,0,14
115,McCoy,Mike,30,Offensive Coordinator,Quarterbacks,208,40,66,17,53,55,0,0,68,80,25,49,0,2,35,57,0,53,0
116,Reich,Frank,10,Offensive Coordinator,Quarterbacks,481,55,68,24,12,56,0,0,83,65,8,60,0,4,32,57,0,51,0
117,Pagano,John,99,None,Linebackers,0,48,74,64,25,64,0,0,59,1,29,54,0,0,46,0,45,49,0
118,Spencer,Kevin,99,None,Linebackers,0,12,49,25,54,47,0,0,81,63,50,68,1,0,34,0,41,40,0
119,Johnson,Kent,99,None,Strength,0,0,0,0,0,0,27,16,34,0,0,65,1,0,0,0,0,0,20
120,Carroll,Pete,99,None,Secondary,0,31,25,42,69,37,0,0,86,27,74,70,1,0,44,0,31,35,0
121,Bevell,Darrell,24,Offensive Coordinator,Quarterbacks,336,26,88,62,44,45,0,0,64,50,60,51,0,4,52,51,0,60,0
122,Quinn,Dan,24,Defensive Coordinator,Defensive Linemen,336,91,29,44,64,48,0,0,36,37,68,51,0,4,54,0,49,47,0
123,Cable,Tom,24,Assistant Coach,Offensive Linemen,208,26,41,26,7,47,0,0,46,77,69,57,0,3,30,45,0,40,0
124,Carlisle,Chris,99,None,Strength,0,0,0,0,0,0,55,20,72,0,0,59,0,0,0,0,0,0,38
125,Harbaugh,Jim,99,None,Quarterbacks,0,51,40,51,51,39,0,0,49,36,85,58,0,0,50,41,0,45,0
126,Roman,Greg,5,Offensive Coordinator,Tight Ends,348,59,79,61,28,45,0,0,30,76,66,49,0,2,54,60,0,62,0
127,Fangio,Vic,26,Head Coach,Linebackers,401,31,85,70,88,52,0,0,40,38,17,63,0,2,55,0,48,54,0
128,Seely,Brad,99,None,Offensive Linemen,0,7,31,23,73,10,0,0,76,20,17,65,0,0,26,16,0,24,0
129,Uyeyama,Mark,99,None,Strength,0,0,0,0,0,0,34,53,49,0,0,46,0,0,0,0,0,0,42
130,Fisher,Jeff,99,None,Secondary,0,33,17,70,34,13,0,0,38,15,13,63,0,0,37,0,17,21,0
131,Schottenheimer,Brian,26,Offensive Coordinator,Quarterbacks,246,77,81,42,67,47,0,0,28,50,46,48,0,4,55,60,0,65,0
132,Williams,Gregg,13,Head Coach,Linebackers,704,63,24,77,85,85,0,0,23,57,33,63,0,4,57,0,51,36,0
133,Fassel,John,26,Assistant Coach,Tight Ends,148,71,3,49,68,38,0,0,71,54,47,47,0,1,49,39,0,33,0
134,Gullickson,Rock,99,None,Strength,0,0,0,0,0,0,62,20,24,0,0,66,1,0,0,0,0,0,37
135,Smith,Lovie,99,None,Linebackers,0,31,13,16,35,19,0,0,79,21,27,63,1,0,23,0,21,21,0
136,Tedford,Jeff,27,Offensive Coordinator,Quarterbacks,350,25,94,73,17,56,0,0,38,37,39,60,0,3,47,50,0,57,0
137,Frazier,Leslie,27,Defensive Coordinator,Secondary,333,43,54,59,65,70,0,0,46,93,60,62,0,1,53,0,61,52,0
138,O'Dea,Kevin,99,None,Offensive Linemen,0,17,6,61,44,28,0,0,22,33,45,61,0,0,35,19,0,16,0
139,Kennedy,Dave,99,None,Strength,0,0,0,0,0,0,18,61,97,0,0,61,1,0,0,0,0,0,42
140,Whisenhunt,Ken,99,None,Tight Ends,0,22,31,26,18,33,0,0,45,15,43,59,1,0,23,25,0,25,0
141,Michael,Jason,99,None,Tight Ends,0,53,37,60,75,58,0,0,33,69,18,43,0,0,50,48,0,39,0
142,Horton,Ray,28,Defensive Coordinator,Secondary,287,46,84,12,26,85,0,0,16,75,59,61,0,2,35,0,67,60,0
143,Kaczor,Nate,99,None,Offensive Linemen,0,17,36,46,48,68,0,0,50,60,30,54,0,0,35,41,0,32,0
144,Watterson,Steve,99,None,Strength,0,0,0,0,0,0,67,54,41,0,0,65,1,0,0,0,0,0,57
145,Gruden,Jay,99,None,Quarterbacks,0,25,66,58,21,56,0,0,31,21,25,54,0,0,38,38,0,41,0
146,McVay,Sean,28,Head Coach,Wide Receivers,627,63,43,73,58,56,0,0,52,84,77,35,0,4,62,58,0,54,0
147,Haslett,Jim,29,Defensive Coordinator,Linebackers,597,74,28,60,19,51,0,0,39,78,73,66,0,4,51,0,56,46,0
148,Kotwica,Ben,29,Assistant Coach,Linebackers,155,61,22,17,37,40,0,0,61,73,74,47,0,1,36,0,47,41,0
149,Wright,Ray,5,Strength Coordinator,Strength,113,0,0,0,0,0,94,35,55,0,0,50,0,3,0,0,0,0,61
150,Pettine,Mike,99,None,Linebackers,0,15,28,57,14,43,0,0,60,64,66,55,0,0,38,0,37,32,0
151,Shanahan,Kyle,99,None,Quarterbacks,0,62,38,18,68,29,0,0,40,47,73,42,0,0,42,43,0,45,0
152,O'Neil,Jim,99,None,Secondary,0,46,20,43,34,31,0,0,19,12,43,43,0,0,35,0,25,27,0
153,Tabor,Chris,3,Offensive Coordinator,Running Backs,232,82,76,31,67,70,0,0,47,40,31,50,0,4,49,62,0,62,0
154,Roll,Brad,29,Strength Coordinator,Strength,109,0,0,0,0,0,83,40,22,0,0,63,0,3,0,0,0,0,56
155,O'Brien,Bill,31,Head Coach,Quarterbacks,407,52,13,69,69,74,0,0,71,61,26,52,0,3,51,46,0,33,0
156,Godsey,George,31,Offensive Coordinator,Quarterbacks,333,48,91,14,50,63,0,0,1,84,80,42,0,2,42,68,0,68,0
157,Crennel,Romeo,99,None,Defensive Linemen,0,51,96,79,69,46,0,0,82,29,47,74,1,0,65,0,55,68,0
158,Ligashesky,Bob,31,Assistant Coach,Tight Ends,356,63,44,41,29,41,0,0,26,91,28,59,0,1,40,55,0,46,0
159,Fitzgerald,Craig,30,Strength Coordinator,Strength,96,0,0,0,0,0,61,66,56,0,0,46,0,2,0,0,0,0,61
160,Ashton,Leo,12,Strength Coordinator,Strength,164,0,0,0,0,0,53,67,78,0,0,53,0,4,0,0,0,0,60
161,Ford,Harvey,99,None,Tight Ends,0,10,30,36,21,25,0,0,53,42,76,63,1,0,32,27,0,32,0
162,Legband,Ezra,2,Assistant Coach,Defensive Linemen,141,43,64,31,62,18,0,0,66,42,49,59,0,2,42,0,40,50,0
163,Brady,Larry,14,Assistant Coach,Running Backs,309,78,89,27,58,47,0,0,60,17,51,51,0,2,49,55,0,67,0
164,Roffmann,Max,99,None,Strength,0,0,0,0,0,0,16,8,17,0,0,61,0,0,0,0,0,0,11
165,Bollinger,Eddie,99,None,Offensive Linemen,0,50,13,83,67,44,0,0,53,66,16,45,0,0,54,38,0,30,0
166,Maness,Lewis,4,Strength Coordinator,Strength,191,0,0,0,0,0,64,88,32,0,0,39,0,1,0,0,0,0,73
167,Winters,Conner,13,Assistant Coach,Quarterbacks,177,85,32,29,44,4,0,0,74,40,60,62,0,4,45,40,0,48,0
168,Lassiter,Dixon,99,None,Quarterbacks,0,28,48,78,38,76,0,0,53,17,61,57,0,0,50,41,0,41,0
169,Ellison,Howard,99,None,Strength,0,0,0,0,0,0,10,59,13,0,0,39,0,0,0,0,0,0,32
170,Wolfe,Gustavo,99,None,Strength,0,0,0,0,0,0,40,72,15,0,0,62,1,0,0,0,0,0,53
171,Houghton,Bryson,19,Offensive Coordinator,Running Backs,578,77,93,62,52,81,0,0,4,73,17,54,0,4,57,73,0,67,0
172,Wiggin,Louis,20,Head Coach,Offensive Linemen,973,67,68,73,67,56,0,0,93,76,67,64,0,4,68,65,0,67,0
173,Matthew,Luke,99,None,Offensive Linemen,0,25,45,73,26,16,0,0,58,0,67,41,0,0,46,23,0,37,0
174,Norton,Steven,99,None,Strength,0,0,0,0,0,0,25,40,70,0,0,48,0,0,0,0,0,0,34
175,Eckberg,J.J.,99,None,Tight Ends,0,7,63,40,5,64,0,0,29,30,35,55,0,0,26,37,0,37,0
176,Alexander,Carlton,13,Strength Coordinator,Strength,135,0,0,0,0,0,41,66,54,0,0,51,0,3,0,0,0,0,53
177,Masiona,Derrick,99,None,Strength,0,0,0,0,0,0,15,60,18,0,0,45,0,0,0,0,0,0,36
178,Tracy,Jared,9,Assistant Coach,Tight Ends,170,40,78,62,65,8,0,0,77,26,56,47,0,2,56,38,0,56,0
179,Woods,Damon,99,None,Tight Ends,0,34,47,48,45,69,0,0,26,37,48,58,0,0,40,43,0,38,0
180,Eckard,Dennis,24,Strength Coordinator,Strength,155,0,0,0,0,0,33,89,29,0,0,57,0,4,0,0,0,0,59
181,Edwards,Mercury,27,Assistant Coach,Running Backs,262,64,73,22,80,17,0,0,72,57,30,51,0,3,46,50,0,60,0
182,Wooden,Wally,16,Strength Coordinator,Strength,107,0,0,0,0,0,67,52,54,0,0,40,0,1,0,0,0,0,57
183,Walker,Wendell,99,None,Tight Ends,0,35,55,77,35,63,0,0,36,27,39,57,0,0,50,41,0,42,0
184,Sunderland,Jeremy,30,Defensive Coordinator,Defensive Linemen,208,89,60,2,35,31,0,0,58,73,15,65,0,2,33,0,58,57,0
185,Falcon,Chad,23,Head Coach,Tight Ends,891,73,80,60,47,62,0,0,74,42,68,48,0,3,60,63,0,69,0
186,Jiminez,Anthony,99,None,Strength,0,0,0,0,0,0,28,0,44,0,0,65,0,0,0,0,0,0,15
187,Olin,Quentin,10,Defensive Coordinator,Defensive Linemen,251,33,72,47,3,72,0,0,16,81,47,50,0,3,36,0,59,52,0
188,Reid,Ezekiel,99,None,Linebackers,0,20,57,66,62,62,0,0,54,32,20,52,0,0,46,0,40,39,0
189,Barrett,Oliver,12,Head Coach,Defensive Linemen,616,76,57,80,45,74,0,0,76,70,69,54,0,2,67,0,67,63,0
190,Kyl,Alfredo,99,None,Linebackers,0,49,43,6,25,28,0,0,57,68,20,64,0,0,24,0,43,39,0
191,Hill,Tucker,10,Assistant Coach,Offensive Linemen,329,78,74,65,19,25,0,0,76,41,58,45,0,2,57,53,0,64,0
192,Edwards,Jonathan,99,None,Linebackers,0,28,24,30,29,48,0,0,59,44,71,40,0,0,32,0,35,31,0
193,Komrska,Donovan,23,Assistant Coach,Defensive Linemen,162,20,59,62,14,21,0,0,96,23,84,65,0,2,46,0,33,47,0
194,Barber,Ted,99,None,Tight Ends,0,53,40,75,13,23,0,0,43,23,16,62,1,0,42,33,0,35,0
195,Craig,Edgar,99,None,Strength,0,0,0,0,0,0,53,41,40,0,0,39,0,0,0,0,0,0,45
196,Monroe,Trenton,99,None,Strength,0,0,0,0,0,0,22,28,2,0,0,52,0,0,0,0,0,0,22
197,Holleran,Sean,99,None,Tight Ends,0,70,9,10,54,71,0,0,59,61,36,41,0,0,33,48,0,32,0
198,Mahoney,Jorge,11,Head Coach,Offensive Linemen,429,50,66,84,64,40,0,0,42,48,23,44,0,4,58,47,0,51,0
199,Dunn,Matt,99,None,Strength,0,0,0,0,0,0,32,19,18,0,0,64,0,0,0,0,0,0,24
200,Rivers,Paul,99,None,Secondary,0,56,55,17,48,26,0,0,6,28,86,41,0,0,40,0,40,49,0
201,Foreman,Jerry,99,None,Wide Receivers,0,63,30,58,15,79,0,0,43,18,74,52,0,0,45,45,0,38,0
202,Clark,Wyatt,99,None,Secondary,0,8,30,59,7,33,0,0,56,78,74,45,0,0,38,0,36,33,0
203,Knight,Alonzo,99,None,Secondary,0,35,13,17,42,51,0,0,74,25,64,45,0,0,29,0,32,26,0
204,Turnbull,Don,99,None,Tight Ends,0,21,11,75,33,30,0,0,55,40,75,49,0,0,46,24,0,26,0
205,Buckner,Norbert,99,None,Running Backs,0,12,27,66,48,77,0,0,41,69,72,53,0,0,44,43,0,31,0
206,Ward,D.J.,99,None,Offensive Linemen,0,37,15,35,17,47,0,0,30,53,72,59,0,0,32,35,0,29,0
207,Emerson,T.J.,99,None,Running Backs,0,28,63,68,60,41,0,0,45,57,48,45,0,0,51,45,0,48,0
208,Perez,Raymond,99,None,Defensive Linemen,0,52,14,9,19,15,0,0,43,79,40,47,0,0,24,0,37,30,0
209,Williams,Harris,29,Offensive Coordinator,Wide Receivers,237,70,62,23,58,71,0,0,71,23,63,42,0,3,44,56,0,56,0
210,Shannon,Andres,31,Strength Coordinator,Strength,82,0,0,0,0,0,78,39,61,0,0,47,0,3,0,0,0,0,57
211,Drake,Freddie,21,Assistant Coach,Secondary,215,55,18,56,70,10,0,0,87,52,64,63,0,3,53,0,34,39,0
212,Lincoln,Rondell,22,Offensive Coordinator,Quarterbacks,365,29,75,20,45,54,0,0,69,74,13,47,0,2,30,53,0,52,0
213,Benton,Maxwell,99,None,Defensive Linemen,0,47,61,54,33,28,0,0,23,61,55,39,0,0,45,0,46,50,0
214,Middleton,Mario,99,None,Defensive Linemen,0,0,22,13,15,9,0,0,45,40,39,65,0,0,14,0,16,19,0
215,Norton,Junior,0,Offensive Coordinator,Tight Ends,229,77,53,31,69,47,0,0,47,67,43,40,0,3,48,57,0,54,0
