Category,Team/All_Teams,Place,Record,Year,Team,Opponent
Points Scored,6,5,13,2017,6,19
Points Scored,6,6,6,2019,6,3
Points Allowed,6,0,12,2014,6,22
Points Allowed,6,1,20,2019,6,3
Points Allowed,6,2,21,2019,6,16
Points Allowed,6,3,23,2017,6,19
Points Allowed,6,4,24,2017,6,8
Points Allowed,6,5,26,2015,6,28
Points Allowed,6,6,34,2014,6,19
Passing Yards,6,0,374,2014,6,19
Passing Yards,6,1,322,2017,6,8
Passing Yards,6,2,256,2014,6,22
Passing Yards,6,3,251,2015,6,28
Passing Yards,6,4,233,2019,6,16
Passing Yards,6,5,215,2017,6,19
Passing Yards,6,6,197,2019,6,3
Passing Yards Allowed,6,0,174,2019,6,16
Passing Yards Allowed,6,1,180,2019,6,3
Passing Yards Allowed,6,2,182,2015,6,28
Passing Yards Allowed,6,3,185,2014,6,22
Passing Yards Allowed,6,4,247,2017,6,19
Passing Yards Allowed,6,5,304,2014,6,19
Passing Yards Allowed,6,6,341,2017,6,8
Rushing Yards,6,0,163,2019,6,16
Rushing Yards,6,1,150,2014,6,22
Rushing Yards,6,2,119,2014,6,19
Rushing Yards,6,3,113,2015,6,28
Rushing Yards,6,4,87,2017,6,8
Rushing Yards,6,5,80,2017,6,19
Rushing Yards,6,6,60,2019,6,3
Rushing Yards Allowed,6,0,78,2014,6,22
Rushing Yards Allowed,6,1,87,2014,6,19
Rushing Yards Allowed,6,2,106,2015,6,28
Rushing Yards Allowed,6,3,125,2017,6,19
Rushing Yards Allowed,6,4,134,2019,6,16
Rushing Yards Allowed,6,5,135,2017,6,8
Rushing Yards Allowed,6,6,209,2019,6,3
Total Yards,6,0,461,2014,6,19
Total Yards,6,1,406,2014,6,22
Total Yards,6,2,389,2017,6,8
Total Yards,6,3,381,2019,6,16
Total Yards,6,4,356,2015,6,28
Total Yards,6,5,273,2017,6,19
Total Yards,6,6,239,2019,6,3
Total Yards Allowed,6,0,263,2014,6,22
Total Yards Allowed,6,1,271,2019,6,16
Total Yards Allowed,6,2,277,2015,6,28
Total Yards Allowed,6,3,345,2017,6,19
Total Yards Allowed,6,4,386,2014,6,19
Total Yards Allowed,6,5,389,2019,6,3
Total Yards Allowed,6,6,453,2017,6,8
Pass Attempts,6,0,52,2017,6,8
Pass Attempts,6,1,45,2014,6,19
Pass Attempts,6,2,41,2019,6,16
Pass Attempts,6,3,39,2015,6,28
Pass Attempts,6,4,35,2019,6,3
Pass Attempts,6,5,32,2017,6,19
Pass Attempts,6,6,27,2014,6,22
Rush Attempts,6,0,32,2014,6,22
Rush Attempts,6,1,27,2015,6,28
Rush Attempts,6,2,26,2017,6,8
Rush Attempts,6,3,23,2017,6,19
Rush Attempts,6,4,20,2014,6,19
Rush Attempts,6,5,20,2019,6,16
Rush Attempts,6,6,17,2019,6,3
Points Scored,7,0,26,2021,7,9
Points Scored,7,1,13,2014,7,25
Points Allowed,7,0,20,2014,7,25
Points Allowed,7,1,27,2021,7,9
Passing Yards,7,0,276,2021,7,9
Passing Yards,7,1,248,2014,7,25
Passing Yards Allowed,7,0,216,2021,7,9
Passing Yards Allowed,7,1,261,2014,7,25
Rushing Yards,7,0,105,2014,7,25
Rushing Yards,7,1,80,2021,7,9
Rushing Yards Allowed,7,0,60,2014,7,25
Rushing Yards Allowed,7,1,142,2021,7,9
Total Yards,7,0,346,2021,7,9
Total Yards,7,1,313,2014,7,25
Total Yards Allowed,7,0,307,2014,7,25
Total Yards Allowed,7,1,358,2021,7,9
Pass Attempts,7,0,41,2021,7,9
Pass Attempts,7,1,35,2014,7,25
Rush Attempts,7,0,31,2014,7,25
Rush Attempts,7,1,22,2021,7,9
Points Scored,8,0,24,2017,8,6
Points Scored,8,1,9,2021,8,23
Points Allowed,8,0,23,2021,8,23
Points Allowed,8,1,27,2017,8,6
Passing Yards,8,0,341,2017,8,6
Passing Yards,8,1,212,2021,8,23
Passing Yards Allowed,8,0,111,2021,8,23
Passing Yards Allowed,8,1,322,2017,8,6
Rushing Yards,8,0,135,2017,8,6
Rushing Yards,8,1,14,2021,8,23
Rushing Yards Allowed,8,0,87,2017,8,6
Rushing Yards Allowed,8,1,252,2021,8,23
Total Yards,8,0,453,2017,8,6
Total Yards,8,1,184,2021,8,23
Total Yards Allowed,8,0,359,2021,8,23
Total Yards Allowed,8,1,389,2017,8,6
Pass Attempts,8,0,37,2017,8,6
Pass Attempts,8,1,35,2021,8,23
Rush Attempts,8,0,26,2017,8,6
Rush Attempts,8,1,17,2021,8,23
Points Scored,9,0,27,2021,9,7
Points Scored,9,1,24,2021,9,10
Points Scored,9,2,18,2016,9,18
Points Scored,9,3,14,2019,9,4
Points Scored,9,4,10,2017,9,1
Points Allowed,9,0,17,2017,9,1
Points Allowed,9,1,26,2021,9,7
Points Allowed,9,2,27,2019,9,4
Points Allowed,9,3,27,2021,9,10
Points Allowed,9,4,31,2016,9,18
Passing Yards,9,0,348,2016,9,18
Passing Yards,9,1,284,2019,9,4
Passing Yards,9,2,268,2017,9,1
Passing Yards,9,3,267,2021,9,10
Passing Yards,9,4,216,2021,9,7
Passing Yards Allowed,9,0,229,2019,9,4
Passing Yards Allowed,9,1,268,2017,9,1
Passing Yards Allowed,9,2,268,2021,9,10
Passing Yards Allowed,9,3,276,2021,9,7
Passing Yards Allowed,9,4,302,2016,9,18
Rushing Yards,9,0,142,2021,9,7
Rushing Yards,9,1,107,2021,9,10
Rushing Yards,9,2,99,2016,9,18
Rushing Yards,9,3,38,2017,9,1
Rushing Yards,9,4,27,2019,9,4
Rushing Yards Allowed,9,0,78,2016,9,18
Rushing Yards Allowed,9,1,80,2021,9,7
Rushing Yards Allowed,9,2,81,2017,9,1
Rushing Yards Allowed,9,3,104,2021,9,10
Rushing Yards Allowed,9,4,137,2019,9,4
Total Yards,9,0,423,2016,9,18
Total Yards,9,1,366,2021,9,10
Total Yards,9,2,358,2021,9,7
Total Yards,9,3,293,2019,9,4
Total Yards,9,4,283,2017,9,1
Total Yards Allowed,9,0,331,2017,9,1
Total Yards Allowed,9,1,346,2021,9,7
Total Yards Allowed,9,2,366,2019,9,4
Total Yards Allowed,9,3,367,2021,9,10
Total Yards Allowed,9,4,374,2016,9,18
Pass Attempts,9,0,51,2016,9,18
Pass Attempts,9,1,43,2019,9,4
Pass Attempts,9,2,39,2021,9,10
Pass Attempts,9,3,37,2017,9,1
Pass Attempts,9,4,30,2021,9,7
Rush Attempts,9,0,36,2021,9,7
Rush Attempts,9,1,31,2021,9,10
Rush Attempts,9,2,23,2017,9,1
Rush Attempts,9,3,19,2016,9,18
Rush Attempts,9,4,19,2019,9,4
Points Scored,10,0,45,2019,10,17
Points Scored,10,1,40,2017,10,1
Points Scored,10,2,38,2015,10,25
Points Scored,10,3,31,2020,10,29
Points Scored,10,4,31,2021,10,4
Points Scored,10,5,30,2016,10,18
Points Scored,10,6,30,2020,10,21
Points Scored,10,7,27,2019,10,4
Points Scored,10,8,27,2021,10,9
Points Scored,10,9,24,2021,10,14
Points Scored,10,10,23,2016,10,4
Points Scored,10,11,23,2020,10,13
Points Scored,10,12,21,2017,10,0
Points Scored,10,13,20,2019,10,3
Points Scored,10,14,17,2015,10,26
Points Scored,10,15,17,2015,10,20
Points Allowed,10,0,9,2021,10,4
Points Allowed,10,1,10,2019,10,4
Points Allowed,10,2,13,2017,10,1
Points Allowed,10,3,13,2020,10,13
Points Allowed,10,4,14,2015,10,26
Points Allowed,10,5,17,2019,10,3
Points Allowed,10,6,17,2021,10,14
Points Allowed,10,7,20,2019,10,17
Points Allowed,10,8,21,2015,10,20
Points Allowed,10,9,23,2015,10,25
Points Allowed,10,10,23,2020,10,29
Points Allowed,10,11,24,2021,10,9
Points Allowed,10,12,27,2016,10,18
Points Allowed,10,13,27,2017,10,0
Points Allowed,10,14,27,2020,10,21
Points Allowed,10,15,37,2016,10,4
Passing Yards,10,0,328,2020,10,21
Passing Yards,10,1,325,2021,10,14
Passing Yards,10,2,309,2016,10,4
Passing Yards,10,3,292,2021,10,4
Passing Yards,10,4,283,2017,10,0
Passing Yards,10,5,277,2019,10,4
Passing Yards,10,6,277,2020,10,29
Passing Yards,10,7,272,2017,10,1
Passing Yards,10,8,271,2015,10,20
Passing Yards,10,9,268,2021,10,9
Passing Yards,10,10,264,2020,10,13
Passing Yards,10,11,255,2019,10,3
Passing Yards,10,12,254,2015,10,26
Passing Yards,10,13,239,2016,10,18
Passing Yards,10,14,238,2019,10,17
Passing Yards,10,15,205,2015,10,25
Passing Yards Allowed,10,0,90,2021,10,4
Passing Yards Allowed,10,1,132,2021,10,14
Passing Yards Allowed,10,2,179,2015,10,26
Passing Yards Allowed,10,3,186,2020,10,13
Passing Yards Allowed,10,4,191,2015,10,20
Passing Yards Allowed,10,5,218,2016,10,4
Passing Yards Allowed,10,6,230,2019,10,17
Passing Yards Allowed,10,7,232,2017,10,1
Passing Yards Allowed,10,8,233,2019,10,4
Passing Yards Allowed,10,9,236,2019,10,3
Passing Yards Allowed,10,10,241,2017,10,0
Passing Yards Allowed,10,11,267,2021,10,9
Passing Yards Allowed,10,12,288,2020,10,21
Passing Yards Allowed,10,13,311,2020,10,29
Passing Yards Allowed,10,14,368,2015,10,25
Passing Yards Allowed,10,15,389,2016,10,18
Rushing Yards,10,0,207,2016,10,18
Rushing Yards,10,1,197,2019,10,17
Rushing Yards,10,2,161,2020,10,29
Rushing Yards,10,3,153,2015,10,26
Rushing Yards,10,4,141,2017,10,1
Rushing Yards,10,5,134,2019,10,3
Rushing Yards,10,6,119,2020,10,21
Rushing Yards,10,7,114,2021,10,14
Rushing Yards,10,8,111,2021,10,4
Rushing Yards,10,9,104,2021,10,9
Rushing Yards,10,10,103,2017,10,0
Rushing Yards,10,11,81,2019,10,4
Rushing Yards,10,12,78,2016,10,4
Rushing Yards,10,13,77,2015,10,25
Rushing Yards,10,14,75,2020,10,13
Rushing Yards,10,15,72,2015,10,20
Rushing Yards Allowed,10,0,46,2017,10,1
Rushing Yards Allowed,10,1,62,2016,10,18
Rushing Yards Allowed,10,2,73,2015,10,25
Rushing Yards Allowed,10,3,82,2019,10,4
Rushing Yards Allowed,10,4,82,2021,10,4
Rushing Yards Allowed,10,5,88,2019,10,3
Rushing Yards Allowed,10,6,98,2020,10,29
Rushing Yards Allowed,10,7,101,2020,10,21
Rushing Yards Allowed,10,8,105,2019,10,17
Rushing Yards Allowed,10,9,107,2021,10,9
Rushing Yards Allowed,10,10,109,2016,10,4
Rushing Yards Allowed,10,11,117,2015,10,26
Rushing Yards Allowed,10,12,127,2015,10,20
Rushing Yards Allowed,10,13,128,2021,10,14
Rushing Yards Allowed,10,14,137,2020,10,13
Rushing Yards Allowed,10,15,187,2017,10,0
Total Yards,10,0,441,2016,10,18
Total Yards,10,1,439,2020,10,21
Total Yards,10,2,435,2019,10,17
Total Yards,10,3,432,2020,10,29
Total Yards,10,4,414,2021,10,14
Total Yards,10,5,413,2017,10,1
Total Yards,10,6,401,2015,10,26
Total Yards,10,7,397,2021,10,4
Total Yards,10,8,380,2016,10,4
Total Yards,10,9,375,2017,10,0
Total Yards,10,10,367,2021,10,9
Total Yards,10,11,362,2019,10,3
Total Yards,10,12,353,2019,10,4
Total Yards,10,13,335,2015,10,20
Total Yards,10,14,309,2020,10,13
Total Yards,10,15,282,2015,10,25
Total Yards Allowed,10,0,156,2021,10,4
Total Yards Allowed,10,1,244,2017,10,1
Total Yards Allowed,10,2,246,2021,10,14
Total Yards Allowed,10,3,284,2015,10,26
Total Yards Allowed,10,4,284,2019,10,3
Total Yards Allowed,10,5,296,2019,10,4
Total Yards Allowed,10,6,308,2016,10,4
Total Yards Allowed,10,7,310,2015,10,20
Total Yards Allowed,10,8,311,2020,10,13
Total Yards Allowed,10,9,326,2019,10,17
Total Yards Allowed,10,10,366,2021,10,9
Total Yards Allowed,10,11,376,2020,10,21
Total Yards Allowed,10,12,384,2020,10,29
Total Yards Allowed,10,13,422,2015,10,25
Total Yards Allowed,10,14,428,2017,10,0
Total Yards Allowed,10,15,437,2016,10,18
Pass Attempts,10,0,51,2016,10,4
Pass Attempts,10,1,49,2015,10,20
Pass Attempts,10,2,43,2015,10,26
Pass Attempts,10,3,43,2017,10,0
Pass Attempts,10,4,38,2017,10,1
Pass Attempts,10,5,37,2016,10,18
Pass Attempts,10,6,37,2019,10,3
Pass Attempts,10,7,36,2021,10,14
Pass Attempts,10,8,33,2019,10,4
Pass Attempts,10,9,33,2020,10,21
Pass Attempts,10,10,32,2020,10,13
Pass Attempts,10,11,31,2021,10,9
Pass Attempts,10,12,30,2020,10,29
Pass Attempts,10,13,30,2021,10,4
Pass Attempts,10,14,29,2015,10,25
Pass Attempts,10,15,22,2019,10,17
Rush Attempts,10,0,41,2021,10,4
Rush Attempts,10,1,39,2019,10,17
Rush Attempts,10,2,38,2016,10,18
Rush Attempts,10,3,35,2017,10,1
Rush Attempts,10,4,33,2015,10,26
Rush Attempts,10,5,33,2019,10,4
Rush Attempts,10,6,33,2020,10,29
Rush Attempts,10,7,32,2015,10,25
Rush Attempts,10,8,32,2019,10,3
Rush Attempts,10,9,26,2021,10,9
