Category,Team/All_Teams,Place,Player,Record,Team,Year
Times Sacked,0,1,1536,39,0,2020
Times Sacked,0,2,98,33,0,2015
Times Sacked,0,3,1536,32,0,2018
Times Sacked,0,4,1536,29,0,2016
Times Sacked,0,5,1536,29,0,2019
Times Sacked,0,6,4874,27,0,2021
Times Sacked,0,7,1536,23,0,2017
Times Sacked,0,8,911,8,0,2014
Times Sacked,0,9,5696,5,0,2019
Times Sacked,0,10,3209,3,0,2017
Times Sacked,0,11,2394,1,0,2017
300 Yards Passing,0,0,98,3,0,2014
300 Yards Passing,0,1,4874,3,0,2021
300 Yards Passing,0,2,1536,2,0,2017
300 Yards Passing,0,3,1536,2,0,2018
300 Yards Passing,0,4,1536,2,0,2020
Rushing Attempts,0,0,1864,326,0,2016
Rushing Attempts,0,1,1864,324,0,2015
Rushing Attempts,0,2,1864,313,0,2018
Rushing Attempts,0,3,1864,307,0,2021
Rushing Attempts,0,4,1864,297,0,2014
Rushing Attempts,0,5,1864,288,0,2019
Rushing Attempts,0,6,1864,271,0,2017
Rushing Attempts,0,7,1864,248,0,2020
Rushing Attempts,0,8,2423,118,0,2017
Rushing Attempts,0,9,3272,98,0,2015
Rushing Attempts,0,10,2411,93,0,2021
Rushing Attempts,0,11,831,92,0,2014
Rushing Attempts,0,12,1536,86,0,2020
Rushing Attempts,0,13,2423,85,0,2018
Rushing Attempts,0,14,1536,76,0,2017
Rushing Attempts,0,15,1536,69,0,2019
Rushing Attempts,0,16,4874,65,0,2021
Rushing Attempts,0,17,1536,64,0,2016
Rushing Attempts,0,18,1951,61,0,2016
Rushing Attempts,0,19,1536,57,0,2018
Rushing Attempts,0,20,7486,55,0,2020
Rushing Attempts,0,21,6610,49,0,2019
Rushing Attempts,0,22,7484,42,0,2020
Rushing Attempts,0,23,1836,34,0,2016
Rushing Attempts,0,24,1836,31,0,2019
Rushing Attempts,0,25,1836,30,0,2015
Rushing Attempts,0,26,98,29,0,2015
Rushing Attempts,0,27,1836,29,0,2018
Rushing Attempts,0,28,98,28,0,2014
Rushing Attempts,0,29,1836,27,0,2017
Rushing Attempts,0,30,7445,25,0,2020
Rushing Attempts,0,31,4891,21,0,2017
Rushing Attempts,0,32,1836,20,0,2014
Rushing Attempts,0,33,4071,14,0,2016
Rushing Attempts,0,34,3270,10,0,2017
Rushing Attempts,0,35,1536,8,0,2015
Rushing Attempts,0,36,433,7,0,2014
Rushing Attempts,0,37,911,6,0,2014
Rushing Attempts,0,38,5741,6,0,2018
Rushing Attempts,0,39,3209,5,0,2018
Rushing Attempts,0,40,5741,4,0,2019
Rushing Attempts,0,41,842,3,0,2016
Rushing Attempts,0,42,2394,3,0,2017
Rushing Attempts,0,43,452,3,0,2018
Rushing Attempts,0,44,5696,3,0,2019
Rushing Attempts,0,45,1771,2,0,2014
Rushing Attempts,0,46,260,2,0,2017
Rushing Attempts,0,47,842,2,0,2018
Rushing Attempts,0,48,4954,2,0,2021
Rushing Attempts,0,49,2424,1,0,2016
Rushing Attempts,0,50,3370,1,0,2016
Rushing Attempts,0,51,842,1,0,2017
Rushing Attempts,0,52,4255,1,0,2017
Rushing Attempts,0,53,4232,1,0,2018
Rushing Attempts,0,54,5897,1,0,2018
Rushing Attempts,0,55,7501,1,0,2020
Rushing Yards,0,0,1864,1675,0,2016
Rushing Yards,0,1,1864,1660,0,2015
Rushing Yards,0,2,1864,1464,0,2019
Rushing Yards,0,3,1864,1456,0,2018
Rushing Yards,0,4,1864,1424,0,2017
Rushing Yards,0,5,1864,1390,0,2021
Rushing Yards,0,6,1864,1242,0,2014
Rushing Yards,0,7,1864,1099,0,2020
Rushing Yards,0,8,2423,504,0,2017
Rushing Yards,0,9,1536,465,0,2020
Rushing Yards,0,10,4874,462,0,2021
Rushing Yards,0,11,1536,416,0,2017
Rushing Yards,0,12,1536,399,0,2018
Rushing Yards,0,13,1536,378,0,2016
Rushing Yards,0,14,3272,348,0,2015
Rushing Yards,0,15,1536,328,0,2019
Rushing Yards,0,16,2423,277,0,2018
Rushing Yards,0,17,2411,264,0,2021
Rushing Yards,0,18,831,254,0,2014
Rushing Yards,0,19,6610,234,0,2019
Rushing Yards,0,20,1951,205,0,2016
Rushing Yards,0,21,1836,136,0,2015
Rushing Yards,0,22,7486,135,0,2020
Rushing Yards,0,23,7484,123,0,2020
Rushing Yards,0,24,4891,122,0,2017
Rushing Yards,0,25,98,121,0,2014
Rushing Yards,0,26,1836,116,0,2019
Rushing Yards,0,27,98,109,0,2015
Rushing Yards,0,28,7445,96,0,2020
Rushing Yards,0,29,1836,86,0,2017
Rushing Yards,0,30,1836,78,0,2014
Rushing Yards,0,31,1836,75,0,2016
Rushing Yards,0,32,1836,75,0,2018
Rushing Yards,0,33,1536,55,0,2015
Rushing Yards,0,34,4071,54,0,2016
Rushing Yards,0,35,911,40,0,2014
Rushing Yards,0,36,5696,37,0,2019
Rushing Yards,0,37,3270,36,0,2017
Rushing Yards,0,38,842,22,0,2016
Rushing Yards,0,39,433,20,0,2014
Rushing Yards,0,40,5741,18,0,2018
Rushing Yards,0,41,4255,13,0,2017
Rushing Yards,0,42,260,12,0,2017
Rushing Yards,0,43,2394,12,0,2017
Rushing Yards,0,44,4232,9,0,2018
Rushing Yards,0,45,842,8,0,2018
Rushing Yards,0,46,452,6,0,2018
Rushing Yards,0,47,7501,4,0,2020
Rushing Yards,0,48,1771,3,0,2014
Rushing Yards,0,49,842,2,0,2017
Rushing Yards,0,50,2424,1,0,2016
Rushing Yards,0,51,4954,1,0,2021
Yards per Carry,0,0,1864,525,0,2017
Yards per Carry,0,1,1864,514,0,2016
Yards per Carry,0,2,1864,512,0,2015
Yards per Carry,0,3,1864,508,0,2019
Yards per Carry,0,4,1864,465,0,2018
Yards per Carry,0,5,1864,453,0,2021
Yards per Carry,0,6,1864,443,0,2020
Yards per Carry,0,7,2423,427,0,2017
Yards per Carry,0,8,1864,418,0,2014
Rushing Touchdowns,0,0,1864,13,0,2016
Rushing Touchdowns,0,1,1864,11,0,2021
Rushing Touchdowns,0,2,1864,10,0,2014
Rushing Touchdowns,0,3,1864,10,0,2015
Rushing Touchdowns,0,4,1864,7,0,2018
Rushing Touchdowns,0,5,1864,6,0,2019
Rushing Touchdowns,0,6,1864,4,0,2017
Rushing Touchdowns,0,7,2423,4,0,2017
Rushing Touchdowns,0,8,1864,4,0,2020
Rushing Touchdowns,0,9,98,3,0,2014
Rushing Touchdowns,0,10,4874,3,0,2021
Rushing Touchdowns,0,11,831,2,0,2014
Rushing Touchdowns,0,12,3272,2,0,2015
Rushing Touchdowns,0,13,1836,2,0,2016
Rushing Touchdowns,0,14,1536,2,0,2017
Rushing Touchdowns,0,15,2423,2,0,2018
Rushing Touchdowns,0,16,98,1,0,2015
Rushing Touchdowns,0,17,1836,1,0,2015
Rushing Touchdowns,0,18,1536,1,0,2016
Rushing Touchdowns,0,19,1836,1,0,2018
Rushing Touchdowns,0,20,5741,1,0,2018
Rushing Touchdowns,0,21,1536,1,0,2019
Rushing Touchdowns,0,22,1836,1,0,2019
Rushing Touchdowns,0,23,6610,1,0,2019
100 Yards Rushing,0,0,1864,10,0,2015
100 Yards Rushing,0,1,1864,7,0,2016
100 Yards Rushing,0,2,1864,7,0,2017
100 Yards Rushing,0,3,1864,6,0,2018
100 Yards Rushing,0,4,1864,6,0,2019
100 Yards Rushing,0,5,1864,6,0,2020
100 Yards Rushing,0,6,1864,6,0,2021
100 Yards Rushing,0,7,1864,3,0,2014
100 Yards Rushing,0,8,831,1,0,2014
Receptions,0,0,6758,91,0,2021
Receptions,0,1,1546,81,0,2014
Receptions,0,2,6758,80,0,2020
Receptions,0,3,1864,71,0,2019
Receptions,0,4,452,70,0,2018
Receptions,0,5,1864,69,0,2016
Receptions,0,6,6758,69,0,2019
Receptions,0,7,1864,67,0,2018
Receptions,0,8,1022,66,0,2021
Receptions,0,9,842,64,0,2017
Receptions,0,10,842,63,0,2014
Receptions,0,11,1864,63,0,2020
Receptions,0,12,842,61,0,2018
Receptions,0,13,842,61,0,2020
Receptions,0,14,1864,58,0,2014
Receptions,0,15,842,57,0,2019
Receptions,0,16,1864,56,0,2017
Receptions,0,17,1864,54,0,2015
Receptions,0,18,883,52,0,2015
Receptions,0,19,1771,49,0,2014
Receptions,0,20,1546,49,0,2015
Receptions,0,21,1864,47,0,2021
Receptions,0,22,842,45,0,2015
Receptions,0,23,1836,45,0,2018
Receptions,0,24,1819,44,0,2016
Receptions,0,25,842,44,0,2021
Receptions,0,26,842,42,0,2016
Receptions,0,27,7598,42,0,2020
Receptions,0,28,1836,41,0,2019
Receptions,0,29,4255,40,0,2017
Receptions,0,30,1836,38,0,2014
Receptions,0,31,260,37,0,2017
Receptions,0,32,1836,36,0,2015
Receptions,0,33,1836,36,0,2016
Receptions,0,34,557,36,0,2017
Receptions,0,35,5928,33,0,2019
Receptions,0,36,1836,31,0,2017
Receptions,0,37,4246,31,0,2021
Receptions,0,38,3380,28,0,2021
Receptions,0,39,7537,27,0,2020
Receptions,0,40,1288,26,0,2015
Receptions,0,41,1675,26,0,2017
Receptions,0,42,1288,25,0,2016
Receptions,0,43,1675,25,0,2016
Receptions,0,44,1365,22,0,2014
Receptions,0,45,2589,21,0,2014
Receptions,0,46,4255,21,0,2016
Receptions,0,47,4232,20,0,2018
Receptions,0,48,5928,20,0,2020
Receptions,0,49,5016,19,0,2019
Receptions,0,50,4152,19,0,2021
Receptions,0,51,2566,18,0,2015
Receptions,0,52,7501,18,0,2020
Receptions,0,53,4255,17,0,2018
Receptions,0,54,4954,17,0,2021
Receptions,0,55,5016,16,0,2018
Receptions,0,56,7569,14,0,2020
Receptions,0,57,3272,12,0,2015
Receptions,0,58,2634,11,0,2016
Receptions,0,59,7484,11,0,2020
Receptions,0,60,831,10,0,2014
Receptions,0,61,2012,10,0,2014
Receptions,0,62,1093,10,0,2017
Receptions,0,63,4255,10,0,2019
Receptions,0,64,5017,10,0,2019
Receptions,0,65,6610,9,0,2019
Receptions,0,66,1951,8,0,2016
Receptions,0,67,2512,7,0,2016
Receptions,0,68,1365,6,0,2015
Receptions,0,69,2512,6,0,2018
Receptions,0,70,5856,6,0,2019
Receptions,0,71,2423,5,0,2017
Receptions,0,72,4980,5,0,2017
Receptions,0,73,5828,5,0,2019
Receptions,0,74,7486,5,0,2020
Receptions,0,75,2411,5,0,2021
Receptions,0,76,3462,5,0,2021
Receptions,0,77,369,4,0,2014
Receptions,0,78,2423,4,0,2018
Receptions,0,79,3358,4,0,2018
Receptions,0,80,5897,4,0,2018
Receptions,0,81,7445,4,0,2020
Receptions,0,82,7638,4,0,2020
Receptions,0,83,1371,3,0,2014
Receptions,0,84,5016,3,0,2017
Receptions,0,85,5741,3,0,2018
Receptions,0,86,5928,3,0,2018
Receptions,0,87,582,3,0,2019
Receptions,0,88,1464,2,0,2014
Receptions,0,89,4071,2,0,2016
Receptions,0,90,4891,2,0,2017
Receptions,0,91,7517,2,0,2020
Receptions,0,92,4173,2,0,2021
Receptions,0,93,831,1,0,2015
Receptions,0,94,3410,1,0,2015
Receptions,0,95,3370,1,0,2016
Receptions,0,96,4232,1,0,2017
Receptions,0,97,8309,1,0,2021
Receiving Yards,0,0,6758,1162,0,2021
Receiving Yards,0,1,1546,1006,0,2014
Receiving Yards,0,2,6758,926,0,2020
Receiving Yards,0,3,842,807,0,2018
Receiving Yards,0,4,842,760,0,2017
Receiving Yards,0,5,842,758,0,2014
Receiving Yards,0,6,842,751,0,2020
Receiving Yards,0,7,452,734,0,2018
Receiving Yards,0,8,6758,731,0,2019
Receiving Yards,0,9,842,702,0,2019
Receiving Yards,0,10,1022,641,0,2021
Receiving Yards,0,11,260,623,0,2017
Receiving Yards,0,12,883,618,0,2015
Receiving Yards,0,13,4255,588,0,2017
Receiving Yards,0,14,1864,588,0,2019
Receiving Yards,0,15,1864,561,0,2018
Receiving Yards,0,16,1546,541,0,2015
Receiving Yards,0,17,842,527,0,2015
Receiving Yards,0,18,842,523,0,2021
Receiving Yards,0,19,1864,517,0,2016
Receiving Yards,0,20,1771,515,0,2014
Receiving Yards,0,21,1819,511,0,2016
Receiving Yards,0,22,1864,509,0,2017
Receiving Yards,0,23,842,487,0,2016
Receiving Yards,0,24,1864,462,0,2015
Receiving Yards,0,25,7598,461,0,2020
Receiving Yards,0,26,1864,442,0,2014
Receiving Yards,0,27,1864,381,0,2021
Receiving Yards,0,28,5928,378,0,2019
Receiving Yards,0,29,557,371,0,2017
Receiving Yards,0,30,1864,365,0,2020
Receiving Yards,0,31,1288,348,0,2016
Receiving Yards,0,32,4246,346,0,2021
Receiving Yards,0,33,1836,323,0,2019
Receiving Yards,0,34,1836,318,0,2018
Receiving Yards,0,35,1288,305,0,2015
Receiving Yards,0,36,1836,300,0,2017
Receiving Yards,0,37,1836,293,0,2014
Receiving Yards,0,38,3380,288,0,2021
Receiving Yards,0,39,4152,279,0,2021
Receiving Yards,0,40,1836,263,0,2016
Receiving Yards,0,41,4255,262,0,2016
Receiving Yards,0,42,4232,253,0,2018
Receiving Yards,0,43,2589,248,0,2014
Receiving Yards,0,44,1836,236,0,2015
Receiving Yards,0,45,1675,226,0,2017
Receiving Yards,0,46,4255,223,0,2018
Receiving Yards,0,47,7537,218,0,2020
Receiving Yards,0,48,2566,210,0,2015
Receiving Yards,0,49,1365,208,0,2014
Receiving Yards,0,50,5016,205,0,2019
Receiving Yards,0,51,5016,196,0,2018
Receiving Yards,0,52,5928,189,0,2020
Receiving Yards,0,53,1675,186,0,2016
Receiving Yards,0,54,7501,181,0,2020
Receiving Yards,0,55,2634,153,0,2016
Receiving Yards,0,56,7569,150,0,2020
Receiving Yards,0,57,831,129,0,2014
Receiving Yards,0,58,4954,121,0,2021
Receiving Yards,0,59,1365,112,0,2015
Receiving Yards,0,60,1093,111,0,2017
Receiving Yards,0,61,4255,86,0,2019
Receiving Yards,0,62,3462,80,0,2021
Receiving Yards,0,63,7484,69,0,2020
Receiving Yards,0,64,6610,68,0,2019
Receiving Yards,0,65,2012,66,0,2014
Receiving Yards,0,66,5897,65,0,2018
Receiving Yards,0,67,3272,64,0,2015
Receiving Yards,0,68,5016,64,0,2017
Receiving Yards,0,69,7638,60,0,2020
Receiving Yards,0,70,5856,58,0,2019
Receiving Yards,0,71,582,57,0,2019
Receiving Yards,0,72,369,54,0,2014
Receiving Yards,0,73,4980,52,0,2017
Receiving Yards,0,74,5017,52,0,2019
Receiving Yards,0,75,5828,40,0,2019
Receiving Yards,0,76,1464,38,0,2014
Receiving Yards,0,77,3358,35,0,2018
Receiving Yards,0,78,2512,31,0,2016
Receiving Yards,0,79,2512,29,0,2018
Receiving Yards,0,80,7517,28,0,2020
Receiving Yards,0,81,7486,27,0,2020
Receiving Yards,0,82,1371,26,0,2014
Receiving Yards,0,83,2411,26,0,2021
Receiving Yards,0,84,2423,20,0,2017
Receiving Yards,0,85,2423,18,0,2018
Receiving Yards,0,86,1951,17,0,2016
Receiving Yards,0,87,5928,17,0,2018
Receiving Yards,0,88,3410,12,0,2015
Receiving Yards,0,89,8309,7,0,2021
Receiving Yards,0,90,5741,6,0,2018
Receiving Yards,0,91,7445,6,0,2020
Receiving Yards,0,92,4891,5,0,2017
Receiving Yards,0,93,4071,3,0,2016
Receiving Yards,0,94,4173,2,0,2021
Yards per Reception,0,0,260,1684,0,2017
Yards per Reception,0,1,4255,1470,0,2017
Yards per Reception,0,2,842,1323,0,2018
Yards per Reception,0,3,6758,1277,0,2021
Yards per Reception,0,4,1546,1242,0,2014
Yards per Reception,0,5,842,1232,0,2019
Yards per Reception,0,6,842,1231,0,2020
Yards per Reception,0,7,842,1203,0,2014
Yards per Reception,0,8,842,1189,0,2021
Yards per Reception,0,9,883,1188,0,2015
Yards per Reception,0,10,842,1188,0,2017
Yards per Reception,0,11,842,1171,0,2015
Yards per Reception,0,12,1819,1161,0,2016
Yards per Reception,0,13,842,1160,0,2016
Yards per Reception,0,14,6758,1158,0,2020
Yards per Reception,0,15,5928,1145,0,2019
Yards per Reception,0,16,1546,1104,0,2015
Yards per Reception,0,17,7598,1098,0,2020
Yards per Reception,0,18,6758,1059,0,2019
Yards per Reception,0,19,1771,1051,0,2014
Yards per Reception,0,20,452,1049,0,2018
Yards per Reception,0,21,557,1031,0,2017
Yards per Reception,0,22,1022,971,0,2021
Yards per Reception,0,23,1864,909,0,2017
Yards per Reception,0,24,1864,856,0,2015
Yards per Reception,0,25,1864,837,0,2018
Yards per Reception,0,26,1864,828,0,2019
Yards per Reception,0,27,1864,811,0,2021
Yards per Reception,0,28,1836,788,0,2019
Yards per Reception,0,29,1836,771,0,2014
Yards per Reception,0,30,1864,762,0,2014
Yards per Reception,0,31,1864,749,0,2016
Yards per Reception,0,32,1836,731,0,2016
Yards per Reception,0,33,1836,707,0,2018
Yards per Reception,0,34,1836,656,0,2015
Yards per Reception,0,35,1864,579,0,2020
Receiving Touchdowns,0,0,6758,11,0,2021
Receiving Touchdowns,0,1,4255,8,0,2017
Receiving Touchdowns,0,2,6758,7,0,2020
Receiving Touchdowns,0,3,1546,6,0,2014
Receiving Touchdowns,0,4,842,6,0,2020
Receiving Touchdowns,0,5,1864,5,0,2015
Receiving Touchdowns,0,6,842,5,0,2017
Receiving Touchdowns,0,7,842,5,0,2019
Receiving Touchdowns,0,8,7598,5,0,2020
Receiving Touchdowns,0,9,1546,4,0,2015
Receiving Touchdowns,0,10,1864,4,0,2016
Receiving Touchdowns,0,11,260,4,0,2017
Receiving Touchdowns,0,12,1836,4,0,2017
Receiving Touchdowns,0,13,1864,4,0,2017
Receiving Touchdowns,0,14,452,4,0,2018
Receiving Touchdowns,0,15,1022,4,0,2021
Receiving Touchdowns,0,16,883,3,0,2015
Receiving Touchdowns,0,17,1836,3,0,2016
Receiving Touchdowns,0,18,557,3,0,2017
Receiving Touchdowns,0,19,842,3,0,2018
Receiving Touchdowns,0,20,1836,3,0,2018
Receiving Touchdowns,0,21,1864,3,0,2019
Receiving Touchdowns,0,22,6758,3,0,2019
Receiving Touchdowns,0,23,1864,3,0,2020
Receiving Touchdowns,0,24,4246,3,0,2021
Receiving Touchdowns,0,25,1771,2,0,2014
Receiving Touchdowns,0,26,1836,2,0,2014
Receiving Touchdowns,0,27,1864,2,0,2014
Receiving Touchdowns,0,28,842,2,0,2015
Receiving Touchdowns,0,29,1836,2,0,2015
Receiving Touchdowns,0,30,842,2,0,2016
Receiving Touchdowns,0,31,1675,2,0,2016
Receiving Touchdowns,0,32,1819,2,0,2016
Receiving Touchdowns,0,33,1675,2,0,2017
Receiving Touchdowns,0,34,1864,2,0,2018
Receiving Touchdowns,0,35,4232,2,0,2018
Receiving Touchdowns,0,36,5016,2,0,2019
Receiving Touchdowns,0,37,7501,2,0,2020
Receiving Touchdowns,0,38,7569,2,0,2020
Receiving Touchdowns,0,39,842,2,0,2021
Receiving Touchdowns,0,40,1864,2,0,2021
Receiving Touchdowns,0,41,3380,2,0,2021
Receiving Touchdowns,0,42,4152,2,0,2021
Receiving Touchdowns,0,43,1365,1,0,2014
Receiving Touchdowns,0,44,1288,1,0,2015
Receiving Touchdowns,0,45,2566,1,0,2015
Receiving Touchdowns,0,46,1288,1,0,2016
Receiving Touchdowns,0,47,1951,1,0,2016
Receiving Touchdowns,0,48,2634,1,0,2016
Receiving Touchdowns,0,49,4255,1,0,2016
Receiving Touchdowns,0,50,2512,1,0,2018
Receiving Touchdowns,0,51,5016,1,0,2018
Receiving Touchdowns,0,52,1836,1,0,2019
Receiving Touchdowns,0,53,4255,1,0,2019
Receiving Touchdowns,0,54,5017,1,0,2019
Receiving Touchdowns,0,55,6610,1,0,2019
Receiving Touchdowns,0,56,7445,1,0,2020
Receiving Touchdowns,0,57,4954,1,0,2021
Receiving Touchdowns,0,58,8309,1,0,2021
Targeted Passes,0,0,6758,146,0,2021
Targeted Passes,0,1,6758,137,0,2019
Targeted Passes,0,2,6758,137,0,2020
Targeted Passes,0,3,1546,133,0,2014
Targeted Passes,0,4,842,120,0,2019
Targeted Passes,0,5,1022,108,0,2021
Targeted Passes,0,6,842,106,0,2020
Targeted Passes,0,7,452,105,0,2018
Targeted Passes,0,8,842,103,0,2014
Targeted Passes,0,9,1864,101,0,2019
Targeted Passes,0,10,842,98,0,2018
Targeted Passes,0,11,1864,96,0,2016
Targeted Passes,0,12,842,94,0,2017
Targeted Passes,0,13,842,92,0,2016
Targeted Passes,0,14,1546,87,0,2015
Targeted Passes,0,15,1864,85,0,2018
Targeted Passes,0,16,1771,84,0,2014
Targeted Passes,0,17,1864,80,0,2014
Targeted Passes,0,18,883,79,0,2015
Targeted Passes,0,19,842,78,0,2015
Targeted Passes,0,20,842,76,0,2021
Targeted Passes,0,21,1864,75,0,2020
Targeted Passes,0,22,1864,73,0,2015
Targeted Passes,0,23,5928,73,0,2019
Targeted Passes,0,24,7598,72,0,2020
Targeted Passes,0,25,1864,70,0,2017
Targeted Passes,0,26,1819,69,0,2016
Targeted Passes,0,27,4255,67,0,2017
Targeted Passes,0,28,260,61,0,2017
Targeted Passes,0,29,1864,61,0,2021
Targeted Passes,0,30,1836,55,0,2018
Targeted Passes,0,31,4246,52,0,2021
Targeted Passes,0,32,1836,51,0,2014
Targeted Passes,0,33,557,50,0,2017
Targeted Passes,0,34,1288,48,0,2016
Targeted Passes,0,35,1836,48,0,2016
Targeted Passes,0,36,1836,46,0,2019
Targeted Passes,0,37,1288,45,0,2015
Targeted Passes,0,38,1836,42,0,2015
Targeted Passes,0,39,1675,40,0,2016
Targeted Passes,0,40,5928,40,0,2020
Targeted Passes,0,41,1836,39,0,2017
Targeted Passes,0,42,4232,39,0,2018
Targeted Passes,0,43,2589,38,0,2014
Targeted Passes,0,44,1675,36,0,2017
Targeted Passes,0,45,7537,36,0,2020
Targeted Passes,0,46,2566,35,0,2015
Targeted Passes,0,47,4255,35,0,2016
Targeted Passes,0,48,4255,35,0,2019
Targeted Passes,0,49,3380,32,0,2021
Targeted Passes,0,50,4255,31,0,2018
Targeted Passes,0,51,4152,31,0,2021
Targeted Passes,0,52,1365,30,0,2014
Targeted Passes,0,53,2634,29,0,2016
Targeted Passes,0,54,5016,28,0,2018
Targeted Passes,0,55,5016,28,0,2019
Targeted Passes,0,56,7501,25,0,2020
Targeted Passes,0,57,7569,22,0,2020
Targeted Passes,0,58,4954,21,0,2021
Targeted Passes,0,59,1093,20,0,2017
Targeted Passes,0,60,2012,19,0,2014
Targeted Passes,0,61,3272,19,0,2015
Targeted Passes,0,62,5017,16,0,2019
Targeted Passes,0,63,7484,16,0,2020
Targeted Passes,0,64,831,13,0,2014
Targeted Passes,0,65,5856,13,0,2019
Targeted Passes,0,66,369,12,0,2014
Targeted Passes,0,67,1951,12,0,2016
Targeted Passes,0,68,5828,12,0,2019
Targeted Passes,0,69,2512,11,0,2016
Targeted Passes,0,70,2512,9,0,2018
Targeted Passes,0,71,6610,9,0,2019
Targeted Passes,0,72,7486,9,0,2020
Targeted Passes,0,73,2423,8,0,2017
Targeted Passes,0,74,5897,8,0,2018
Targeted Passes,0,75,3462,8,0,2021
Targeted Passes,0,76,1365,7,0,2015
Targeted Passes,0,77,3358,7,0,2018
Targeted Passes,0,78,2411,7,0,2021
Targeted Passes,0,79,4980,6,0,2017
Targeted Passes,0,80,5016,5,0,2017
Targeted Passes,0,81,582,5,0,2019
Targeted Passes,0,82,7445,5,0,2020
Targeted Passes,0,83,1464,4,0,2014
Targeted Passes,0,84,4232,4,0,2016
Targeted Passes,0,85,4232,4,0,2017
Targeted Passes,0,86,2423,4,0,2018
Targeted Passes,0,87,5741,4,0,2018
Targeted Passes,0,88,5928,4,0,2018
Targeted Passes,0,89,7638,4,0,2020
Targeted Passes,0,90,4173,4,0,2021
