Week,Visitor_Team,Home_Team
Reg. Season Week 4,1,21
Reg. Season Week 4,3,28
Reg. Season Week 4,7,4
Reg. Season Week 4,12,19
Reg. Season Week 4,13,2
Reg. Season Week 4,16,14
Reg. Season Week 4,18,17
Reg. Season Week 4,20,6
Reg. Season Week 4,23,22
Reg. Season Week 4,25,5
Reg. Season Week 4,26,9
Reg. Season Week 4,29,27
Reg. Season Week 4,31,11
Reg. Season Week 5,0,5
Reg. Season Week 5,2,20
Reg. Season Week 5,3,11
Reg. Season Week 5,4,18
Reg. Season Week 5,8,30
Reg. Season Week 5,10,26
Reg. Season Week 5,14,12
Reg. Season Week 5,17,21
Reg. Season Week 5,19,31
Reg. Season Week 5,22,6
Reg. Season Week 5,24,15
Reg. Season Week 5,27,7
Reg. Season Week 5,28,16
Reg. Season Week 5,29,1
Reg. Season Week 6,1,27
Reg. Season Week 6,5,26
Reg. Season Week 6,6,13
Reg. Season Week 6,7,29
Reg. Season Week 6,9,10
Reg. Season Week 6,12,11
Reg. Season Week 6,15,0
Reg. Season Week 6,20,30
Reg. Season Week 6,21,4
Reg. Season Week 6,22,8
Reg. Season Week 6,23,2
Reg. Season Week 6,25,24
Reg. Season Week 6,28,14
Reg. Season Week 6,31,3
Reg. Season Week 7,2,8
Reg. Season Week 7,4,1
Reg. Season Week 7,9,25
Reg. Season Week 7,11,19
Reg. Season Week 7,12,28
Reg. Season Week 7,14,3
Reg. Season Week 7,16,31
Reg. Season Week 7,17,29
Reg. Season Week 7,18,7
Reg. Season Week 7,20,13
Reg. Season Week 7,21,27
Reg. Season Week 7,24,0
Reg. Season Week 7,26,15
Reg. Season Week 7,30,23
Reg. Season Week 8,0,26
Reg. Season Week 8,4,29
Reg. Season Week 8,5,15
Reg. Season Week 8,6,2
Reg. Season Week 8,7,17
Reg. Season Week 8,8,23
Reg. Season Week 8,14,11
Reg. Season Week 8,18,21
Reg. Season Week 8,19,16
Reg. Season Week 8,22,20
Reg. Season Week 8,24,9
Reg. Season Week 8,25,10
Reg. Season Week 8,30,13
Reg. Season Week 8,31,28
Reg. Season Week 9,1,7
Reg. Season Week 9,2,30
Reg. Season Week 9,8,6
Reg. Season Week 9,9,5
Reg. Season Week 9,10,24
Reg. Season Week 9,11,16
Reg. Season Week 9,12,3
Reg. Season Week 9,13,22
Reg. Season Week 9,15,25
Reg. Season Week 9,17,4
Reg. Season Week 9,19,28
Reg. Season Week 9,23,20
Reg. Season Week 9,27,18
Reg. Season Week 9,29,21
Reg. Season Week 10,3,19
Reg. Season Week 10,5,24
Reg. Season Week 10,6,23
Reg. Season Week 10,9,0
Reg. Season Week 10,13,8
Reg. Season Week 10,15,10
Reg. Season Week 10,16,12
Reg. Season Week 10,18,1
Reg. Season Week 10,21,7
Reg. Season Week 10,22,30
Reg. Season Week 10,26,25
Reg. Season Week 10,27,17
Reg. Season Week 10,28,11
Reg. Season Week 10,31,14
Reg. Season Week 11,6,30
Reg. Season Week 11,10,5
Reg. Season Week 11,12,31
Reg. Season Week 11,15,9
Reg. Season Week 11,16,3
Reg. Season Week 11,17,1
Reg. Season Week 11,19,14
Reg. Season Week 11,20,8
Reg. Season Week 11,22,2
Reg. Season Week 11,23,13
Reg. Season Week 11,25,0
Reg. Season Week 11,26,24
Reg. Season Week 11,27,4
Reg. Season Week 11,29,18
Reg. Season Week 12,1,16
Reg. Season Week 12,3,17
Reg. Season Week 12,6,15
Reg. Season Week 12,7,20
Reg. Season Week 12,8,18
Reg. Season Week 12,9,2
Reg. Season Week 12,10,22
Reg. Season Week 12,12,0
Reg. Season Week 12,14,4
Reg. Season Week 12,19,27
Reg. Season Week 12,21,13
Reg. Season Week 12,23,29
Reg. Season Week 12,24,28
Reg. Season Week 12,26,11
Reg. Season Week 12,30,5
Reg. Season Week 12,31,25
Reg. Season Week 13,0,29
Reg. Season Week 13,1,25
Reg. Season Week 13,2,11
Reg. Season Week 13,4,26
Reg. Season Week 13,5,27
Reg. Season Week 13,14,6
Reg. Season Week 13,15,17
Reg. Season Week 13,18,9
Reg. Season Week 13,19,30
Reg. Season Week 13,20,3
Reg. Season Week 13,21,10
Reg. Season Week 13,22,12
Reg. Season Week 13,23,16
Reg. Season Week 13,24,7
Reg. Season Week 13,28,13
Reg. Season Week 13,31,8
Reg. Season Week 14,0,28
Reg. Season Week 14,2,10
Reg. Season Week 14,4,16
Reg. Season Week 14,5,6
Reg. Season Week 14,12,24
Reg. Season Week 14,13,7
Reg. Season Week 14,14,1
Reg. Season Week 14,15,22
Reg. Season Week 14,17,19
Reg. Season Week 14,18,23
Reg. Season Week 14,20,21
Reg. Season Week 14,25,11
Reg. Season Week 14,27,3
Reg. Season Week 14,29,8
Reg. Season Week 14,30,9
Reg. Season Week 14,31,26
Reg. Season Week 15,4,17
Reg. Season Week 15,6,22
Reg. Season Week 15,10,9
Reg. Season Week 15,11,31
Reg. Season Week 15,13,20
Reg. Season Week 15,14,16
Reg. Season Week 15,15,5
Reg. Season Week 15,19,3
Reg. Season Week 15,21,18
Reg. Season Week 15,23,8
Reg. Season Week 15,24,25
Reg. Season Week 15,26,0
Reg. Season Week 15,27,1
Reg. Season Week 15,28,12
Reg. Season Week 15,29,7
Reg. Season Week 15,30,2
Reg. Season Week 16,0,31
Reg. Season Week 16,2,15
Reg. Season Week 16,3,1
Reg. Season Week 16,8,7
Reg. Season Week 16,9,6
Reg. Season Week 16,10,30
Reg. Season Week 16,11,24
Reg. Season Week 16,16,27
Reg. Season Week 16,17,14
Reg. Season Week 16,18,20
Reg. Season Week 16,19,4
Reg. Season Week 16,22,5
Reg. Season Week 16,23,21
Reg. Season Week 16,25,12
Reg. Season Week 16,28,26
Reg. Season Week 16,29,13
Reg. Season Week 17,0,25
Reg. Season Week 17,1,17
Reg. Season Week 17,2,22
Reg. Season Week 17,3,16
Reg. Season Week 17,4,27
Reg. Season Week 17,5,10
Reg. Season Week 17,7,21
Reg. Season Week 17,8,20
Reg. Season Week 17,9,15
Reg. Season Week 17,11,28
Reg. Season Week 17,13,23
Reg. Season Week 17,14,19
Reg. Season Week 17,18,29
Reg. Season Week 17,24,26
Reg. Season Week 17,30,6
Reg. Season Week 17,31,12
Wild Card Round,8,23
Wild Card Round,9,7
Wild Card Round,27,25
Wild Card Round,30,2
Divisional Round,2,14
Divisional Round,9,10
Divisional Round,23,28
Divisional Round,25,4
Conference Round,4,10
Conference Round,28,14
Front Office Bowl,10,14
