Week,Visitor_Team,Home_Team
Reg. Season Week 5,27,15
Reg. Season Week 5,29,25
Reg. Season Week 5,30,12
Reg. Season Week 6,0,21
Reg. Season Week 6,2,28
Reg. Season Week 6,3,20
Reg. Season Week 6,7,18
Reg. Season Week 6,8,14
Reg. Season Week 6,9,5
Reg. Season Week 6,10,4
Reg. Season Week 6,12,11
Reg. Season Week 6,15,1
Reg. Season Week 6,19,23
Reg. Season Week 6,22,6
Reg. Season Week 6,26,29
Reg. Season Week 6,27,17
Reg. Season Week 6,30,31
Reg. Season Week 7,1,10
Reg. Season Week 7,2,30
Reg. Season Week 7,4,15
Reg. Season Week 7,8,23
Reg. Season Week 7,11,6
Reg. Season Week 7,12,22
Reg. Season Week 7,13,16
Reg. Season Week 7,17,5
Reg. Season Week 7,20,19
Reg. Season Week 7,24,0
Reg. Season Week 7,25,7
Reg. Season Week 7,27,9
Reg. Season Week 7,29,21
Reg. Season Week 7,31,28
Reg. Season Week 8,5,15
Reg. Season Week 8,6,31
Reg. Season Week 8,7,26
Reg. Season Week 8,9,1
Reg. Season Week 8,11,30
Reg. Season Week 8,12,2
Reg. Season Week 8,14,13
Reg. Season Week 8,16,8
Reg. Season Week 8,17,4
Reg. Season Week 8,21,18
Reg. Season Week 8,22,28
Reg. Season Week 8,23,3
Reg. Season Week 8,25,24
Reg. Season Week 8,29,0
Reg. Season Week 9,1,5
Reg. Season Week 9,3,19
Reg. Season Week 9,4,9
Reg. Season Week 9,7,24
Reg. Season Week 9,10,27
Reg. Season Week 9,13,8
Reg. Season Week 9,14,20
Reg. Season Week 9,15,17
Reg. Season Week 9,16,23
Reg. Season Week 9,18,25
Reg. Season Week 9,21,26
Reg. Season Week 9,28,12
Reg. Season Week 9,30,22
Reg. Season Week 9,31,2
Reg. Season Week 10,0,26
Reg. Season Week 10,1,17
Reg. Season Week 10,2,22
Reg. Season Week 10,5,27
Reg. Season Week 10,7,29
Reg. Season Week 10,8,19
Reg. Season Week 10,10,9
Reg. Season Week 10,13,3
Reg. Season Week 10,16,14
Reg. Season Week 10,23,20
Reg. Season Week 10,24,18
Reg. Season Week 10,25,21
Reg. Season Week 10,28,6
Reg. Season Week 10,31,11
Reg. Season Week 11,0,25
Reg. Season Week 11,3,16
Reg. Season Week 11,5,10
Reg. Season Week 11,6,30
Reg. Season Week 11,11,28
Reg. Season Week 11,15,9
Reg. Season Week 11,19,14
Reg. Season Week 11,20,8
Reg. Season Week 11,21,7
Reg. Season Week 11,23,13
Reg. Season Week 11,26,24
Reg. Season Week 11,27,4
Reg. Season Week 11,29,18
Reg. Season Week 11,31,12
Reg. Season Week 12,1,22
Reg. Season Week 12,2,4
Reg. Season Week 12,9,3
Reg. Season Week 12,10,16
Reg. Season Week 12,12,7
Reg. Season Week 12,13,0
Reg. Season Week 12,14,15
Reg. Season Week 12,18,31
Reg. Season Week 12,19,5
Reg. Season Week 12,24,20
Reg. Season Week 12,25,8
Reg. Season Week 12,26,23
Reg. Season Week 12,27,6
Reg. Season Week 12,28,21
Reg. Season Week 12,29,11
Reg. Season Week 12,30,17
Reg. Season Week 13,0,10
Reg. Season Week 13,2,3
Reg. Season Week 13,4,25
Reg. Season Week 13,6,14
Reg. Season Week 13,8,30
Reg. Season Week 13,9,18
Reg. Season Week 13,11,23
Reg. Season Week 13,13,22
Reg. Season Week 13,15,7
Reg. Season Week 13,16,31
Reg. Season Week 13,19,12
Reg. Season Week 13,21,1
Reg. Season Week 13,26,5
Reg. Season Week 13,27,24
Reg. Season Week 13,28,20
Reg. Season Week 13,29,17
Reg. Season Week 14,0,20
Reg. Season Week 14,3,15
Reg. Season Week 14,4,30
Reg. Season Week 14,6,1
Reg. Season Week 14,7,28
Reg. Season Week 14,8,26
Reg. Season Week 14,9,14
Reg. Season Week 14,10,19
Reg. Season Week 14,11,18
Reg. Season Week 14,13,24
Reg. Season Week 14,16,5
Reg. Season Week 14,17,2
Reg. Season Week 14,22,27
Reg. Season Week 14,23,25
Reg. Season Week 14,29,12
Reg. Season Week 14,31,21
Reg. Season Week 15,0,24
Reg. Season Week 15,1,4
Reg. Season Week 15,2,6
Reg. Season Week 15,3,14
Reg. Season Week 15,5,9
Reg. Season Week 15,8,13
Reg. Season Week 15,10,15
Reg. Season Week 15,11,12
Reg. Season Week 15,16,19
Reg. Season Week 15,17,27
Reg. Season Week 15,18,7
Reg. Season Week 15,20,23
Reg. Season Week 15,21,29
Reg. Season Week 15,22,30
Reg. Season Week 15,26,25
Reg. Season Week 15,28,31
Reg. Season Week 16,0,23
Reg. Season Week 16,2,1
Reg. Season Week 16,4,22
Reg. Season Week 16,5,3
Reg. Season Week 16,7,31
Reg. Season Week 16,12,18
Reg. Season Week 16,14,10
Reg. Season Week 16,15,16
Reg. Season Week 16,17,6
Reg. Season Week 16,19,9
Reg. Season Week 16,20,26
Reg. Season Week 16,21,11
Reg. Season Week 16,24,8
Reg. Season Week 16,25,13
Reg. Season Week 16,28,29
Reg. Season Week 16,30,27
Reg. Season Week 17,4,17
Reg. Season Week 17,6,22
Reg. Season Week 17,9,10
Reg. Season Week 17,11,31
Reg. Season Week 17,12,28
Reg. Season Week 17,13,20
Reg. Season Week 17,14,16
Reg. Season Week 17,15,5
Reg. Season Week 17,18,21
Reg. Season Week 17,19,3
Reg. Season Week 17,23,8
Reg. Season Week 17,24,25
Reg. Season Week 17,26,0
Reg. Season Week 17,27,1
Reg. Season Week 17,29,7
Reg. Season Week 17,30,2
Wild Card Round,3,12
Wild Card Round,23,13
Wild Card Round,27,0
Wild Card Round,29,9
Divisional Round,0,1
Divisional Round,3,14
Divisional Round,9,18
Divisional Round,13,22
Conference Round,1,18
Conference Round,3,22
Front Office Bowl,1,3
