Category,Team/All_Teams,Place,Record,Year,Team
Rushing Yards Allowed,0,12,1336,2015,0
Total Yards,0,0,3946,2017,0
Total Yards,0,1,3828,2022,0
Total Yards,0,2,3823,2025,0
Total Yards,0,3,3792,2024,0
Total Yards,0,4,3759,2021,0
Total Yards,0,5,3671,2023,0
Total Yards,0,6,3584,2026,0
Total Yards,0,7,3463,2014,0
Total Yards,0,8,3443,2018,0
Total Yards,0,9,3414,2019,0
Total Yards,0,10,3371,2015,0
Total Yards,0,11,3345,2020,0
Total Yards,0,12,3242,2016,0
Total Yards Allowed,0,0,3287,2019,0
Total Yards Allowed,0,1,3357,2018,0
Total Yards Allowed,0,2,3368,2026,0
Total Yards Allowed,0,3,3371,2016,0
Total Yards Allowed,0,4,3402,2025,0
Total Yards Allowed,0,5,3423,2017,0
Total Yards Allowed,0,6,3554,2014,0
Total Yards Allowed,0,7,3577,2024,0
Total Yards Allowed,0,8,3616,2015,0
Total Yards Allowed,0,9,3664,2020,0
Total Yards Allowed,0,10,3698,2022,0
Total Yards Allowed,0,11,3797,2021,0
Total Yards Allowed,0,12,3804,2023,0
Pass Attempts,0,0,410,2026,0
Pass Attempts,0,1,387,2025,0
Pass Attempts,0,2,373,2019,0
Pass Attempts,0,3,365,2024,0
Pass Attempts,0,4,364,2023,0
Pass Attempts,0,5,362,2022,0
Pass Attempts,0,6,356,2014,0
Pass Attempts,0,7,348,2021,0
Pass Attempts,0,8,344,2020,0
Pass Attempts,0,9,305,2016,0
Pass Attempts,0,10,298,2018,0
Pass Attempts,0,11,293,2015,0
Pass Attempts,0,12,293,2017,0
Rush Attempts,0,0,331,2017,0
Rush Attempts,0,1,315,2016,0
Rush Attempts,0,2,313,2018,0
Rush Attempts,0,3,305,2015,0
Rush Attempts,0,4,305,2022,0
Rush Attempts,0,5,291,2021,0
Rush Attempts,0,6,288,2025,0
Rush Attempts,0,7,285,2020,0
Rush Attempts,0,8,283,2024,0
Rush Attempts,0,9,282,2014,0
Rush Attempts,0,10,281,2023,0
Rush Attempts,0,11,277,2019,0
Rush Attempts,0,12,255,2026,0
Points Scored,1,0,282,2025,1
Points Scored,1,1,268,2026,1
Points Scored,1,2,218,2018,1
Points Scored,1,3,216,2024,1
Points Scored,1,4,215,2023,1
Points Scored,1,5,207,2021,1
Points Scored,1,6,200,2020,1
Points Scored,1,7,198,2017,1
Points Scored,1,8,186,2015,1
Points Scored,1,9,184,2022,1
Points Scored,1,10,168,2016,1
Points Scored,1,11,158,2019,1
Points Scored,1,12,150,2014,1
Points Allowed,1,0,184,2018,1
Points Allowed,1,1,201,2026,1
Points Allowed,1,2,209,2025,1
Points Allowed,1,3,217,2015,1
Points Allowed,1,4,225,2020,1
Points Allowed,1,5,229,2016,1
Points Allowed,1,6,238,2019,1
Points Allowed,1,7,247,2017,1
Points Allowed,1,8,247,2023,1
Points Allowed,1,9,250,2021,1
Points Allowed,1,10,253,2014,1
Points Allowed,1,11,258,2022,1
Points Allowed,1,12,282,2024,1
Passing Yards,1,0,2851,2026,1
Passing Yards,1,1,2800,2025,1
Passing Yards,1,2,2752,2024,1
Passing Yards,1,3,2578,2017,1
Passing Yards,1,4,2570,2023,1
Passing Yards,1,5,2567,2022,1
Passing Yards,1,6,2510,2020,1
Passing Yards,1,7,2501,2015,1
Passing Yards,1,8,2493,2019,1
Passing Yards,1,9,2411,2021,1
Passing Yards,1,10,2365,2014,1
Passing Yards,1,11,2197,2016,1
Passing Yards,1,12,2136,2018,1
Passing Yards Allowed,1,0,2186,2020,1
Passing Yards Allowed,1,1,2237,2019,1
Passing Yards Allowed,1,2,2271,2016,1
Passing Yards Allowed,1,3,2272,2015,1
Passing Yards Allowed,1,4,2390,2018,1
Passing Yards Allowed,1,5,2420,2014,1
Passing Yards Allowed,1,6,2435,2017,1
Passing Yards Allowed,1,7,2436,2023,1
Passing Yards Allowed,1,8,2602,2026,1
Passing Yards Allowed,1,9,2651,2021,1
Passing Yards Allowed,1,10,2666,2025,1
Passing Yards Allowed,1,11,2723,2022,1
Passing Yards Allowed,1,12,2733,2024,1
Rushing Yards,1,0,1373,2018,1
Rushing Yards,1,1,1251,2026,1
Rushing Yards,1,2,1086,2017,1
Rushing Yards,1,3,966,2025,1
Rushing Yards,1,4,958,2024,1
Rushing Yards,1,5,930,2016,1
Rushing Yards,1,6,875,2023,1
Rushing Yards,1,7,846,2021,1
Rushing Yards,1,8,810,2020,1
Rushing Yards,1,9,773,2019,1
Rushing Yards,1,10,705,2022,1
Rushing Yards,1,11,701,2015,1
Rushing Yards,1,12,613,2014,1
Rushing Yards Allowed,1,0,891,2018,1
Rushing Yards Allowed,1,1,897,2025,1
Rushing Yards Allowed,1,2,990,2026,1
Rushing Yards Allowed,1,3,1021,2021,1
Rushing Yards Allowed,1,4,1025,2017,1
Rushing Yards Allowed,1,5,1080,2015,1
Rushing Yards Allowed,1,6,1233,2024,1
Rushing Yards Allowed,1,7,1243,2020,1
Rushing Yards Allowed,1,8,1251,2022,1
Rushing Yards Allowed,1,9,1416,2016,1
Rushing Yards Allowed,1,10,1428,2019,1
Rushing Yards Allowed,1,11,1501,2023,1
Rushing Yards Allowed,1,12,1556,2014,1
Total Yards,1,0,4103,2026,1
Total Yards,1,1,3766,2025,1
Total Yards,1,2,3710,2024,1
Total Yards,1,3,3665,2017,1
Total Yards,1,4,3510,2018,1
Total Yards,1,5,3445,2023,1
Total Yards,1,6,3320,2020,1
Total Yards,1,7,3273,2022,1
Total Yards,1,8,3266,2019,1
Total Yards,1,9,3258,2021,1
Total Yards,1,10,3203,2015,1
Total Yards,1,11,3128,2016,1
Total Yards,1,12,2978,2014,1
Total Yards Allowed,1,0,3281,2018,1
Total Yards Allowed,1,1,3353,2015,1
Total Yards Allowed,1,2,3430,2020,1
Total Yards Allowed,1,3,3460,2017,1
Total Yards Allowed,1,4,3563,2025,1
Total Yards Allowed,1,5,3593,2026,1
Total Yards Allowed,1,6,3665,2019,1
Total Yards Allowed,1,7,3673,2021,1
Total Yards Allowed,1,8,3687,2016,1
Total Yards Allowed,1,9,3938,2023,1
Total Yards Allowed,1,10,3966,2024,1
Total Yards Allowed,1,11,3975,2022,1
Total Yards Allowed,1,12,3976,2014,1
Pass Attempts,1,0,428,2014,1
Pass Attempts,1,1,413,2021,1
Pass Attempts,1,2,411,2022,1
Pass Attempts,1,3,406,2026,1
Pass Attempts,1,4,398,2025,1
Pass Attempts,1,5,390,2015,1
Pass Attempts,1,6,389,2019,1
Pass Attempts,1,7,387,2024,1
Pass Attempts,1,8,382,2023,1
Pass Attempts,1,9,371,2020,1
Pass Attempts,1,10,366,2016,1
Pass Attempts,1,11,360,2017,1
Pass Attempts,1,12,334,2018,1
Rush Attempts,1,0,268,2018,1
Rush Attempts,1,1,260,2026,1
Rush Attempts,1,2,243,2017,1
Rush Attempts,1,3,241,2025,1
Rush Attempts,1,4,240,2024,1
Rush Attempts,1,5,227,2016,1
Rush Attempts,1,6,223,2015,1
Rush Attempts,1,7,220,2021,1
Rush Attempts,1,8,219,2020,1
Rush Attempts,1,9,199,2019,1
Rush Attempts,1,10,195,2023,1
Rush Attempts,1,11,183,2022,1
Rush Attempts,1,12,174,2014,1
Points Scored,2,0,276,2017,2
Points Scored,2,1,263,2015,2
Points Scored,2,2,259,2016,2
Points Scored,2,3,251,2020,2
Points Scored,2,4,248,2025,2
Points Scored,2,5,243,2022,2
Points Scored,2,6,235,2023,2
Points Scored,2,7,231,2021,2
Points Scored,2,8,231,2024,2
Points Scored,2,9,228,2026,2
Points Scored,2,10,201,2019,2
Points Scored,2,11,188,2018,2
Points Scored,2,12,181,2014,2
Points Allowed,2,0,173,2025,2
Points Allowed,2,1,180,2022,2
Points Allowed,2,2,184,2018,2
Points Allowed,2,3,189,2017,2
Points Allowed,2,4,190,2015,2
Points Allowed,2,5,191,2016,2
Points Allowed,2,6,191,2021,2
Points Allowed,2,7,206,2019,2
Points Allowed,2,8,208,2024,2
Points Allowed,2,9,218,2020,2
Points Allowed,2,10,228,2023,2
Points Allowed,2,11,239,2026,2
Points Allowed,2,12,250,2014,2
Passing Yards,2,0,2615,2021,2
Passing Yards,2,1,2591,2023,2
Passing Yards,2,2,2521,2020,2
Passing Yards,2,3,2510,2025,2
Passing Yards,2,4,2495,2022,2
Passing Yards,2,5,2442,2018,2
Passing Yards,2,6,2433,2019,2
Passing Yards,2,7,2370,2014,2
Passing Yards,2,8,2342,2024,2
Passing Yards,2,9,2286,2026,2
Passing Yards,2,10,2125,2015,2
Passing Yards,2,11,2056,2016,2
Passing Yards,2,12,1942,2017,2
Passing Yards Allowed,2,0,1961,2021,2
Passing Yards Allowed,2,1,2084,2014,2
Passing Yards Allowed,2,2,2218,2016,2
Passing Yards Allowed,2,3,2219,2020,2
Passing Yards Allowed,2,4,2243,2018,2
Passing Yards Allowed,2,5,2254,2015,2
Passing Yards Allowed,2,6,2256,2019,2
Passing Yards Allowed,2,7,2340,2025,2
Passing Yards Allowed,2,8,2347,2022,2
Passing Yards Allowed,2,9,2508,2023,2
Passing Yards Allowed,2,10,2591,2026,2
Passing Yards Allowed,2,11,2594,2024,2
Passing Yards Allowed,2,12,2699,2017,2
Rushing Yards,2,0,1476,2017,2
Rushing Yards,2,1,1418,2015,2
Rushing Yards,2,2,1268,2026,2
Rushing Yards,2,3,1239,2024,2
Rushing Yards,2,4,1228,2016,2
Rushing Yards,2,5,1216,2023,2
Rushing Yards,2,6,1203,2025,2
Rushing Yards,2,7,1068,2021,2
Rushing Yards,2,8,1037,2020,2
Rushing Yards,2,9,980,2022,2
Rushing Yards,2,10,960,2018,2
Rushing Yards,2,11,957,2014,2
Rushing Yards,2,12,879,2019,2
Rushing Yards Allowed,2,0,735,2017,2
Rushing Yards Allowed,2,1,791,2022,2
Rushing Yards Allowed,2,2,901,2020,2
Rushing Yards Allowed,2,3,965,2021,2
Rushing Yards Allowed,2,4,972,2023,2
Rushing Yards Allowed,2,5,978,2024,2
Rushing Yards Allowed,2,6,985,2025,2
Rushing Yards Allowed,2,7,1010,2018,2
Rushing Yards Allowed,2,8,1045,2015,2
Rushing Yards Allowed,2,9,1057,2014,2
Rushing Yards Allowed,2,10,1066,2019,2
Rushing Yards Allowed,2,11,1076,2016,2
Rushing Yards Allowed,2,12,1192,2026,2
Total Yards,2,0,3808,2023,2
Total Yards,2,1,3713,2025,2
Total Yards,2,2,3684,2021,2
Total Yards,2,3,3581,2024,2
Total Yards,2,4,3559,2020,2
Total Yards,2,5,3555,2026,2
Total Yards,2,6,3543,2015,2
Total Yards,2,7,3475,2022,2
Total Yards,2,8,3419,2017,2
Total Yards,2,9,3403,2018,2
Total Yards,2,10,3328,2014,2
Total Yards,2,11,3313,2019,2
Total Yards,2,12,3284,2016,2
Total Yards Allowed,2,0,2926,2021,2
Total Yards Allowed,2,1,3121,2020,2
Total Yards Allowed,2,2,3139,2022,2
Total Yards Allowed,2,3,3141,2014,2
Total Yards Allowed,2,4,3253,2018,2
Total Yards Allowed,2,5,3295,2016,2
Total Yards Allowed,2,6,3300,2015,2
Total Yards Allowed,2,7,3322,2019,2
Total Yards Allowed,2,8,3325,2025,2
Total Yards Allowed,2,9,3435,2017,2
Total Yards Allowed,2,10,3480,2023,2
Total Yards Allowed,2,11,3572,2024,2
Total Yards Allowed,2,12,3784,2026,2
Pass Attempts,2,0,415,2014,2
Pass Attempts,2,1,388,2021,2
Pass Attempts,2,2,368,2020,2
Pass Attempts,2,3,366,2023,2
Pass Attempts,2,4,365,2018,2
Pass Attempts,2,5,358,2022,2
Pass Attempts,2,6,354,2019,2
Pass Attempts,2,7,336,2024,2
Pass Attempts,2,8,336,2026,2
Pass Attempts,2,9,335,2025,2
Pass Attempts,2,10,330,2015,2
Pass Attempts,2,11,328,2017,2
Pass Attempts,2,12,326,2016,2
Rush Attempts,2,0,338,2017,2
Rush Attempts,2,1,323,2015,2
Rush Attempts,2,2,306,2025,2
Rush Attempts,2,3,302,2016,2
Rush Attempts,2,4,294,2024,2
Rush Attempts,2,5,290,2022,2
Rush Attempts,2,6,288,2023,2
Rush Attempts,2,7,275,2018,2
Rush Attempts,2,8,274,2026,2
Rush Attempts,2,9,270,2021,2
Rush Attempts,2,10,263,2020,2
Rush Attempts,2,11,262,2019,2
Rush Attempts,2,12,253,2014,2
Points Scored,3,0,295,2018,3
Points Scored,3,1,292,2024,3
Points Scored,3,2,286,2025,3
Points Scored,3,3,280,2017,3
Points Scored,3,4,274,2023,3
Points Scored,3,5,269,2022,3
Points Scored,3,6,266,2016,3
Points Scored,3,7,256,2020,3
Points Scored,3,8,255,2019,3
Points Scored,3,9,236,2026,3
Points Scored,3,10,231,2021,3
Points Scored,3,11,220,2015,3
Points Scored,3,12,193,2014,3
Points Allowed,3,0,170,2019,3
Points Allowed,3,1,177,2026,3
Points Allowed,3,2,199,2024,3
Points Allowed,3,3,200,2018,3
Points Allowed,3,4,203,2014,3
Points Allowed,3,5,212,2017,3
Points Allowed,3,6,213,2022,3
Points Allowed,3,7,214,2025,3
Points Allowed,3,8,215,2020,3
Points Allowed,3,9,221,2016,3
Points Allowed,3,10,231,2015,3
Points Allowed,3,11,236,2021,3
Points Allowed,3,12,239,2023,3
Passing Yards,3,0,2601,2024,3
Passing Yards,3,1,2550,2023,3
Passing Yards,3,2,2516,2017,3
Passing Yards,3,3,2482,2025,3
Passing Yards,3,4,2444,2016,3
Passing Yards,3,5,2319,2022,3
Passing Yards,3,6,2252,2020,3
Passing Yards,3,7,2186,2021,3
Passing Yards,3,8,2181,2019,3
Passing Yards,3,9,2181,2026,3
Passing Yards,3,10,2028,2015,3
Passing Yards,3,11,1866,2014,3
Passing Yards,3,12,1815,2018,3
Passing Yards Allowed,3,0,2216,2014,3
Passing Yards Allowed,3,1,2327,2019,3
Passing Yards Allowed,3,2,2339,2015,3
Passing Yards Allowed,3,3,2440,2026,3
Passing Yards Allowed,3,4,2458,2025,3
Passing Yards Allowed,3,5,2491,2024,3
Passing Yards Allowed,3,6,2616,2022,3
Passing Yards Allowed,3,7,2661,2021,3
Passing Yards Allowed,3,8,2682,2020,3
Passing Yards Allowed,3,9,2711,2023,3
Passing Yards Allowed,3,10,2719,2016,3
Passing Yards Allowed,3,11,2730,2018,3
Passing Yards Allowed,3,12,2836,2017,3
Rushing Yards,3,0,1988,2024,3
Rushing Yards,3,1,1721,2018,3
Rushing Yards,3,2,1711,2025,3
Rushing Yards,3,3,1655,2016,3
Rushing Yards,3,4,1624,2015,3
Rushing Yards,3,5,1605,2019,3
Rushing Yards,3,6,1600,2022,3
Rushing Yards,3,7,1480,2021,3
Rushing Yards,3,8,1470,2017,3
Rushing Yards,3,9,1462,2023,3
Rushing Yards,3,10,1461,2026,3
Rushing Yards,3,11,1453,2020,3
Rushing Yards,3,12,1420,2014,3
Rushing Yards Allowed,3,0,812,2024,3
Rushing Yards Allowed,3,1,851,2026,3
Rushing Yards Allowed,3,2,960,2025,3
Rushing Yards Allowed,3,3,965,2018,3
Rushing Yards Allowed,3,4,972,2017,3
Rushing Yards Allowed,3,5,1011,2022,3
Rushing Yards Allowed,3,6,1013,2021,3
Rushing Yards Allowed,3,7,1036,2023,3
Rushing Yards Allowed,3,8,1094,2019,3
Rushing Yards Allowed,3,9,1122,2014,3
Rushing Yards Allowed,3,10,1206,2015,3
Rushing Yards Allowed,3,11,1240,2020,3
Rushing Yards Allowed,3,12,1276,2016,3
Total Yards,3,0,4590,2024,3
Total Yards,3,1,4194,2025,3
Total Yards,3,2,4099,2016,3
Total Yards,3,3,4012,2023,3
Total Yards,3,4,3986,2017,3
Total Yards,3,5,3919,2022,3
Total Yards,3,6,3786,2019,3
Total Yards,3,7,3706,2020,3
Total Yards,3,8,3666,2021,3
Total Yards,3,9,3653,2015,3
Total Yards,3,10,3642,2026,3
Total Yards,3,11,3537,2018,3
Total Yards,3,12,3286,2014,3
Total Yards Allowed,3,0,3291,2026,3
Total Yards Allowed,3,1,3303,2024,3
Total Yards Allowed,3,2,3338,2014,3
Total Yards Allowed,3,3,3419,2025,3
Total Yards Allowed,3,4,3421,2019,3
Total Yards Allowed,3,5,3545,2015,3
Total Yards Allowed,3,6,3628,2022,3
Total Yards Allowed,3,7,3675,2021,3
Total Yards Allowed,3,8,3695,2018,3
Total Yards Allowed,3,9,3748,2023,3
Total Yards Allowed,3,10,3809,2017,3
Total Yards Allowed,3,11,3922,2020,3
Total Yards Allowed,3,12,3995,2016,3
Pass Attempts,3,0,345,2025,3
Pass Attempts,3,1,343,2021,3
Pass Attempts,3,2,328,2017,3
Pass Attempts,3,3,327,2023,3
Pass Attempts,3,4,310,2020,3
Pass Attempts,3,5,303,2026,3
Pass Attempts,3,6,301,2016,3
Pass Attempts,3,7,299,2022,3
Pass Attempts,3,8,298,2019,3
Pass Attempts,3,9,298,2024,3
Pass Attempts,3,10,295,2015,3
Pass Attempts,3,11,277,2014,3
Pass Attempts,3,12,258,2018,3
Rush Attempts,3,0,376,2018,3
Rush Attempts,3,1,371,2024,3
Rush Attempts,3,2,348,2025,3
Rush Attempts,3,3,346,2016,3
Rush Attempts,3,4,341,2026,3
Rush Attempts,3,5,336,2015,3
Rush Attempts,3,6,335,2014,3
Rush Attempts,3,7,333,2021,3
Rush Attempts,3,8,330,2019,3
Rush Attempts,3,9,329,2017,3
Rush Attempts,3,10,327,2023,3
Rush Attempts,3,11,319,2022,3
Rush Attempts,3,12,316,2020,3
Points Scored,4,0,275,2023,4
Points Scored,4,1,270,2021,4
Points Scored,4,2,266,2018,4
Points Scored,4,3,260,2024,4
Points Scored,4,4,254,2022,4
Points Scored,4,5,248,2026,4
Points Scored,4,6,241,2016,4
Points Scored,4,7,240,2014,4
Points Scored,4,8,231,2020,4
Points Scored,4,9,225,2017,4
Points Scored,4,10,221,2015,4
Points Scored,4,11,221,2025,4
Points Scored,4,12,190,2019,4
Points Allowed,4,0,133,2016,4
Points Allowed,4,1,158,2023,4
Points Allowed,4,2,175,2015,4
Points Allowed,4,3,175,2019,4
Points Allowed,4,4,175,2021,4
Points Allowed,4,5,181,2018,4
Points Allowed,4,6,188,2014,4
Points Allowed,4,7,198,2022,4
Points Allowed,4,8,206,2025,4
Points Allowed,4,9,210,2024,4
Points Allowed,4,10,215,2026,4
Points Allowed,4,11,238,2017,4
Points Allowed,4,12,241,2020,4
Passing Yards,4,0,2531,2018,4
Passing Yards,4,1,2526,2022,4
Passing Yards,4,2,2450,2017,4
Passing Yards,4,3,2346,2024,4
Passing Yards,4,4,2298,2020,4
Passing Yards,4,5,2233,2023,4
Passing Yards,4,6,2202,2025,4
Passing Yards,4,7,2110,2026,4
Passing Yards,4,8,2098,2015,4
Passing Yards,4,9,2089,2021,4
Passing Yards,4,10,1997,2019,4
Passing Yards,4,11,1908,2016,4
Passing Yards,4,12,1828,2014,4
Passing Yards Allowed,4,0,2185,2019,4
Passing Yards Allowed,4,1,2203,2014,4
Passing Yards Allowed,4,2,2233,2016,4
Passing Yards Allowed,4,3,2242,2024,4
Passing Yards Allowed,4,4,2308,2017,4
Passing Yards Allowed,4,5,2409,2025,4
Passing Yards Allowed,4,6,2446,2020,4
Passing Yards Allowed,4,7,2449,2023,4
Passing Yards Allowed,4,8,2476,2018,4
Passing Yards Allowed,4,9,2490,2026,4
Passing Yards Allowed,4,10,2502,2015,4
Passing Yards Allowed,4,11,2515,2021,4
Passing Yards Allowed,4,12,2580,2022,4
Rushing Yards,4,0,1616,2023,4
Rushing Yards,4,1,1555,2016,4
Rushing Yards,4,2,1455,2026,4
Rushing Yards,4,3,1416,2022,4
Rushing Yards,4,4,1411,2024,4
Rushing Yards,4,5,1377,2021,4
Rushing Yards,4,6,1300,2015,4
Rushing Yards,4,7,1297,2014,4
Rushing Yards,4,8,1253,2020,4
Rushing Yards,4,9,1228,2025,4
Rushing Yards,4,10,1211,2018,4
Rushing Yards,4,11,1203,2019,4
Rushing Yards,4,12,815,2017,4
Rushing Yards Allowed,4,0,871,2020,4
Rushing Yards Allowed,4,1,898,2015,4
Rushing Yards Allowed,4,2,907,2021,4
Rushing Yards Allowed,4,3,973,2023,4
Rushing Yards Allowed,4,4,980,2016,4
Rushing Yards Allowed,4,5,1003,2018,4
Rushing Yards Allowed,4,6,1012,2024,4
Rushing Yards Allowed,4,7,1039,2017,4
Rushing Yards Allowed,4,8,1052,2025,4
Rushing Yards Allowed,4,9,1078,2022,4
Rushing Yards Allowed,4,10,1116,2026,4
Rushing Yards Allowed,4,11,1122,2019,4
Rushing Yards Allowed,4,12,1159,2014,4
Total Yards,4,0,3942,2022,4
Total Yards,4,1,3850,2023,4
Total Yards,4,2,3758,2024,4
Total Yards,4,3,3743,2018,4
Total Yards,4,4,3565,2026,4
Total Yards,4,5,3551,2020,4
Total Yards,4,6,3466,2021,4
Total Yards,4,7,3464,2016,4
Total Yards,4,8,3431,2025,4
Total Yards,4,9,3398,2015,4
Total Yards,4,10,3265,2017,4
Total Yards,4,11,3200,2019,4
Total Yards,4,12,3125,2014,4
Total Yards Allowed,4,0,3213,2016,4
Total Yards Allowed,4,1,3255,2024,4
Total Yards Allowed,4,2,3308,2019,4
Total Yards Allowed,4,3,3318,2020,4
Total Yards Allowed,4,4,3348,2017,4
Total Yards Allowed,4,5,3362,2014,4
Total Yards Allowed,4,6,3400,2015,4
Total Yards Allowed,4,7,3422,2021,4
Total Yards Allowed,4,8,3423,2023,4
Total Yards Allowed,4,9,3461,2025,4
Total Yards Allowed,4,10,3480,2018,4
Total Yards Allowed,4,11,3606,2026,4
Total Yards Allowed,4,12,3658,2022,4
Pass Attempts,4,0,341,2017,4
Pass Attempts,4,1,327,2024,4
Pass Attempts,4,2,324,2020,4
Pass Attempts,4,3,323,2022,4
Pass Attempts,4,4,315,2019,4
Pass Attempts,4,5,315,2026,4
Pass Attempts,4,6,308,2025,4
Pass Attempts,4,7,304,2015,4
Pass Attempts,4,8,304,2018,4
Pass Attempts,4,9,287,2021,4
Pass Attempts,4,10,283,2016,4
Pass Attempts,4,11,280,2014,4
Pass Attempts,4,12,270,2023,4
Rush Attempts,4,0,351,2016,4
Rush Attempts,4,1,339,2022,4
Rush Attempts,4,2,338,2014,4
Rush Attempts,4,3,338,2021,4
Rush Attempts,4,4,336,2023,4
Rush Attempts,4,5,332,2020,4
Rush Attempts,4,6,327,2018,4
Rush Attempts,4,7,326,2026,4
Rush Attempts,4,8,314,2024,4
Rush Attempts,4,9,306,2015,4
Rush Attempts,4,10,295,2019,4
Rush Attempts,4,11,295,2025,4
Rush Attempts,4,12,255,2017,4
Points Scored,5,0,215,2026,5
Points Scored,5,1,190,2024,5
Points Scored,5,2,188,2025,5
Points Scored,5,3,181,2023,5
Points Scored,5,4,171,2015,5
Points Scored,5,5,169,2017,5
Points Scored,5,6,165,2022,5
Points Scored,5,7,158,2014,5
Points Scored,5,8,158,2018,5
Points Scored,5,9,155,2019,5
Points Scored,5,10,134,2016,5
Points Scored,5,11,126,2020,5
Points Scored,5,12,106,2021,5
Points Allowed,5,0,196,2015,5
Points Allowed,5,1,200,2018,5
Points Allowed,5,2,210,2025,5
Points Allowed,5,3,224,2016,5
Points Allowed,5,4,231,2017,5
Points Allowed,5,5,236,2014,5
Points Allowed,5,6,241,2024,5
Points Allowed,5,7,246,2019,5
Points Allowed,5,8,247,2023,5
Points Allowed,5,9,269,2020,5
Points Allowed,5,10,275,2021,5
Points Allowed,5,11,281,2026,5
Points Allowed,5,12,297,2022,5
Passing Yards,5,0,3017,2026,5
Passing Yards,5,1,2453,2024,5
Passing Yards,5,2,2410,2025,5
Passing Yards,5,3,2325,2023,5
Passing Yards,5,4,2290,2015,5
Passing Yards,5,5,2215,2014,5
Passing Yards,5,6,2188,2022,5
Passing Yards,5,7,2172,2016,5
Passing Yards,5,8,2126,2019,5
Passing Yards,5,9,1959,2018,5
Passing Yards,5,10,1885,2021,5
Passing Yards,5,11,1848,2020,5
Passing Yards,5,12,1634,2017,5
Passing Yards Allowed,5,0,2081,2014,5
Passing Yards Allowed,5,1,2132,2016,5
Passing Yards Allowed,5,2,2185,2015,5
Passing Yards Allowed,5,3,2247,2018,5
Passing Yards Allowed,5,4,2273,2026,5
Passing Yards Allowed,5,5,2365,2017,5
Passing Yards Allowed,5,6,2376,2019,5
Passing Yards Allowed,5,7,2503,2020,5
Passing Yards Allowed,5,8,2543,2023,5
Passing Yards Allowed,5,9,2576,2024,5
Passing Yards Allowed,5,10,2595,2021,5
Passing Yards Allowed,5,11,2656,2022,5
Passing Yards Allowed,5,12,2751,2025,5
Rushing Yards,5,0,1160,2018,5
Rushing Yards,5,1,1120,2016,5
