Week,Visitor_Team,Home_Team
Reg. Season Week 5,14,3
Reg. Season Week 5,15,10
Reg. Season Week 5,18,7
Reg. Season Week 5,20,31
Reg. Season Week 5,22,30
Reg. Season Week 5,23,11
Reg. Season Week 5,24,0
Reg. Season Week 5,25,27
Reg. Season Week 6,1,0
Reg. Season Week 6,3,22
Reg. Season Week 6,4,24
Reg. Season Week 6,7,5
Reg. Season Week 6,12,11
Reg. Season Week 6,14,30
Reg. Season Week 6,17,25
Reg. Season Week 6,18,9
Reg. Season Week 6,19,16
Reg. Season Week 6,21,10
Reg. Season Week 6,23,20
Reg. Season Week 6,27,26
Reg. Season Week 6,28,8
Reg. Season Week 6,31,13
Reg. Season Week 7,3,2
Reg. Season Week 7,4,1
Reg. Season Week 7,8,31
Reg. Season Week 7,9,5
Reg. Season Week 7,10,18
Reg. Season Week 7,13,11
Reg. Season Week 7,15,7
Reg. Season Week 7,16,6
Reg. Season Week 7,19,30
Reg. Season Week 7,22,14
Reg. Season Week 7,24,17
Reg. Season Week 7,26,25
Reg. Season Week 7,28,12
Reg. Season Week 7,29,21
Reg. Season Week 8,0,26
Reg. Season Week 8,1,25
Reg. Season Week 8,2,6
Reg. Season Week 8,3,19
Reg. Season Week 8,5,18
Reg. Season Week 8,8,23
Reg. Season Week 8,9,10
Reg. Season Week 8,11,20
Reg. Season Week 8,12,13
Reg. Season Week 8,17,4
Reg. Season Week 8,27,24
Reg. Season Week 8,29,15
Reg. Season Week 8,30,16
Reg. Season Week 8,31,28
Reg. Season Week 9,0,4
Reg. Season Week 9,2,30
Reg. Season Week 9,6,3
Reg. Season Week 9,7,29
Reg. Season Week 9,8,12
Reg. Season Week 9,14,16
Reg. Season Week 9,18,15
Reg. Season Week 9,20,13
Reg. Season Week 9,21,5
Reg. Season Week 9,22,19
Reg. Season Week 9,23,28
Reg. Season Week 9,25,24
Reg. Season Week 9,26,1
Reg. Season Week 9,27,17
Reg. Season Week 10,1,27
Reg. Season Week 10,2,14
Reg. Season Week 10,5,15
Reg. Season Week 10,6,22
Reg. Season Week 10,7,10
Reg. Season Week 10,11,31
Reg. Season Week 10,12,23
Reg. Season Week 10,13,8
Reg. Season Week 10,16,3
Reg. Season Week 10,17,0
Reg. Season Week 10,18,21
Reg. Season Week 10,26,24
Reg. Season Week 10,28,20
Reg. Season Week 10,29,9
Reg. Season Week 11,0,25
Reg. Season Week 11,4,27
Reg. Season Week 11,8,20
Reg. Season Week 11,10,5
Reg. Season Week 11,15,9
Reg. Season Week 11,17,1
Reg. Season Week 11,18,29
Reg. Season Week 11,19,14
Reg. Season Week 11,21,7
Reg. Season Week 11,22,2
Reg. Season Week 11,23,13
Reg. Season Week 11,28,11
Reg. Season Week 11,30,6
Reg. Season Week 11,31,12
Reg. Season Week 12,1,28
Reg. Season Week 12,5,23
Reg. Season Week 12,6,0
Reg. Season Week 12,7,3
Reg. Season Week 12,10,8
Reg. Season Week 12,12,4
Reg. Season Week 12,13,9
Reg. Season Week 12,14,21
Reg. Season Week 12,16,18
Reg. Season Week 12,17,11
Reg. Season Week 12,20,15
Reg. Season Week 12,24,22
Reg. Season Week 12,25,2
Reg. Season Week 12,29,19
Reg. Season Week 12,30,26
Reg. Season Week 12,31,27
Reg. Season Week 13,0,9
Reg. Season Week 13,3,13
Reg. Season Week 13,6,31
Reg. Season Week 13,8,2
Reg. Season Week 13,10,1
Reg. Season Week 13,11,19
Reg. Season Week 13,12,16
Reg. Season Week 13,14,23
Reg. Season Week 13,15,4
Reg. Season Week 13,17,7
Reg. Season Week 13,18,24
Reg. Season Week 13,20,30
Reg. Season Week 13,21,25
Reg. Season Week 13,22,28
Reg. Season Week 13,26,5
Reg. Season Week 13,27,29
Reg. Season Week 14,0,22
Reg. Season Week 14,3,29
Reg. Season Week 14,4,28
Reg. Season Week 14,9,23
Reg. Season Week 14,12,1
Reg. Season Week 14,13,5
Reg. Season Week 14,15,8
Reg. Season Week 14,16,7
Reg. Season Week 14,18,14
Reg. Season Week 14,20,10
Reg. Season Week 14,21,19
Reg. Season Week 14,24,30
Reg. Season Week 14,25,6
Reg. Season Week 14,26,2
Reg. Season Week 14,27,11
Reg. Season Week 14,31,17
Reg. Season Week 15,1,17
Reg. Season Week 15,2,22
Reg. Season Week 15,3,16
Reg. Season Week 15,5,10
Reg. Season Week 15,6,30
Reg. Season Week 15,7,21
Reg. Season Week 15,9,15
Reg. Season Week 15,11,28
Reg. Season Week 15,12,31
Reg. Season Week 15,13,23
Reg. Season Week 15,14,19
Reg. Season Week 15,20,8
Reg. Season Week 15,24,26
Reg. Season Week 15,25,0
Reg. Season Week 15,27,4
Reg. Season Week 15,29,18
Reg. Season Week 16,0,30
Reg. Season Week 16,2,24
Reg. Season Week 16,4,31
Reg. Season Week 16,5,20
Reg. Season Week 16,8,9
Reg. Season Week 16,11,1
Reg. Season Week 16,14,29
Reg. Season Week 16,15,13
Reg. Season Week 16,17,12
Reg. Season Week 16,18,3
Reg. Season Week 16,19,7
Reg. Season Week 16,21,16
Reg. Season Week 16,22,25
Reg. Season Week 16,23,10
Reg. Season Week 16,26,6
Reg. Season Week 16,28,27
Reg. Season Week 17,0,24
Reg. Season Week 17,1,4
Reg. Season Week 17,3,14
Reg. Season Week 17,5,9
Reg. Season Week 17,6,2
Reg. Season Week 17,7,18
Reg. Season Week 17,8,13
Reg. Season Week 17,10,15
Reg. Season Week 17,11,12
Reg. Season Week 17,16,19
Reg. Season Week 17,17,27
Reg. Season Week 17,20,23
Reg. Season Week 17,21,29
Reg. Season Week 17,25,26
Reg. Season Week 17,28,31
Reg. Season Week 17,30,22
Wild Card Round,9,4
Wild Card Round,16,6
Wild Card Round,17,21
Wild Card Round,19,31
Divisional Round,4,25
Divisional Round,6,3
Divisional Round,17,10
Divisional Round,31,13
Conference Round,4,10
Conference Round,31,3
Front Office Bowl,3,10
