Category,Team/All_Teams,Place,Player,Record,Team,Year
Receptions,0,41,3272,12,0,2015
Receptions,0,42,2634,11,0,2016
Receptions,0,43,831,10,0,2014
Receptions,0,44,2012,10,0,2014
Receptions,0,45,1093,10,0,2017
Receptions,0,46,4255,10,0,2019
Receptions,0,47,5017,10,0,2019
Receptions,0,48,6610,9,0,2019
Receptions,0,49,1951,8,0,2016
Receptions,0,50,2512,7,0,2016
Receptions,0,51,1365,6,0,2015
Receptions,0,52,2512,6,0,2018
Receptions,0,53,5856,6,0,2019
Receptions,0,54,2423,5,0,2017
Receptions,0,55,4980,5,0,2017
Receptions,0,56,5828,5,0,2019
Receptions,0,57,369,4,0,2014
Receptions,0,58,2423,4,0,2018
Receptions,0,59,3358,4,0,2018
Receptions,0,60,5897,4,0,2018
Receptions,0,61,1371,3,0,2014
Receptions,0,62,5016,3,0,2017
Receptions,0,63,5741,3,0,2018
Receptions,0,64,5928,3,0,2018
Receptions,0,65,582,3,0,2019
Receptions,0,66,1464,2,0,2014
Receptions,0,67,4071,2,0,2016
Receptions,0,68,4891,2,0,2017
Receptions,0,69,831,1,0,2015
Receptions,0,70,3410,1,0,2015
Receptions,0,71,3370,1,0,2016
Receptions,0,72,4232,1,0,2017
Receiving Yards,0,0,1546,1006,0,2014
Receiving Yards,0,1,842,807,0,2018
Receiving Yards,0,2,842,760,0,2017
Receiving Yards,0,3,842,758,0,2014
Receiving Yards,0,4,452,734,0,2018
Receiving Yards,0,5,6758,731,0,2019
Receiving Yards,0,6,842,702,0,2019
Receiving Yards,0,7,260,623,0,2017
Receiving Yards,0,8,883,618,0,2015
Receiving Yards,0,9,4255,588,0,2017
Receiving Yards,0,10,1864,588,0,2019
Receiving Yards,0,11,1864,561,0,2018
Receiving Yards,0,12,1546,541,0,2015
Receiving Yards,0,13,842,527,0,2015
Receiving Yards,0,14,1864,517,0,2016
Receiving Yards,0,15,1771,515,0,2014
Receiving Yards,0,16,1819,511,0,2016
Receiving Yards,0,17,1864,509,0,2017
Receiving Yards,0,18,842,487,0,2016
Receiving Yards,0,19,1864,462,0,2015
Receiving Yards,0,20,1864,442,0,2014
Receiving Yards,0,21,5928,378,0,2019
Receiving Yards,0,22,557,371,0,2017
Receiving Yards,0,23,1288,348,0,2016
Receiving Yards,0,24,1836,323,0,2019
Receiving Yards,0,25,1836,318,0,2018
Receiving Yards,0,26,1288,305,0,2015
Receiving Yards,0,27,1836,300,0,2017
Receiving Yards,0,28,1836,293,0,2014
Receiving Yards,0,29,1836,263,0,2016
Receiving Yards,0,30,4255,262,0,2016
Receiving Yards,0,31,4232,253,0,2018
Receiving Yards,0,32,2589,248,0,2014
Receiving Yards,0,33,1836,236,0,2015
Receiving Yards,0,34,1675,226,0,2017
Receiving Yards,0,35,4255,223,0,2018
Receiving Yards,0,36,2566,210,0,2015
Receiving Yards,0,37,1365,208,0,2014
Receiving Yards,0,38,5016,205,0,2019
Receiving Yards,0,39,5016,196,0,2018
Receiving Yards,0,40,1675,186,0,2016
Receiving Yards,0,41,2634,153,0,2016
Receiving Yards,0,42,831,129,0,2014
Receiving Yards,0,43,1365,112,0,2015
Receiving Yards,0,44,1093,111,0,2017
Receiving Yards,0,45,4255,86,0,2019
Receiving Yards,0,46,6610,68,0,2019
Receiving Yards,0,47,2012,66,0,2014
Receiving Yards,0,48,5897,65,0,2018
Receiving Yards,0,49,3272,64,0,2015
Receiving Yards,0,50,5016,64,0,2017
Receiving Yards,0,51,5856,58,0,2019
Receiving Yards,0,52,582,57,0,2019
Receiving Yards,0,53,369,54,0,2014
Receiving Yards,0,54,4980,52,0,2017
Receiving Yards,0,55,5017,52,0,2019
Receiving Yards,0,56,5828,40,0,2019
Receiving Yards,0,57,1464,38,0,2014
Receiving Yards,0,58,3358,35,0,2018
Receiving Yards,0,59,2512,31,0,2016
Receiving Yards,0,60,2512,29,0,2018
Receiving Yards,0,61,1371,26,0,2014
Receiving Yards,0,62,2423,20,0,2017
Receiving Yards,0,63,2423,18,0,2018
Receiving Yards,0,64,1951,17,0,2016
Receiving Yards,0,65,5928,17,0,2018
Receiving Yards,0,66,3410,12,0,2015
Receiving Yards,0,67,5741,6,0,2018
Receiving Yards,0,68,4891,5,0,2017
Receiving Yards,0,69,4071,3,0,2016
Yards per Reception,0,0,260,1684,0,2017
Yards per Reception,0,1,4255,1470,0,2017
Yards per Reception,0,2,842,1323,0,2018
Yards per Reception,0,3,1546,1242,0,2014
Yards per Reception,0,4,842,1232,0,2019
Yards per Reception,0,5,842,1203,0,2014
Yards per Reception,0,6,883,1188,0,2015
Yards per Reception,0,7,842,1188,0,2017
Yards per Reception,0,8,842,1171,0,2015
Yards per Reception,0,9,1819,1161,0,2016
Yards per Reception,0,10,842,1160,0,2016
Yards per Reception,0,11,5928,1145,0,2019
Yards per Reception,0,12,1546,1104,0,2015
Yards per Reception,0,13,6758,1059,0,2019
Yards per Reception,0,14,1771,1051,0,2014
Yards per Reception,0,15,452,1049,0,2018
Yards per Reception,0,16,557,1031,0,2017
Yards per Reception,0,17,1864,909,0,2017
Yards per Reception,0,18,1864,856,0,2015
Yards per Reception,0,19,1864,837,0,2018
Yards per Reception,0,20,1864,828,0,2019
Yards per Reception,0,21,1836,788,0,2019
Yards per Reception,0,22,1836,771,0,2014
Yards per Reception,0,23,1864,762,0,2014
Yards per Reception,0,24,1864,749,0,2016
Yards per Reception,0,25,1836,731,0,2016
Yards per Reception,0,26,1836,707,0,2018
Yards per Reception,0,27,1836,656,0,2015
Receiving Touchdowns,0,0,4255,8,0,2017
Receiving Touchdowns,0,1,1546,6,0,2014
Receiving Touchdowns,0,2,1864,5,0,2015
Receiving Touchdowns,0,3,842,5,0,2017
Receiving Touchdowns,0,4,842,5,0,2019
Receiving Touchdowns,0,5,1546,4,0,2015
Receiving Touchdowns,0,6,1864,4,0,2016
Receiving Touchdowns,0,7,260,4,0,2017
Receiving Touchdowns,0,8,1836,4,0,2017
Receiving Touchdowns,0,9,1864,4,0,2017
Receiving Touchdowns,0,10,452,4,0,2018
Receiving Touchdowns,0,11,883,3,0,2015
Receiving Touchdowns,0,12,1836,3,0,2016
Receiving Touchdowns,0,13,557,3,0,2017
Receiving Touchdowns,0,14,842,3,0,2018
Receiving Touchdowns,0,15,1836,3,0,2018
Receiving Touchdowns,0,16,1864,3,0,2019
Receiving Touchdowns,0,17,6758,3,0,2019
Receiving Touchdowns,0,18,1771,2,0,2014
Receiving Touchdowns,0,19,1836,2,0,2014
Receiving Touchdowns,0,20,1864,2,0,2014
Receiving Touchdowns,0,21,842,2,0,2015
Receiving Touchdowns,0,22,1836,2,0,2015
Receiving Touchdowns,0,23,842,2,0,2016
Receiving Touchdowns,0,24,1675,2,0,2016
Receiving Touchdowns,0,25,1819,2,0,2016
Receiving Touchdowns,0,26,1675,2,0,2017
Receiving Touchdowns,0,27,1864,2,0,2018
Receiving Touchdowns,0,28,4232,2,0,2018
Receiving Touchdowns,0,29,5016,2,0,2019
Receiving Touchdowns,0,30,1365,1,0,2014
Receiving Touchdowns,0,31,1288,1,0,2015
Receiving Touchdowns,0,32,2566,1,0,2015
Receiving Touchdowns,0,33,1288,1,0,2016
Receiving Touchdowns,0,34,1951,1,0,2016
Receiving Touchdowns,0,35,2634,1,0,2016
Receiving Touchdowns,0,36,4255,1,0,2016
Receiving Touchdowns,0,37,2512,1,0,2018
Receiving Touchdowns,0,38,5016,1,0,2018
Receiving Touchdowns,0,39,1836,1,0,2019
Receiving Touchdowns,0,40,4255,1,0,2019
Receiving Touchdowns,0,41,5017,1,0,2019
Receiving Touchdowns,0,42,6610,1,0,2019
Targeted Passes,0,0,6758,137,0,2019
Targeted Passes,0,1,1546,133,0,2014
Targeted Passes,0,2,842,120,0,2019
Targeted Passes,0,3,452,105,0,2018
Targeted Passes,0,4,842,103,0,2014
Targeted Passes,0,5,1864,101,0,2019
Targeted Passes,0,6,842,98,0,2018
Targeted Passes,0,7,1864,96,0,2016
Targeted Passes,0,8,842,94,0,2017
Targeted Passes,0,9,842,92,0,2016
Targeted Passes,0,10,1546,87,0,2015
Targeted Passes,0,11,1864,85,0,2018
Targeted Passes,0,12,1771,84,0,2014
Targeted Passes,0,13,1864,80,0,2014
Targeted Passes,0,14,883,79,0,2015
Targeted Passes,0,15,842,78,0,2015
Targeted Passes,0,16,1864,73,0,2015
Targeted Passes,0,17,5928,73,0,2019
Targeted Passes,0,18,1864,70,0,2017
Targeted Passes,0,19,1819,69,0,2016
Targeted Passes,0,20,4255,67,0,2017
Targeted Passes,0,21,260,61,0,2017
Targeted Passes,0,22,1836,55,0,2018
Targeted Passes,0,23,1836,51,0,2014
Targeted Passes,0,24,557,50,0,2017
Targeted Passes,0,25,1288,48,0,2016
Targeted Passes,0,26,1836,48,0,2016
Targeted Passes,0,27,1836,46,0,2019
Targeted Passes,0,28,1288,45,0,2015
Targeted Passes,0,29,1836,42,0,2015
Targeted Passes,0,30,1675,40,0,2016
Targeted Passes,0,31,1836,39,0,2017
Targeted Passes,0,32,4232,39,0,2018
Targeted Passes,0,33,2589,38,0,2014
Targeted Passes,0,34,1675,36,0,2017
Targeted Passes,0,35,2566,35,0,2015
Targeted Passes,0,36,4255,35,0,2016
Targeted Passes,0,37,4255,35,0,2019
Targeted Passes,0,38,4255,31,0,2018
Targeted Passes,0,39,1365,30,0,2014
Targeted Passes,0,40,2634,29,0,2016
Targeted Passes,0,41,5016,28,0,2018
Targeted Passes,0,42,5016,28,0,2019
Targeted Passes,0,43,1093,20,0,2017
Targeted Passes,0,44,2012,19,0,2014
Targeted Passes,0,45,3272,19,0,2015
Targeted Passes,0,46,5017,16,0,2019
Targeted Passes,0,47,831,13,0,2014
Targeted Passes,0,48,5856,13,0,2019
Targeted Passes,0,49,369,12,0,2014
Targeted Passes,0,50,1951,12,0,2016
Targeted Passes,0,51,5828,12,0,2019
Targeted Passes,0,52,2512,11,0,2016
Targeted Passes,0,53,2512,9,0,2018
Targeted Passes,0,54,6610,9,0,2019
Targeted Passes,0,55,2423,8,0,2017
Targeted Passes,0,56,5897,8,0,2018
Targeted Passes,0,57,1365,7,0,2015
Targeted Passes,0,58,3358,7,0,2018
Targeted Passes,0,59,4980,6,0,2017
Targeted Passes,0,60,5016,5,0,2017
Targeted Passes,0,61,582,5,0,2019
Targeted Passes,0,62,1464,4,0,2014
Targeted Passes,0,63,4232,4,0,2016
Targeted Passes,0,64,4232,4,0,2017
Targeted Passes,0,65,2423,4,0,2018
Targeted Passes,0,66,5741,4,0,2018
Targeted Passes,0,67,5928,4,0,2018
Targeted Passes,0,68,1371,3,0,2014
Targeted Passes,0,69,3410,2,0,2015
Targeted Passes,0,70,3370,2,0,2016
Targeted Passes,0,71,4071,2,0,2016
Targeted Passes,0,72,4891,2,0,2017
Targeted Passes,0,73,5927,2,0,2019
Targeted Passes,0,74,831,1,0,2015
Targeted Passes,0,75,3370,1,0,2015
Passes Dropped,0,0,6758,9,0,2019
Passes Dropped,0,1,842,8,0,2014
Passes Dropped,0,2,452,7,0,2018
Passes Dropped,0,3,1864,6,0,2014
Passes Dropped,0,4,842,6,0,2015
Passes Dropped,0,5,842,6,0,2018
Passes Dropped,0,6,842,6,0,2019
Passes Dropped,0,7,1546,5,0,2014
Passes Dropped,0,8,1771,5,0,2014
Passes Dropped,0,9,1546,5,0,2015
Passes Dropped,0,10,1288,5,0,2016
Passes Dropped,0,11,260,5,0,2017
Passes Dropped,0,12,4255,5,0,2017
Passes Dropped,0,13,1864,4,0,2015
Passes Dropped,0,14,2566,4,0,2015
Passes Dropped,0,15,842,4,0,2016
Passes Dropped,0,16,842,4,0,2017
Passes Dropped,0,17,1093,4,0,2017
Passes Dropped,0,18,4255,4,0,2018
Passes Dropped,0,19,1864,4,0,2019
Passes Dropped,0,20,5928,4,0,2019
Passes Dropped,0,21,2589,3,0,2014
Passes Dropped,0,22,4232,3,0,2018
Passes Dropped,0,23,5856,3,0,2019
Passes Dropped,0,24,883,2,0,2015
Passes Dropped,0,25,1675,2,0,2016
Passes Dropped,0,26,2634,2,0,2016
Passes Dropped,0,27,4255,2,0,2016
Passes Dropped,0,28,4232,2,0,2017
Passes Dropped,0,29,5016,2,0,2018
Passes Dropped,0,30,4255,2,0,2019
Passes Dropped,0,31,369,1,0,2014
Passes Dropped,0,32,1365,1,0,2014
Passes Dropped,0,33,1836,1,0,2014
Passes Dropped,0,34,1836,1,0,2015
Passes Dropped,0,35,3272,1,0,2015
Passes Dropped,0,36,1819,1,0,2016
Passes Dropped,0,37,1864,1,0,2016
Passes Dropped,0,38,1951,1,0,2016
Passes Dropped,0,39,3370,1,0,2016
Passes Dropped,0,40,1836,1,0,2017
Passes Dropped,0,41,1864,1,0,2017
Passes Dropped,0,42,4980,1,0,2017
Passes Dropped,0,43,1836,1,0,2018
Passes Dropped,0,44,2512,1,0,2018
Passes Dropped,0,45,5741,1,0,2018
Passes Dropped,0,46,582,1,0,2019
Passes Dropped,0,47,5016,1,0,2019
Passes Dropped,0,48,5927,1,0,2019
100 Yards Receiving,0,0,1546,3,0,2014
100 Yards Receiving,0,1,842,2,0,2014
100 Yards Receiving,0,2,452,2,0,2018
100 Yards Receiving,0,3,1546,1,0,2015
100 Yards Receiving,0,4,260,1,0,2017
100 Yards Receiving,0,5,842,1,0,2017
100 Yards Receiving,0,6,1836,1,0,2017
100 Yards Receiving,0,7,4255,1,0,2017
100 Yards Receiving,0,8,842,1,0,2018
100 Yards Receiving,0,9,842,1,0,2019
Interceptions,0,0,1073,6,0,2015
Interceptions,0,1,587,6,0,2016
Interceptions,0,2,587,5,0,2018
Interceptions,0,3,587,4,0,2014
Interceptions,0,4,587,4,0,2015
Interceptions,0,5,1073,4,0,2018
Interceptions,0,6,6489,4,0,2018
Interceptions,0,7,1073,3,0,2014
Interceptions,0,8,1073,3,0,2016
Interceptions,0,9,1333,3,0,2016
Interceptions,0,10,389,3,0,2017
Interceptions,0,11,955,3,0,2017
Interceptions,0,12,1073,3,0,2019
Interceptions,0,13,6489,3,0,2019
Interceptions,0,14,794,2,0,2014
Interceptions,0,15,995,2,0,2014
Interceptions,0,16,794,2,0,2015
Interceptions,0,17,1729,2,0,2015
Interceptions,0,18,307,2,0,2017
Interceptions,0,19,455,2,0,2017
Interceptions,0,20,1073,2,0,2017
Interceptions,0,21,1040,2,0,2018
Interceptions,0,22,4811,2,0,2018
Interceptions,0,23,1430,2,0,2019
Interceptions,0,24,535,1,0,2014
Interceptions,0,25,722,1,0,2014
Interceptions,0,26,1091,1,0,2014
Interceptions,0,27,1386,1,0,2014
Interceptions,0,28,861,1,0,2015
Interceptions,0,29,1333,1,0,2015
Interceptions,0,30,307,1,0,2016
Interceptions,0,31,389,1,0,2016
Interceptions,0,32,2264,1,0,2016
Interceptions,0,33,587,1,0,2017
Interceptions,0,34,2972,1,0,2018
Interceptions,0,35,5439,1,0,2018
Interceptions,0,36,5487,1,0,2018
Interceptions,0,37,307,1,0,2019
Interceptions,0,38,587,1,0,2019
Interceptions,0,39,5597,1,0,2019
Pass Defense Percentage,0,0,587,842,0,2018
Pass Defense Percentage,0,1,587,826,0,2015
Pass Defense Percentage,0,2,1073,825,0,2014
Pass Defense Percentage,0,3,1073,823,0,2015
Pass Defense Percentage,0,4,6489,810,0,2018
Pass Defense Percentage,0,5,587,808,0,2014
Pass Defense Percentage,0,6,587,802,0,2016
Pass Defense Percentage,0,7,722,802,0,2016
Pass Defense Percentage,0,8,389,801,0,2017
Pass Defense Percentage,0,9,1386,798,0,2014
Pass Defense Percentage,0,10,4811,795,0,2018
Pass Defense Percentage,0,11,861,794,0,2015
Pass Defense Percentage,0,12,1073,789,0,2016
Pass Defense Percentage,0,13,1073,787,0,2019
Pass Defense Percentage,0,14,1333,783,0,2016
Pass Defense Percentage,0,15,587,781,0,2019
Pass Defense Percentage,0,16,455,779,0,2017
Pass Defense Percentage,0,17,389,776,0,2016
Pass Defense Percentage,0,18,1430,776,0,2019
Pass Defense Percentage,0,19,912,775,0,2018
Pass Defense Percentage,0,20,1073,775,0,2018
Pass Defense Percentage,0,21,722,773,0,2014
Pass Defense Percentage,0,22,1333,772,0,2014
Pass Defense Percentage,0,23,6489,772,0,2019
Pass Defense Percentage,0,24,722,762,0,2015
Pass Defense Percentage,0,25,722,761,0,2017
Pass Defense Percentage,0,26,1193,760,0,2014
Pass Defense Percentage,0,27,1333,742,0,2015
Pass Defense Percentage,0,28,282,738,0,2017
Pass Defense Percentage,0,29,587,724,0,2017
Pass Defense Percentage,0,30,5597,723,0,2019
Tackles,0,0,307,114,0,2016
Tackles,0,1,6489,110,0,2019
Tackles,0,2,794,109,0,2015
Tackles,0,3,1333,104,0,2015
Tackles,0,4,794,98,0,2016
Tackles,0,5,307,97,0,2018
Tackles,0,6,1040,96,0,2018
Tackles,0,7,1333,92,0,2016
Tackles,0,8,3775,92,0,2019
Tackles,0,9,794,91,0,2014
