Week,Visitor_Team,Home_Team
Reg. Season Week 12,8,10
Reg. Season Week 12,9,13
Reg. Season Week 12,11,17
Reg. Season Week 12,15,20
Reg. Season Week 12,18,16
Reg. Season Week 12,19,29
Reg. Season Week 12,21,14
Reg. Season Week 12,22,24
Reg. Season Week 12,23,5
Reg. Season Week 12,26,30
Reg. Season Week 12,27,31
Reg. Season Week 12,28,1
Reg. Season Week 13,0,27
Reg. Season Week 13,1,21
Reg. Season Week 13,2,8
Reg. Season Week 13,3,22
Reg. Season Week 13,4,18
Reg. Season Week 13,5,25
Reg. Season Week 13,7,15
Reg. Season Week 13,10,24
Reg. Season Week 13,11,14
Reg. Season Week 13,12,19
Reg. Season Week 13,16,6
Reg. Season Week 13,20,28
Reg. Season Week 13,23,31
Reg. Season Week 13,26,17
Reg. Season Week 13,29,9
Reg. Season Week 13,30,13
Reg. Season Week 14,1,12
Reg. Season Week 14,2,26
Reg. Season Week 14,5,13
Reg. Season Week 14,6,25
Reg. Season Week 14,7,16
Reg. Season Week 14,8,15
Reg. Season Week 14,10,20
Reg. Season Week 14,11,27
Reg. Season Week 14,14,18
Reg. Season Week 14,17,31
Reg. Season Week 14,19,21
Reg. Season Week 14,22,0
Reg. Season Week 14,23,9
Reg. Season Week 14,28,4
Reg. Season Week 14,29,3
Reg. Season Week 14,30,24
Reg. Season Week 15,4,1
Reg. Season Week 15,6,2
Reg. Season Week 15,9,5
Reg. Season Week 15,12,11
Reg. Season Week 15,13,8
Reg. Season Week 15,14,3
Reg. Season Week 15,15,10
Reg. Season Week 15,18,7
Reg. Season Week 15,19,16
Reg. Season Week 15,23,20
Reg. Season Week 15,24,0
Reg. Season Week 15,26,25
Reg. Season Week 15,27,17
Reg. Season Week 15,29,21
Reg. Season Week 15,30,22
Reg. Season Week 15,31,28
Reg. Season Week 16,1,11
Reg. Season Week 16,3,18
Reg. Season Week 16,6,26
Reg. Season Week 16,7,19
Reg. Season Week 16,9,8
Reg. Season Week 16,10,23
Reg. Season Week 16,12,17
Reg. Season Week 16,13,15
Reg. Season Week 16,16,21
Reg. Season Week 16,20,5
Reg. Season Week 16,24,2
Reg. Season Week 16,25,22
Reg. Season Week 16,27,28
Reg. Season Week 16,29,14
Reg. Season Week 16,30,0
Reg. Season Week 16,31,4
Reg. Season Week 17,0,26
Reg. Season Week 17,1,27
Reg. Season Week 17,2,30
Reg. Season Week 17,3,19
Reg. Season Week 17,5,15
Reg. Season Week 17,7,29
Reg. Season Week 17,8,23
Reg. Season Week 17,10,9
Reg. Season Week 17,11,31
Reg. Season Week 17,12,28
Reg. Season Week 17,16,14
Reg. Season Week 17,17,4
Reg. Season Week 17,20,13
Reg. Season Week 17,21,18
Reg. Season Week 17,22,6
Reg. Season Week 17,25,24
Wild Card Round,8,30
Wild Card Round,16,14
Wild Card Round,27,26
Wild Card Round,29,10
Divisional Round,8,23
Divisional Round,14,31
Divisional Round,27,4
Divisional Round,29,7
Conference Round,7,4
Conference Round,31,23
Front Office Bowl,7,31
