Category,Team/All_Teams,Place,Record,Year,Team,Opponent
Points Scored,2,4,16,2016,2,20
Points Scored,2,5,16,2021,2,14
Points Scored,2,6,13,2022,2,22
Points Scored,2,7,10,2017,2,3
Points Allowed,2,0,9,2021,2,30
Points Allowed,2,1,14,2022,2,22
Points Allowed,2,2,21,2015,2,20
Points Allowed,2,3,22,2021,2,14
Points Allowed,2,4,24,2016,2,23
Points Allowed,2,5,27,2017,2,3
Points Allowed,2,6,30,2024,2,28
Points Allowed,2,7,37,2016,2,20
Passing Yards,2,0,294,2021,2,14
Passing Yards,2,1,260,2017,2,3
Passing Yards,2,2,243,2016,2,20
Passing Yards,2,3,233,2016,2,23
Passing Yards,2,4,224,2015,2,20
Passing Yards,2,5,212,2024,2,28
Passing Yards,2,6,210,2021,2,30
Passing Yards,2,7,144,2022,2,22
Passing Yards Allowed,2,0,137,2017,2,3
Passing Yards Allowed,2,1,177,2015,2,20
Passing Yards Allowed,2,2,182,2016,2,20
Passing Yards Allowed,2,3,210,2016,2,23
Passing Yards Allowed,2,4,230,2024,2,28
Passing Yards Allowed,2,5,240,2022,2,22
Passing Yards Allowed,2,6,287,2021,2,14
Passing Yards Allowed,2,7,315,2021,2,30
Rushing Yards,2,0,179,2021,2,30
Rushing Yards,2,1,172,2016,2,23
Rushing Yards,2,2,161,2015,2,20
Rushing Yards,2,3,127,2022,2,22
Rushing Yards,2,4,90,2024,2,28
Rushing Yards,2,5,88,2016,2,20
Rushing Yards,2,6,87,2017,2,3
Rushing Yards,2,7,63,2021,2,14
Rushing Yards Allowed,2,0,67,2021,2,30
Rushing Yards Allowed,2,1,95,2015,2,20
Rushing Yards Allowed,2,2,96,2022,2,22
Rushing Yards Allowed,2,3,117,2024,2,28
Rushing Yards Allowed,2,4,135,2016,2,23
Rushing Yards Allowed,2,5,135,2021,2,14
Rushing Yards Allowed,2,6,196,2017,2,3
Rushing Yards Allowed,2,7,211,2016,2,20
Total Yards,2,0,392,2016,2,23
Total Yards,2,1,385,2021,2,30
Total Yards,2,2,354,2015,2,20
Total Yards,2,3,350,2021,2,14
Total Yards,2,4,324,2017,2,3
Total Yards,2,5,319,2016,2,20
Total Yards,2,6,278,2024,2,28
Total Yards,2,7,249,2022,2,22
Total Yards Allowed,2,0,260,2015,2,20
Total Yards Allowed,2,1,318,2016,2,23
Total Yards Allowed,2,2,320,2022,2,22
Total Yards Allowed,2,3,333,2017,2,3
Total Yards Allowed,2,4,339,2024,2,28
Total Yards Allowed,2,5,382,2016,2,20
Total Yards Allowed,2,6,382,2021,2,30
Total Yards Allowed,2,7,422,2021,2,14
Pass Attempts,2,0,46,2017,2,3
Pass Attempts,2,1,43,2015,2,20
Pass Attempts,2,2,39,2016,2,20
Pass Attempts,2,3,39,2021,2,14
Pass Attempts,2,4,35,2024,2,28
Pass Attempts,2,5,30,2021,2,30
Pass Attempts,2,6,26,2016,2,23
Pass Attempts,2,7,26,2022,2,22
Rush Attempts,2,0,39,2021,2,30
Rush Attempts,2,1,35,2016,2,23
Rush Attempts,2,2,25,2015,2,20
Rush Attempts,2,3,24,2016,2,20
Rush Attempts,2,4,24,2022,2,22
Rush Attempts,2,5,23,2024,2,28
Rush Attempts,2,6,19,2017,2,3
Rush Attempts,2,7,14,2021,2,14
Points Scored,3,0,42,2024,3,14
Points Scored,3,1,38,2018,3,12
Points Scored,3,2,38,2024,3,28
Points Scored,3,3,33,2020,3,19
Points Scored,3,4,27,2017,3,2
Points Scored,3,5,27,2017,3,31
Points Scored,3,6,27,2022,3,14
Points Scored,3,7,24,2024,3,9
Points Scored,3,8,20,2019,3,6
Points Scored,3,9,17,2019,3,31
Points Scored,3,10,17,2019,3,10
Points Scored,3,11,17,2022,3,28
Points Scored,3,12,13,2018,3,13
Points Allowed,3,0,6,2018,3,12
Points Allowed,3,1,6,2019,3,6
Points Allowed,3,2,10,2017,3,2
Points Allowed,3,3,13,2019,3,31
Points Allowed,3,4,13,2024,3,28
Points Allowed,3,5,13,2024,3,9
Points Allowed,3,6,20,2019,3,10
Points Allowed,3,7,21,2018,3,13
Points Allowed,3,8,24,2022,3,14
Points Allowed,3,9,28,2024,3,14
Points Allowed,3,10,30,2022,3,28
Points Allowed,3,11,34,2017,3,31
Points Allowed,3,12,36,2020,3,19
Passing Yards,3,0,421,2017,3,31
Passing Yards,3,1,362,2022,3,14
Passing Yards,3,2,347,2024,3,28
Passing Yards,3,3,296,2020,3,19
Passing Yards,3,4,268,2024,3,14
Passing Yards,3,5,257,2022,3,28
Passing Yards,3,6,236,2019,3,10
Passing Yards,3,7,217,2018,3,12
Passing Yards,3,8,206,2019,3,31
Passing Yards,3,9,201,2018,3,13
Passing Yards,3,10,180,2019,3,6
Passing Yards,3,11,144,2024,3,9
Passing Yards,3,12,137,2017,3,2
Passing Yards Allowed,3,0,147,2024,3,28
Passing Yards Allowed,3,1,179,2018,3,12
Passing Yards Allowed,3,2,197,2019,3,6
Passing Yards Allowed,3,3,206,2022,3,14
Passing Yards Allowed,3,4,231,2022,3,28
Passing Yards Allowed,3,5,247,2024,3,9
Passing Yards Allowed,3,6,255,2019,3,10
Passing Yards Allowed,3,7,257,2024,3,14
Passing Yards Allowed,3,8,260,2017,3,2
Passing Yards Allowed,3,9,261,2019,3,31
Passing Yards Allowed,3,10,279,2018,3,13
Passing Yards Allowed,3,11,307,2017,3,31
Passing Yards Allowed,3,12,320,2020,3,19
Rushing Yards,3,0,255,2018,3,12
Rushing Yards,3,1,209,2019,3,6
Rushing Yards,3,2,201,2024,3,14
Rushing Yards,3,3,196,2017,3,2
Rushing Yards,3,4,171,2020,3,19
Rushing Yards,3,5,152,2017,3,31
Rushing Yards,3,6,148,2024,3,9
Rushing Yards,3,7,125,2019,3,31
Rushing Yards,3,8,117,2024,3,28
Rushing Yards,3,9,113,2022,3,14
Rushing Yards,3,10,112,2018,3,13
Rushing Yards,3,11,95,2022,3,28
Rushing Yards,3,12,88,2019,3,10
Rushing Yards Allowed,3,0,42,2018,3,12
Rushing Yards Allowed,3,1,60,2019,3,6
Rushing Yards Allowed,3,2,72,2024,3,9
Rushing Yards Allowed,3,3,87,2017,3,2
Rushing Yards Allowed,3,4,95,2020,3,19
Rushing Yards Allowed,3,5,107,2022,3,14
Rushing Yards Allowed,3,6,120,2017,3,31
Rushing Yards Allowed,3,7,122,2019,3,31
Rushing Yards Allowed,3,8,133,2018,3,13
Rushing Yards Allowed,3,9,134,2019,3,10
Rushing Yards Allowed,3,10,140,2022,3,28
Rushing Yards Allowed,3,11,141,2024,3,14
Rushing Yards Allowed,3,12,173,2024,3,28
Total Yards,3,0,547,2017,3,31
Total Yards,3,1,468,2018,3,12
Total Yards,3,2,466,2022,3,14
Total Yards,3,3,452,2024,3,28
Total Yards,3,4,448,2024,3,14
Total Yards,3,5,435,2020,3,19
Total Yards,3,6,389,2019,3,6
Total Yards,3,7,333,2017,3,2
Total Yards,3,8,314,2019,3,31
Total Yards,3,9,313,2022,3,28
Total Yards,3,10,292,2024,3,9
Total Yards,3,11,287,2018,3,13
Total Yards,3,12,284,2019,3,10
Total Yards Allowed,3,0,215,2018,3,12
Total Yards Allowed,3,1,239,2019,3,6
Total Yards Allowed,3,2,272,2022,3,14
Total Yards Allowed,3,3,297,2024,3,9
Total Yards Allowed,3,4,307,2024,3,28
Total Yards Allowed,3,5,324,2017,3,2
Total Yards Allowed,3,6,356,2022,3,28
Total Yards Allowed,3,7,362,2019,3,10
Total Yards Allowed,3,8,371,2019,3,31
Total Yards Allowed,3,9,387,2024,3,14
Total Yards Allowed,3,10,389,2020,3,19
Total Yards Allowed,3,11,412,2018,3,13
Total Yards Allowed,3,12,427,2017,3,31
Pass Attempts,3,0,51,2022,3,28
Pass Attempts,3,1,48,2017,3,31
Pass Attempts,3,2,36,2020,3,19
Pass Attempts,3,3,36,2022,3,14
Pass Attempts,3,4,32,2019,3,10
Pass Attempts,3,5,30,2019,3,31
Pass Attempts,3,6,30,2024,3,28
Pass Attempts,3,7,24,2018,3,12
Pass Attempts,3,8,22,2018,3,13
Pass Attempts,3,9,21,2024,3,9
Pass Attempts,3,10,20,2017,3,2
Pass Attempts,3,11,20,2024,3,14
Pass Attempts,3,12,19,2019,3,6
Rush Attempts,3,0,47,2018,3,12
Rush Attempts,3,1,44,2017,3,2
Rush Attempts,3,2,42,2024,3,9
Rush Attempts,3,3,39,2019,3,6
Rush Attempts,3,4,39,2024,3,14
Rush Attempts,3,5,34,2022,3,14
Rush Attempts,3,6,31,2019,3,31
Rush Attempts,3,7,30,2020,3,19
Rush Attempts,3,8,29,2024,3,28
Rush Attempts,3,9,26,2018,3,13
Rush Attempts,3,10,25,2019,3,10
Rush Attempts,3,11,24,2017,3,31
Rush Attempts,3,12,19,2022,3,28
Points Scored,4,0,40,2024,4,21
Points Scored,4,1,37,2016,4,10
Points Scored,4,2,34,2021,4,25
Points Scored,4,3,34,2023,4,27
Points Scored,4,4,30,2024,4,18
Points Scored,4,5,27,2018,4,27
Points Scored,4,6,27,2018,4,15
Points Scored,4,7,27,2019,4,9
Points Scored,4,8,22,2016,4,0
Points Scored,4,9,20,2019,4,25
Points Scored,4,10,14,2024,4,9
Points Scored,4,11,13,2016,4,19
Points Scored,4,12,12,2014,4,15
Points Scored,4,13,10,2019,4,10
Points Scored,4,14,9,2021,4,10
Points Scored,4,15,7,2022,4,0
Points Scored,4,16,6,2023,4,7
Points Allowed,4,0,6,2023,4,27
Points Allowed,4,1,7,2019,4,25
Points Allowed,4,2,9,2018,4,27
Points Allowed,4,3,13,2024,4,18
Points Allowed,4,4,14,2019,4,9
Points Allowed,4,5,15,2021,4,25
Points Allowed,4,6,16,2023,4,7
Points Allowed,4,7,20,2024,4,9
Points Allowed,4,8,21,2016,4,0
Points Allowed,4,9,21,2024,4,21
Points Allowed,4,10,23,2016,4,10
Points Allowed,4,11,27,2019,4,10
Points Allowed,4,12,30,2016,4,19
Points Allowed,4,13,30,2018,4,15
Points Allowed,4,14,30,2022,4,0
Points Allowed,4,15,31,2021,4,10
Points Allowed,4,16,37,2014,4,15
Passing Yards,4,0,290,2023,4,27
Passing Yards,4,1,290,2024,4,21
Passing Yards,4,2,286,2024,4,9
Passing Yards,4,3,283,2014,4,15
Passing Yards,4,4,274,2018,4,15
Passing Yards,4,5,241,2021,4,25
Passing Yards,4,6,233,2019,4,10
Passing Yards,4,7,229,2019,4,9
Passing Yards,4,8,226,2022,4,0
Passing Yards,4,9,220,2019,4,25
Passing Yards,4,10,218,2016,4,10
Passing Yards,4,11,218,2024,4,18
Passing Yards,4,12,197,2016,4,19
Passing Yards,4,13,191,2023,4,7
Passing Yards,4,14,144,2016,4,0
Passing Yards,4,15,123,2018,4,27
Passing Yards,4,16,90,2021,4,10
Passing Yards Allowed,4,0,107,2016,4,0
Passing Yards Allowed,4,1,129,2014,4,15
Passing Yards Allowed,4,2,134,2022,4,0
Passing Yards Allowed,4,3,150,2023,4,7
Passing Yards Allowed,4,4,154,2023,4,27
Passing Yards Allowed,4,5,203,2021,4,25
Passing Yards Allowed,4,6,222,2024,4,21
Passing Yards Allowed,4,7,247,2019,4,25
Passing Yards Allowed,4,8,248,2024,4,18
Passing Yards Allowed,4,9,269,2016,4,19
Passing Yards Allowed,4,10,277,2019,4,10
Passing Yards Allowed,4,11,284,2019,4,9
Passing Yards Allowed,4,12,292,2021,4,10
Passing Yards Allowed,4,13,309,2016,4,10
Passing Yards Allowed,4,14,356,2018,4,15
Passing Yards Allowed,4,15,366,2018,4,27
Passing Yards Allowed,4,16,380,2024,4,9
Rushing Yards,4,0,204,2021,4,25
Rushing Yards,4,1,184,2024,4,18
Rushing Yards,4,2,146,2024,4,21
Rushing Yards,4,3,138,2023,4,27
Rushing Yards,4,4,137,2019,4,9
Rushing Yards,4,5,136,2019,4,25
Rushing Yards,4,6,132,2023,4,7
Rushing Yards,4,7,119,2018,4,15
Rushing Yards,4,8,111,2022,4,0
Rushing Yards,4,9,109,2016,4,10
Rushing Yards,4,10,108,2024,4,9
Rushing Yards,4,11,95,2014,4,15
Rushing Yards,4,12,95,2018,4,27
Rushing Yards,4,13,82,2019,4,10
Rushing Yards,4,14,82,2021,4,10
Rushing Yards,4,15,52,2016,4,0
Rushing Yards,4,16,44,2016,4,19
Rushing Yards Allowed,4,0,27,2019,4,9
Rushing Yards Allowed,4,1,42,2024,4,18
Rushing Yards Allowed,4,2,56,2018,4,27
Rushing Yards Allowed,4,3,78,2016,4,10
Rushing Yards Allowed,4,4,81,2019,4,10
Rushing Yards Allowed,4,5,89,2024,4,9
Rushing Yards Allowed,4,6,101,2023,4,27
Rushing Yards Allowed,4,7,110,2024,4,21
Rushing Yards Allowed,4,8,111,2021,4,10
Rushing Yards Allowed,4,9,113,2019,4,25
Rushing Yards Allowed,4,10,118,2016,4,19
Rushing Yards Allowed,4,11,128,2021,4,25
Rushing Yards Allowed,4,12,130,2023,4,7
Rushing Yards Allowed,4,13,142,2014,4,15
Rushing Yards Allowed,4,14,142,2018,4,15
Rushing Yards Allowed,4,15,157,2016,4,0
Rushing Yards Allowed,4,16,161,2022,4,0
Total Yards,4,0,438,2021,4,25
Total Yards,4,1,420,2023,4,27
Total Yards,4,2,420,2024,4,21
Total Yards,4,3,395,2024,4,18
Total Yards,4,4,383,2018,4,15
Total Yards,4,5,380,2024,4,9
Total Yards,4,6,366,2019,4,9
Total Yards,4,7,356,2019,4,25
Total Yards,4,8,348,2014,4,15
Total Yards,4,9,308,2016,4,10
Total Yards,4,10,298,2022,4,0
Total Yards,4,11,296,2019,4,10
Total Yards,4,12,289,2023,4,7
Total Yards,4,13,228,2016,4,19
Total Yards,4,14,205,2018,4,27
Total Yards,4,15,196,2016,4,0
Total Yards,4,16,156,2021,4,10
Total Yards Allowed,4,0,239,2016,4,0
Total Yards Allowed,4,1,240,2023,4,27
Total Yards Allowed,4,2,271,2014,4,15
Total Yards Allowed,4,3,277,2024,4,18
Total Yards Allowed,4,4,280,2023,4,7
Total Yards Allowed,4,5,291,2022,4,0
Total Yards Allowed,4,6,293,2019,4,9
Total Yards Allowed,4,7,306,2024,4,21
Total Yards Allowed,4,8,327,2021,4,25
Total Yards Allowed,4,9,337,2019,4,25
Total Yards Allowed,4,10,347,2016,4,19
Total Yards Allowed,4,11,353,2019,4,10
Total Yards Allowed,4,12,380,2016,4,10
Total Yards Allowed,4,13,395,2018,4,27
Total Yards Allowed,4,14,397,2021,4,10
Total Yards Allowed,4,15,452,2024,4,9
Total Yards Allowed,4,16,492,2018,4,15
Pass Attempts,4,0,46,2019,4,10
Pass Attempts,4,1,45,2022,4,0
Pass Attempts,4,2,44,2014,4,15
Pass Attempts,4,3,44,2024,4,9
Pass Attempts,4,4,41,2016,4,19
Pass Attempts,4,5,37,2018,4,15
Pass Attempts,4,6,35,2019,4,9
Pass Attempts,4,7,32,2024,4,21
Pass Attempts,4,8,31,2016,4,10
Pass Attempts,4,9,27,2021,4,10
Pass Attempts,4,10,26,2016,4,0
Pass Attempts,4,11,26,2018,4,27
Pass Attempts,4,12,26,2023,4,7
Pass Attempts,4,13,24,2021,4,25
Pass Attempts,4,14,24,2023,4,27
Pass Attempts,4,15,22,2024,4,18
Pass Attempts,4,16,19,2019,4,25
Rush Attempts,4,0,41,2024,4,18
Rush Attempts,4,1,39,2019,4,25
Rush Attempts,4,2,38,2019,4,9
Rush Attempts,4,3,38,2023,4,27
Rush Attempts,4,4,35,2024,4,21
Rush Attempts,4,5,34,2021,4,25
Rush Attempts,4,6,32,2018,4,15
Rush Attempts,4,7,32,2023,4,7
Rush Attempts,4,8,28,2016,4,10
Rush Attempts,4,9,28,2018,4,27
Rush Attempts,4,10,26,2016,4,0
Rush Attempts,4,11,23,2014,4,15
Rush Attempts,4,12,22,2021,4,10
Rush Attempts,4,13,22,2024,4,9
Rush Attempts,4,14,19,2016,4,19
Rush Attempts,4,15,19,2022,4,0
Rush Attempts,4,16,18,2019,4,10
Points Scored,6,0,27,2017,6,8
Points Scored,6,1,24,2014,6,19
Points Scored,6,2,24,2019,6,16
Points Scored,6,3,21,2015,6,28
Points Scored,6,4,16,2014,6,22
Points Scored,6,5,13,2017,6,19
Points Scored,6,6,6,2019,6,3
Points Allowed,6,0,12,2014,6,22
Points Allowed,6,1,20,2019,6,3
Points Allowed,6,2,21,2019,6,16
Points Allowed,6,3,23,2017,6,19
Points Allowed,6,4,24,2017,6,8
Points Allowed,6,5,26,2015,6,28
Points Allowed,6,6,34,2014,6,19
Passing Yards,6,0,374,2014,6,19
Passing Yards,6,1,322,2017,6,8
Passing Yards,6,2,256,2014,6,22
Passing Yards,6,3,251,2015,6,28
Passing Yards,6,4,233,2019,6,16
Passing Yards,6,5,215,2017,6,19
Passing Yards,6,6,197,2019,6,3
Passing Yards Allowed,6,0,174,2019,6,16
Passing Yards Allowed,6,1,180,2019,6,3
Passing Yards Allowed,6,2,182,2015,6,28
Passing Yards Allowed,6,3,185,2014,6,22
Passing Yards Allowed,6,4,247,2017,6,19
Passing Yards Allowed,6,5,304,2014,6,19
Passing Yards Allowed,6,6,341,2017,6,8
Rushing Yards,6,0,163,2019,6,16
Rushing Yards,6,1,150,2014,6,22
Rushing Yards,6,2,119,2014,6,19
Rushing Yards,6,3,113,2015,6,28
Rushing Yards,6,4,87,2017,6,8
Rushing Yards,6,5,80,2017,6,19
Rushing Yards,6,6,60,2019,6,3
Rushing Yards Allowed,6,0,78,2014,6,22
Rushing Yards Allowed,6,1,87,2014,6,19
Rushing Yards Allowed,6,2,106,2015,6,28
Rushing Yards Allowed,6,3,125,2017,6,19
Rushing Yards Allowed,6,4,134,2019,6,16
Rushing Yards Allowed,6,5,135,2017,6,8
Rushing Yards Allowed,6,6,209,2019,6,3
Total Yards,6,0,461,2014,6,19
Total Yards,6,1,406,2014,6,22
Total Yards,6,2,389,2017,6,8
Total Yards,6,3,381,2019,6,16
Total Yards,6,4,356,2015,6,28
Total Yards,6,5,273,2017,6,19
Total Yards,6,6,239,2019,6,3
Total Yards Allowed,6,0,263,2014,6,22
Total Yards Allowed,6,1,271,2019,6,16
Total Yards Allowed,6,2,277,2015,6,28
Total Yards Allowed,6,3,345,2017,6,19
Total Yards Allowed,6,4,386,2014,6,19
Total Yards Allowed,6,5,389,2019,6,3
Total Yards Allowed,6,6,453,2017,6,8
Pass Attempts,6,0,52,2017,6,8
Pass Attempts,6,1,45,2014,6,19
Pass Attempts,6,2,41,2019,6,16
Pass Attempts,6,3,39,2015,6,28
Pass Attempts,6,4,35,2019,6,3
Pass Attempts,6,5,32,2017,6,19
Pass Attempts,6,6,27,2014,6,22
Rush Attempts,6,0,32,2014,6,22
Rush Attempts,6,1,27,2015,6,28
Rush Attempts,6,2,26,2017,6,8
Rush Attempts,6,3,23,2017,6,19
Rush Attempts,6,4,20,2014,6,19
Rush Attempts,6,5,20,2019,6,16
Rush Attempts,6,6,17,2019,6,3
Points Scored,7,0,34,2023,7,31
Points Scored,7,1,27,2023,7,29
Points Scored,7,2,26,2021,7,9
Points Scored,7,3,16,2023,7,4
Points Scored,7,4,13,2014,7,25
Points Allowed,7,0,6,2023,7,4
Points Allowed,7,1,20,2014,7,25
Points Allowed,7,2,24,2023,7,29
Points Allowed,7,3,27,2021,7,9
Points Allowed,7,4,33,2023,7,31
Passing Yards,7,0,332,2023,7,29
Passing Yards,7,1,295,2023,7,31
Passing Yards,7,2,276,2021,7,9
Passing Yards,7,3,248,2014,7,25
Passing Yards,7,4,150,2023,7,4
Passing Yards Allowed,7,0,191,2023,7,4
Passing Yards Allowed,7,1,216,2021,7,9
Passing Yards Allowed,7,2,259,2023,7,29
Passing Yards Allowed,7,3,261,2014,7,25
Passing Yards Allowed,7,4,303,2023,7,31
Rushing Yards,7,0,130,2023,7,4
Rushing Yards,7,1,111,2023,7,31
Rushing Yards,7,2,105,2014,7,25
Rushing Yards,7,3,100,2023,7,29
Rushing Yards,7,4,80,2021,7,9
Rushing Yards Allowed,7,0,60,2014,7,25
Rushing Yards Allowed,7,1,132,2023,7,4
Rushing Yards Allowed,7,2,139,2023,7,29
Rushing Yards Allowed,7,3,142,2021,7,9
Rushing Yards Allowed,7,4,169,2023,7,31
Total Yards,7,0,419,2023,7,29
Total Yards,7,1,387,2023,7,31
Total Yards,7,2,346,2021,7,9
Total Yards,7,3,313,2014,7,25
Total Yards,7,4,280,2023,7,4
Total Yards Allowed,7,0,289,2023,7,4
Total Yards Allowed,7,1,307,2014,7,25
Total Yards Allowed,7,2,358,2021,7,9
Total Yards Allowed,7,3,389,2023,7,29
Total Yards Allowed,7,4,459,2023,7,31
Pass Attempts,7,0,41,2021,7,9
Pass Attempts,7,1,39,2023,7,29
Pass Attempts,7,2,35,2014,7,25
Pass Attempts,7,3,26,2023,7,31
Pass Attempts,7,4,22,2023,7,4
Rush Attempts,7,0,39,2023,7,4
Rush Attempts,7,1,31,2014,7,25
Rush Attempts,7,2,26,2023,7,31
Rush Attempts,7,3,22,2021,7,9
Rush Attempts,7,4,22,2023,7,29
Points Scored,8,0,28,2023,8,23
Points Scored,8,1,24,2017,8,6
Points Scored,8,2,24,2023,8,30
Points Scored,8,3,24,2024,8,14
Points Scored,8,4,9,2021,8,23
Points Allowed,8,0,17,2023,8,30
Points Allowed,8,1,23,2021,8,23
Points Allowed,8,2,27,2017,8,6
Points Allowed,8,3,27,2024,8,14
Points Allowed,8,4,33,2023,8,23
Passing Yards,8,0,341,2017,8,6
Passing Yards,8,1,233,2023,8,23
Passing Yards,8,2,212,2021,8,23
Passing Yards,8,3,179,2024,8,14
Passing Yards,8,4,176,2023,8,30
Passing Yards Allowed,8,0,111,2021,8,23
Passing Yards Allowed,8,1,219,2023,8,23
Passing Yards Allowed,8,2,322,2017,8,6
Passing Yards Allowed,8,3,337,2023,8,30
Passing Yards Allowed,8,4,527,2024,8,14
Rushing Yards,8,0,135,2017,8,6
Rushing Yards,8,1,77,2023,8,23
Rushing Yards,8,2,73,2024,8,14
Rushing Yards,8,3,34,2023,8,30
Rushing Yards,8,4,14,2021,8,23
Rushing Yards Allowed,8,0,54,2024,8,14
Rushing Yards Allowed,8,1,69,2023,8,30
Rushing Yards Allowed,8,2,87,2017,8,6
Rushing Yards Allowed,8,3,110,2023,8,23
Rushing Yards Allowed,8,4,252,2021,8,23
Total Yards,8,0,453,2017,8,6
Total Yards,8,1,309,2023,8,23
Total Yards,8,2,219,2024,8,14
Total Yards,8,3,184,2021,8,23
