Category,Team/All_Teams,Place,Record,Year,Team,Opponent
Rushing Yards Allowed,10,0,46,2017,10,1
Rushing Yards Allowed,10,1,62,2016,10,18
Rushing Yards Allowed,10,2,73,2015,10,25
Rushing Yards Allowed,10,3,109,2016,10,4
Rushing Yards Allowed,10,4,117,2015,10,26
Rushing Yards Allowed,10,5,127,2015,10,20
Rushing Yards Allowed,10,6,187,2017,10,0
Total Yards,10,0,441,2016,10,18
Total Yards,10,1,413,2017,10,1
Total Yards,10,2,401,2015,10,26
Total Yards,10,3,380,2016,10,4
Total Yards,10,4,375,2017,10,0
Total Yards,10,5,335,2015,10,20
Total Yards,10,6,282,2015,10,25
Total Yards Allowed,10,0,244,2017,10,1
Total Yards Allowed,10,1,284,2015,10,26
Total Yards Allowed,10,2,308,2016,10,4
Total Yards Allowed,10,3,310,2015,10,20
Total Yards Allowed,10,4,422,2015,10,25
Total Yards Allowed,10,5,428,2017,10,0
Total Yards Allowed,10,6,437,2016,10,18
Pass Attempts,10,0,51,2016,10,4
Pass Attempts,10,1,49,2015,10,20
Pass Attempts,10,2,43,2015,10,26
Pass Attempts,10,3,43,2017,10,0
Pass Attempts,10,4,38,2017,10,1
Pass Attempts,10,5,37,2016,10,18
Pass Attempts,10,6,29,2015,10,25
Rush Attempts,10,0,38,2016,10,18
Rush Attempts,10,1,35,2017,10,1
Rush Attempts,10,2,33,2015,10,26
Rush Attempts,10,3,32,2015,10,25
Rush Attempts,10,4,25,2017,10,0
Rush Attempts,10,5,24,2016,10,4
Rush Attempts,10,6,14,2015,10,20
Points Scored,12,0,19,2018,12,28
Points Scored,12,1,6,2018,12,3
Points Allowed,12,0,10,2018,12,28
Points Allowed,12,1,38,2018,12,3
Passing Yards,12,0,279,2018,12,28
Passing Yards,12,1,179,2018,12,3
Passing Yards Allowed,12,0,150,2018,12,28
Passing Yards Allowed,12,1,217,2018,12,3
Rushing Yards,12,0,60,2018,12,28
Rushing Yards,12,1,42,2018,12,3
Rushing Yards Allowed,12,0,122,2018,12,28
Rushing Yards Allowed,12,1,255,2018,12,3
Total Yards,12,0,330,2018,12,28
Total Yards,12,1,215,2018,12,3
Total Yards Allowed,12,0,242,2018,12,28
Total Yards Allowed,12,1,468,2018,12,3
Pass Attempts,12,0,41,2018,12,28
Pass Attempts,12,1,31,2018,12,3
Rush Attempts,12,0,24,2018,12,28
Rush Attempts,12,1,18,2018,12,3
Points Scored,13,0,38,2018,13,16
Points Scored,13,1,22,2016,13,31
Points Scored,13,2,21,2018,13,3
Points Scored,13,3,17,2018,13,15
Points Scored,13,4,7,2016,13,19
Points Allowed,13,0,3,2016,13,31
Points Allowed,13,1,7,2018,13,16
Points Allowed,13,2,13,2018,13,3
Points Allowed,13,3,27,2016,13,19
Points Allowed,13,4,30,2018,13,15
Passing Yards,13,0,364,2018,13,15
Passing Yards,13,1,296,2018,13,16
Passing Yards,13,2,279,2018,13,3
Passing Yards,13,3,198,2016,13,31
Passing Yards,13,4,158,2016,13,19
Passing Yards Allowed,13,0,138,2018,13,16
Passing Yards Allowed,13,1,198,2016,13,31
Passing Yards Allowed,13,2,201,2018,13,3
Passing Yards Allowed,13,3,209,2016,13,19
Passing Yards Allowed,13,4,266,2018,13,15
Rushing Yards,13,0,133,2018,13,3
Rushing Yards,13,1,102,2018,13,16
Rushing Yards,13,2,72,2016,13,31
Rushing Yards,13,3,72,2018,13,15
Rushing Yards,13,4,52,2016,13,19
Rushing Yards Allowed,13,0,33,2016,13,31
Rushing Yards Allowed,13,1,88,2018,13,15
Rushing Yards Allowed,13,2,100,2016,13,19
Rushing Yards Allowed,13,3,105,2018,13,16
Rushing Yards Allowed,13,4,112,2018,13,3
Total Yards,13,0,421,2018,13,15
Total Yards,13,1,412,2018,13,3
Total Yards,13,2,398,2018,13,16
Total Yards,13,3,259,2016,13,31
Total Yards,13,4,205,2016,13,19
Total Yards Allowed,13,0,202,2018,13,16
Total Yards Allowed,13,1,207,2016,13,31
Total Yards Allowed,13,2,286,2016,13,19
Total Yards Allowed,13,3,287,2018,13,3
Total Yards Allowed,13,4,353,2018,13,15
Pass Attempts,13,0,60,2018,13,15
Pass Attempts,13,1,39,2016,13,19
Pass Attempts,13,2,34,2018,13,16
Pass Attempts,13,3,33,2016,13,31
Pass Attempts,13,4,29,2018,13,3
Rush Attempts,13,0,35,2018,13,3
Rush Attempts,13,1,31,2018,13,16
Rush Attempts,13,2,28,2016,13,31
Rush Attempts,13,3,17,2016,13,19
Rush Attempts,13,4,17,2018,13,15
Points Scored,14,0,13,2015,14,20
Points Allowed,14,0,17,2015,14,20
Passing Yards,14,0,303,2015,14,20
Passing Yards Allowed,14,0,302,2015,14,20
Rushing Yards,14,0,44,2015,14,20
Rushing Yards Allowed,14,0,109,2015,14,20
Total Yards,14,0,337,2015,14,20
Total Yards Allowed,14,0,394,2015,14,20
Pass Attempts,14,0,43,2015,14,20
Rush Attempts,14,0,21,2015,14,20
Points Scored,15,0,45,2018,15,18
Points Scored,15,1,37,2014,15,4
Points Scored,15,2,30,2018,15,4
Points Scored,15,3,30,2018,15,13
Points Scored,15,4,28,2018,15,0
Points Scored,15,5,14,2014,15,27
Points Allowed,15,0,12,2014,15,4
Points Allowed,15,1,14,2018,15,0
Points Allowed,15,2,17,2018,15,13
Points Allowed,15,3,21,2014,15,27
Points Allowed,15,4,27,2018,15,4
Points Allowed,15,5,40,2018,15,18
Passing Yards,15,0,356,2018,15,4
Passing Yards,15,1,272,2018,15,0
Passing Yards,15,2,269,2014,15,27
Passing Yards,15,3,266,2018,15,13
Passing Yards,15,4,207,2018,15,18
Passing Yards,15,5,129,2014,15,4
Passing Yards Allowed,15,0,228,2014,15,27
Passing Yards Allowed,15,1,228,2018,15,0
Passing Yards Allowed,15,2,274,2018,15,4
Passing Yards Allowed,15,3,283,2014,15,4
Passing Yards Allowed,15,4,364,2018,15,13
Passing Yards Allowed,15,5,465,2018,15,18
Rushing Yards,15,0,173,2018,15,18
Rushing Yards,15,1,142,2014,15,4
Rushing Yards,15,2,142,2018,15,4
Rushing Yards,15,3,105,2018,15,0
Rushing Yards,15,4,88,2018,15,13
Rushing Yards,15,5,64,2014,15,27
Rushing Yards Allowed,15,0,72,2018,15,13
Rushing Yards Allowed,15,1,79,2018,15,0
Rushing Yards Allowed,15,2,95,2014,15,4
Rushing Yards Allowed,15,3,119,2018,15,4
Rushing Yards Allowed,15,4,122,2018,15,18
Rushing Yards Allowed,15,5,187,2014,15,27
Total Yards,15,0,492,2018,15,4
Total Yards,15,1,370,2018,15,18
Total Yards,15,2,354,2018,15,0
Total Yards,15,3,353,2018,15,13
Total Yards,15,4,303,2014,15,27
Total Yards,15,5,271,2014,15,4
Total Yards Allowed,15,0,288,2018,15,0
Total Yards Allowed,15,1,348,2014,15,4
Total Yards Allowed,15,2,383,2018,15,4
Total Yards Allowed,15,3,395,2014,15,27
Total Yards Allowed,15,4,421,2018,15,13
Total Yards Allowed,15,5,574,2018,15,18
Pass Attempts,15,0,41,2018,15,4
Pass Attempts,15,1,36,2014,15,27
Pass Attempts,15,2,32,2018,15,0
Pass Attempts,15,3,30,2018,15,13
Pass Attempts,15,4,26,2018,15,18
Pass Attempts,15,5,20,2014,15,4
Rush Attempts,15,0,37,2018,15,4
Rush Attempts,15,1,33,2014,15,4
Rush Attempts,15,2,32,2018,15,18
Rush Attempts,15,3,32,2018,15,13
Rush Attempts,15,4,30,2018,15,0
Rush Attempts,15,5,22,2014,15,27
Points Scored,16,0,27,2018,16,22
Points Scored,16,1,7,2018,16,13
Points Allowed,16,0,20,2018,16,22
Points Allowed,16,1,38,2018,16,13
Passing Yards,16,0,258,2018,16,22
Passing Yards,16,1,138,2018,16,13
Passing Yards Allowed,16,0,296,2018,16,13
Passing Yards Allowed,16,1,315,2018,16,22
Rushing Yards,16,0,184,2018,16,22
Rushing Yards,16,1,105,2018,16,13
Rushing Yards Allowed,16,0,57,2018,16,22
Rushing Yards Allowed,16,1,102,2018,16,13
Total Yards,16,0,424,2018,16,22
Total Yards,16,1,202,2018,16,13
Total Yards Allowed,16,0,351,2018,16,22
Total Yards Allowed,16,1,398,2018,16,13
Pass Attempts,16,0,26,2018,16,22
Pass Attempts,16,1,26,2018,16,13
Rush Attempts,16,0,36,2018,16,22
Rush Attempts,16,1,29,2018,16,13
Points Scored,18,0,40,2018,18,15
Points Scored,18,1,37,2015,18,29
Points Scored,18,2,31,2016,18,9
Points Scored,18,3,27,2016,18,10
Points Scored,18,4,20,2015,18,25
Points Allowed,18,0,18,2016,18,9
Points Allowed,18,1,30,2016,18,10
Points Allowed,18,2,33,2015,18,25
Points Allowed,18,3,34,2015,18,29
Points Allowed,18,4,45,2018,18,15
Passing Yards,18,0,465,2018,18,15
Passing Yards,18,1,389,2016,18,10
Passing Yards,18,2,380,2015,18,29
Passing Yards,18,3,302,2016,18,9
Passing Yards,18,4,301,2015,18,25
Passing Yards Allowed,18,0,207,2018,18,15
Passing Yards Allowed,18,1,239,2016,18,10
Passing Yards Allowed,18,2,264,2015,18,25
Passing Yards Allowed,18,3,279,2015,18,29
Passing Yards Allowed,18,4,348,2016,18,9
Rushing Yards,18,0,122,2018,18,15
Rushing Yards,18,1,119,2015,18,29
Rushing Yards,18,2,78,2016,18,9
Rushing Yards,18,3,62,2016,18,10
Rushing Yards,18,4,50,2015,18,25
Rushing Yards Allowed,18,0,99,2016,18,9
Rushing Yards Allowed,18,1,163,2015,18,29
Rushing Yards Allowed,18,2,173,2018,18,15
Rushing Yards Allowed,18,3,205,2015,18,25
Rushing Yards Allowed,18,4,207,2016,18,10
Total Yards,18,0,574,2018,18,15
Total Yards,18,1,499,2015,18,29
Total Yards,18,2,437,2016,18,10
Total Yards,18,3,374,2016,18,9
Total Yards,18,4,335,2015,18,25
Total Yards Allowed,18,0,370,2018,18,15
Total Yards Allowed,18,1,423,2016,18,9
Total Yards Allowed,18,2,432,2015,18,29
Total Yards Allowed,18,3,441,2016,18,10
Total Yards Allowed,18,4,469,2015,18,25
Pass Attempts,18,0,44,2015,18,25
Pass Attempts,18,1,42,2015,18,29
Pass Attempts,18,2,41,2016,18,10
Pass Attempts,18,3,40,2018,18,15
Pass Attempts,18,4,34,2016,18,9
Rush Attempts,18,0,30,2016,18,9
Rush Attempts,18,1,27,2015,18,29
Rush Attempts,18,2,22,2018,18,15
Rush Attempts,18,3,19,2015,18,25
Rush Attempts,18,4,18,2016,18,10
Points Scored,19,0,41,2015,19,28
Points Scored,19,1,35,2014,19,29
Points Scored,19,2,34,2014,19,6
Points Scored,19,3,31,2017,19,31
Points Scored,19,4,31,2017,19,0
Points Scored,19,5,30,2015,19,20
Points Scored,19,6,30,2016,19,4
Points Scored,19,7,27,2016,19,13
Points Scored,19,8,26,2014,19,31
Points Scored,19,9,23,2017,19,6
Points Scored,19,10,16,2016,19,20
Points Allowed,19,0,3,2016,19,20
Points Allowed,19,1,7,2016,19,13
Points Allowed,19,2,10,2015,19,28
Points Allowed,19,3,13,2014,19,31
Points Allowed,19,4,13,2016,19,4
Points Allowed,19,5,13,2017,19,6
Points Allowed,19,6,24,2014,19,6
Points Allowed,19,7,24,2014,19,29
Points Allowed,19,8,27,2017,19,0
Points Allowed,19,9,30,2017,19,31
Points Allowed,19,10,38,2015,19,20
Passing Yards,19,0,366,2015,19,28
Passing Yards,19,1,340,2014,19,31
Passing Yards,19,2,339,2015,19,20
Passing Yards,19,3,304,2014,19,6
Passing Yards,19,4,286,2017,19,0
Passing Yards,19,5,269,2016,19,4
Passing Yards,19,6,247,2017,19,6
Passing Yards,19,7,233,2017,19,31
Passing Yards,19,8,209,2016,19,13
Passing Yards,19,9,206,2014,19,29
Passing Yards,19,10,200,2016,19,20
Passing Yards Allowed,19,0,63,2015,19,28
Passing Yards Allowed,19,1,149,2014,19,31
Passing Yards Allowed,19,2,158,2016,19,13
Passing Yards Allowed,19,3,192,2014,19,29
Passing Yards Allowed,19,4,197,2016,19,4
Passing Yards Allowed,19,5,204,2015,19,20
Passing Yards Allowed,19,6,215,2017,19,6
Passing Yards Allowed,19,7,219,2016,19,20
Passing Yards Allowed,19,8,252,2017,19,0
Passing Yards Allowed,19,9,288,2017,19,31
Passing Yards Allowed,19,10,374,2014,19,6
Rushing Yards,19,0,192,2017,19,31
Rushing Yards,19,1,168,2014,19,29
Rushing Yards,19,2,163,2014,19,31
Rushing Yards,19,3,152,2016,19,20
Rushing Yards,19,4,125,2017,19,6
Rushing Yards,19,5,125,2017,19,0
Rushing Yards,19,6,118,2016,19,4
Rushing Yards,19,7,104,2015,19,28
Rushing Yards,19,8,103,2015,19,20
Rushing Yards,19,9,100,2016,19,13
Rushing Yards,19,10,87,2014,19,6
Rushing Yards Allowed,19,0,22,2014,19,31
Rushing Yards Allowed,19,1,44,2016,19,4
Rushing Yards Allowed,19,2,52,2016,19,13
Rushing Yards Allowed,19,3,80,2017,19,6
Rushing Yards Allowed,19,4,87,2015,19,28
Rushing Yards Allowed,19,5,91,2016,19,20
Rushing Yards Allowed,19,6,117,2017,19,31
Rushing Yards Allowed,19,7,118,2014,19,29
Rushing Yards Allowed,19,8,119,2014,19,6
