Category,Team/All_Teams,Place,Player,Record,Team,Year
Receiving Yards,0,14,1864,509,0,2017
Receiving Yards,0,15,842,487,0,2016
Receiving Yards,0,16,1864,462,0,2015
Receiving Yards,0,17,1864,442,0,2014
Receiving Yards,0,18,557,371,0,2017
Receiving Yards,0,19,1288,348,0,2016
Receiving Yards,0,20,1836,318,0,2018
Receiving Yards,0,21,1288,305,0,2015
Receiving Yards,0,22,1836,300,0,2017
Receiving Yards,0,23,1836,293,0,2014
Receiving Yards,0,24,1836,263,0,2016
Receiving Yards,0,25,4255,262,0,2016
Receiving Yards,0,26,4232,253,0,2018
Receiving Yards,0,27,2589,248,0,2014
Receiving Yards,0,28,1836,236,0,2015
Receiving Yards,0,29,1675,226,0,2017
Receiving Yards,0,30,4255,223,0,2018
Receiving Yards,0,31,2566,210,0,2015
Receiving Yards,0,32,1365,208,0,2014
Receiving Yards,0,33,5016,196,0,2018
Receiving Yards,0,34,1675,186,0,2016
Receiving Yards,0,35,2634,153,0,2016
Receiving Yards,0,36,831,129,0,2014
Receiving Yards,0,37,1365,112,0,2015
Receiving Yards,0,38,1093,111,0,2017
Receiving Yards,0,39,2012,66,0,2014
Receiving Yards,0,40,5897,65,0,2018
Receiving Yards,0,41,3272,64,0,2015
Receiving Yards,0,42,5016,64,0,2017
Receiving Yards,0,43,369,54,0,2014
Receiving Yards,0,44,4980,52,0,2017
Receiving Yards,0,45,1464,38,0,2014
Receiving Yards,0,46,3358,35,0,2018
Receiving Yards,0,47,2512,31,0,2016
Receiving Yards,0,48,2512,29,0,2018
Receiving Yards,0,49,1371,26,0,2014
Receiving Yards,0,50,2423,20,0,2017
Receiving Yards,0,51,2423,18,0,2018
Receiving Yards,0,52,1951,17,0,2016
Receiving Yards,0,53,5928,17,0,2018
Receiving Yards,0,54,3410,12,0,2015
Receiving Yards,0,55,5741,6,0,2018
Receiving Yards,0,56,4891,5,0,2017
Receiving Yards,0,57,4071,3,0,2016
Yards per Reception,0,0,260,1684,0,2017
Yards per Reception,0,1,4255,1470,0,2017
Yards per Reception,0,2,842,1323,0,2018
Yards per Reception,0,3,1546,1242,0,2014
Yards per Reception,0,4,842,1203,0,2014
Yards per Reception,0,5,883,1188,0,2015
Yards per Reception,0,6,842,1188,0,2017
Yards per Reception,0,7,842,1171,0,2015
Yards per Reception,0,8,1819,1161,0,2016
Yards per Reception,0,9,842,1160,0,2016
Yards per Reception,0,10,1546,1104,0,2015
Yards per Reception,0,11,1771,1051,0,2014
Yards per Reception,0,12,452,1049,0,2018
Yards per Reception,0,13,557,1031,0,2017
Yards per Reception,0,14,1864,909,0,2017
Yards per Reception,0,15,1864,856,0,2015
Yards per Reception,0,16,1864,837,0,2018
Yards per Reception,0,17,1836,771,0,2014
Yards per Reception,0,18,1864,762,0,2014
Yards per Reception,0,19,1864,749,0,2016
Yards per Reception,0,20,1836,731,0,2016
Yards per Reception,0,21,1836,707,0,2018
Yards per Reception,0,22,1836,656,0,2015
Receiving Touchdowns,0,0,4255,8,0,2017
Receiving Touchdowns,0,1,1546,6,0,2014
Receiving Touchdowns,0,2,1864,5,0,2015
Receiving Touchdowns,0,3,842,5,0,2017
Receiving Touchdowns,0,4,1546,4,0,2015
Receiving Touchdowns,0,5,1864,4,0,2016
Receiving Touchdowns,0,6,260,4,0,2017
Receiving Touchdowns,0,7,1836,4,0,2017
Receiving Touchdowns,0,8,1864,4,0,2017
Receiving Touchdowns,0,9,452,4,0,2018
Receiving Touchdowns,0,10,883,3,0,2015
Receiving Touchdowns,0,11,1836,3,0,2016
Receiving Touchdowns,0,12,557,3,0,2017
Receiving Touchdowns,0,13,842,3,0,2018
Receiving Touchdowns,0,14,1836,3,0,2018
Receiving Touchdowns,0,15,1771,2,0,2014
Receiving Touchdowns,0,16,1836,2,0,2014
Receiving Touchdowns,0,17,1864,2,0,2014
Receiving Touchdowns,0,18,842,2,0,2015
Receiving Touchdowns,0,19,1836,2,0,2015
Receiving Touchdowns,0,20,842,2,0,2016
Receiving Touchdowns,0,21,1675,2,0,2016
Receiving Touchdowns,0,22,1819,2,0,2016
Receiving Touchdowns,0,23,1675,2,0,2017
Receiving Touchdowns,0,24,1864,2,0,2018
Receiving Touchdowns,0,25,4232,2,0,2018
Receiving Touchdowns,0,26,1365,1,0,2014
Receiving Touchdowns,0,27,1288,1,0,2015
Receiving Touchdowns,0,28,2566,1,0,2015
Receiving Touchdowns,0,29,1288,1,0,2016
Receiving Touchdowns,0,30,1951,1,0,2016
Receiving Touchdowns,0,31,2634,1,0,2016
Receiving Touchdowns,0,32,4255,1,0,2016
Receiving Touchdowns,0,33,2512,1,0,2018
Receiving Touchdowns,0,34,5016,1,0,2018
Targeted Passes,0,0,1546,133,0,2014
Targeted Passes,0,1,452,105,0,2018
Targeted Passes,0,2,842,103,0,2014
Targeted Passes,0,3,842,98,0,2018
Targeted Passes,0,4,1864,96,0,2016
Targeted Passes,0,5,842,94,0,2017
Targeted Passes,0,6,842,92,0,2016
Targeted Passes,0,7,1546,87,0,2015
Targeted Passes,0,8,1864,85,0,2018
Targeted Passes,0,9,1771,84,0,2014
Targeted Passes,0,10,1864,80,0,2014
Targeted Passes,0,11,883,79,0,2015
Targeted Passes,0,12,842,78,0,2015
Targeted Passes,0,13,1864,73,0,2015
Targeted Passes,0,14,1864,70,0,2017
Targeted Passes,0,15,1819,69,0,2016
Targeted Passes,0,16,4255,67,0,2017
Targeted Passes,0,17,260,61,0,2017
Targeted Passes,0,18,1836,55,0,2018
Targeted Passes,0,19,1836,51,0,2014
Targeted Passes,0,20,557,50,0,2017
Targeted Passes,0,21,1288,48,0,2016
Targeted Passes,0,22,1836,48,0,2016
Targeted Passes,0,23,1288,45,0,2015
Targeted Passes,0,24,1836,42,0,2015
Targeted Passes,0,25,1675,40,0,2016
Targeted Passes,0,26,1836,39,0,2017
Targeted Passes,0,27,4232,39,0,2018
Targeted Passes,0,28,2589,38,0,2014
Targeted Passes,0,29,1675,36,0,2017
Targeted Passes,0,30,2566,35,0,2015
Targeted Passes,0,31,4255,35,0,2016
Targeted Passes,0,32,4255,31,0,2018
Targeted Passes,0,33,1365,30,0,2014
Targeted Passes,0,34,2634,29,0,2016
Targeted Passes,0,35,5016,28,0,2018
Targeted Passes,0,36,1093,20,0,2017
Targeted Passes,0,37,2012,19,0,2014
Targeted Passes,0,38,3272,19,0,2015
Targeted Passes,0,39,831,13,0,2014
Targeted Passes,0,40,369,12,0,2014
Targeted Passes,0,41,1951,12,0,2016
Targeted Passes,0,42,2512,11,0,2016
Targeted Passes,0,43,2512,9,0,2018
Targeted Passes,0,44,2423,8,0,2017
Targeted Passes,0,45,5897,8,0,2018
Targeted Passes,0,46,1365,7,0,2015
Targeted Passes,0,47,3358,7,0,2018
Targeted Passes,0,48,4980,6,0,2017
Targeted Passes,0,49,5016,5,0,2017
Targeted Passes,0,50,1464,4,0,2014
Targeted Passes,0,51,4232,4,0,2016
Targeted Passes,0,52,4232,4,0,2017
Targeted Passes,0,53,2423,4,0,2018
Targeted Passes,0,54,5741,4,0,2018
Targeted Passes,0,55,5928,4,0,2018
Targeted Passes,0,56,1371,3,0,2014
Targeted Passes,0,57,3410,2,0,2015
Targeted Passes,0,58,3370,2,0,2016
Targeted Passes,0,59,4071,2,0,2016
Targeted Passes,0,60,4891,2,0,2017
Targeted Passes,0,61,831,1,0,2015
Targeted Passes,0,62,3370,1,0,2015
Passes Dropped,0,0,842,8,0,2014
Passes Dropped,0,1,452,7,0,2018
Passes Dropped,0,2,1864,6,0,2014
Passes Dropped,0,3,842,6,0,2015
Passes Dropped,0,4,842,6,0,2018
Passes Dropped,0,5,1546,5,0,2014
Passes Dropped,0,6,1771,5,0,2014
Passes Dropped,0,7,1546,5,0,2015
Passes Dropped,0,8,1288,5,0,2016
Passes Dropped,0,9,260,5,0,2017
Passes Dropped,0,10,4255,5,0,2017
Passes Dropped,0,11,1864,4,0,2015
Passes Dropped,0,12,2566,4,0,2015
Passes Dropped,0,13,842,4,0,2016
Passes Dropped,0,14,842,4,0,2017
Passes Dropped,0,15,1093,4,0,2017
Passes Dropped,0,16,4255,4,0,2018
Passes Dropped,0,17,2589,3,0,2014
Passes Dropped,0,18,4232,3,0,2018
Passes Dropped,0,19,883,2,0,2015
Passes Dropped,0,20,1675,2,0,2016
Passes Dropped,0,21,2634,2,0,2016
Passes Dropped,0,22,4255,2,0,2016
Passes Dropped,0,23,4232,2,0,2017
Passes Dropped,0,24,5016,2,0,2018
Passes Dropped,0,25,369,1,0,2014
Passes Dropped,0,26,1365,1,0,2014
Passes Dropped,0,27,1836,1,0,2014
Passes Dropped,0,28,1836,1,0,2015
Passes Dropped,0,29,3272,1,0,2015
Passes Dropped,0,30,1819,1,0,2016
Passes Dropped,0,31,1864,1,0,2016
Passes Dropped,0,32,1951,1,0,2016
Passes Dropped,0,33,3370,1,0,2016
Passes Dropped,0,34,1836,1,0,2017
Passes Dropped,0,35,1864,1,0,2017
Passes Dropped,0,36,4980,1,0,2017
Passes Dropped,0,37,1836,1,0,2018
Passes Dropped,0,38,2512,1,0,2018
Passes Dropped,0,39,5741,1,0,2018
100 Yards Receiving,0,0,1546,3,0,2014
100 Yards Receiving,0,1,842,2,0,2014
100 Yards Receiving,0,2,452,2,0,2018
100 Yards Receiving,0,3,1546,1,0,2015
100 Yards Receiving,0,4,260,1,0,2017
100 Yards Receiving,0,5,842,1,0,2017
100 Yards Receiving,0,6,1836,1,0,2017
100 Yards Receiving,0,7,4255,1,0,2017
100 Yards Receiving,0,8,842,1,0,2018
Interceptions,0,0,1073,6,0,2015
Interceptions,0,1,587,6,0,2016
Interceptions,0,2,587,5,0,2018
Interceptions,0,3,587,4,0,2014
Interceptions,0,4,587,4,0,2015
Interceptions,0,5,1073,4,0,2018
Interceptions,0,6,6489,4,0,2018
Interceptions,0,7,1073,3,0,2014
Interceptions,0,8,1073,3,0,2016
Interceptions,0,9,1333,3,0,2016
Interceptions,0,10,389,3,0,2017
Interceptions,0,11,955,3,0,2017
Interceptions,0,12,794,2,0,2014
Interceptions,0,13,995,2,0,2014
Interceptions,0,14,794,2,0,2015
Interceptions,0,15,1729,2,0,2015
Interceptions,0,16,307,2,0,2017
Interceptions,0,17,455,2,0,2017
Interceptions,0,18,1073,2,0,2017
Interceptions,0,19,1040,2,0,2018
Interceptions,0,20,4811,2,0,2018
Interceptions,0,21,535,1,0,2014
Interceptions,0,22,722,1,0,2014
Interceptions,0,23,1091,1,0,2014
Interceptions,0,24,1386,1,0,2014
Interceptions,0,25,861,1,0,2015
Interceptions,0,26,1333,1,0,2015
Interceptions,0,27,307,1,0,2016
Interceptions,0,28,389,1,0,2016
Interceptions,0,29,2264,1,0,2016
Interceptions,0,30,587,1,0,2017
Interceptions,0,31,2972,1,0,2018
Interceptions,0,32,5439,1,0,2018
Interceptions,0,33,5487,1,0,2018
Pass Defense Percentage,0,0,587,842,0,2018
Pass Defense Percentage,0,1,587,826,0,2015
Pass Defense Percentage,0,2,1073,825,0,2014
Pass Defense Percentage,0,3,1073,823,0,2015
Pass Defense Percentage,0,4,6489,810,0,2018
Pass Defense Percentage,0,5,587,808,0,2014
Pass Defense Percentage,0,6,587,802,0,2016
Pass Defense Percentage,0,7,722,802,0,2016
Pass Defense Percentage,0,8,389,801,0,2017
Pass Defense Percentage,0,9,1386,798,0,2014
Pass Defense Percentage,0,10,4811,795,0,2018
Pass Defense Percentage,0,11,861,794,0,2015
Pass Defense Percentage,0,12,1073,789,0,2016
Pass Defense Percentage,0,13,1333,783,0,2016
Pass Defense Percentage,0,14,455,779,0,2017
Pass Defense Percentage,0,15,389,776,0,2016
Pass Defense Percentage,0,16,912,775,0,2018
Pass Defense Percentage,0,17,1073,775,0,2018
Pass Defense Percentage,0,18,722,773,0,2014
Pass Defense Percentage,0,19,1333,772,0,2014
Pass Defense Percentage,0,20,722,762,0,2015
Pass Defense Percentage,0,21,722,761,0,2017
Pass Defense Percentage,0,22,1193,760,0,2014
Pass Defense Percentage,0,23,1333,742,0,2015
Pass Defense Percentage,0,24,282,738,0,2017
Pass Defense Percentage,0,25,587,724,0,2017
Tackles,0,0,307,114,0,2016
Tackles,0,1,794,109,0,2015
Tackles,0,2,1333,104,0,2015
Tackles,0,3,794,98,0,2016
Tackles,0,4,307,97,0,2018
Tackles,0,5,1040,96,0,2018
Tackles,0,6,1333,92,0,2016
Tackles,0,7,794,91,0,2014
Tackles,0,8,4811,88,0,2018
Tackles,0,9,307,82,0,2017
Tackles,0,10,955,79,0,2017
Tackles,0,11,587,68,0,2014
Tackles,0,12,1073,68,0,2018
Tackles,0,13,587,64,0,2015
Tackles,0,14,1073,64,0,2015
Tackles,0,15,587,63,0,2017
Tackles,0,16,1729,60,0,2015
Tackles,0,17,1333,59,0,2014
Tackles,0,18,587,59,0,2018
Tackles,0,19,1073,57,0,2014
Tackles,0,20,6489,56,0,2018
Tackles,0,21,587,55,0,2016
Tackles,0,22,1386,53,0,2014
Tackles,0,23,861,53,0,2015
Tackles,0,24,389,52,0,2016
Tackles,0,25,1073,52,0,2016
Tackles,0,26,389,50,0,2017
Tackles,0,27,455,50,0,2017
Tackles,0,28,3721,50,0,2017
Tackles,0,29,995,48,0,2015
Tackles,0,30,131,46,0,2014
Tackles,0,31,995,46,0,2014
Tackles,0,32,219,46,0,2017
Tackles,0,33,2973,44,0,2016
Tackles,0,34,604,43,0,2015
Tackles,0,35,5487,43,0,2018
Tackles,0,36,722,42,0,2014
Tackles,0,37,1091,41,0,2014
Tackles,0,38,3008,40,0,2016
Tackles,0,39,912,40,0,2018
Tackles,0,40,435,39,0,2017
Tackles,0,41,1321,38,0,2015
Tackles,0,42,722,37,0,2015
Tackles,0,43,435,37,0,2016
Tackles,0,44,722,35,0,2017
Tackles,0,45,2972,35,0,2018
Tackles,0,46,1193,34,0,2014
Tackles,0,47,3721,34,0,2016
Tackles,0,48,5390,34,0,2018
Tackles,0,49,139,33,0,2014
Tackles,0,50,1225,33,0,2015
Tackles,0,51,3812,33,0,2015
Tackles,0,52,5487,33,0,2017
Tackles,0,53,435,33,0,2018
Tackles,0,54,139,32,0,2015
Tackles,0,55,1321,32,0,2017
Tackles,0,56,1834,31,0,2017
Tackles,0,57,4811,31,0,2017
Tackles,0,58,722,30,0,2016
Tackles,0,59,604,28,0,2014
Tackles,0,60,1321,28,0,2014
Tackles,0,61,1321,28,0,2018
Tackles,0,62,2909,27,0,2014
Tackles,0,63,604,27,0,2016
Tackles,0,64,1321,26,0,2016
Tackles,0,65,1394,25,0,2015
Tackles,0,66,282,24,0,2017
Tackles,0,67,3721,23,0,2018
Tackles,0,68,2264,22,0,2016
Tackles,0,69,3152,21,0,2018
Tackles,0,70,3721,20,0,2015
Tackles,0,71,791,18,0,2015
Tackles,0,72,1225,17,0,2014
Tackles,0,73,1570,17,0,2014
Tackles,0,74,5390,17,0,2017
Tackles,0,75,371,15,0,2016
Tackles,0,76,1507,14,0,2017
Tackles,0,77,6165,14,0,2018
Tackles,0,78,1333,13,0,2017
Tackles,0,79,1228,13,0,2018
Tackles,0,80,604,12,0,2018
Tackles,0,81,1430,11,0,2017
Tackles,0,82,4497,11,0,2017
Tackles,0,83,5439,10,0,2018
Tackles,0,84,1394,9,0,2014
Tackles,0,85,2236,9,0,2014
Tackles,0,86,1570,9,0,2015
Tackles,0,87,2332,9,0,2016
Tackles,0,88,1073,9,0,2017
Tackles,0,89,910,9,0,2018
Tackles,0,90,604,8,0,2017
Tackles,0,91,535,7,0,2014
Tackles,0,92,2977,7,0,2014
Tackles,0,93,1394,7,0,2016
Tackles,0,94,3156,6,0,2014
Tackles,0,95,1772,5,0,2014
Tackles,0,96,2264,4,0,2015
Tackles,0,97,842,4,0,2018
Tackles,0,98,426,3,0,2015
Tackles,0,99,842,3,0,2015
Assists,0,0,794,41,0,2016
Assists,0,1,4811,36,0,2018
Assists,0,2,307,34,0,2016
Assists,0,3,794,32,0,2014
Assists,0,4,794,32,0,2015
Assists,0,5,1333,32,0,2016
Assists,0,6,307,28,0,2017
Assists,0,7,1040,28,0,2018
Assists,0,8,389,25,0,2017
Assists,0,9,307,25,0,2018
Assists,0,10,1333,24,0,2015
Assists,0,11,861,23,0,2015
Assists,0,12,587,23,0,2018
Assists,0,13,722,20,0,2015
Assists,0,14,1073,20,0,2015
Assists,0,15,587,20,0,2016
Assists,0,16,1386,19,0,2014
Assists,0,17,1321,19,0,2015
Assists,0,18,955,19,0,2017
Assists,0,19,3721,19,0,2018
Assists,0,20,1073,18,0,2014
Assists,0,21,587,18,0,2015
Assists,0,22,3721,18,0,2017
Assists,0,23,5487,18,0,2018
Assists,0,24,6489,18,0,2018
Assists,0,25,604,17,0,2015
Assists,0,26,435,17,0,2016
Assists,0,27,131,15,0,2014
Assists,0,28,139,15,0,2015
Assists,0,29,3812,15,0,2015
Assists,0,30,389,15,0,2016
Assists,0,31,5487,15,0,2017
