Stage,Year,Player_ID/Staff_ID/Round,Transaction,Team,Position_Group/Year,Money,Years/Original_Position/Destination_City,Original_Team/Destination_Position/Misc.
Staff Draft,2018,31,hired as offensive coordinator,6,0,0,0,0
Staff Draft,2018,131,hired as offensive coordinator,26,0,0,0,0
Staff Draft,2018,98,hired as offensive coordinator,13,0,0,0,0
Staff Draft,2018,153,hired as offensive coordinator,3,0,0,0,0
Staff Draft,2018,56,hired as offensive coordinator,11,0,0,0,0
Staff Draft,2018,301,hired as offensive coordinator,21,0,0,0,0
Staff Draft,2018,102,hired as defensive coordinator,20,0,0,0,0
Staff Draft,2018,122,hired as defensive coordinator,24,0,0,0,0
Staff Draft,2018,42,hired as defensive coordinator,8,0,0,0,0
Staff Draft,2018,259,hired as defensive coordinator,12,0,0,0,0
Staff Draft,2018,18,hired as defensive coordinator,3,0,0,0,0
Staff Draft,2018,22,hired as assistant coach,5,0,0,0,0
Staff Draft,2018,215,hired as assistant coach,0,0,0,0,0
Staff Draft,2018,23,hired as assistant coach,4,0,0,0,0
Staff Draft,2018,248,hired as assistant coach,19,0,0,0,0
Staff Draft,2018,148,hired as assistant coach,29,0,0,0,0
Staff Draft,2018,133,hired as assistant coach,26,0,0,0,0
Staff Draft,2018,167,hired as assistant coach,13,0,0,0,0
Staff Draft,2018,303,hired as assistant coach,3,0,0,0,0
Staff Draft,2018,78,hired as assistant coach,15,0,0,0,0
Staff Draft,2018,326,hired as strength coordinator,2,0,0,0,0
Staff Draft,2018,180,hired as strength coordinator,24,0,0,0,0
Staff Draft,2018,332,hired as strength coordinator,11,0,0,0,0
FA Stage 1,2018,466,released,12,DE,0,0,0
FA Stage 1,2018,578,released,20,DE,0,0,0
FA Stage 1,2018,149,released,25,DE,0,0,0
FA Stage 1,2018,722,released,0,CB,0,0,0
FA Stage 1,2018,1484,released,0,T,0,0,0
FA Stage 1,2018,557,released,0,WR,0,0,0
FA Stage 1,2018,1333,released,0,S,0,0,0
FA Stage 1,2018,1041,released,0,T,0,0,0
FA Stage 1,2018,430,released,0,K,0,0,0
FA Stage 1,2018,389,released,0,S,0,0,0
FA Stage 1,2018,955,released,0,ILB,0,0,0
FA Stage 1,2018,2720,released,0,G,0,0,0
FA Stage 1,2018,2239,released,1,OLB,0,0,0
FA Stage 1,2018,1216,released,1,WR,0,0,0
FA Stage 1,2018,1090,released,1,T,0,0,0
FA Stage 1,2018,397,released,2,G,0,0,0
FA Stage 1,2018,1823,released,2,C,0,0,0
FA Stage 1,2018,292,released,3,TE,0,0,0
FA Stage 1,2018,193,released,4,S,0,0,0
FA Stage 1,2018,671,released,6,DT,0,0,0
FA Stage 1,2018,1000,released,6,ILB,0,0,0
FA Stage 1,2018,1530,released,7,G,0,0,0
FA Stage 1,2018,1604,released,7,RB,0,0,0
FA Stage 1,2018,1056,released,8,CB,0,0,0
FA Stage 1,2018,884,released,8,ILB,0,0,0
FA Stage 1,2018,781,released,8,G,0,0,0
FA Stage 1,2018,2065,released,8,T,0,0,0
FA Stage 1,2018,287,released,9,WR,0,0,0
FA Stage 1,2018,452,released,9,WR,0,0,0
FA Stage 1,2018,302,released,9,DT,0,0,0
FA Stage 1,2018,3600,released,9,T,0,0,0
FA Stage 1,2018,490,released,9,G,0,0,0
FA Stage 1,2018,703,released,9,WR,0,0,0
FA Stage 1,2018,411,released,9,TE,0,0,0
FA Stage 1,2018,1616,released,9,RB,0,0,0
FA Stage 1,2018,2302,released,9,OLB,0,0,0
FA Stage 1,2018,782,released,10,WR,0,0,0
FA Stage 1,2018,1765,released,10,CB,0,0,0
FA Stage 1,2018,1496,released,10,RB,0,0,0
FA Stage 1,2018,718,released,10,RB,0,0,0
FA Stage 1,2018,1479,released,10,TE,0,0,0
FA Stage 1,2018,1063,released,10,OLB,0,0,0
FA Stage 1,2018,1938,released,10,RB,0,0,0
FA Stage 1,2018,2688,released,10,G,0,0,0
FA Stage 1,2018,2368,released,10,QB,0,0,0
FA Stage 1,2018,1819,released,12,WR,0,0,0
FA Stage 1,2018,2788,released,12,T,0,0,0
FA Stage 1,2018,836,released,12,DE,0,0,0
FA Stage 1,2018,913,released,13,RB,0,0,0
FA Stage 1,2018,1151,released,13,WR,0,0,0
FA Stage 1,2018,870,released,13,S,0,0,0
FA Stage 1,2018,510,released,13,FB,0,0,0
FA Stage 1,2018,1517,released,14,WR,0,0,0
FA Stage 1,2018,438,released,15,DT,0,0,0
FA Stage 1,2018,1377,released,15,C,0,0,0
FA Stage 1,2018,864,released,15,G,0,0,0
FA Stage 1,2018,1854,released,15,RB,0,0,0
FA Stage 1,2018,1706,released,15,T,0,0,0
FA Stage 1,2018,1550,released,15,RB,0,0,0
FA Stage 1,2018,301,released,16,C,0,0,0
FA Stage 1,2018,661,released,16,S,0,0,0
FA Stage 1,2018,1553,released,16,G,0,0,0
FA Stage 1,2018,1318,released,16,OLB,0,0,0
FA Stage 1,2018,418,released,16,T,0,0,0
FA Stage 1,2018,1438,released,16,CB,0,0,0
FA Stage 1,2018,1744,released,16,DT,0,0,0
FA Stage 1,2018,2427,released,16,RB,0,0,0
FA Stage 1,2018,823,released,16,G,0,0,0
FA Stage 1,2018,407,released,17,OLB,0,0,0
FA Stage 1,2018,1788,released,17,RB,0,0,0
FA Stage 1,2018,360,released,17,T,0,0,0
FA Stage 1,2018,475,released,17,C,0,0,0
FA Stage 1,2018,707,released,17,CB,0,0,0
FA Stage 1,2018,709,released,17,WR,0,0,0
FA Stage 1,2018,3979,released,17,S,0,0,0
FA Stage 1,2018,720,released,17,TE,0,0,0
FA Stage 1,2018,763,released,17,G,0,0,0
FA Stage 1,2018,887,released,18,CB,0,0,0
FA Stage 1,2018,835,released,18,DE,0,0,0
FA Stage 1,2018,211,released,18,T,0,0,0
FA Stage 1,2018,1853,released,18,OLB,0,0,0
FA Stage 1,2018,704,released,18,DE,0,0,0
FA Stage 1,2018,693,released,18,S,0,0,0
FA Stage 1,2018,625,released,18,T,0,0,0
FA Stage 1,2018,618,released,18,C,0,0,0
FA Stage 1,2018,828,released,18,CB,0,0,0
FA Stage 1,2018,473,released,19,DE,0,0,0
FA Stage 1,2018,1040,released,19,ILB,0,0,0
FA Stage 1,2018,1132,released,19,C,0,0,0
FA Stage 1,2018,998,released,19,RB,0,0,0
FA Stage 1,2018,1835,released,19,S,0,0,0
FA Stage 1,2018,3307,released,19,RB,0,0,0
FA Stage 1,2018,3338,released,19,FB,0,0,0
FA Stage 1,2018,3528,released,19,G,0,0,0
FA Stage 1,2018,3660,released,19,K,0,0,0
FA Stage 1,2018,82,released,20,C,0,0,0
FA Stage 1,2018,373,released,20,S,0,0,0
FA Stage 1,2018,1406,released,20,T,0,0,0
FA Stage 1,2018,3418,released,21,WR,0,0,0
FA Stage 1,2018,459,released,21,RB,0,0,0
FA Stage 1,2018,1288,released,21,WR,0,0,0
FA Stage 1,2018,1439,released,21,FB,0,0,0
FA Stage 1,2018,2263,released,21,ILB,0,0,0
FA Stage 1,2018,1738,released,21,K,0,0,0
FA Stage 1,2018,2644,released,21,C,0,0,0
FA Stage 1,2018,336,released,21,T,0,0,0
FA Stage 1,2018,3824,released,21,OLB,0,0,0
FA Stage 1,2018,350,released,22,C,0,0,0
FA Stage 1,2018,1865,released,22,OLB,0,0,0
FA Stage 1,2018,659,released,22,CB,0,0,0
FA Stage 1,2018,899,released,23,DE,0,0,0
FA Stage 1,2018,1194,released,23,CB,0,0,0
FA Stage 1,2018,878,released,23,DE,0,0,0
FA Stage 1,2018,270,released,23,K,0,0,0
FA Stage 1,2018,1721,released,23,RB,0,0,0
FA Stage 1,2018,726,released,24,DT,0,0,0
FA Stage 1,2018,447,released,24,DT,0,0,0
FA Stage 1,2018,331,released,25,TE,0,0,0
FA Stage 1,2018,734,released,25,RB,0,0,0
FA Stage 1,2018,232,released,25,G,0,0,0
FA Stage 1,2018,804,released,25,OLB,0,0,0
FA Stage 1,2018,3944,released,25,S,0,0,0
FA Stage 1,2018,3622,released,25,P,0,0,0
FA Stage 1,2018,3794,released,25,ILB,0,0,0
FA Stage 1,2018,3424,released,25,WR,0,0,0
FA Stage 1,2018,4379,released,25,T,0,0,0
FA Stage 1,2018,1506,released,26,DT,0,0,0
FA Stage 1,2018,1220,released,26,RB,0,0,0
FA Stage 1,2018,94,released,28,QB,0,0,0
FA Stage 1,2018,151,released,29,C,0,0,0
FA Stage 1,2018,104,released,29,QB,0,0,0
FA Stage 1,2018,425,released,29,WR,0,0,0
FA Stage 1,2018,258,released,29,T,0,0,0
FA Stage 1,2018,839,released,29,T,0,0,0
FA Stage 1,2018,406,released,30,DE,0,0,0
FA Stage 1,2018,474,released,30,G,0,0,0
FA Stage 1,2018,605,released,30,WR,0,0,0
FA Stage 1,2018,1601,released,30,RB,0,0,0
FA Stage 1,2018,2756,released,30,T,0,0,0
FA Stage 1,2018,2856,released,30,DE,0,0,0
FA Stage 1,2018,3282,released,30,RB,0,0,0
FA Stage 1,2018,613,released,30,P,0,0,0
FA Stage 1,2018,1199,released,30,S,0,0,0
FA Stage 1,2018,114,released,31,C,0,0,0
FA Stage 1,2018,803,released,31,DT,0,0,0
FA Stage 1,2018,1442,released,31,WR,0,0,0
FA Stage 1,2018,3308,released,31,RB,0,0,0
FA Stage 1,2018,1569,released,31,P,0,0,0
FA Stage 1,2018,327,designated as a franchise player,2,DE,0,0,0
FA Stage 1,2018,477,designated as a franchise player,3,RB,0,0,0
FA Stage 1,2018,648,designated as a franchise player,7,QB,0,0,0
FA Stage 1,2018,593,signed a renegotiated contract,0,C,2264,3,0
FA Stage 1,2018,1515,signed a renegotiated contract,0,G,2256,3,0
FA Stage 1,2018,1864,signed a renegotiated contract,0,RB,2634,4,0
FA Stage 1,2018,1073,signed a renegotiated contract,0,CB,1949,4,0
FA Stage 1,2018,307,signed a renegotiated contract,0,OLB,2557,3,0
FA Stage 1,2018,1321,signed a renegotiated contract,0,DE,1756,3,0
FA Stage 1,2018,435,signed a renegotiated contract,0,DE,1747,3,0
FA Stage 1,2018,587,signed a renegotiated contract,0,CB,1060,3,0
FA Stage 1,2018,3721,signed a renegotiated contract,0,DT,1106,4,0
FA Stage 1,2018,1836,signed a renegotiated contract,0,FB,613,4,0
FA Stage 1,2018,1536,signed a renegotiated contract,0,QB,2574,4,0
FA Stage 1,2018,842,signed a renegotiated contract,0,WR,1314,4,0
FA Stage 1,2018,3209,signed a renegotiated contract,0,QB,172,2,0
FA Stage 1,2018,3608,signed a renegotiated contract,0,T,170,2,0
FA Stage 1,2018,493,signed a renegotiated contract,1,WR,2571,3,0
FA Stage 1,2018,3907,signed a renegotiated contract,1,CB,1872,3,0
FA Stage 1,2018,1697,signed a renegotiated contract,1,G,1040,4,0
FA Stage 1,2018,1654,signed a renegotiated contract,1,QB,2475,3,0
FA Stage 1,2018,914,signed a renegotiated contract,1,DE,1203,3,0
FA Stage 1,2018,988,signed a renegotiated contract,1,S,1092,3,0
FA Stage 1,2018,1618,signed a renegotiated contract,1,DE,1201,5,0
FA Stage 1,2018,2795,signed a renegotiated contract,1,P,304,4,0
FA Stage 1,2018,2722,signed a renegotiated contract,1,G,362,3,0
FA Stage 1,2018,294,signed a renegotiated contract,1,C,229,2,0
FA Stage 1,2018,3362,signed a renegotiated contract,1,TE,170,2,0
FA Stage 1,2018,1459,signed a renegotiated contract,2,ILB,2275,4,0
FA Stage 1,2018,3609,signed a renegotiated contract,2,T,2141,4,0
FA Stage 1,2018,3891,signed a renegotiated contract,2,CB,659,3,0
FA Stage 1,2018,3284,signed a renegotiated contract,2,RB,408,2,0
FA Stage 1,2018,1488,signed a renegotiated contract,3,QB,4631,5,0
FA Stage 1,2018,3854,signed a renegotiated contract,3,OLB,2801,5,0
FA Stage 1,2018,1804,signed a renegotiated contract,3,G,2866,4,0
FA Stage 1,2018,571,signed a renegotiated contract,3,WR,1991,3,0
FA Stage 1,2018,366,signed a renegotiated contract,3,WR,1563,3,0
FA Stage 1,2018,708,signed a renegotiated contract,3,S,1109,3,0
FA Stage 1,2018,3624,signed a renegotiated contract,3,P,489,3,0
FA Stage 1,2018,1688,signed a renegotiated contract,3,C,1464,4,0
FA Stage 1,2018,1462,signed a renegotiated contract,3,ILB,731,4,0
FA Stage 1,2018,3388,signed a renegotiated contract,3,TE,360,3,0
FA Stage 1,2018,688,signed a renegotiated contract,3,OLB,365,2,0
FA Stage 1,2018,3523,signed a renegotiated contract,3,G,174,2,0
FA Stage 1,2018,1729,signed a renegotiated contract,3,OLB,362,3,0
FA Stage 1,2018,3899,signed a renegotiated contract,3,CB,376,2,0
FA Stage 1,2018,3236,signed a renegotiated contract,3,QB,175,2,0
FA Stage 1,2018,2012,signed a renegotiated contract,3,TE,183,2,0
FA Stage 1,2018,3478,signed a renegotiated contract,3,C,170,2,0
FA Stage 1,2018,1590,signed a renegotiated contract,4,OLB,1959,4,0
FA Stage 1,2018,754,signed a renegotiated contract,4,RB,1165,3,0
FA Stage 1,2018,2176,signed a renegotiated contract,4,DT,687,3,0
FA Stage 1,2018,3218,signed a renegotiated contract,4,QB,256,3,0
FA Stage 1,2018,3423,signed a renegotiated contract,4,WR,546,3,0
FA Stage 1,2018,3787,signed a renegotiated contract,4,ILB,172,2,0
FA Stage 1,2018,765,signed a renegotiated contract,4,C,205,2,0
FA Stage 1,2018,1591,signed a renegotiated contract,6,OLB,2821,5,0
FA Stage 1,2018,1441,signed a renegotiated contract,6,QB,3359,5,0
FA Stage 1,2018,1137,signed a renegotiated contract,6,DE,1457,4,0
FA Stage 1,2018,3756,signed a renegotiated contract,6,DT,993,4,0
FA Stage 1,2018,592,signed a renegotiated contract,6,T,1182,3,0
FA Stage 1,2018,1468,signed a renegotiated contract,6,P,459,4,0
FA Stage 1,2018,1564,signed a renegotiated contract,6,S,785,3,0
FA Stage 1,2018,3541,signed a renegotiated contract,6,G,599,5,0
FA Stage 1,2018,1808,signed a renegotiated contract,6,RB,427,3,0
FA Stage 1,2018,3819,signed a renegotiated contract,6,OLB,363,3,0
FA Stage 1,2018,3431,signed a renegotiated contract,6,WR,516,3,0
FA Stage 1,2018,3250,signed a renegotiated contract,6,QB,172,3,0
FA Stage 1,2018,259,signed a renegotiated contract,7,T,1785,3,0
FA Stage 1,2018,1149,signed a renegotiated contract,7,DE,1328,4,0
FA Stage 1,2018,2929,signed a renegotiated contract,7,DT,751,3,0
FA Stage 1,2018,1905,signed a renegotiated contract,7,QB,183,2,0
FA Stage 1,2018,3844,signed a renegotiated contract,7,OLB,183,2,0
FA Stage 1,2018,3757,signed a renegotiated contract,8,DT,1380,5,0
FA Stage 1,2018,1625,signed a renegotiated contract,8,DT,1918,5,0
FA Stage 1,2018,1030,signed a renegotiated contract,8,S,1524,3,0
FA Stage 1,2018,3839,signed a renegotiated contract,8,OLB,1104,5,0
FA Stage 1,2018,1480,signed a renegotiated contract,8,QB,2699,5,0
FA Stage 1,2018,880,signed a renegotiated contract,8,WR,482,2,0
FA Stage 1,2018,2170,signed a renegotiated contract,8,DT,344,2,0
FA Stage 1,2018,2042,signed a renegotiated contract,8,WR,441,2,0
FA Stage 1,2018,1172,signed a renegotiated contract,9,DE,4265,3,0
FA Stage 1,2018,1779,signed a renegotiated contract,9,CB,1452,5,0
FA Stage 1,2018,562,signed a renegotiated contract,9,QB,5081,3,0
FA Stage 1,2018,1269,signed a renegotiated contract,9,CB,1324,3,0
FA Stage 1,2018,678,signed a renegotiated contract,9,S,1215,3,0
FA Stage 1,2018,1871,signed a renegotiated contract,9,DE,1813,5,0
FA Stage 1,2018,3617,signed a renegotiated contract,9,T,850,3,0
FA Stage 1,2018,838,signed a renegotiated contract,9,ILB,908,4,0
FA Stage 1,2018,3619,signed a renegotiated contract,9,P,423,3,0
FA Stage 1,2018,1761,signed a renegotiated contract,9,ILB,192,2,0
FA Stage 1,2018,3688,signed a renegotiated contract,9,DE,183,2,0
FA Stage 1,2018,1006,signed a renegotiated contract,10,QB,4698,5,0
FA Stage 1,2018,1645,signed a renegotiated contract,10,S,2277,5,0
FA Stage 1,2018,1423,signed a renegotiated contract,10,DT,1878,3,0
FA Stage 1,2018,1849,signed a renegotiated contract,10,CB,2430,5,0
FA Stage 1,2018,724,signed a renegotiated contract,10,T,1881,4,0
FA Stage 1,2018,1667,signed a renegotiated contract,10,OLB,2454,4,0
FA Stage 1,2018,690,signed a renegotiated contract,10,ILB,1370,3,0
FA Stage 1,2018,3467,signed a renegotiated contract,10,WR,1249,4,0
FA Stage 1,2018,1774,signed a renegotiated contract,10,S,1064,5,0
FA Stage 1,2018,3728,signed a renegotiated contract,10,DT,339,3,0
FA Stage 1,2018,948,signed a renegotiated contract,11,DE,1286,4,0
FA Stage 1,2018,1637,signed a renegotiated contract,11,RB,971,4,0
FA Stage 1,2018,1231,signed a renegotiated contract,11,K,429,3,0
FA Stage 1,2018,2071,signed a renegotiated contract,11,G,655,3,0
FA Stage 1,2018,1757,signed a renegotiated contract,11,WR,498,3,0
FA Stage 1,2018,3278,signed a renegotiated contract,11,RB,349,3,0
FA Stage 1,2018,532,signed a renegotiated contract,11,G,190,2,0
FA Stage 1,2018,3816,signed a renegotiated contract,12,OLB,2055,5,0
FA Stage 1,2018,920,signed a renegotiated contract,12,CB,1286,4,0
FA Stage 1,2018,536,signed a renegotiated contract,12,T,1137,3,0
FA Stage 1,2018,3933,signed a renegotiated contract,12,CB,700,3,0
FA Stage 1,2018,3882,signed a renegotiated contract,12,CB,395,2,0
FA Stage 1,2018,1886,signed a renegotiated contract,12,QB,179,2,0
FA Stage 1,2018,3428,signed a renegotiated contract,12,WR,495,3,0
FA Stage 1,2018,1327,signed a renegotiated contract,13,DE,2357,4,0
FA Stage 1,2018,1121,signed a renegotiated contract,13,ILB,577,3,0
FA Stage 1,2018,991,signed a renegotiated contract,13,DT,537,4,0
FA Stage 1,2018,3665,signed a renegotiated contract,13,DE,395,2,0
FA Stage 1,2018,3221,signed a renegotiated contract,13,QB,190,2,0
FA Stage 1,2018,3507,signed a renegotiated contract,13,G,867,4,0
FA Stage 1,2018,1432,signed a renegotiated contract,13,C,979,3,0
FA Stage 1,2018,4305,signed a renegotiated contract,13,C,150,2,0
FA Stage 1,2018,3634,signed a renegotiated contract,14,P,406,2,0
FA Stage 1,2018,1715,signed a renegotiated contract,14,OLB,522,3,0
FA Stage 1,2018,3525,signed a renegotiated contract,14,G,1232,5,0
FA Stage 1,2018,3692,signed a renegotiated contract,14,DE,1373,4,0
FA Stage 1,2018,1359,signed a renegotiated contract,14,S,969,2,0
FA Stage 1,2018,1700,signed a renegotiated contract,14,RB,1270,4,0
FA Stage 1,2018,1221,signed a renegotiated contract,14,QB,615,2,0
FA Stage 1,2018,4568,signed a renegotiated contract,14,DT,453,4,0
FA Stage 1,2018,3561,signed a renegotiated contract,14,T,170,2,0
FA Stage 1,2018,3506,signed a renegotiated contract,14,G,382,3,0
FA Stage 1,2018,376,signed a renegotiated contract,14,QB,233,2,0
FA Stage 1,2018,916,signed a renegotiated contract,14,TE,215,2,0
FA Stage 1,2018,177,signed a renegotiated contract,15,QB,2979,3,0
FA Stage 1,2018,1527,signed a renegotiated contract,15,DE,3282,4,0
FA Stage 1,2018,1613,signed a renegotiated contract,15,DE,1715,5,0
FA Stage 1,2018,1868,signed a renegotiated contract,15,OLB,1300,4,0
FA Stage 1,2018,3534,signed a renegotiated contract,15,G,902,5,0
FA Stage 1,2018,1766,signed a renegotiated contract,15,OLB,416,3,0
FA Stage 1,2018,1653,signed a renegotiated contract,15,QB,183,2,0
FA Stage 1,2018,3810,signed a renegotiated contract,15,ILB,183,2,0
FA Stage 1,2018,3687,signed a renegotiated contract,15,DE,170,2,0
FA Stage 1,2018,3357,signed a renegotiated contract,15,TE,299,2,0
FA Stage 1,2018,3351,signed a renegotiated contract,15,TE,172,2,0
FA Stage 1,2018,1504,signed a renegotiated contract,16,DE,7107,4,0
FA Stage 1,2018,3305,signed a renegotiated contract,16,RB,2307,3,0
FA Stage 1,2018,599,signed a renegotiated contract,16,WR,2916,3,0
FA Stage 1,2018,1794,signed a renegotiated contract,16,DT,3036,4,0
FA Stage 1,2018,1586,signed a renegotiated contract,16,WR,2304,5,0
FA Stage 1,2018,1037,signed a renegotiated contract,16,DE,2124,3,0
FA Stage 1,2018,3448,signed a renegotiated contract,16,WR,676,3,0
FA Stage 1,2018,2132,signed a renegotiated contract,16,K,229,2,0
FA Stage 1,2018,3964,signed a renegotiated contract,16,S,183,2,0
FA Stage 1,2018,2411,signed a renegotiated contract,16,RB,179,2,0
FA Stage 1,2018,772,signed a renegotiated contract,17,K,1119,5,0
FA Stage 1,2018,1127,signed a renegotiated contract,17,DE,2654,3,0
FA Stage 1,2018,1500,signed a renegotiated contract,17,DE,1653,4,0
FA Stage 1,2018,1877,signed a renegotiated contract,17,WR,2018,3,0
FA Stage 1,2018,3926,signed a renegotiated contract,17,CB,827,3,0
FA Stage 1,2018,1830,signed a renegotiated contract,17,WR,1514,4,0
FA Stage 1,2018,3267,signed a renegotiated contract,17,RB,382,3,0
FA Stage 1,2018,3974,signed a renegotiated contract,17,S,735,3,0
FA Stage 1,2018,2642,signed a renegotiated contract,17,C,179,2,0
FA Stage 1,2018,1557,signed a renegotiated contract,18,QB,6245,4,0
FA Stage 1,2018,853,signed a renegotiated contract,18,G,2264,3,0
FA Stage 1,2018,811,signed a renegotiated contract,18,WR,2776,3,0
FA Stage 1,2018,953,signed a renegotiated contract,18,TE,1902,4,0
FA Stage 1,2018,565,signed a renegotiated contract,18,G,1060,3,0
FA Stage 1,2018,997,signed a renegotiated contract,18,ILB,1264,4,0
FA Stage 1,2018,1762,signed a renegotiated contract,18,RB,2369,3,0
FA Stage 1,2018,3674,signed a renegotiated contract,18,DE,575,3,0
FA Stage 1,2018,3666,signed a renegotiated contract,18,DE,317,2,0
FA Stage 1,2018,3662,signed a renegotiated contract,18,K,448,3,0
FA Stage 1,2018,3373,signed a renegotiated contract,18,TE,368,3,0
FA Stage 1,2018,3436,signed a renegotiated contract,18,WR,190,2,0
