Category,Team/All_Teams,Place,Record,Year,Team
Rushing Yards Allowed,1,0,891,2018,1
Rushing Yards Allowed,1,1,1025,2017,1
Rushing Yards Allowed,1,2,1080,2015,1
Rushing Yards Allowed,1,3,1416,2016,1
Rushing Yards Allowed,1,4,1556,2014,1
Total Yards,1,0,3665,2017,1
Total Yards,1,1,3510,2018,1
Total Yards,1,2,3203,2015,1
Total Yards,1,3,3128,2016,1
Total Yards,1,4,2978,2014,1
Total Yards Allowed,1,0,3281,2018,1
Total Yards Allowed,1,1,3353,2015,1
Total Yards Allowed,1,2,3460,2017,1
Total Yards Allowed,1,3,3687,2016,1
Total Yards Allowed,1,4,3976,2014,1
Pass Attempts,1,0,428,2014,1
Pass Attempts,1,1,390,2015,1
Pass Attempts,1,2,366,2016,1
Pass Attempts,1,3,360,2017,1
Pass Attempts,1,4,334,2018,1
Rush Attempts,1,0,268,2018,1
Rush Attempts,1,1,243,2017,1
Rush Attempts,1,2,227,2016,1
Rush Attempts,1,3,223,2015,1
Rush Attempts,1,4,174,2014,1
Points Scored,2,0,276,2017,2
Points Scored,2,1,263,2015,2
Points Scored,2,2,259,2016,2
Points Scored,2,3,188,2018,2
Points Scored,2,4,181,2014,2
Points Allowed,2,0,184,2018,2
Points Allowed,2,1,189,2017,2
Points Allowed,2,2,190,2015,2
Points Allowed,2,3,191,2016,2
Points Allowed,2,4,250,2014,2
Passing Yards,2,0,2442,2018,2
Passing Yards,2,1,2370,2014,2
Passing Yards,2,2,2125,2015,2
Passing Yards,2,3,2056,2016,2
Passing Yards,2,4,1942,2017,2
Passing Yards Allowed,2,0,2084,2014,2
Passing Yards Allowed,2,1,2218,2016,2
Passing Yards Allowed,2,2,2243,2018,2
Passing Yards Allowed,2,3,2254,2015,2
Passing Yards Allowed,2,4,2699,2017,2
Rushing Yards,2,0,1476,2017,2
Rushing Yards,2,1,1418,2015,2
Rushing Yards,2,2,1228,2016,2
Rushing Yards,2,3,960,2018,2
Rushing Yards,2,4,957,2014,2
Rushing Yards Allowed,2,0,735,2017,2
Rushing Yards Allowed,2,1,1010,2018,2
Rushing Yards Allowed,2,2,1045,2015,2
Rushing Yards Allowed,2,3,1057,2014,2
Rushing Yards Allowed,2,4,1076,2016,2
Total Yards,2,0,3543,2015,2
Total Yards,2,1,3419,2017,2
Total Yards,2,2,3403,2018,2
Total Yards,2,3,3328,2014,2
Total Yards,2,4,3284,2016,2
Total Yards Allowed,2,0,3141,2014,2
Total Yards Allowed,2,1,3253,2018,2
Total Yards Allowed,2,2,3295,2016,2
Total Yards Allowed,2,3,3300,2015,2
Total Yards Allowed,2,4,3435,2017,2
Pass Attempts,2,0,415,2014,2
Pass Attempts,2,1,365,2018,2
Pass Attempts,2,2,330,2015,2
Pass Attempts,2,3,328,2017,2
Pass Attempts,2,4,326,2016,2
Rush Attempts,2,0,338,2017,2
Rush Attempts,2,1,323,2015,2
Rush Attempts,2,2,302,2016,2
Rush Attempts,2,3,275,2018,2
Rush Attempts,2,4,253,2014,2
Points Scored,3,0,295,2018,3
Points Scored,3,1,280,2017,3
Points Scored,3,2,266,2016,3
Points Scored,3,3,220,2015,3
Points Scored,3,4,193,2014,3
Points Allowed,3,0,200,2018,3
Points Allowed,3,1,203,2014,3
Points Allowed,3,2,212,2017,3
Points Allowed,3,3,221,2016,3
Points Allowed,3,4,231,2015,3
Passing Yards,3,0,2516,2017,3
Passing Yards,3,1,2444,2016,3
Passing Yards,3,2,2028,2015,3
Passing Yards,3,3,1866,2014,3
Passing Yards,3,4,1815,2018,3
Passing Yards Allowed,3,0,2216,2014,3
Passing Yards Allowed,3,1,2339,2015,3
Passing Yards Allowed,3,2,2719,2016,3
Passing Yards Allowed,3,3,2730,2018,3
Passing Yards Allowed,3,4,2836,2017,3
Rushing Yards,3,0,1721,2018,3
Rushing Yards,3,1,1655,2016,3
Rushing Yards,3,2,1624,2015,3
Rushing Yards,3,3,1470,2017,3
Rushing Yards,3,4,1420,2014,3
Rushing Yards Allowed,3,0,965,2018,3
Rushing Yards Allowed,3,1,972,2017,3
Rushing Yards Allowed,3,2,1122,2014,3
Rushing Yards Allowed,3,3,1206,2015,3
Rushing Yards Allowed,3,4,1276,2016,3
Total Yards,3,0,4099,2016,3
Total Yards,3,1,3986,2017,3
Total Yards,3,2,3653,2015,3
Total Yards,3,3,3537,2018,3
Total Yards,3,4,3286,2014,3
Total Yards Allowed,3,0,3338,2014,3
Total Yards Allowed,3,1,3545,2015,3
Total Yards Allowed,3,2,3695,2018,3
Total Yards Allowed,3,3,3809,2017,3
Total Yards Allowed,3,4,3995,2016,3
Pass Attempts,3,0,328,2017,3
Pass Attempts,3,1,301,2016,3
Pass Attempts,3,2,295,2015,3
Pass Attempts,3,3,277,2014,3
Pass Attempts,3,4,258,2018,3
Rush Attempts,3,0,376,2018,3
Rush Attempts,3,1,346,2016,3
Rush Attempts,3,2,336,2015,3
Rush Attempts,3,3,335,2014,3
Rush Attempts,3,4,329,2017,3
Points Scored,4,0,266,2018,4
Points Scored,4,1,241,2016,4
Points Scored,4,2,240,2014,4
Points Scored,4,3,225,2017,4
Points Scored,4,4,221,2015,4
Points Allowed,4,0,133,2016,4
Points Allowed,4,1,175,2015,4
Points Allowed,4,2,181,2018,4
Points Allowed,4,3,188,2014,4
Points Allowed,4,4,238,2017,4
Passing Yards,4,0,2531,2018,4
Passing Yards,4,1,2450,2017,4
Passing Yards,4,2,2098,2015,4
Passing Yards,4,3,1908,2016,4
Passing Yards,4,4,1828,2014,4
Passing Yards Allowed,4,0,2203,2014,4
Passing Yards Allowed,4,1,2233,2016,4
Passing Yards Allowed,4,2,2308,2017,4
Passing Yards Allowed,4,3,2476,2018,4
Passing Yards Allowed,4,4,2502,2015,4
Rushing Yards,4,0,1555,2016,4
Rushing Yards,4,1,1300,2015,4
Rushing Yards,4,2,1297,2014,4
Rushing Yards,4,3,1211,2018,4
Rushing Yards,4,4,815,2017,4
Rushing Yards Allowed,4,0,898,2015,4
Rushing Yards Allowed,4,1,980,2016,4
Rushing Yards Allowed,4,2,1003,2018,4
Rushing Yards Allowed,4,3,1039,2017,4
Rushing Yards Allowed,4,4,1159,2014,4
Total Yards,4,0,3743,2018,4
Total Yards,4,1,3464,2016,4
Total Yards,4,2,3398,2015,4
Total Yards,4,3,3265,2017,4
Total Yards,4,4,3125,2014,4
Total Yards Allowed,4,0,3213,2016,4
Total Yards Allowed,4,1,3348,2017,4
Total Yards Allowed,4,2,3362,2014,4
Total Yards Allowed,4,3,3400,2015,4
Total Yards Allowed,4,4,3480,2018,4
Pass Attempts,4,0,341,2017,4
Pass Attempts,4,1,304,2015,4
Pass Attempts,4,2,304,2018,4
Pass Attempts,4,3,283,2016,4
Pass Attempts,4,4,280,2014,4
Rush Attempts,4,0,351,2016,4
Rush Attempts,4,1,338,2014,4
Rush Attempts,4,2,327,2018,4
Rush Attempts,4,3,306,2015,4
Rush Attempts,4,4,255,2017,4
Points Scored,5,0,171,2015,5
Points Scored,5,1,169,2017,5
Points Scored,5,2,158,2014,5
Points Scored,5,3,158,2018,5
Points Scored,5,4,134,2016,5
Points Allowed,5,0,196,2015,5
Points Allowed,5,1,200,2018,5
Points Allowed,5,2,224,2016,5
Points Allowed,5,3,231,2017,5
Points Allowed,5,4,236,2014,5
Passing Yards,5,0,2290,2015,5
Passing Yards,5,1,2215,2014,5
Passing Yards,5,2,2172,2016,5
Passing Yards,5,3,1959,2018,5
Passing Yards,5,4,1634,2017,5
Passing Yards Allowed,5,0,2081,2014,5
Passing Yards Allowed,5,1,2132,2016,5
Passing Yards Allowed,5,2,2185,2015,5
Passing Yards Allowed,5,3,2247,2018,5
Passing Yards Allowed,5,4,2365,2017,5
Rushing Yards,5,0,1160,2018,5
Rushing Yards,5,1,1120,2016,5
Rushing Yards,5,2,1056,2015,5
Rushing Yards,5,3,1045,2014,5
Rushing Yards,5,4,901,2017,5
Rushing Yards Allowed,5,0,902,2016,5
Rushing Yards Allowed,5,1,1060,2017,5
Rushing Yards Allowed,5,2,1132,2018,5
Rushing Yards Allowed,5,3,1185,2015,5
Rushing Yards Allowed,5,4,1373,2014,5
Total Yards,5,0,3347,2015,5
Total Yards,5,1,3292,2016,5
Total Yards,5,2,3260,2014,5
Total Yards,5,3,3119,2018,5
Total Yards,5,4,2535,2017,5
Total Yards Allowed,5,0,3035,2016,5
Total Yards Allowed,5,1,3370,2015,5
Total Yards Allowed,5,2,3380,2018,5
Total Yards Allowed,5,3,3425,2017,5
Total Yards Allowed,5,4,3454,2014,5
Pass Attempts,5,0,378,2014,5
Pass Attempts,5,1,368,2015,5
Pass Attempts,5,2,365,2016,5
Pass Attempts,5,3,344,2018,5
Pass Attempts,5,4,339,2017,5
Rush Attempts,5,0,281,2018,5
Rush Attempts,5,1,265,2014,5
Rush Attempts,5,2,260,2015,5
Rush Attempts,5,3,258,2016,5
Rush Attempts,5,4,251,2017,5
Points Scored,6,0,247,2015,6
Points Scored,6,1,238,2014,6
Points Scored,6,2,230,2017,6
Points Scored,6,3,184,2016,6
Points Scored,6,4,175,2018,6
Points Allowed,6,0,180,2015,6
Points Allowed,6,1,201,2014,6
Points Allowed,6,2,206,2017,6
Points Allowed,6,3,225,2016,6
Points Allowed,6,4,228,2018,6
Passing Yards,6,0,2649,2018,6
Passing Yards,6,1,2603,2017,6
Passing Yards,6,2,2507,2014,6
Passing Yards,6,3,2278,2016,6
Passing Yards,6,4,2145,2015,6
Passing Yards Allowed,6,0,2312,2017,6
Passing Yards Allowed,6,1,2315,2014,6
Passing Yards Allowed,6,2,2349,2018,6
Passing Yards Allowed,6,3,2461,2016,6
Passing Yards Allowed,6,4,2469,2015,6
Rushing Yards,6,0,1463,2015,6
Rushing Yards,6,1,1249,2014,6
Rushing Yards,6,2,1152,2016,6
Rushing Yards,6,3,935,2017,6
Rushing Yards,6,4,732,2018,6
Rushing Yards Allowed,6,0,1049,2017,6
Rushing Yards Allowed,6,1,1051,2018,6
Rushing Yards Allowed,6,2,1063,2014,6
Rushing Yards Allowed,6,3,1072,2016,6
Rushing Yards Allowed,6,4,1327,2015,6
Total Yards,6,0,3756,2014,6
Total Yards,6,1,3608,2015,6
Total Yards,6,2,3538,2017,6
Total Yards,6,3,3430,2016,6
Total Yards,6,4,3381,2018,6
Total Yards Allowed,6,0,3361,2017,6
Total Yards Allowed,6,1,3379,2014,6
Total Yards Allowed,6,2,3400,2018,6
Total Yards Allowed,6,3,3533,2016,6
Total Yards Allowed,6,4,3796,2015,6
Pass Attempts,6,0,380,2017,6
Pass Attempts,6,1,375,2018,6
Pass Attempts,6,2,356,2014,6
Pass Attempts,6,3,350,2016,6
Pass Attempts,6,4,313,2015,6
Rush Attempts,6,0,302,2015,6
Rush Attempts,6,1,290,2014,6
Rush Attempts,6,2,273,2016,6
Rush Attempts,6,3,266,2017,6
Rush Attempts,6,4,242,2018,6
Points Scored,7,0,178,2016,7
Points Scored,7,1,177,2014,7
Points Scored,7,2,154,2017,7
Points Scored,7,3,152,2015,7
Points Scored,7,4,128,2018,7
Points Allowed,7,0,185,2014,7
Points Allowed,7,1,201,2016,7
Points Allowed,7,2,236,2017,7
Points Allowed,7,3,250,2018,7
Points Allowed,7,4,280,2015,7
Passing Yards,7,0,2281,2018,7
Passing Yards,7,1,2188,2016,7
Passing Yards,7,2,2102,2017,7
Passing Yards,7,3,2030,2014,7
Passing Yards,7,4,1813,2015,7
Passing Yards Allowed,7,0,2259,2018,7
Passing Yards Allowed,7,1,2351,2014,7
Passing Yards Allowed,7,2,2551,2015,7
Passing Yards Allowed,7,3,2575,2016,7
Passing Yards Allowed,7,4,2778,2017,7
Rushing Yards,7,0,1138,2014,7
Rushing Yards,7,1,1096,2015,7
Rushing Yards,7,2,971,2016,7
Rushing Yards,7,3,941,2017,7
Rushing Yards,7,4,655,2018,7
Rushing Yards Allowed,7,0,1097,2016,7
Rushing Yards Allowed,7,1,1216,2018,7
Rushing Yards Allowed,7,2,1285,2014,7
Rushing Yards Allowed,7,3,1321,2017,7
Rushing Yards Allowed,7,4,1422,2015,7
Total Yards,7,0,3168,2014,7
Total Yards,7,1,3159,2016,7
Total Yards,7,2,3043,2017,7
Total Yards,7,3,2937,2018,7
Total Yards,7,4,2910,2015,7
Total Yards Allowed,7,0,3476,2018,7
Total Yards Allowed,7,1,3637,2014,7
Total Yards Allowed,7,2,3673,2016,7
Total Yards Allowed,7,3,3974,2015,7
Total Yards Allowed,7,4,4100,2017,7
Pass Attempts,7,0,401,2018,7
Pass Attempts,7,1,366,2016,7
Pass Attempts,7,2,361,2017,7
Pass Attempts,7,3,352,2014,7
Pass Attempts,7,4,332,2015,7
Rush Attempts,7,0,265,2014,7
Rush Attempts,7,1,246,2015,7
Rush Attempts,7,2,236,2016,7
Rush Attempts,7,3,208,2017,7
Rush Attempts,7,4,194,2018,7
Points Scored,8,0,227,2018,8
Points Scored,8,1,221,2015,8
Points Scored,8,2,215,2017,8
Points Scored,8,3,210,2016,8
Points Scored,8,4,166,2014,8
Points Allowed,8,0,198,2015,8
Points Allowed,8,1,205,2018,8
Points Allowed,8,2,213,2016,8
Points Allowed,8,3,214,2017,8
Points Allowed,8,4,220,2014,8
Passing Yards,8,0,2772,2017,8
Passing Yards,8,1,2570,2015,8
Passing Yards,8,2,2528,2016,8
Passing Yards,8,3,2517,2018,8
Passing Yards,8,4,2048,2014,8
Passing Yards Allowed,8,0,2483,2015,8
Passing Yards Allowed,8,1,2507,2017,8
Passing Yards Allowed,8,2,2548,2016,8
Passing Yards Allowed,8,3,2551,2014,8
Passing Yards Allowed,8,4,2718,2018,8
Rushing Yards,8,0,1158,2018,8
Rushing Yards,8,1,1132,2014,8
Rushing Yards,8,2,1073,2016,8
Rushing Yards,8,3,1066,2017,8
Rushing Yards,8,4,949,2015,8
Rushing Yards Allowed,8,0,956,2015,8
Rushing Yards Allowed,8,1,1015,2017,8
Rushing Yards Allowed,8,2,1020,2018,8
Rushing Yards Allowed,8,3,1028,2016,8
Rushing Yards Allowed,8,4,1153,2014,8
Total Yards,8,0,3838,2017,8
Total Yards,8,1,3676,2018,8
Total Yards,8,2,3602,2016,8
Total Yards,8,3,3520,2015,8
Total Yards,8,4,3181,2014,8
Total Yards Allowed,8,0,3440,2015,8
Total Yards Allowed,8,1,3523,2017,8
Total Yards Allowed,8,2,3577,2016,8
Total Yards Allowed,8,3,3705,2014,8
Total Yards Allowed,8,4,3738,2018,8
Pass Attempts,8,0,373,2017,8
Pass Attempts,8,1,364,2016,8
Pass Attempts,8,2,343,2018,8
Pass Attempts,8,3,342,2014,8
Pass Attempts,8,4,341,2015,8
Rush Attempts,8,0,292,2015,8
Rush Attempts,8,1,280,2017,8
Rush Attempts,8,2,272,2018,8
Rush Attempts,8,3,270,2014,8
Rush Attempts,8,4,246,2016,8
Points Scored,9,0,215,2018,9
Points Scored,9,1,203,2017,9
Points Scored,9,2,185,2016,9
Points Scored,9,3,143,2014,9
Points Scored,9,4,131,2015,9
Points Allowed,9,0,165,2016,9
Points Allowed,9,1,165,2017,9
Points Allowed,9,2,179,2018,9
Points Allowed,9,3,187,2015,9
Points Allowed,9,4,240,2014,9
Passing Yards,9,0,2511,2017,9
Passing Yards,9,1,2311,2016,9
Passing Yards,9,2,2238,2018,9
Passing Yards,9,3,1849,2015,9
Passing Yards,9,4,1779,2014,9
Passing Yards Allowed,9,0,2099,2015,9
Passing Yards Allowed,9,1,2115,2018,9
Passing Yards Allowed,9,2,2265,2017,9
Passing Yards Allowed,9,3,2278,2014,9
Passing Yards Allowed,9,4,2364,2016,9
Rushing Yards,9,0,1229,2018,9
Rushing Yards,9,1,1066,2014,9
Rushing Yards,9,2,1015,2016,9
Rushing Yards,9,3,910,2015,9
Rushing Yards,9,4,909,2017,9
Rushing Yards Allowed,9,0,882,2016,9
Rushing Yards Allowed,9,1,908,2017,9
Rushing Yards Allowed,9,2,917,2015,9
Rushing Yards Allowed,9,3,958,2018,9
Rushing Yards Allowed,9,4,1150,2014,9
Total Yards,9,0,3468,2018,9
Total Yards,9,1,3420,2017,9
Total Yards,9,2,3326,2016,9
Total Yards,9,3,2846,2014,9
Total Yards,9,4,2760,2015,9
Total Yards Allowed,9,0,3016,2015,9
Total Yards Allowed,9,1,3073,2018,9
Total Yards Allowed,9,2,3173,2017,9
Total Yards Allowed,9,3,3246,2016,9
Total Yards Allowed,9,4,3429,2014,9
Pass Attempts,9,0,390,2017,9
Pass Attempts,9,1,367,2016,9
Pass Attempts,9,2,339,2015,9
Pass Attempts,9,3,331,2018,9
Pass Attempts,9,4,330,2014,9
Rush Attempts,9,0,278,2014,9
Rush Attempts,9,1,276,2018,9
Rush Attempts,9,2,262,2017,9
Rush Attempts,9,3,260,2015,9
Rush Attempts,9,4,248,2016,9
Points Scored,10,0,283,2017,10
Points Scored,10,1,246,2015,10
Points Scored,10,2,235,2016,10
Points Scored,10,3,227,2014,10
Points Scored,10,4,218,2018,10
Points Allowed,10,0,159,2016,10
Points Allowed,10,1,166,2014,10
Points Allowed,10,2,177,2015,10
Points Allowed,10,3,194,2017,10
Points Allowed,10,4,209,2018,10
Passing Yards,10,0,2965,2017,10
Passing Yards,10,1,2548,2018,10
Passing Yards,10,2,2530,2016,10
Passing Yards,10,3,2382,2015,10
Passing Yards,10,4,2263,2014,10
Passing Yards Allowed,10,0,2014,2018,10
Passing Yards Allowed,10,1,2055,2015,10
Passing Yards Allowed,10,2,2140,2014,10
Passing Yards Allowed,10,3,2322,2017,10
Passing Yards Allowed,10,4,2345,2016,10
Rushing Yards,10,0,1361,2014,10
Rushing Yards,10,1,1285,2017,10
Rushing Yards,10,2,1173,2015,10
Rushing Yards,10,3,1157,2016,10
Rushing Yards,10,4,953,2018,10
Rushing Yards Allowed,10,0,851,2017,10
Rushing Yards Allowed,10,1,855,2014,10
Rushing Yards Allowed,10,2,974,2015,10
Rushing Yards Allowed,10,3,1026,2016,10
Rushing Yards Allowed,10,4,1312,2018,10
Total Yards,10,0,4251,2017,10
Total Yards,10,1,3687,2016,10
Total Yards,10,2,3624,2014,10
Total Yards,10,3,3555,2015,10
Total Yards,10,4,3501,2018,10
Total Yards Allowed,10,0,2995,2014,10
Total Yards Allowed,10,1,3029,2015,10
Total Yards Allowed,10,2,3173,2017,10
Total Yards Allowed,10,3,3326,2018,10
Total Yards Allowed,10,4,3371,2016,10
Pass Attempts,10,0,380,2018,10
Pass Attempts,10,1,379,2017,10
Pass Attempts,10,2,346,2016,10
Pass Attempts,10,3,341,2015,10
Pass Attempts,10,4,335,2014,10
Rush Attempts,10,0,318,2014,10
Rush Attempts,10,1,305,2016,10
Rush Attempts,10,2,298,2015,10
Rush Attempts,10,3,296,2017,10
Rush Attempts,10,4,249,2018,10
Points Scored,11,0,206,2018,11
Points Scored,11,1,201,2014,11
Points Scored,11,2,196,2015,11
Points Scored,11,3,190,2016,11
Points Scored,11,4,178,2017,11
Points Allowed,11,0,203,2016,11
Points Allowed,11,1,205,2015,11
Points Allowed,11,2,230,2018,11
Points Allowed,11,3,231,2017,11
Points Allowed,11,4,250,2014,11
Passing Yards,11,0,2643,2016,11
Passing Yards,11,1,2560,2014,11
Passing Yards,11,2,2245,2015,11
Passing Yards,11,3,2211,2018,11
Passing Yards,11,4,2136,2017,11
Passing Yards Allowed,11,0,2093,2018,11
Passing Yards Allowed,11,1,2155,2015,11
Passing Yards Allowed,11,2,2298,2017,11
Passing Yards Allowed,11,3,2438,2016,11
Passing Yards Allowed,11,4,2566,2014,11
Rushing Yards,11,0,1155,2018,11
Rushing Yards,11,1,1148,2015,11
Rushing Yards,11,2,1113,2017,11
Rushing Yards,11,3,1005,2014,11
Rushing Yards,11,4,892,2016,11
Rushing Yards Allowed,11,0,1125,2017,11
Rushing Yards Allowed,11,1,1141,2018,11
Rushing Yards Allowed,11,2,1191,2016,11
Rushing Yards Allowed,11,3,1286,2014,11
Rushing Yards Allowed,11,4,1344,2015,11
Total Yards,11,0,3565,2014,11
Total Yards,11,1,3535,2016,11
Total Yards,11,2,3394,2015,11
Total Yards,11,3,3366,2018,11
Total Yards,11,4,3250,2017,11
Total Yards Allowed,11,0,3235,2018,11
Total Yards Allowed,11,1,3423,2017,11
Total Yards Allowed,11,2,3500,2015,11
Total Yards Allowed,11,3,3630,2016,11
Total Yards Allowed,11,4,3853,2014,11
Pass Attempts,11,0,371,2016,11
Pass Attempts,11,1,363,2018,11
Pass Attempts,11,2,356,2014,11
Pass Attempts,11,3,346,2017,11
Pass Attempts,11,4,321,2015,11
Rush Attempts,11,0,281,2015,11
Rush Attempts,11,1,270,2014,11
Rush Attempts,11,2,266,2018,11
Rush Attempts,11,3,263,2017,11
Rush Attempts,11,4,258,2016,11
Points Scored,12,0,261,2018,12
Points Scored,12,1,258,2014,12
Points Scored,12,2,247,2017,12
Points Scored,12,3,215,2016,12
Points Scored,12,4,166,2015,12
Points Allowed,12,0,216,2017,12
Points Allowed,12,1,226,2018,12
Points Allowed,12,2,236,2014,12
Points Allowed,12,3,251,2015,12
Points Allowed,12,4,255,2016,12
Passing Yards,12,0,2715,2014,12
Passing Yards,12,1,2662,2018,12
Passing Yards,12,2,2609,2016,12
Passing Yards,12,3,2476,2017,12
Passing Yards,12,4,2242,2015,12
Passing Yards Allowed,12,0,1993,2015,12
Passing Yards Allowed,12,1,2207,2016,12
Passing Yards Allowed,12,2,2519,2017,12
Passing Yards Allowed,12,3,2629,2018,12
Passing Yards Allowed,12,4,2646,2014,12
Rushing Yards,12,0,1091,2015,12
Rushing Yards,12,1,1035,2018,12
Rushing Yards,12,2,953,2014,12
Rushing Yards,12,3,861,2017,12
Rushing Yards,12,4,819,2016,12
Rushing Yards Allowed,12,0,861,2014,12
Rushing Yards Allowed,12,1,1111,2018,12
Rushing Yards Allowed,12,2,1338,2017,12
Rushing Yards Allowed,12,3,1373,2016,12
Rushing Yards Allowed,12,4,1525,2015,12
Total Yards,12,0,3698,2018,12
Total Yards,12,1,3669,2014,12
Total Yards,12,2,3428,2016,12
Total Yards,12,3,3338,2017,12
Total Yards,12,4,3333,2015,12
Total Yards Allowed,12,0,3508,2014,12
Total Yards Allowed,12,1,3518,2015,12
Total Yards Allowed,12,2,3580,2016,12
Total Yards Allowed,12,3,3740,2018,12
Total Yards Allowed,12,4,3858,2017,12
Pass Attempts,12,0,437,2015,12
Pass Attempts,12,1,418,2014,12
Pass Attempts,12,2,408,2016,12
Pass Attempts,12,3,396,2018,12
Pass Attempts,12,4,380,2017,12
Rush Attempts,12,0,253,2018,12
Rush Attempts,12,1,230,2014,12
Rush Attempts,12,2,217,2017,12
Rush Attempts,12,3,215,2015,12
Rush Attempts,12,4,208,2016,12
Points Scored,13,0,230,2018,13
Points Scored,13,1,225,2017,13
Points Scored,13,2,211,2016,13
Points Scored,13,3,192,2015,13
Points Scored,13,4,152,2014,13
Points Allowed,13,0,190,2018,13
Points Allowed,13,1,199,2015,13
Points Allowed,13,2,204,2016,13
Points Allowed,13,3,238,2017,13
Points Allowed,13,4,239,2014,13
Passing Yards,13,0,2642,2017,13
Passing Yards,13,1,2277,2015,13
Passing Yards,13,2,2237,2018,13
Passing Yards,13,3,2084,2016,13
Passing Yards,13,4,1821,2014,13
Passing Yards Allowed,13,0,2041,2015,13
Passing Yards Allowed,13,1,2253,2018,13
Passing Yards Allowed,13,2,2255,2014,13
Passing Yards Allowed,13,3,2468,2016,13
Passing Yards Allowed,13,4,2543,2017,13
Rushing Yards,13,0,1200,2018,13
Rushing Yards,13,1,1138,2016,13
Rushing Yards,13,2,1117,2015,13
Rushing Yards,13,3,1061,2014,13
Rushing Yards,13,4,1043,2017,13
Rushing Yards Allowed,13,0,831,2016,13
Rushing Yards Allowed,13,1,858,2015,13
Rushing Yards Allowed,13,2,935,2017,13
Rushing Yards Allowed,13,3,1066,2014,13
Rushing Yards Allowed,13,4,1132,2018,13
Total Yards,13,0,3685,2017,13
Total Yards,13,1,3437,2018,13
Total Yards,13,2,3395,2015,13
Total Yards,13,3,3223,2016,13
Total Yards,13,4,2883,2014,13
Total Yards Allowed,13,0,2900,2015,13
Total Yards Allowed,13,1,3300,2016,13
Total Yards Allowed,13,2,3321,2014,13
Total Yards Allowed,13,3,3385,2018,13
Total Yards Allowed,13,4,3478,2017,13
Pass Attempts,13,0,350,2017,13
Pass Attempts,13,1,346,2015,13
Pass Attempts,13,2,338,2014,13
Pass Attempts,13,3,330,2018,13
Pass Attempts,13,4,300,2016,13
Rush Attempts,13,0,300,2018,13
Rush Attempts,13,1,281,2015,13
Rush Attempts,13,2,281,2016,13
Rush Attempts,13,3,261,2017,13
Rush Attempts,13,4,236,2014,13
Points Scored,14,0,253,2017,14
Points Scored,14,1,230,2018,14
Points Scored,14,2,211,2015,14
