Category,Team/All_Teams,Place,Record,Year,Team,Opponent
Total Yards Allowed,20,1,324,2014,20,31
Pass Attempts,20,0,42,2014,20,31
Pass Attempts,20,1,33,2014,20,28
Rush Attempts,20,0,35,2014,20,31
Rush Attempts,20,1,34,2014,20,28
Points Scored,22,0,12,2014,22,6
Points Allowed,22,0,16,2014,22,6
Passing Yards,22,0,185,2014,22,6
Passing Yards Allowed,22,0,256,2014,22,6
Rushing Yards,22,0,78,2014,22,6
Rushing Yards Allowed,22,0,150,2014,22,6
Total Yards,22,0,263,2014,22,6
Total Yards Allowed,22,0,406,2014,22,6
Pass Attempts,22,0,35,2014,22,6
Rush Attempts,22,0,28,2014,22,6
Points Scored,25,0,20,2014,25,7
Points Scored,25,1,10,2014,25,29
Points Allowed,25,0,13,2014,25,7
Points Allowed,25,1,27,2014,25,29
Passing Yards,25,0,312,2014,25,29
Passing Yards,25,1,261,2014,25,7
Passing Yards Allowed,25,0,244,2014,25,29
Passing Yards Allowed,25,1,248,2014,25,7
Rushing Yards,25,0,60,2014,25,7
Rushing Yards,25,1,43,2014,25,29
Rushing Yards Allowed,25,0,90,2014,25,29
Rushing Yards Allowed,25,1,105,2014,25,7
Total Yards,25,0,315,2014,25,29
Total Yards,25,1,307,2014,25,7
Total Yards Allowed,25,0,313,2014,25,7
Total Yards Allowed,25,1,318,2014,25,29
Pass Attempts,25,0,41,2014,25,29
Pass Attempts,25,1,27,2014,25,7
Rush Attempts,25,0,30,2014,25,7
Rush Attempts,25,1,20,2014,25,29
Points Scored,27,0,24,2014,27,29
Points Scored,27,1,21,2014,27,15
Points Allowed,27,0,14,2014,27,15
Points Allowed,27,1,31,2014,27,29
Passing Yards,27,0,228,2014,27,15
Passing Yards,27,1,182,2014,27,29
Passing Yards Allowed,27,0,269,2014,27,15
Passing Yards Allowed,27,1,283,2014,27,29
Rushing Yards,27,0,187,2014,27,15
Rushing Yards,27,1,175,2014,27,29
Rushing Yards Allowed,27,0,64,2014,27,15
Rushing Yards Allowed,27,1,122,2014,27,29
Total Yards,27,0,395,2014,27,15
Total Yards,27,1,331,2014,27,29
Total Yards Allowed,27,0,303,2014,27,15
Total Yards Allowed,27,1,392,2014,27,29
Pass Attempts,27,0,32,2014,27,29
Pass Attempts,27,1,29,2014,27,15
Rush Attempts,27,0,39,2014,27,15
Rush Attempts,27,1,32,2014,27,29
Points Scored,28,0,13,2014,28,20
Points Allowed,28,0,23,2014,28,20
Passing Yards,28,0,225,2014,28,20
Passing Yards Allowed,28,0,209,2014,28,20
Rushing Yards,28,0,113,2014,28,20
Rushing Yards Allowed,28,0,129,2014,28,20
Total Yards,28,0,319,2014,28,20
Total Yards Allowed,28,0,322,2014,28,20
Pass Attempts,28,0,38,2014,28,20
Rush Attempts,28,0,20,2014,28,20
Points Scored,29,0,31,2014,29,27
Points Scored,29,1,27,2014,29,25
Points Scored,29,2,24,2014,29,19
Points Allowed,29,0,10,2014,29,25
Points Allowed,29,1,24,2014,29,27
Points Allowed,29,2,35,2014,29,19
Passing Yards,29,0,283,2014,29,27
Passing Yards,29,1,244,2014,29,25
Passing Yards,29,2,192,2014,29,19
Passing Yards Allowed,29,0,182,2014,29,27
Passing Yards Allowed,29,1,206,2014,29,19
Passing Yards Allowed,29,2,312,2014,29,25
Rushing Yards,29,0,122,2014,29,27
Rushing Yards,29,1,118,2014,29,19
Rushing Yards,29,2,90,2014,29,25
Rushing Yards Allowed,29,0,43,2014,29,25
Rushing Yards Allowed,29,1,168,2014,29,19
Rushing Yards Allowed,29,2,175,2014,29,27
Total Yards,29,0,392,2014,29,27
Total Yards,29,1,318,2014,29,25
Total Yards,29,2,294,2014,29,19
Total Yards Allowed,29,0,315,2014,29,25
Total Yards Allowed,29,1,331,2014,29,27
Total Yards Allowed,29,2,355,2014,29,19
Pass Attempts,29,0,37,2014,29,25
Pass Attempts,29,1,35,2014,29,19
Pass Attempts,29,2,31,2014,29,27
Rush Attempts,29,0,30,2014,29,25
Rush Attempts,29,1,30,2014,29,27
Rush Attempts,29,2,26,2014,29,19
Points Scored,31,0,27,2014,31,20
Points Scored,31,1,13,2014,31,19
Points Allowed,31,0,20,2014,31,20
Points Allowed,31,1,26,2014,31,19
Passing Yards,31,0,244,2014,31,20
Passing Yards,31,1,149,2014,31,19
Passing Yards Allowed,31,0,177,2014,31,20
Passing Yards Allowed,31,1,340,2014,31,19
Rushing Yards,31,0,80,2014,31,20
Rushing Yards,31,1,22,2014,31,19
Rushing Yards Allowed,31,0,148,2014,31,20
Rushing Yards Allowed,31,1,163,2014,31,19
Total Yards,31,0,324,2014,31,20
Total Yards,31,1,156,2014,31,19
Total Yards Allowed,31,0,305,2014,31,20
Total Yards Allowed,31,1,487,2014,31,19
Pass Attempts,31,0,38,2014,31,19
Pass Attempts,31,1,29,2014,31,20
Rush Attempts,31,0,26,2014,31,20
Rush Attempts,31,1,13,2014,31,19
Points Scored,99,0,37,2014,15,4
Points Scored,99,1,35,2014,19,29
Points Scored,99,2,34,2014,19,6
Points Scored,99,3,31,2014,29,27
Points Scored,99,4,27,2014,31,20
Points Scored,99,5,27,2014,29,25
Points Scored,99,6,26,2014,19,31
Points Scored,99,7,24,2014,6,19
Points Scored,99,8,24,2014,27,29
Points Scored,99,9,24,2014,29,19
Points Scored,99,10,23,2014,20,28
Points Scored,99,11,21,2014,27,15
Points Scored,99,12,20,2014,25,7
Points Scored,99,13,20,2014,20,31
Points Scored,99,14,16,2014,6,22
Points Scored,99,15,14,2014,15,27
Points Scored,99,16,13,2014,7,25
Points Scored,99,17,13,2014,28,20
Points Scored,99,18,13,2014,31,19
Points Scored,99,19,12,2014,4,15
Points Scored,99,20,12,2014,22,6
Points Scored,99,21,10,2014,25,29
Points Allowed,99,0,10,2014,29,25
Points Allowed,99,1,12,2014,15,4
Points Allowed,99,2,12,2014,6,22
Points Allowed,99,3,13,2014,25,7
Points Allowed,99,4,13,2014,20,28
Points Allowed,99,5,13,2014,19,31
Points Allowed,99,6,14,2014,27,15
Points Allowed,99,7,16,2014,22,6
Points Allowed,99,8,20,2014,7,25
Points Allowed,99,9,20,2014,31,20
Points Allowed,99,10,21,2014,15,27
Points Allowed,99,11,23,2014,28,20
Points Allowed,99,12,24,2014,19,6
Points Allowed,99,13,24,2014,29,27
Points Allowed,99,14,24,2014,19,29
Points Allowed,99,15,26,2014,31,19
Points Allowed,99,16,27,2014,20,31
Points Allowed,99,17,27,2014,25,29
Points Allowed,99,18,31,2014,27,29
Points Allowed,99,19,34,2014,6,19
Points Allowed,99,20,35,2014,29,19
Points Allowed,99,21,37,2014,4,15
Passing Yards,99,0,374,2014,6,19
Passing Yards,99,1,340,2014,19,31
Passing Yards,99,2,312,2014,25,29
Passing Yards,99,3,304,2014,19,6
Passing Yards,99,4,283,2014,4,15
Passing Yards,99,5,283,2014,29,27
Passing Yards,99,6,269,2014,15,27
Passing Yards,99,7,261,2014,25,7
Passing Yards,99,8,256,2014,6,22
Passing Yards,99,9,248,2014,7,25
Passing Yards,99,10,244,2014,31,20
Passing Yards,99,11,244,2014,29,25
Passing Yards,99,12,228,2014,27,15
Passing Yards,99,13,225,2014,28,20
Passing Yards,99,14,209,2014,20,28
Passing Yards,99,15,206,2014,19,29
Passing Yards,99,16,192,2014,29,19
Passing Yards,99,17,185,2014,22,6
Passing Yards,99,18,182,2014,27,29
Passing Yards,99,19,177,2014,20,31
Passing Yards,99,20,149,2014,31,19
Passing Yards,99,21,129,2014,15,4
Passing Yards Allowed,99,0,129,2014,4,15
Passing Yards Allowed,99,1,149,2014,19,31
Passing Yards Allowed,99,2,177,2014,31,20
Passing Yards Allowed,99,3,182,2014,29,27
Passing Yards Allowed,99,4,185,2014,6,22
Passing Yards Allowed,99,5,192,2014,19,29
Passing Yards Allowed,99,6,206,2014,29,19
Passing Yards Allowed,99,7,209,2014,28,20
Passing Yards Allowed,99,8,225,2014,20,28
Passing Yards Allowed,99,9,228,2014,15,27
Passing Yards Allowed,99,10,244,2014,20,31
Passing Yards Allowed,99,11,244,2014,25,29
Passing Yards Allowed,99,12,248,2014,25,7
Passing Yards Allowed,99,13,256,2014,22,6
Passing Yards Allowed,99,14,261,2014,7,25
Passing Yards Allowed,99,15,269,2014,27,15
Passing Yards Allowed,99,16,283,2014,15,4
Passing Yards Allowed,99,17,283,2014,27,29
Passing Yards Allowed,99,18,304,2014,6,19
Passing Yards Allowed,99,19,312,2014,29,25
Passing Yards Allowed,99,20,340,2014,31,19
Passing Yards Allowed,99,21,374,2014,19,6
Rushing Yards,99,0,187,2014,27,15
Rushing Yards,99,1,175,2014,27,29
Rushing Yards,99,2,168,2014,19,29
Rushing Yards,99,3,163,2014,19,31
Rushing Yards,99,4,150,2014,6,22
Rushing Yards,99,5,148,2014,20,31
Rushing Yards,99,6,142,2014,15,4
Rushing Yards,99,7,129,2014,20,28
Rushing Yards,99,8,122,2014,29,27
Rushing Yards,99,9,119,2014,6,19
Rushing Yards,99,10,118,2014,29,19
Rushing Yards,99,11,113,2014,28,20
Rushing Yards,99,12,105,2014,7,25
Rushing Yards,99,13,95,2014,4,15
Rushing Yards,99,14,90,2014,29,25
Rushing Yards,99,15,87,2014,19,6
Rushing Yards,99,16,80,2014,31,20
Rushing Yards,99,17,78,2014,22,6
Rushing Yards,99,18,64,2014,15,27
Rushing Yards,99,19,60,2014,25,7
Rushing Yards,99,20,43,2014,25,29
Rushing Yards,99,21,22,2014,31,19
Rushing Yards Allowed,99,0,22,2014,19,31
Rushing Yards Allowed,99,1,43,2014,29,25
Rushing Yards Allowed,99,2,60,2014,7,25
Rushing Yards Allowed,99,3,64,2014,27,15
Rushing Yards Allowed,99,4,78,2014,6,22
Rushing Yards Allowed,99,5,80,2014,20,31
Rushing Yards Allowed,99,6,87,2014,6,19
Rushing Yards Allowed,99,7,90,2014,25,29
Rushing Yards Allowed,99,8,95,2014,15,4
Rushing Yards Allowed,99,9,105,2014,25,7
Rushing Yards Allowed,99,10,113,2014,20,28
Rushing Yards Allowed,99,11,118,2014,19,29
Rushing Yards Allowed,99,12,119,2014,19,6
Rushing Yards Allowed,99,13,122,2014,27,29
Rushing Yards Allowed,99,14,129,2014,28,20
Rushing Yards Allowed,99,15,142,2014,4,15
Rushing Yards Allowed,99,16,148,2014,31,20
Rushing Yards Allowed,99,17,150,2014,22,6
Rushing Yards Allowed,99,18,163,2014,31,19
Rushing Yards Allowed,99,19,168,2014,29,19
Rushing Yards Allowed,99,20,175,2014,29,27
Rushing Yards Allowed,99,21,187,2014,15,27
Total Yards,99,0,487,2014,19,31
Total Yards,99,1,461,2014,6,19
Total Yards,99,2,406,2014,6,22
Total Yards,99,3,395,2014,27,15
Total Yards,99,4,392,2014,29,27
Total Yards,99,5,386,2014,19,6
Total Yards,99,6,355,2014,19,29
Total Yards,99,7,348,2014,4,15
Total Yards,99,8,331,2014,27,29
Total Yards,99,9,324,2014,31,20
Total Yards,99,10,322,2014,20,28
Total Yards,99,11,319,2014,28,20
Total Yards,99,12,318,2014,29,25
Total Yards,99,13,315,2014,25,29
Total Yards,99,14,313,2014,7,25
Total Yards,99,15,307,2014,25,7
Total Yards,99,16,305,2014,20,31
Total Yards,99,17,303,2014,15,27
Total Yards,99,18,294,2014,29,19
Total Yards,99,19,271,2014,15,4
Total Yards,99,20,263,2014,22,6
Total Yards,99,21,156,2014,31,19
Total Yards Allowed,99,0,156,2014,19,31
Total Yards Allowed,99,1,263,2014,6,22
Total Yards Allowed,99,2,271,2014,4,15
Total Yards Allowed,99,3,294,2014,19,29
Total Yards Allowed,99,4,303,2014,27,15
Total Yards Allowed,99,5,305,2014,31,20
Total Yards Allowed,99,6,307,2014,7,25
Total Yards Allowed,99,7,313,2014,25,7
Total Yards Allowed,99,8,315,2014,29,25
Total Yards Allowed,99,9,318,2014,25,29
Total Yards Allowed,99,10,319,2014,20,28
Total Yards Allowed,99,11,322,2014,28,20
Total Yards Allowed,99,12,324,2014,20,31
Total Yards Allowed,99,13,331,2014,29,27
Total Yards Allowed,99,14,348,2014,15,4
Total Yards Allowed,99,15,355,2014,29,19
Total Yards Allowed,99,16,386,2014,6,19
Total Yards Allowed,99,17,392,2014,27,29
Total Yards Allowed,99,18,395,2014,15,27
Total Yards Allowed,99,19,406,2014,22,6
Total Yards Allowed,99,20,461,2014,19,6
Total Yards Allowed,99,21,487,2014,31,19
Pass Attempts,99,0,45,2014,6,19
Pass Attempts,99,1,44,2014,4,15
Pass Attempts,99,2,42,2014,20,31
Pass Attempts,99,3,41,2014,25,29
Pass Attempts,99,4,38,2014,28,20
Pass Attempts,99,5,38,2014,19,31
Pass Attempts,99,6,38,2014,31,19
Pass Attempts,99,7,37,2014,29,25
Pass Attempts,99,8,36,2014,15,27
Pass Attempts,99,9,35,2014,7,25
Pass Attempts,99,10,35,2014,22,6
Pass Attempts,99,11,35,2014,29,19
Pass Attempts,99,12,33,2014,20,28
Pass Attempts,99,13,32,2014,27,29
Pass Attempts,99,14,31,2014,29,27
Pass Attempts,99,15,30,2014,19,6
Pass Attempts,99,16,29,2014,27,15
Pass Attempts,99,17,29,2014,31,20
Pass Attempts,99,18,27,2014,25,7
Pass Attempts,99,19,27,2014,6,22
Pass Attempts,99,20,26,2014,19,29
Pass Attempts,99,21,20,2014,15,4
Rush Attempts,99,0,40,2014,19,29
Rush Attempts,99,1,39,2014,27,15
Rush Attempts,99,2,35,2014,20,31
Rush Attempts,99,3,34,2014,20,28
Rush Attempts,99,4,33,2014,15,4
Rush Attempts,99,5,33,2014,19,6
Rush Attempts,99,6,33,2014,19,31
Rush Attempts,99,7,32,2014,6,22
Rush Attempts,99,8,32,2014,27,29
Rush Attempts,99,9,31,2014,7,25
Rush Attempts,99,10,30,2014,25,7
Rush Attempts,99,11,30,2014,29,25
Rush Attempts,99,12,30,2014,29,27
Rush Attempts,99,13,28,2014,22,6
Rush Attempts,99,14,26,2014,31,20
Rush Attempts,99,15,26,2014,29,19
Rush Attempts,99,16,23,2014,4,15
Rush Attempts,99,17,22,2014,15,27
Rush Attempts,99,18,20,2014,28,20
Rush Attempts,99,19,20,2014,6,19
Rush Attempts,99,20,20,2014,25,29
Rush Attempts,99,21,13,2014,31,19
