Week,Visitor_Team,Home_Team
Reg. Season Week 2,23,7
Reg. Season Week 2,28,25
Reg. Season Week 2,29,20
Reg. Season Week 2,30,15
Reg. Season Week 2,31,24
Reg. Season Week 3,0,15
Reg. Season Week 3,2,11
Reg. Season Week 3,4,18
Reg. Season Week 3,5,1
Reg. Season Week 3,7,26
Reg. Season Week 3,8,30
Reg. Season Week 3,10,17
Reg. Season Week 3,13,6
Reg. Season Week 3,14,23
Reg. Season Week 3,16,20
Reg. Season Week 3,21,24
Reg. Season Week 3,22,12
Reg. Season Week 3,25,9
Reg. Season Week 3,27,29
Reg. Season Week 3,28,3
Reg. Season Week 3,31,19
Reg. Season Week 4,0,27
Reg. Season Week 4,2,19
Reg. Season Week 4,9,7
Reg. Season Week 4,10,29
Reg. Season Week 4,11,8
Reg. Season Week 4,14,6
Reg. Season Week 4,15,21
Reg. Season Week 4,20,12
Reg. Season Week 4,22,16
Reg. Season Week 4,24,1
Reg. Season Week 4,25,4
Reg. Season Week 4,26,17
Reg. Season Week 4,30,3
Reg. Season Week 4,31,23
Reg. Season Week 5,3,14
Reg. Season Week 5,4,26
Reg. Season Week 5,5,29
Reg. Season Week 5,7,18
Reg. Season Week 5,9,21
Reg. Season Week 5,13,28
Reg. Season Week 5,15,10
Reg. Season Week 5,16,2
Reg. Season Week 5,19,6
Reg. Season Week 5,20,31
Reg. Season Week 5,22,30
Reg. Season Week 5,23,11
Reg. Season Week 5,24,0
Reg. Season Week 5,25,27
Reg. Season Week 6,1,0
Reg. Season Week 6,3,22
Reg. Season Week 6,4,24
Reg. Season Week 6,7,5
Reg. Season Week 6,12,11
Reg. Season Week 6,14,30
Reg. Season Week 6,17,25
Reg. Season Week 6,18,9
Reg. Season Week 6,19,16
Reg. Season Week 6,21,10
Reg. Season Week 6,23,20
Reg. Season Week 6,27,26
Reg. Season Week 6,28,8
Reg. Season Week 6,31,13
Reg. Season Week 7,3,2
Reg. Season Week 7,4,1
Reg. Season Week 7,6,16
Reg. Season Week 7,8,31
Reg. Season Week 7,9,5
Reg. Season Week 7,10,18
Reg. Season Week 7,13,11
Reg. Season Week 7,15,7
Reg. Season Week 7,21,29
Reg. Season Week 7,22,14
Reg. Season Week 7,24,17
Reg. Season Week 7,26,25
Reg. Season Week 7,28,12
Reg. Season Week 7,30,19
Reg. Season Week 8,0,26
Reg. Season Week 8,1,25
Reg. Season Week 8,5,18
Reg. Season Week 8,6,2
Reg. Season Week 8,8,23
Reg. Season Week 8,9,10
Reg. Season Week 8,11,20
Reg. Season Week 8,12,13
Reg. Season Week 8,16,30
Reg. Season Week 8,17,4
Reg. Season Week 8,19,3
Reg. Season Week 8,27,24
Reg. Season Week 8,29,15
Reg. Season Week 8,31,28
Reg. Season Week 9,0,4
Reg. Season Week 9,2,30
Reg. Season Week 9,6,3
Reg. Season Week 9,7,29
Reg. Season Week 9,8,12
Reg. Season Week 9,16,14
Reg. Season Week 9,18,15
Reg. Season Week 9,19,22
Reg. Season Week 9,20,13
Reg. Season Week 9,21,5
Reg. Season Week 9,23,28
Reg. Season Week 9,25,24
Reg. Season Week 9,26,1
Reg. Season Week 9,27,17
Reg. Season Week 10,1,27
Reg. Season Week 10,2,14
Reg. Season Week 10,3,16
Reg. Season Week 10,5,15
Reg. Season Week 10,7,10
Reg. Season Week 10,11,31
Reg. Season Week 10,12,23
Reg. Season Week 10,13,8
Reg. Season Week 10,17,0
Reg. Season Week 10,18,21
Reg. Season Week 10,22,6
Reg. Season Week 10,24,26
Reg. Season Week 10,28,20
Reg. Season Week 10,29,9
Reg. Season Week 11,1,17
Reg. Season Week 11,10,5
Reg. Season Week 11,14,19
Reg. Season Week 11,15,9
Reg. Season Week 11,20,8
Reg. Season Week 11,21,7
Reg. Season Week 11,22,2
Reg. Season Week 11,23,13
Reg. Season Week 11,25,0
Reg. Season Week 11,27,4
Reg. Season Week 11,28,11
Reg. Season Week 11,29,18
Reg. Season Week 11,30,6
Reg. Season Week 11,31,12
Reg. Season Week 12,0,12
Reg. Season Week 12,2,9
Reg. Season Week 12,3,17
Reg. Season Week 12,4,14
Reg. Season Week 12,5,30
Reg. Season Week 12,10,22
Reg. Season Week 12,11,26
Reg. Season Week 12,13,21
Reg. Season Week 12,15,6
Reg. Season Week 12,16,1
Reg. Season Week 12,18,8
Reg. Season Week 12,20,7
Reg. Season Week 12,24,28
Reg. Season Week 12,25,31
Reg. Season Week 12,27,19
Reg. Season Week 12,29,23
Reg. Season Week 13,1,7
Reg. Season Week 13,3,8
Reg. Season Week 13,6,31
Reg. Season Week 13,9,4
Reg. Season Week 13,11,14
Reg. Season Week 13,12,16
Reg. Season Week 13,15,27
Reg. Season Week 13,17,21
Reg. Season Week 13,18,25
Reg. Season Week 13,19,13
Reg. Season Week 13,20,22
Reg. Season Week 13,23,2
Reg. Season Week 13,24,10
Reg. Season Week 13,26,5
Reg. Season Week 13,29,0
Reg. Season Week 13,30,28
Reg. Season Week 14,1,14
Reg. Season Week 14,3,27
Reg. Season Week 14,6,5
Reg. Season Week 14,7,13
Reg. Season Week 14,8,29
Reg. Season Week 14,9,30
Reg. Season Week 14,10,2
Reg. Season Week 14,11,25
Reg. Season Week 14,12,24
Reg. Season Week 14,16,4
Reg. Season Week 14,17,19
Reg. Season Week 14,21,20
Reg. Season Week 14,22,15
Reg. Season Week 14,23,18
Reg. Season Week 14,26,31
Reg. Season Week 14,28,0
Reg. Season Week 15,0,25
Reg. Season Week 15,2,22
Reg. Season Week 15,4,27
Reg. Season Week 15,5,10
Reg. Season Week 15,6,30
Reg. Season Week 15,7,21
Reg. Season Week 15,8,20
Reg. Season Week 15,9,15
Reg. Season Week 15,11,28
Reg. Season Week 15,12,31
Reg. Season Week 15,13,23
Reg. Season Week 15,16,3
Reg. Season Week 15,17,1
Reg. Season Week 15,18,29
Reg. Season Week 15,19,14
Reg. Season Week 15,26,24
Reg. Season Week 16,1,3
Reg. Season Week 16,5,22
Reg. Season Week 16,7,8
Reg. Season Week 16,9,6
Reg. Season Week 16,13,29
Reg. Season Week 16,14,17
Reg. Season Week 16,15,2
Reg. Season Week 16,19,4
Reg. Season Week 16,20,18
Reg. Season Week 16,21,23
Reg. Season Week 16,24,11
Reg. Season Week 16,25,12
Reg. Season Week 16,26,28
Reg. Season Week 16,27,16
Reg. Season Week 16,30,10
Reg. Season Week 16,31,0
Reg. Season Week 17,0,24
Reg. Season Week 17,1,4
Reg. Season Week 17,2,6
Reg. Season Week 17,5,9
Reg. Season Week 17,8,13
Reg. Season Week 17,10,15
Reg. Season Week 17,11,12
Reg. Season Week 17,14,3
Reg. Season Week 17,16,19
Reg. Season Week 17,17,27
Reg. Season Week 17,18,7
Reg. Season Week 17,20,23
Reg. Season Week 17,25,26
Reg. Season Week 17,28,31
Reg. Season Week 17,29,21
Reg. Season Week 17,30,22
Wild Card Round,10,9
Wild Card Round,12,3
Wild Card Round,21,27
Wild Card Round,30,20
Divisional Round,3,28
Divisional Round,9,24
Divisional Round,20,2
Divisional Round,27,18
Conference Round,20,28
Conference Round,24,18
Front Office Bowl,18,28
