Category,Team/All_Teams,Place,Record,Year,Team
Total Yards,0,6,3463,2014,0
Total Yards,0,7,3443,2018,0
Total Yards,0,8,3414,2019,0
Total Yards,0,9,3371,2015,0
Total Yards,0,10,3345,2020,0
Total Yards,0,11,3242,2016,0
Total Yards Allowed,0,0,3287,2019,0
Total Yards Allowed,0,1,3357,2018,0
Total Yards Allowed,0,2,3371,2016,0
Total Yards Allowed,0,3,3402,2025,0
Total Yards Allowed,0,4,3423,2017,0
Total Yards Allowed,0,5,3554,2014,0
Total Yards Allowed,0,6,3577,2024,0
Total Yards Allowed,0,7,3616,2015,0
Total Yards Allowed,0,8,3664,2020,0
Total Yards Allowed,0,9,3698,2022,0
Total Yards Allowed,0,10,3797,2021,0
Total Yards Allowed,0,11,3804,2023,0
Pass Attempts,0,0,387,2025,0
Pass Attempts,0,1,373,2019,0
Pass Attempts,0,2,365,2024,0
Pass Attempts,0,3,364,2023,0
Pass Attempts,0,4,362,2022,0
Pass Attempts,0,5,356,2014,0
Pass Attempts,0,6,348,2021,0
Pass Attempts,0,7,344,2020,0
Pass Attempts,0,8,305,2016,0
Pass Attempts,0,9,298,2018,0
Pass Attempts,0,10,293,2015,0
Pass Attempts,0,11,293,2017,0
Rush Attempts,0,0,331,2017,0
Rush Attempts,0,1,315,2016,0
Rush Attempts,0,2,313,2018,0
Rush Attempts,0,3,305,2015,0
Rush Attempts,0,4,305,2022,0
Rush Attempts,0,5,291,2021,0
Rush Attempts,0,6,288,2025,0
Rush Attempts,0,7,285,2020,0
Rush Attempts,0,8,283,2024,0
Rush Attempts,0,9,282,2014,0
Rush Attempts,0,10,281,2023,0
Rush Attempts,0,11,277,2019,0
Points Scored,1,0,282,2025,1
Points Scored,1,1,218,2018,1
Points Scored,1,2,216,2024,1
Points Scored,1,3,215,2023,1
Points Scored,1,4,207,2021,1
Points Scored,1,5,200,2020,1
Points Scored,1,6,198,2017,1
Points Scored,1,7,186,2015,1
Points Scored,1,8,184,2022,1
Points Scored,1,9,168,2016,1
Points Scored,1,10,158,2019,1
Points Scored,1,11,150,2014,1
Points Allowed,1,0,184,2018,1
Points Allowed,1,1,209,2025,1
Points Allowed,1,2,217,2015,1
Points Allowed,1,3,225,2020,1
Points Allowed,1,4,229,2016,1
Points Allowed,1,5,238,2019,1
Points Allowed,1,6,247,2017,1
Points Allowed,1,7,247,2023,1
Points Allowed,1,8,250,2021,1
Points Allowed,1,9,253,2014,1
Points Allowed,1,10,258,2022,1
Points Allowed,1,11,282,2024,1
Passing Yards,1,0,2800,2025,1
Passing Yards,1,1,2752,2024,1
Passing Yards,1,2,2578,2017,1
Passing Yards,1,3,2570,2023,1
Passing Yards,1,4,2567,2022,1
Passing Yards,1,5,2510,2020,1
Passing Yards,1,6,2501,2015,1
Passing Yards,1,7,2493,2019,1
Passing Yards,1,8,2411,2021,1
Passing Yards,1,9,2365,2014,1
Passing Yards,1,10,2197,2016,1
Passing Yards,1,11,2136,2018,1
Passing Yards Allowed,1,0,2186,2020,1
Passing Yards Allowed,1,1,2237,2019,1
Passing Yards Allowed,1,2,2271,2016,1
Passing Yards Allowed,1,3,2272,2015,1
Passing Yards Allowed,1,4,2390,2018,1
Passing Yards Allowed,1,5,2420,2014,1
Passing Yards Allowed,1,6,2435,2017,1
Passing Yards Allowed,1,7,2436,2023,1
Passing Yards Allowed,1,8,2651,2021,1
Passing Yards Allowed,1,9,2666,2025,1
Passing Yards Allowed,1,10,2723,2022,1
Passing Yards Allowed,1,11,2733,2024,1
Rushing Yards,1,0,1373,2018,1
Rushing Yards,1,1,1086,2017,1
Rushing Yards,1,2,966,2025,1
Rushing Yards,1,3,958,2024,1
Rushing Yards,1,4,930,2016,1
Rushing Yards,1,5,875,2023,1
Rushing Yards,1,6,846,2021,1
Rushing Yards,1,7,810,2020,1
Rushing Yards,1,8,773,2019,1
Rushing Yards,1,9,705,2022,1
Rushing Yards,1,10,701,2015,1
Rushing Yards,1,11,613,2014,1
Rushing Yards Allowed,1,0,891,2018,1
Rushing Yards Allowed,1,1,897,2025,1
Rushing Yards Allowed,1,2,1021,2021,1
Rushing Yards Allowed,1,3,1025,2017,1
Rushing Yards Allowed,1,4,1080,2015,1
Rushing Yards Allowed,1,5,1233,2024,1
Rushing Yards Allowed,1,6,1243,2020,1
Rushing Yards Allowed,1,7,1251,2022,1
Rushing Yards Allowed,1,8,1416,2016,1
Rushing Yards Allowed,1,9,1428,2019,1
Rushing Yards Allowed,1,10,1501,2023,1
Rushing Yards Allowed,1,11,1556,2014,1
Total Yards,1,0,3766,2025,1
Total Yards,1,1,3710,2024,1
Total Yards,1,2,3665,2017,1
Total Yards,1,3,3510,2018,1
Total Yards,1,4,3445,2023,1
Total Yards,1,5,3320,2020,1
Total Yards,1,6,3273,2022,1
Total Yards,1,7,3266,2019,1
Total Yards,1,8,3258,2021,1
Total Yards,1,9,3203,2015,1
Total Yards,1,10,3128,2016,1
Total Yards,1,11,2978,2014,1
Total Yards Allowed,1,0,3281,2018,1
Total Yards Allowed,1,1,3353,2015,1
Total Yards Allowed,1,2,3430,2020,1
Total Yards Allowed,1,3,3460,2017,1
Total Yards Allowed,1,4,3563,2025,1
Total Yards Allowed,1,5,3665,2019,1
Total Yards Allowed,1,6,3673,2021,1
Total Yards Allowed,1,7,3687,2016,1
Total Yards Allowed,1,8,3938,2023,1
Total Yards Allowed,1,9,3966,2024,1
Total Yards Allowed,1,10,3975,2022,1
Total Yards Allowed,1,11,3976,2014,1
Pass Attempts,1,0,428,2014,1
Pass Attempts,1,1,413,2021,1
Pass Attempts,1,2,411,2022,1
Pass Attempts,1,3,398,2025,1
Pass Attempts,1,4,390,2015,1
Pass Attempts,1,5,389,2019,1
Pass Attempts,1,6,387,2024,1
Pass Attempts,1,7,382,2023,1
Pass Attempts,1,8,371,2020,1
Pass Attempts,1,9,366,2016,1
Pass Attempts,1,10,360,2017,1
Pass Attempts,1,11,334,2018,1
Rush Attempts,1,0,268,2018,1
Rush Attempts,1,1,243,2017,1
Rush Attempts,1,2,241,2025,1
Rush Attempts,1,3,240,2024,1
Rush Attempts,1,4,227,2016,1
Rush Attempts,1,5,223,2015,1
Rush Attempts,1,6,220,2021,1
Rush Attempts,1,7,219,2020,1
Rush Attempts,1,8,199,2019,1
Rush Attempts,1,9,195,2023,1
Rush Attempts,1,10,183,2022,1
Rush Attempts,1,11,174,2014,1
Points Scored,2,0,276,2017,2
Points Scored,2,1,263,2015,2
Points Scored,2,2,259,2016,2
Points Scored,2,3,251,2020,2
Points Scored,2,4,248,2025,2
Points Scored,2,5,243,2022,2
Points Scored,2,6,235,2023,2
Points Scored,2,7,231,2021,2
Points Scored,2,8,231,2024,2
Points Scored,2,9,201,2019,2
Points Scored,2,10,188,2018,2
Points Scored,2,11,181,2014,2
Points Allowed,2,0,173,2025,2
Points Allowed,2,1,180,2022,2
Points Allowed,2,2,184,2018,2
Points Allowed,2,3,189,2017,2
Points Allowed,2,4,190,2015,2
Points Allowed,2,5,191,2016,2
Points Allowed,2,6,191,2021,2
Points Allowed,2,7,206,2019,2
Points Allowed,2,8,208,2024,2
Points Allowed,2,9,218,2020,2
Points Allowed,2,10,228,2023,2
Points Allowed,2,11,250,2014,2
Passing Yards,2,0,2615,2021,2
Passing Yards,2,1,2591,2023,2
Passing Yards,2,2,2521,2020,2
Passing Yards,2,3,2510,2025,2
Passing Yards,2,4,2495,2022,2
Passing Yards,2,5,2442,2018,2
Passing Yards,2,6,2433,2019,2
Passing Yards,2,7,2370,2014,2
Passing Yards,2,8,2342,2024,2
Passing Yards,2,9,2125,2015,2
Passing Yards,2,10,2056,2016,2
Passing Yards,2,11,1942,2017,2
Passing Yards Allowed,2,0,1961,2021,2
Passing Yards Allowed,2,1,2084,2014,2
Passing Yards Allowed,2,2,2218,2016,2
Passing Yards Allowed,2,3,2219,2020,2
Passing Yards Allowed,2,4,2243,2018,2
Passing Yards Allowed,2,5,2254,2015,2
Passing Yards Allowed,2,6,2256,2019,2
Passing Yards Allowed,2,7,2340,2025,2
Passing Yards Allowed,2,8,2347,2022,2
Passing Yards Allowed,2,9,2508,2023,2
Passing Yards Allowed,2,10,2594,2024,2
Passing Yards Allowed,2,11,2699,2017,2
Rushing Yards,2,0,1476,2017,2
Rushing Yards,2,1,1418,2015,2
Rushing Yards,2,2,1239,2024,2
Rushing Yards,2,3,1228,2016,2
Rushing Yards,2,4,1216,2023,2
Rushing Yards,2,5,1203,2025,2
Rushing Yards,2,6,1068,2021,2
Rushing Yards,2,7,1037,2020,2
Rushing Yards,2,8,980,2022,2
Rushing Yards,2,9,960,2018,2
Rushing Yards,2,10,957,2014,2
Rushing Yards,2,11,879,2019,2
Rushing Yards Allowed,2,0,735,2017,2
Rushing Yards Allowed,2,1,791,2022,2
Rushing Yards Allowed,2,2,901,2020,2
Rushing Yards Allowed,2,3,965,2021,2
Rushing Yards Allowed,2,4,972,2023,2
Rushing Yards Allowed,2,5,978,2024,2
Rushing Yards Allowed,2,6,985,2025,2
Rushing Yards Allowed,2,7,1010,2018,2
Rushing Yards Allowed,2,8,1045,2015,2
Rushing Yards Allowed,2,9,1057,2014,2
Rushing Yards Allowed,2,10,1066,2019,2
Rushing Yards Allowed,2,11,1076,2016,2
Total Yards,2,0,3808,2023,2
Total Yards,2,1,3713,2025,2
Total Yards,2,2,3684,2021,2
Total Yards,2,3,3581,2024,2
Total Yards,2,4,3559,2020,2
Total Yards,2,5,3543,2015,2
Total Yards,2,6,3475,2022,2
Total Yards,2,7,3419,2017,2
Total Yards,2,8,3403,2018,2
Total Yards,2,9,3328,2014,2
Total Yards,2,10,3313,2019,2
Total Yards,2,11,3284,2016,2
Total Yards Allowed,2,0,2926,2021,2
Total Yards Allowed,2,1,3121,2020,2
Total Yards Allowed,2,2,3139,2022,2
Total Yards Allowed,2,3,3141,2014,2
Total Yards Allowed,2,4,3253,2018,2
Total Yards Allowed,2,5,3295,2016,2
Total Yards Allowed,2,6,3300,2015,2
Total Yards Allowed,2,7,3322,2019,2
Total Yards Allowed,2,8,3325,2025,2
Total Yards Allowed,2,9,3435,2017,2
Total Yards Allowed,2,10,3480,2023,2
Total Yards Allowed,2,11,3572,2024,2
Pass Attempts,2,0,415,2014,2
Pass Attempts,2,1,388,2021,2
Pass Attempts,2,2,368,2020,2
Pass Attempts,2,3,366,2023,2
Pass Attempts,2,4,365,2018,2
Pass Attempts,2,5,358,2022,2
Pass Attempts,2,6,354,2019,2
Pass Attempts,2,7,336,2024,2
Pass Attempts,2,8,335,2025,2
Pass Attempts,2,9,330,2015,2
Pass Attempts,2,10,328,2017,2
Pass Attempts,2,11,326,2016,2
Rush Attempts,2,0,338,2017,2
Rush Attempts,2,1,323,2015,2
Rush Attempts,2,2,306,2025,2
Rush Attempts,2,3,302,2016,2
Rush Attempts,2,4,294,2024,2
Rush Attempts,2,5,290,2022,2
Rush Attempts,2,6,288,2023,2
Rush Attempts,2,7,275,2018,2
Rush Attempts,2,8,270,2021,2
Rush Attempts,2,9,263,2020,2
Rush Attempts,2,10,262,2019,2
Rush Attempts,2,11,253,2014,2
Points Scored,3,0,295,2018,3
Points Scored,3,1,292,2024,3
Points Scored,3,2,286,2025,3
Points Scored,3,3,280,2017,3
Points Scored,3,4,274,2023,3
Points Scored,3,5,269,2022,3
Points Scored,3,6,266,2016,3
Points Scored,3,7,256,2020,3
Points Scored,3,8,255,2019,3
Points Scored,3,9,231,2021,3
Points Scored,3,10,220,2015,3
Points Scored,3,11,193,2014,3
Points Allowed,3,0,170,2019,3
Points Allowed,3,1,199,2024,3
Points Allowed,3,2,200,2018,3
Points Allowed,3,3,203,2014,3
Points Allowed,3,4,212,2017,3
Points Allowed,3,5,213,2022,3
Points Allowed,3,6,214,2025,3
Points Allowed,3,7,215,2020,3
Points Allowed,3,8,221,2016,3
Points Allowed,3,9,231,2015,3
Points Allowed,3,10,236,2021,3
Points Allowed,3,11,239,2023,3
Passing Yards,3,0,2601,2024,3
Passing Yards,3,1,2550,2023,3
Passing Yards,3,2,2516,2017,3
Passing Yards,3,3,2482,2025,3
Passing Yards,3,4,2444,2016,3
Passing Yards,3,5,2319,2022,3
Passing Yards,3,6,2252,2020,3
Passing Yards,3,7,2186,2021,3
Passing Yards,3,8,2181,2019,3
Passing Yards,3,9,2028,2015,3
Passing Yards,3,10,1866,2014,3
Passing Yards,3,11,1815,2018,3
Passing Yards Allowed,3,0,2216,2014,3
Passing Yards Allowed,3,1,2327,2019,3
Passing Yards Allowed,3,2,2339,2015,3
Passing Yards Allowed,3,3,2458,2025,3
Passing Yards Allowed,3,4,2491,2024,3
Passing Yards Allowed,3,5,2616,2022,3
Passing Yards Allowed,3,6,2661,2021,3
Passing Yards Allowed,3,7,2682,2020,3
Passing Yards Allowed,3,8,2711,2023,3
Passing Yards Allowed,3,9,2719,2016,3
Passing Yards Allowed,3,10,2730,2018,3
Passing Yards Allowed,3,11,2836,2017,3
Rushing Yards,3,0,1988,2024,3
Rushing Yards,3,1,1721,2018,3
Rushing Yards,3,2,1711,2025,3
Rushing Yards,3,3,1655,2016,3
Rushing Yards,3,4,1624,2015,3
Rushing Yards,3,5,1605,2019,3
Rushing Yards,3,6,1600,2022,3
Rushing Yards,3,7,1480,2021,3
Rushing Yards,3,8,1470,2017,3
Rushing Yards,3,9,1462,2023,3
Rushing Yards,3,10,1453,2020,3
Rushing Yards,3,11,1420,2014,3
Rushing Yards Allowed,3,0,812,2024,3
Rushing Yards Allowed,3,1,960,2025,3
Rushing Yards Allowed,3,2,965,2018,3
Rushing Yards Allowed,3,3,972,2017,3
Rushing Yards Allowed,3,4,1011,2022,3
Rushing Yards Allowed,3,5,1013,2021,3
Rushing Yards Allowed,3,6,1036,2023,3
Rushing Yards Allowed,3,7,1094,2019,3
Rushing Yards Allowed,3,8,1122,2014,3
Rushing Yards Allowed,3,9,1206,2015,3
Rushing Yards Allowed,3,10,1240,2020,3
Rushing Yards Allowed,3,11,1276,2016,3
Total Yards,3,0,4590,2024,3
Total Yards,3,1,4194,2025,3
Total Yards,3,2,4099,2016,3
Total Yards,3,3,4012,2023,3
Total Yards,3,4,3986,2017,3
Total Yards,3,5,3919,2022,3
Total Yards,3,6,3786,2019,3
Total Yards,3,7,3706,2020,3
Total Yards,3,8,3666,2021,3
Total Yards,3,9,3653,2015,3
Total Yards,3,10,3537,2018,3
Total Yards,3,11,3286,2014,3
Total Yards Allowed,3,0,3303,2024,3
Total Yards Allowed,3,1,3338,2014,3
Total Yards Allowed,3,2,3419,2025,3
Total Yards Allowed,3,3,3421,2019,3
Total Yards Allowed,3,4,3545,2015,3
Total Yards Allowed,3,5,3628,2022,3
Total Yards Allowed,3,6,3675,2021,3
Total Yards Allowed,3,7,3695,2018,3
Total Yards Allowed,3,8,3748,2023,3
Total Yards Allowed,3,9,3809,2017,3
Total Yards Allowed,3,10,3922,2020,3
Total Yards Allowed,3,11,3995,2016,3
Pass Attempts,3,0,345,2025,3
Pass Attempts,3,1,343,2021,3
Pass Attempts,3,2,328,2017,3
Pass Attempts,3,3,327,2023,3
Pass Attempts,3,4,310,2020,3
Pass Attempts,3,5,301,2016,3
Pass Attempts,3,6,299,2022,3
Pass Attempts,3,7,298,2019,3
Pass Attempts,3,8,298,2024,3
Pass Attempts,3,9,295,2015,3
Pass Attempts,3,10,277,2014,3
Pass Attempts,3,11,258,2018,3
Rush Attempts,3,0,376,2018,3
Rush Attempts,3,1,371,2024,3
Rush Attempts,3,2,348,2025,3
Rush Attempts,3,3,346,2016,3
Rush Attempts,3,4,336,2015,3
Rush Attempts,3,5,335,2014,3
Rush Attempts,3,6,333,2021,3
Rush Attempts,3,7,330,2019,3
Rush Attempts,3,8,329,2017,3
Rush Attempts,3,9,327,2023,3
Rush Attempts,3,10,319,2022,3
Rush Attempts,3,11,316,2020,3
Points Scored,4,0,275,2023,4
Points Scored,4,1,270,2021,4
Points Scored,4,2,266,2018,4
Points Scored,4,3,260,2024,4
Points Scored,4,4,254,2022,4
Points Scored,4,5,241,2016,4
Points Scored,4,6,240,2014,4
Points Scored,4,7,231,2020,4
Points Scored,4,8,225,2017,4
Points Scored,4,9,221,2015,4
Points Scored,4,10,221,2025,4
Points Scored,4,11,190,2019,4
Points Allowed,4,0,133,2016,4
Points Allowed,4,1,158,2023,4
Points Allowed,4,2,175,2015,4
Points Allowed,4,3,175,2019,4
Points Allowed,4,4,175,2021,4
Points Allowed,4,5,181,2018,4
Points Allowed,4,6,188,2014,4
Points Allowed,4,7,198,2022,4
Points Allowed,4,8,206,2025,4
Points Allowed,4,9,210,2024,4
Points Allowed,4,10,238,2017,4
Points Allowed,4,11,241,2020,4
Passing Yards,4,0,2531,2018,4
Passing Yards,4,1,2526,2022,4
Passing Yards,4,2,2450,2017,4
Passing Yards,4,3,2346,2024,4
Passing Yards,4,4,2298,2020,4
Passing Yards,4,5,2233,2023,4
Passing Yards,4,6,2202,2025,4
Passing Yards,4,7,2098,2015,4
Passing Yards,4,8,2089,2021,4
Passing Yards,4,9,1997,2019,4
Passing Yards,4,10,1908,2016,4
Passing Yards,4,11,1828,2014,4
Passing Yards Allowed,4,0,2185,2019,4
Passing Yards Allowed,4,1,2203,2014,4
Passing Yards Allowed,4,2,2233,2016,4
Passing Yards Allowed,4,3,2242,2024,4
Passing Yards Allowed,4,4,2308,2017,4
Passing Yards Allowed,4,5,2409,2025,4
Passing Yards Allowed,4,6,2446,2020,4
Passing Yards Allowed,4,7,2449,2023,4
Passing Yards Allowed,4,8,2476,2018,4
Passing Yards Allowed,4,9,2502,2015,4
Passing Yards Allowed,4,10,2515,2021,4
Passing Yards Allowed,4,11,2580,2022,4
Rushing Yards,4,0,1616,2023,4
Rushing Yards,4,1,1555,2016,4
Rushing Yards,4,2,1416,2022,4
Rushing Yards,4,3,1411,2024,4
Rushing Yards,4,4,1377,2021,4
Rushing Yards,4,5,1300,2015,4
Rushing Yards,4,6,1297,2014,4
Rushing Yards,4,7,1253,2020,4
Rushing Yards,4,8,1228,2025,4
Rushing Yards,4,9,1211,2018,4
Rushing Yards,4,10,1203,2019,4
Rushing Yards,4,11,815,2017,4
Rushing Yards Allowed,4,0,871,2020,4
Rushing Yards Allowed,4,1,898,2015,4
Rushing Yards Allowed,4,2,907,2021,4
Rushing Yards Allowed,4,3,973,2023,4
Rushing Yards Allowed,4,4,980,2016,4
Rushing Yards Allowed,4,5,1003,2018,4
Rushing Yards Allowed,4,6,1012,2024,4
Rushing Yards Allowed,4,7,1039,2017,4
Rushing Yards Allowed,4,8,1052,2025,4
Rushing Yards Allowed,4,9,1078,2022,4
Rushing Yards Allowed,4,10,1122,2019,4
Rushing Yards Allowed,4,11,1159,2014,4
Total Yards,4,0,3942,2022,4
Total Yards,4,1,3850,2023,4
Total Yards,4,2,3758,2024,4
Total Yards,4,3,3743,2018,4
Total Yards,4,4,3551,2020,4
Total Yards,4,5,3466,2021,4
Total Yards,4,6,3464,2016,4
Total Yards,4,7,3431,2025,4
Total Yards,4,8,3398,2015,4
Total Yards,4,9,3265,2017,4
Total Yards,4,10,3200,2019,4
Total Yards,4,11,3125,2014,4
Total Yards Allowed,4,0,3213,2016,4
Total Yards Allowed,4,1,3255,2024,4
Total Yards Allowed,4,2,3308,2019,4
Total Yards Allowed,4,3,3318,2020,4
Total Yards Allowed,4,4,3348,2017,4
Total Yards Allowed,4,5,3362,2014,4
Total Yards Allowed,4,6,3400,2015,4
Total Yards Allowed,4,7,3422,2021,4
Total Yards Allowed,4,8,3423,2023,4
Total Yards Allowed,4,9,3461,2025,4
Total Yards Allowed,4,10,3480,2018,4
Total Yards Allowed,4,11,3658,2022,4
Pass Attempts,4,0,341,2017,4
Pass Attempts,4,1,327,2024,4
Pass Attempts,4,2,324,2020,4
Pass Attempts,4,3,323,2022,4
Pass Attempts,4,4,315,2019,4
Pass Attempts,4,5,308,2025,4
Pass Attempts,4,6,304,2015,4
Pass Attempts,4,7,304,2018,4
Pass Attempts,4,8,287,2021,4
Pass Attempts,4,9,283,2016,4
Pass Attempts,4,10,280,2014,4
Pass Attempts,4,11,270,2023,4
Rush Attempts,4,0,351,2016,4
Rush Attempts,4,1,339,2022,4
Rush Attempts,4,2,338,2014,4
Rush Attempts,4,3,338,2021,4
Rush Attempts,4,4,336,2023,4
Rush Attempts,4,5,332,2020,4
Rush Attempts,4,6,327,2018,4
Rush Attempts,4,7,314,2024,4
Rush Attempts,4,8,306,2015,4
Rush Attempts,4,9,295,2019,4
Rush Attempts,4,10,295,2025,4
Rush Attempts,4,11,255,2017,4
Points Scored,5,0,190,2024,5
Points Scored,5,1,188,2025,5
Points Scored,5,2,181,2023,5
Points Scored,5,3,171,2015,5
Points Scored,5,4,169,2017,5
Points Scored,5,5,165,2022,5
Points Scored,5,6,158,2014,5
Points Scored,5,7,158,2018,5
Points Scored,5,8,155,2019,5
Points Scored,5,9,134,2016,5
Points Scored,5,10,126,2020,5
Points Scored,5,11,106,2021,5
Points Allowed,5,0,196,2015,5
Points Allowed,5,1,200,2018,5
Points Allowed,5,2,210,2025,5
Points Allowed,5,3,224,2016,5
Points Allowed,5,4,231,2017,5
Points Allowed,5,5,236,2014,5
Points Allowed,5,6,241,2024,5
Points Allowed,5,7,246,2019,5
Points Allowed,5,8,247,2023,5
Points Allowed,5,9,269,2020,5
Points Allowed,5,10,275,2021,5
Points Allowed,5,11,297,2022,5
Passing Yards,5,0,2453,2024,5
Passing Yards,5,1,2410,2025,5
Passing Yards,5,2,2325,2023,5
Passing Yards,5,3,2290,2015,5
Passing Yards,5,4,2215,2014,5
Passing Yards,5,5,2188,2022,5
Passing Yards,5,6,2172,2016,5
Passing Yards,5,7,2126,2019,5
Passing Yards,5,8,1959,2018,5
Passing Yards,5,9,1885,2021,5
Passing Yards,5,10,1848,2020,5
Passing Yards,5,11,1634,2017,5
Passing Yards Allowed,5,0,2081,2014,5
Passing Yards Allowed,5,1,2132,2016,5
Passing Yards Allowed,5,2,2185,2015,5
Passing Yards Allowed,5,3,2247,2018,5
Passing Yards Allowed,5,4,2365,2017,5
Passing Yards Allowed,5,5,2376,2019,5
Passing Yards Allowed,5,6,2503,2020,5
Passing Yards Allowed,5,7,2543,2023,5
Passing Yards Allowed,5,8,2576,2024,5
Passing Yards Allowed,5,9,2595,2021,5
Passing Yards Allowed,5,10,2656,2022,5
Passing Yards Allowed,5,11,2751,2025,5
Rushing Yards,5,0,1160,2018,5
Rushing Yards,5,1,1120,2016,5
Rushing Yards,5,2,1073,2020,5
Rushing Yards,5,3,1056,2015,5
Rushing Yards,5,4,1045,2014,5
Rushing Yards,5,5,1016,2023,5
Rushing Yards,5,6,1003,2021,5
Rushing Yards,5,7,951,2022,5
Rushing Yards,5,8,901,2017,5
Rushing Yards,5,9,898,2019,5
Rushing Yards,5,10,811,2024,5
Rushing Yards,5,11,552,2025,5
Rushing Yards Allowed,5,0,902,2016,5
Rushing Yards Allowed,5,1,925,2020,5
Rushing Yards Allowed,5,2,953,2019,5
Rushing Yards Allowed,5,3,1060,2017,5
Rushing Yards Allowed,5,4,1061,2025,5
Rushing Yards Allowed,5,5,1121,2022,5
Rushing Yards Allowed,5,6,1132,2018,5
Rushing Yards Allowed,5,7,1170,2024,5
Rushing Yards Allowed,5,8,1185,2015,5
Rushing Yards Allowed,5,9,1276,2023,5
Rushing Yards Allowed,5,10,1301,2021,5
Rushing Yards Allowed,5,11,1373,2014,5
Total Yards,5,0,3347,2015,5
Total Yards,5,1,3342,2023,5
Total Yards,5,2,3292,2016,5
Total Yards,5,3,3265,2024,5
Total Yards,5,4,3260,2014,5
Total Yards,5,5,3140,2022,5
Total Yards,5,6,3119,2018,5
Total Yards,5,7,3025,2019,5
Total Yards,5,8,2962,2025,5
Total Yards,5,9,2921,2020,5
Total Yards,5,10,2888,2021,5
Total Yards,5,11,2535,2017,5
Total Yards Allowed,5,0,3035,2016,5
Total Yards Allowed,5,1,3329,2019,5
Total Yards Allowed,5,2,3370,2015,5
Total Yards Allowed,5,3,3380,2018,5
Total Yards Allowed,5,4,3425,2017,5
Total Yards Allowed,5,5,3428,2020,5
Total Yards Allowed,5,6,3454,2014,5
Total Yards Allowed,5,7,3746,2024,5
Total Yards Allowed,5,8,3778,2022,5
Total Yards Allowed,5,9,3813,2025,5
Total Yards Allowed,5,10,3820,2023,5
Total Yards Allowed,5,11,3896,2021,5
Pass Attempts,5,0,416,2024,5
Pass Attempts,5,1,388,2025,5
Pass Attempts,5,2,381,2023,5
Pass Attempts,5,3,379,2019,5
Pass Attempts,5,4,378,2014,5
Pass Attempts,5,5,376,2022,5
