Category,Team/All_Teams,Place,Record,Year,Team,Opponent
Total Yards,6,2,389,2017,6,8
Total Yards,6,3,381,2019,6,16
Total Yards,6,4,356,2015,6,28
Total Yards,6,5,273,2017,6,19
Total Yards,6,6,239,2019,6,3
Total Yards Allowed,6,0,263,2014,6,22
Total Yards Allowed,6,1,271,2019,6,16
Total Yards Allowed,6,2,277,2015,6,28
Total Yards Allowed,6,3,345,2017,6,19
Total Yards Allowed,6,4,386,2014,6,19
Total Yards Allowed,6,5,389,2019,6,3
Total Yards Allowed,6,6,453,2017,6,8
Pass Attempts,6,0,52,2017,6,8
Pass Attempts,6,1,45,2014,6,19
Pass Attempts,6,2,41,2019,6,16
Pass Attempts,6,3,39,2015,6,28
Pass Attempts,6,4,35,2019,6,3
Pass Attempts,6,5,32,2017,6,19
Pass Attempts,6,6,27,2014,6,22
Rush Attempts,6,0,32,2014,6,22
Rush Attempts,6,1,27,2015,6,28
Rush Attempts,6,2,26,2017,6,8
Rush Attempts,6,3,23,2017,6,19
Rush Attempts,6,4,20,2014,6,19
Rush Attempts,6,5,20,2019,6,16
Rush Attempts,6,6,17,2019,6,3
Points Scored,7,0,13,2014,7,25
Points Allowed,7,0,20,2014,7,25
Passing Yards,7,0,248,2014,7,25
Passing Yards Allowed,7,0,261,2014,7,25
Rushing Yards,7,0,105,2014,7,25
Rushing Yards Allowed,7,0,60,2014,7,25
Total Yards,7,0,313,2014,7,25
Total Yards Allowed,7,0,307,2014,7,25
Pass Attempts,7,0,35,2014,7,25
Rush Attempts,7,0,31,2014,7,25
Points Scored,8,0,24,2017,8,6
Points Allowed,8,0,27,2017,8,6
Passing Yards,8,0,341,2017,8,6
Passing Yards Allowed,8,0,322,2017,8,6
Rushing Yards,8,0,135,2017,8,6
Rushing Yards Allowed,8,0,87,2017,8,6
Total Yards,8,0,453,2017,8,6
Total Yards Allowed,8,0,389,2017,8,6
Pass Attempts,8,0,37,2017,8,6
Rush Attempts,8,0,26,2017,8,6
Points Scored,9,0,18,2016,9,18
Points Scored,9,1,14,2019,9,4
Points Scored,9,2,10,2017,9,1
Points Allowed,9,0,17,2017,9,1
Points Allowed,9,1,27,2019,9,4
Points Allowed,9,2,31,2016,9,18
Passing Yards,9,0,348,2016,9,18
Passing Yards,9,1,284,2019,9,4
Passing Yards,9,2,268,2017,9,1
Passing Yards Allowed,9,0,229,2019,9,4
Passing Yards Allowed,9,1,268,2017,9,1
Passing Yards Allowed,9,2,302,2016,9,18
Rushing Yards,9,0,99,2016,9,18
Rushing Yards,9,1,38,2017,9,1
Rushing Yards,9,2,27,2019,9,4
Rushing Yards Allowed,9,0,78,2016,9,18
Rushing Yards Allowed,9,1,81,2017,9,1
Rushing Yards Allowed,9,2,137,2019,9,4
Total Yards,9,0,423,2016,9,18
Total Yards,9,1,293,2019,9,4
Total Yards,9,2,283,2017,9,1
Total Yards Allowed,9,0,331,2017,9,1
Total Yards Allowed,9,1,366,2019,9,4
Total Yards Allowed,9,2,374,2016,9,18
Pass Attempts,9,0,51,2016,9,18
Pass Attempts,9,1,43,2019,9,4
Pass Attempts,9,2,37,2017,9,1
Rush Attempts,9,0,23,2017,9,1
Rush Attempts,9,1,19,2016,9,18
Rush Attempts,9,2,19,2019,9,4
Points Scored,10,0,45,2019,10,17
Points Scored,10,1,40,2017,10,1
Points Scored,10,2,38,2015,10,25
Points Scored,10,3,31,2020,10,29
Points Scored,10,4,30,2016,10,18
Points Scored,10,5,30,2020,10,21
Points Scored,10,6,27,2019,10,4
Points Scored,10,7,23,2016,10,4
Points Scored,10,8,23,2020,10,13
Points Scored,10,9,21,2017,10,0
Points Scored,10,10,20,2019,10,3
Points Scored,10,11,17,2015,10,26
Points Scored,10,12,17,2015,10,20
Points Allowed,10,0,10,2019,10,4
Points Allowed,10,1,13,2017,10,1
Points Allowed,10,2,13,2020,10,13
Points Allowed,10,3,14,2015,10,26
Points Allowed,10,4,17,2019,10,3
Points Allowed,10,5,20,2019,10,17
Points Allowed,10,6,21,2015,10,20
Points Allowed,10,7,23,2015,10,25
Points Allowed,10,8,23,2020,10,29
Points Allowed,10,9,27,2016,10,18
Points Allowed,10,10,27,2017,10,0
Points Allowed,10,11,27,2020,10,21
Points Allowed,10,12,37,2016,10,4
Passing Yards,10,0,328,2020,10,21
Passing Yards,10,1,309,2016,10,4
Passing Yards,10,2,283,2017,10,0
Passing Yards,10,3,277,2019,10,4
Passing Yards,10,4,277,2020,10,29
Passing Yards,10,5,272,2017,10,1
Passing Yards,10,6,271,2015,10,20
Passing Yards,10,7,264,2020,10,13
Passing Yards,10,8,255,2019,10,3
Passing Yards,10,9,254,2015,10,26
Passing Yards,10,10,239,2016,10,18
Passing Yards,10,11,238,2019,10,17
Passing Yards,10,12,205,2015,10,25
Passing Yards Allowed,10,0,179,2015,10,26
Passing Yards Allowed,10,1,186,2020,10,13
Passing Yards Allowed,10,2,191,2015,10,20
Passing Yards Allowed,10,3,218,2016,10,4
Passing Yards Allowed,10,4,230,2019,10,17
Passing Yards Allowed,10,5,232,2017,10,1
Passing Yards Allowed,10,6,233,2019,10,4
Passing Yards Allowed,10,7,236,2019,10,3
Passing Yards Allowed,10,8,241,2017,10,0
Passing Yards Allowed,10,9,288,2020,10,21
Passing Yards Allowed,10,10,311,2020,10,29
Passing Yards Allowed,10,11,368,2015,10,25
Passing Yards Allowed,10,12,389,2016,10,18
Rushing Yards,10,0,207,2016,10,18
Rushing Yards,10,1,197,2019,10,17
Rushing Yards,10,2,161,2020,10,29
Rushing Yards,10,3,153,2015,10,26
Rushing Yards,10,4,141,2017,10,1
Rushing Yards,10,5,134,2019,10,3
Rushing Yards,10,6,119,2020,10,21
Rushing Yards,10,7,103,2017,10,0
Rushing Yards,10,8,81,2019,10,4
Rushing Yards,10,9,78,2016,10,4
Rushing Yards,10,10,77,2015,10,25
Rushing Yards,10,11,75,2020,10,13
Rushing Yards,10,12,72,2015,10,20
Rushing Yards Allowed,10,0,46,2017,10,1
Rushing Yards Allowed,10,1,62,2016,10,18
Rushing Yards Allowed,10,2,73,2015,10,25
Rushing Yards Allowed,10,3,82,2019,10,4
Rushing Yards Allowed,10,4,88,2019,10,3
Rushing Yards Allowed,10,5,98,2020,10,29
Rushing Yards Allowed,10,6,101,2020,10,21
Rushing Yards Allowed,10,7,105,2019,10,17
Rushing Yards Allowed,10,8,109,2016,10,4
Rushing Yards Allowed,10,9,117,2015,10,26
Rushing Yards Allowed,10,10,127,2015,10,20
Rushing Yards Allowed,10,11,137,2020,10,13
Rushing Yards Allowed,10,12,187,2017,10,0
Total Yards,10,0,441,2016,10,18
Total Yards,10,1,439,2020,10,21
Total Yards,10,2,435,2019,10,17
Total Yards,10,3,432,2020,10,29
Total Yards,10,4,413,2017,10,1
Total Yards,10,5,401,2015,10,26
Total Yards,10,6,380,2016,10,4
Total Yards,10,7,375,2017,10,0
Total Yards,10,8,362,2019,10,3
Total Yards,10,9,353,2019,10,4
Total Yards,10,10,335,2015,10,20
Total Yards,10,11,309,2020,10,13
Total Yards,10,12,282,2015,10,25
Total Yards Allowed,10,0,244,2017,10,1
Total Yards Allowed,10,1,284,2015,10,26
Total Yards Allowed,10,2,284,2019,10,3
Total Yards Allowed,10,3,296,2019,10,4
Total Yards Allowed,10,4,308,2016,10,4
Total Yards Allowed,10,5,310,2015,10,20
Total Yards Allowed,10,6,311,2020,10,13
Total Yards Allowed,10,7,326,2019,10,17
Total Yards Allowed,10,8,376,2020,10,21
Total Yards Allowed,10,9,384,2020,10,29
Total Yards Allowed,10,10,422,2015,10,25
Total Yards Allowed,10,11,428,2017,10,0
Total Yards Allowed,10,12,437,2016,10,18
Pass Attempts,10,0,51,2016,10,4
Pass Attempts,10,1,49,2015,10,20
Pass Attempts,10,2,43,2015,10,26
Pass Attempts,10,3,43,2017,10,0
Pass Attempts,10,4,38,2017,10,1
Pass Attempts,10,5,37,2016,10,18
Pass Attempts,10,6,37,2019,10,3
Pass Attempts,10,7,33,2019,10,4
Pass Attempts,10,8,33,2020,10,21
Pass Attempts,10,9,32,2020,10,13
Pass Attempts,10,10,30,2020,10,29
Pass Attempts,10,11,29,2015,10,25
Pass Attempts,10,12,22,2019,10,17
Rush Attempts,10,0,39,2019,10,17
Rush Attempts,10,1,38,2016,10,18
Rush Attempts,10,2,35,2017,10,1
Rush Attempts,10,3,33,2015,10,26
Rush Attempts,10,4,33,2019,10,4
Rush Attempts,10,5,33,2020,10,29
Rush Attempts,10,6,32,2015,10,25
Rush Attempts,10,7,32,2019,10,3
Rush Attempts,10,8,25,2017,10,0
Rush Attempts,10,9,25,2020,10,13
Rush Attempts,10,10,24,2016,10,4
Rush Attempts,10,11,23,2020,10,21
Rush Attempts,10,12,14,2015,10,20
Points Scored,12,0,19,2018,12,28
Points Scored,12,1,6,2018,12,3
Points Allowed,12,0,10,2018,12,28
Points Allowed,12,1,38,2018,12,3
Passing Yards,12,0,279,2018,12,28
Passing Yards,12,1,179,2018,12,3
Passing Yards Allowed,12,0,150,2018,12,28
Passing Yards Allowed,12,1,217,2018,12,3
Rushing Yards,12,0,60,2018,12,28
Rushing Yards,12,1,42,2018,12,3
Rushing Yards Allowed,12,0,122,2018,12,28
Rushing Yards Allowed,12,1,255,2018,12,3
Total Yards,12,0,330,2018,12,28
Total Yards,12,1,215,2018,12,3
Total Yards Allowed,12,0,242,2018,12,28
Total Yards Allowed,12,1,468,2018,12,3
Pass Attempts,12,0,41,2018,12,28
Pass Attempts,12,1,31,2018,12,3
Rush Attempts,12,0,24,2018,12,28
Rush Attempts,12,1,18,2018,12,3
Points Scored,13,0,38,2018,13,16
Points Scored,13,1,38,2020,13,19
Points Scored,13,2,31,2020,13,20
Points Scored,13,3,27,2019,13,31
Points Scored,13,4,22,2016,13,31
Points Scored,13,5,21,2018,13,3
Points Scored,13,6,17,2018,13,15
Points Scored,13,7,13,2020,13,10
Points Scored,13,8,7,2016,13,19
Points Allowed,13,0,3,2016,13,31
Points Allowed,13,1,7,2018,13,16
Points Allowed,13,2,13,2018,13,3
Points Allowed,13,3,20,2020,13,19
Points Allowed,13,4,23,2020,13,10
Points Allowed,13,5,27,2016,13,19
Points Allowed,13,6,28,2020,13,20
Points Allowed,13,7,30,2018,13,15
Points Allowed,13,8,30,2019,13,31
Passing Yards,13,0,412,2020,13,20
Passing Yards,13,1,364,2018,13,15
Passing Yards,13,2,296,2018,13,16
Passing Yards,13,3,293,2020,13,19
Passing Yards,13,4,279,2018,13,3
Passing Yards,13,5,201,2019,13,31
Passing Yards,13,6,198,2016,13,31
Passing Yards,13,7,186,2020,13,10
Passing Yards,13,8,158,2016,13,19
Passing Yards Allowed,13,0,138,2018,13,16
Passing Yards Allowed,13,1,198,2016,13,31
Passing Yards Allowed,13,2,201,2018,13,3
Passing Yards Allowed,13,3,209,2016,13,19
Passing Yards Allowed,13,4,264,2020,13,10
Passing Yards Allowed,13,5,266,2018,13,15
Passing Yards Allowed,13,6,323,2020,13,20
Passing Yards Allowed,13,7,364,2019,13,31
Passing Yards Allowed,13,8,383,2020,13,19
Rushing Yards,13,0,157,2019,13,31
Rushing Yards,13,1,146,2020,13,20
Rushing Yards,13,2,137,2020,13,10
Rushing Yards,13,3,135,2020,13,19
Rushing Yards,13,4,133,2018,13,3
Rushing Yards,13,5,102,2018,13,16
Rushing Yards,13,6,72,2016,13,31
Rushing Yards,13,7,72,2018,13,15
Rushing Yards,13,8,52,2016,13,19
Rushing Yards Allowed,13,0,33,2016,13,31
Rushing Yards Allowed,13,1,49,2020,13,20
Rushing Yards Allowed,13,2,68,2020,13,19
Rushing Yards Allowed,13,3,75,2020,13,10
Rushing Yards Allowed,13,4,88,2018,13,15
Rushing Yards Allowed,13,5,100,2016,13,19
Rushing Yards Allowed,13,6,105,2018,13,16
Rushing Yards Allowed,13,7,109,2019,13,31
Rushing Yards Allowed,13,8,112,2018,13,3
Total Yards,13,0,529,2020,13,20
Total Yards,13,1,425,2020,13,19
Total Yards,13,2,421,2018,13,15
Total Yards,13,3,412,2018,13,3
Total Yards,13,4,398,2018,13,16
Total Yards,13,5,332,2019,13,31
Total Yards,13,6,311,2020,13,10
Total Yards,13,7,259,2016,13,31
Total Yards,13,8,205,2016,13,19
Total Yards Allowed,13,0,202,2018,13,16
Total Yards Allowed,13,1,207,2016,13,31
Total Yards Allowed,13,2,286,2016,13,19
Total Yards Allowed,13,3,287,2018,13,3
Total Yards Allowed,13,4,309,2020,13,10
Total Yards Allowed,13,5,353,2018,13,15
Total Yards Allowed,13,6,361,2020,13,20
Total Yards Allowed,13,7,414,2020,13,19
Total Yards Allowed,13,8,453,2019,13,31
Pass Attempts,13,0,60,2018,13,15
Pass Attempts,13,1,39,2016,13,19
Pass Attempts,13,2,36,2020,13,20
Pass Attempts,13,3,34,2018,13,16
Pass Attempts,13,4,33,2016,13,31
Pass Attempts,13,5,30,2019,13,31
Pass Attempts,13,6,30,2020,13,19
Pass Attempts,13,7,29,2018,13,3
Pass Attempts,13,8,29,2020,13,10
Rush Attempts,13,0,35,2018,13,3
Rush Attempts,13,1,31,2018,13,16
Rush Attempts,13,2,30,2020,13,20
