Week,Visitor_Team,Home_Team
Reg. Season Week 2,8,4
Reg. Season Week 2,9,12
Reg. Season Week 2,10,28
Reg. Season Week 2,11,15
Reg. Season Week 2,13,27
Reg. Season Week 2,14,25
Reg. Season Week 2,16,24
Reg. Season Week 2,17,20
Reg. Season Week 2,18,22
Reg. Season Week 2,21,6
Reg. Season Week 2,23,1
Reg. Season Week 2,26,19
Reg. Season Week 2,30,29
Reg. Season Week 2,31,5
Reg. Season Week 3,1,0
Reg. Season Week 3,2,16
Reg. Season Week 3,3,31
Reg. Season Week 3,5,29
Reg. Season Week 3,7,27
Reg. Season Week 3,9,18
Reg. Season Week 3,11,8
Reg. Season Week 3,13,6
Reg. Season Week 3,17,24
Reg. Season Week 3,19,12
Reg. Season Week 3,21,4
Reg. Season Week 3,23,22
Reg. Season Week 3,25,10
Reg. Season Week 3,26,15
Reg. Season Week 3,28,20
Reg. Season Week 3,30,14
Reg. Season Week 4,1,27
Reg. Season Week 4,2,11
Reg. Season Week 4,3,14
Reg. Season Week 4,5,4
Reg. Season Week 4,6,12
Reg. Season Week 4,9,17
Reg. Season Week 4,15,10
Reg. Season Week 4,16,20
Reg. Season Week 4,18,0
Reg. Season Week 4,19,13
Reg. Season Week 4,24,29
Reg. Season Week 4,25,26
Reg. Season Week 4,28,30
Reg. Season Week 4,31,22
Reg. Season Week 5,0,7
Reg. Season Week 5,3,8
Reg. Season Week 5,4,1
Reg. Season Week 5,6,2
Reg. Season Week 5,14,23
Reg. Season Week 5,17,10
Reg. Season Week 5,19,16
Reg. Season Week 5,20,13
Reg. Season Week 5,21,24
Reg. Season Week 5,22,11
Reg. Season Week 5,26,18
Reg. Season Week 5,27,15
Reg. Season Week 5,29,25
Reg. Season Week 5,30,12
Reg. Season Week 6,0,21
Reg. Season Week 6,2,28
Reg. Season Week 6,3,20
Reg. Season Week 6,7,18
Reg. Season Week 6,8,14
Reg. Season Week 6,9,5
Reg. Season Week 6,10,4
Reg. Season Week 6,12,11
Reg. Season Week 6,15,1
Reg. Season Week 6,19,23
Reg. Season Week 6,22,6
Reg. Season Week 6,26,29
Reg. Season Week 6,27,17
Reg. Season Week 6,30,31
Reg. Season Week 7,1,10
Reg. Season Week 7,2,30
Reg. Season Week 7,4,15
Reg. Season Week 7,8,23
Reg. Season Week 7,11,6
Reg. Season Week 7,12,22
Reg. Season Week 7,13,16
Reg. Season Week 7,17,5
Reg. Season Week 7,20,19
Reg. Season Week 7,24,0
Reg. Season Week 7,25,7
Reg. Season Week 7,27,9
Reg. Season Week 7,29,21
Reg. Season Week 7,31,28
Reg. Season Week 8,5,15
Reg. Season Week 8,6,31
Reg. Season Week 8,7,26
Reg. Season Week 8,9,1
Reg. Season Week 8,11,30
Reg. Season Week 8,12,2
Reg. Season Week 8,14,13
Reg. Season Week 8,16,8
Reg. Season Week 8,17,4
Reg. Season Week 8,21,18
Reg. Season Week 8,22,28
Reg. Season Week 8,23,3
Reg. Season Week 8,25,24
Reg. Season Week 8,29,0
Reg. Season Week 9,1,5
Reg. Season Week 9,3,19
Reg. Season Week 9,4,9
Reg. Season Week 9,7,24
Reg. Season Week 9,8,13
Reg. Season Week 9,10,27
Reg. Season Week 9,15,17
Reg. Season Week 9,18,25
Reg. Season Week 9,20,14
Reg. Season Week 9,21,26
Reg. Season Week 9,23,16
Reg. Season Week 9,28,12
Reg. Season Week 9,30,22
Reg. Season Week 9,31,2
Reg. Season Week 10,0,26
Reg. Season Week 10,1,17
Reg. Season Week 10,2,22
Reg. Season Week 10,5,27
Reg. Season Week 10,8,19
Reg. Season Week 10,10,9
Reg. Season Week 10,13,3
Reg. Season Week 10,14,16
Reg. Season Week 10,20,23
Reg. Season Week 10,24,18
Reg. Season Week 10,25,21
Reg. Season Week 10,28,6
Reg. Season Week 10,29,7
Reg. Season Week 10,31,11
Reg. Season Week 11,0,25
Reg. Season Week 11,5,10
Reg. Season Week 11,7,21
Reg. Season Week 11,8,20
Reg. Season Week 11,9,15
Reg. Season Week 11,11,28
Reg. Season Week 11,16,3
Reg. Season Week 11,18,29
Reg. Season Week 11,19,14
Reg. Season Week 11,23,13
Reg. Season Week 11,26,24
Reg. Season Week 11,27,4
Reg. Season Week 11,30,6
Reg. Season Week 11,31,12
Reg. Season Week 12,0,14
Reg. Season Week 12,2,18
Reg. Season Week 12,3,26
Reg. Season Week 12,4,13
Reg. Season Week 12,7,22
Reg. Season Week 12,9,11
Reg. Season Week 12,10,31
Reg. Season Week 12,12,15
Reg. Season Week 12,17,8
Reg. Season Week 12,19,24
Reg. Season Week 12,20,1
Reg. Season Week 12,25,16
Reg. Season Week 12,27,23
Reg. Season Week 12,28,5
Reg. Season Week 12,29,6
Reg. Season Week 12,30,21
Reg. Season Week 13,0,5
Reg. Season Week 13,4,25
Reg. Season Week 13,6,3
Reg. Season Week 13,8,30
Reg. Season Week 13,10,21
Reg. Season Week 13,12,23
Reg. Season Week 13,14,11
Reg. Season Week 13,15,7
Reg. Season Week 13,16,28
Reg. Season Week 13,18,17
Reg. Season Week 13,20,2
Reg. Season Week 13,22,19
Reg. Season Week 13,24,9
Reg. Season Week 13,27,26
Reg. Season Week 13,29,1
Reg. Season Week 13,31,13
Reg. Season Week 14,1,13
Reg. Season Week 14,5,12
Reg. Season Week 14,6,7
Reg. Season Week 14,8,27
Reg. Season Week 14,11,10
Reg. Season Week 14,14,26
Reg. Season Week 14,15,28
Reg. Season Week 14,16,0
Reg. Season Week 14,18,30
Reg. Season Week 14,20,4
Reg. Season Week 14,21,2
Reg. Season Week 14,22,29
Reg. Season Week 14,23,17
Reg. Season Week 14,24,3
Reg. Season Week 14,25,19
Reg. Season Week 14,31,9
Reg. Season Week 15,0,24
Reg. Season Week 15,1,4
Reg. Season Week 15,2,6
Reg. Season Week 15,5,9
Reg. Season Week 15,10,15
Reg. Season Week 15,11,12
Reg. Season Week 15,13,8
Reg. Season Week 15,14,3
Reg. Season Week 15,16,19
Reg. Season Week 15,17,27
Reg. Season Week 15,18,7
Reg. Season Week 15,21,29
Reg. Season Week 15,22,30
Reg. Season Week 15,23,20
Reg. Season Week 15,26,25
Reg. Season Week 15,28,31
Reg. Season Week 16,1,8
Reg. Season Week 16,3,25
Reg. Season Week 16,4,23
Reg. Season Week 16,5,11
Reg. Season Week 16,6,18
Reg. Season Week 16,7,30
Reg. Season Week 16,12,10
Reg. Season Week 16,13,17
Reg. Season Week 16,15,31
Reg. Season Week 16,19,0
Reg. Season Week 16,22,21
Reg. Season Week 16,24,14
Reg. Season Week 16,26,16
Reg. Season Week 16,27,20
Reg. Season Week 16,28,9
Reg. Season Week 16,29,2
Reg. Season Week 17,4,17
Reg. Season Week 17,6,22
Reg. Season Week 17,7,29
Reg. Season Week 17,9,10
Reg. Season Week 17,11,31
Reg. Season Week 17,12,28
Reg. Season Week 17,13,20
Reg. Season Week 17,15,5
Reg. Season Week 17,16,14
Reg. Season Week 17,18,21
Reg. Season Week 17,19,3
Reg. Season Week 17,23,8
Reg. Season Week 17,24,25
Reg. Season Week 17,26,0
Reg. Season Week 17,27,1
Reg. Season Week 17,30,2
Wild Card Round,3,19
Wild Card Round,15,21
Wild Card Round,20,28
Wild Card Round,29,1
Divisional Round,19,30
Divisional Round,20,13
Divisional Round,21,25
Divisional Round,29,10
Conference Round,19,13
Conference Round,21,10
Front Office Bowl,10,13
