Year,Game_ID,Week,Visitor_Score,Visitor_Team,Home_Score,Home_Team,Attendance,Weather,Temperature,Wind,Visitor_Quarterback,Home_Quarterback,Visitor_Running_Back,Home_Running_Back,Visitor_Receiver,Home_Receiver,Visitor_QB_Pass_Attempts,Visitor_QB_Completions,Visitor_QB_Passing_Yardage,Home_QB_Pass_Attempts,Home_QB_Completions,Home_QB_Passing_Yardage,Visiting_Leader_Rushes,Visiting_Leader_Rushing_Yardage,Home_Leader_Rushes,Home_Leader_Rushing_Yardage,Visiting_Leader_Receptions,Visiting_Leader_Receiving_Yardage,Home_Leader_Receptions,Home_Leader_Receiving_Yardage
2020,10,Ex. Season Week 2,22,13,34,7,61900,Rain,84,1,3221,4020,1604,5735,1799,5867,21,13,152,16,7,102,19,68,16,38,5,84,3,55
2020,11,Ex. Season Week 2,13,14,20,17,56600,Sunny,65,9,6551,4008,1567,1797,915,2622,37,21,205,17,8,85,12,55,13,32,7,65,5,63
2020,12,Ex. Season Week 2,19,16,12,1,57500,Sunny,64,5,7390,1654,3305,7487,599,994,21,9,90,36,17,134,8,57,9,78,2,42,8,120
2020,13,Ex. Season Week 2,35,19,29,4,71700,Sunny,68,0,112,6539,6617,960,1716,3418,12,9,131,20,9,147,22,121,11,70,6,85,5,88
2020,14,Ex. Season Week 2,9,22,26,10,78200,Sunny,70,0,3245,4040,1323,2411,6735,4275,29,18,118,28,18,147,3,19,27,141,4,54,5,83
2020,15,Ex. Season Week 2,30,23,17,21,72700,Rain,57,13,154,6507,6580,5747,3427,5071,17,10,173,31,14,143,26,82,5,20,3,118,3,47
2020,16,Ex. Season Week 2,36,28,3,0,65000,Sunny,93,4,4859,1536,1854,5741,5878,1836,23,15,133,19,11,81,29,140,13,29,5,86,2,25
2020,17,Ex. Season Week 3,13,0,20,2,59900,Sunny,75,1,5696,741,5741,1496,7598,1496,20,14,98,26,17,122,13,73,17,104,7,60,6,57
2020,18,Ex. Season Week 3,20,1,17,20,76300,Sunny,72,7,1654,1662,4092,1662,994,5054,33,19,212,25,20,165,6,41,6,28,3,95,6,77
2020,19,Ex. Season Week 3,17,4,34,23,58400,Sunny,63,9,6539,154,4056,6580,1022,3256,26,10,109,20,12,237,5,36,31,104,7,80,2,114
2020,20,Ex. Season Week 3,7,5,6,28,73600,Rain,69,8,142,4859,6573,1854,7644,1573,19,12,164,26,13,229,21,70,27,36,2,100,2,86
2020,21,Ex. Season Week 3,28,7,35,3,65000,Sunny,68,2,4020,1488,5735,4100,3431,2010,25,12,155,20,12,134,9,49,25,130,6,134,3,63
2020,22,Ex. Season Week 3,27,9,20,11,55700,Sunny,82,1,562,5677,1109,2427,7629,4208,19,16,188,28,19,229,25,69,9,41,5,84,4,41
2020,23,Ex. Season Week 3,10,10,25,12,70100,Sunny,76,10,4040,1138,4896,5714,2042,5074,37,18,131,25,14,143,11,59,14,44,6,43,5,108
2020,24,Ex. Season Week 3,31,15,17,31,64600,Sunny,88,2,4042,5647,1845,5729,7640,6792,22,18,209,42,20,190,18,66,4,11,6,58,9,105
2020,25,Ex. Season Week 3,27,17,13,8,64600,Sunny,85,12,4008,7401,1797,7454,1877,6753,19,14,142,35,21,250,5,42,8,20,7,103,1,80
2020,26,Ex. Season Week 3,7,21,30,19,79100,Sunny,86,4,1092,7404,4017,6617,5046,7495,21,13,145,22,13,151,3,20,26,81,7,67,4,79
2020,27,Ex. Season Week 3,20,25,18,22,63200,Sunny,49,0,6544,1856,1449,4907,5905,6775,23,15,124,24,14,109,20,60,13,38,4,74,7,67
2020,28,Ex. Season Week 3,24,24,28,30,67300,Sunny,57,8,1653,2368,4059,1612,1420,4247,11,7,95,38,26,289,17,96,15,56,2,54,8,93
2020,29,Ex. Season Week 3,7,26,19,6,73700,Sunny,55,0,648,1751,1616,6610,5886,5068,9,8,101,22,16,155,7,32,17,85,3,75,3,50
2020,30,Ex. Season Week 3,3,27,16,13,80400,Sunny,70,11,363,3221,363,1604,3424,1799,25,9,126,16,8,68,2,18,30,105,3,71,3,45
2020,31,Ex. Season Week 3,13,29,10,16,82300,Sunny,58,4,1925,3209,1069,3305,4090,3448,15,13,136,24,14,228,25,46,11,62,2,41,5,97
2020,32,Ex. Season Week 4,17,2,34,9,87000,Sunny,45,3,4847,4030,1496,1109,5050,7629,39,21,175,24,17,169,9,21,25,112,7,75,6,52
2020,33,Ex. Season Week 4,31,3,24,4,71100,Sunny,68,0,5698,6539,4100,6539,287,3418,31,21,240,25,17,137,19,69,5,37,5,88,8,78
2020,34,Ex. Season Week 4,20,6,17,10,78500,Sunny,56,2,1441,4040,1751,4896,1673,2042,13,12,134,34,22,305,3,24,7,53,5,93,7,113
2020,35,Ex. Season Week 4,24,30,17,5,48000,Stormy,85,10,2368,142,1612,6573,1771,7634,18,11,87,26,13,151,11,73,16,57,7,53,6,50
2020,36,Ex. Season Week 4,13,8,21,29,70800,Sunny,73,10,7401,1925,4935,4090,6753,1644,32,18,199,17,12,111,6,36,8,41,6,89,3,45
2020,37,Ex. Season Week 4,15,31,17,25,72900,Sunny,57,0,5647,6544,3308,1449,4231,3444,38,25,150,18,11,136,16,87,22,85,7,70,3,52
2020,38,Ex. Season Week 4,3,11,28,0,64400,Sunny,80,12,5677,1536,2427,7486,6784,5928,28,15,108,15,11,79,9,52,19,67,5,51,2,28
2020,39,Ex. Season Week 4,19,12,30,26,50200,Sunny,57,6,1138,648,5714,3284,3428,1730,12,8,123,25,15,199,20,75,24,119,3,59,8,106
2020,40,Ex. Season Week 4,10,13,17,21,78000,Sunny,57,4,3221,6507,1604,3272,2627,1752,23,14,94,23,12,110,18,48,14,21,4,53,6,97
2020,41,Ex. Season Week 4,6,14,16,1,53900,Sunny,57,5,6551,7377,6551,7487,1544,4202,31,13,151,9,6,93,3,25,19,72,4,62,4,64
2020,42,Ex. Season Week 4,17,16,10,17,57100,Sunny,83,7,3209,4008,7466,1797,5019,321,17,14,147,26,15,171,12,53,8,28,4,53,4,55
2020,43,Ex. Season Week 4,6,19,20,27,75900,Sunny,90,10,5645,363,6617,1220,7650,3411,19,6,56,21,15,157,12,93,23,63,3,43,5,66
2020,44,Ex. Season Week 4,14,20,20,18,81400,Sunny,64,5,1345,4010,4069,5764,1562,5764,28,18,174,28,16,134,11,37,8,41,3,65,5,46
2020,45,Ex. Season Week 4,16,22,20,15,75000,Sunny,46,11,1856,4042,4907,1845,557,1605,25,15,257,18,9,110,13,27,20,48,3,73,4,57
2020,46,Ex. Season Week 4,0,23,27,7,55700,Sunny,70,12,7400,4020,6580,5735,3462,6726,24,11,62,26,17,213,13,80,18,59,4,24,6,114
2020,47,Ex. Season Week 4,17,28,13,24,60200,Sunny,61,6,4859,4833,1854,4059,566,5102,20,12,101,18,11,131,19,46,18,74,4,75,3,85
2020,48,Ex. Season Week 5,14,0,40,30,66900,Sunny,53,10,5696,5683,7445,1612,7598,1612,45,17,197,14,9,137,12,57,22,90,7,117,3,70
2020,49,Ex. Season Week 5,3,1,26,8,64000,Sunny,53,5,1654,1480,4092,7454,994,1770,43,24,200,20,15,151,6,28,18,50,7,52,3,51
2020,50,Ex. Season Week 5,13,4,30,13,80400,Sunny,52,12,3218,3221,4056,5754,6763,366,16,10,153,9,6,65,6,38,12,106,3,47,3,27
2020,51,Ex. Season Week 5,10,5,3,11,55700,Rain,87,11,142,7393,6573,1674,4248,6784,20,14,138,20,12,134,10,51,9,51,5,84,3,53
2020,52,Ex. Season Week 5,20,7,23,19,79000,Stormy,73,15,5655,7404,5655,6617,6726,5920,9,7,97,20,7,94,2,19,28,99,3,90,4,74
2020,53,Ex. Season Week 5,10,9,23,28,74600,Sunny,55,1,4030,4859,1700,1854,5882,566,27,14,225,15,12,169,4,17,29,110,5,119,3,59
2020,54,Ex. Season Week 5,13,10,9,31,66100,Rain,91,10,1006,5647,4896,5729,7593,4231,7,5,100,36,23,201,13,41,8,28,6,59,7,59
2020,55,Ex. Season Week 5,41,15,16,12,69500,Sunny,73,8,4042,1138,1845,5714,1605,1517,24,16,254,15,9,109,24,93,12,75,6,104,4,68
2020,56,Ex. Season Week 5,6,17,33,20,77400,Sunny,70,1,4008,1662,4922,5763,1830,1819,41,18,141,19,16,259,11,40,12,46,2,54,7,166
2020,57,Ex. Season Week 5,45,18,13,16,87400,Sunny,56,4,1458,3209,5764,7466,1280,3448,12,10,178,27,20,181,13,61,13,69,4,84,5,75
2020,58,Ex. Season Week 5,3,21,26,3,68900,Sunny,45,12,6507,5698,3272,5745,5046,287,48,21,219,14,9,103,7,25,31,103,9,105,3,32
2020,59,Ex. Season Week 5,12,25,18,6,74500,Rain,67,15,6544,1751,1449,6610,6680,1673,31,16,153,33,17,176,8,49,17,50,2,48,3,49
2020,60,Ex. Season Week 5,13,24,3,2,59900,Sunny,79,5,4833,4847,4059,1496,1295,1496,19,10,98,22,11,94,28,91,19,41,1,35,5,51
2020,61,Ex. Season Week 5,26,26,49,22,62300,Rain,45,7,648,1856,3284,4907,3284,557,34,17,182,15,13,177,18,89,11,90,7,78,4,85
2020,62,Ex. Season Week 5,16,27,12,23,60000,Sunny,87,5,363,6566,1220,6580,4215,1403,17,12,179,27,15,139,13,78,19,122,2,84,3,61
2020,63,Ex. Season Week 5,27,29,31,14,79500,Sunny,69,6,1925,6551,1069,754,4090,915,33,16,190,23,13,248,20,29,16,47,5,113,4,148
2020,64,Reg. Season Week 1,21,3,29,16,88400,Sunny,60,1,1488,3209,1488,3305,452,599,37,17,144,38,22,268,6,44,20,128,6,60,8,83
2020,65,Reg. Season Week 1,23,4,26,27,75300,Sunny,93,6,3218,363,4056,1532,1022,4215,29,14,182,37,22,189,15,45,19,57,4,78,6,57
2020,66,Reg. Season Week 1,30,6,27,30,70600,Sunny,52,12,1441,5683,6610,3282,5068,4278,41,27,326,34,28,294,6,63,22,124,7,105,6,107
2020,67,Reg. Season Week 1,27,10,10,5,56700,Sunny,57,8,1006,4021,6596,4921,4275,4173,34,24,285,29,13,197,13,37,14,74,13,147,1,66
2020,68,Reg. Season Week 1,21,12,23,31,68700,Sunny,100,1,1138,1344,5736,7474,5074,6792,34,21,215,37,21,202,9,44,20,116,6,88,5,53
2020,69,Reg. Season Week 1,37,13,17,23,69100,Sunny,75,1,3221,154,3221,3256,1183,883,31,17,270,43,24,319,2,59,14,51,7,176,5,106
2020,70,Reg. Season Week 1,27,14,20,19,79100,Sunny,57,2,1221,112,2423,1740,5856,1740,32,25,284,43,25,336,14,26,11,45,6,90,5,80
2020,71,Reg. Season Week 1,13,15,19,9,89500,Rain,57,4,177,562,1845,1109,5727,5919,35,19,213,30,19,275,11,67,14,65,2,57,5,123
2020,72,Reg. Season Week 1,21,17,37,1,58900,Sunny,89,9,4874,1654,4874,4092,1830,493,36,25,176,17,14,175,6,95,19,81,9,87,7,90
2020,73,Reg. Season Week 1,30,20,20,8,67000,Sunny,76,14,1662,1480,1662,4935,1850,5893,29,26,354,49,26,311,9,67,6,26,9,149,10,150
2020,74,Reg. Season Week 1,12,21,24,7,66200,Sunny,66,3,1092,5655,5747,1550,1317,4217,52,33,282,26,22,214,7,32,15,31,8,88,5,60
2020,75,Reg. Season Week 1,31,22,49,2,59900,Sunny,76,3,3245,741,3245,3286,1639,5050,38,21,221,32,24,273,5,33,22,96,9,132,8,122
2020,76,Reg. Season Week 1,23,25,38,0,65000,Sunny,108,7,6544,1536,6625,1864,3444,6758,28,15,141,28,19,195,18,115,17,98,4,44,5,64
2020,77,Reg. Season Week 1,16,24,24,26,55500,Sunny,59,11,1653,648,1837,1616,1837,7531,48,26,220,23,15,109,18,169,17,113,7,72,4,40
2020,78,Reg. Season Week 1,38,28,13,11,61300,Sunny,64,4,7425,7393,1739,2427,1476,5033,27,19,173,28,20,147,15,46,11,52,6,61,3,30
2020,79,Reg. Season Week 1,23,29,17,18,81400,Sunny,69,5,5679,1557,4090,1762,1644,5084,29,20,172,48,31,251,26,109,12,22,7,90,9,84
2020,80,Reg. Season Week 2,13,0,15,3,70000,Sunny,47,5,1536,1488,1864,3267,842,452,32,23,162,22,15,195,23,116,12,59,5,60,6,121
2020,81,Reg. Season Week 2,20,2,23,7,68300,Sunny,79,1,741,5655,3286,1550,742,6726,28,19,199,46,30,348,13,28,7,41,5,110,10,160
2020,82,Reg. Season Week 2,17,30,12,29,73700,Sunny,69,8,5683,5679,3282,4090,3415,1644,28,19,191,44,27,293,13,58,17,137,4,52,7,82
2020,83,Reg. Season Week 2,27,8,16,4,71800,Sunny,68,0,1480,3218,2412,7472,4262,6763,35,22,318,31,16,171,14,29,15,54,6,116,5,44
2020,84,Reg. Season Week 2,35,9,20,12,73500,Sunny,83,10,562,1138,1700,5736,5882,1517,35,22,285,51,32,248,9,72,17,126,6,114,6,74
2020,85,Reg. Season Week 2,26,10,20,28,83800,Sunny,55,8,1006,7425,6596,1854,4275,547,45,35,401,28,18,166,14,83,15,93,9,161,5,50
2020,86,Reg. Season Week 2,30,31,13,5,56500,Sunny,61,9,1344,4021,7474,4921,3447,1832,33,21,196,41,18,254,11,39,14,92,6,64,3,82
2020,87,Reg. Season Week 2,17,11,10,15,77100,Rain,66,3,7393,177,1674,5727,405,4991,30,21,228,45,29,268,15,33,15,68,5,71,5,81
2020,88,Reg. Season Week 2,38,13,3,27,78500,Sunny,79,8,3221,363,5754,6611,1799,4215,29,27,277,16,10,157,25,121,9,39,6,64,4,82
2020,89,Reg. Season Week 2,17,14,24,25,76800,Sunny,61,2,1221,6544,2423,6625,915,3444,44,29,283,34,27,260,8,49,22,100,10,143,7,89
2020,90,Reg. Season Week 2,10,16,14,24,60200,Sunny,42,10,3209,1653,3305,1837,599,1295,45,31,317,26,16,157,23,113,24,75,11,151,5,45
2020,91,Reg. Season Week 2,30,17,27,20,77800,Sunny,81,2,4874,1662,4922,731,1877,1562,45,34,427,48,37,454,7,41,14,43,12,197,5,98
2020,92,Reg. Season Week 2,24,18,29,22,71200,Sunny,68,2,1557,3245,1762,4907,811,1593,33,19,317,48,28,286,12,41,20,93,6,183,13,164
2020,93,Reg. Season Week 2,24,21,17,6,76500,Sunny,55,12,1092,1441,5747,6626,1317,5068,33,21,214,36,20,240,13,65,23,78,6,69,5,84
2020,94,Reg. Season Week 2,12,23,17,1,56900,Sunny,60,11,154,1654,3256,4092,3427,493,37,23,206,25,21,268,17,65,22,38,7,62,6,77
2020,95,Reg. Season Week 2,17,26,37,19,79100,Sunny,78,8,648,112,1616,1740,3459,1716,40,22,187,27,22,304,10,34,21,101,4,73,8,151
2020,96,Reg. Season Week 3,17,1,21,0,65000,Sunny,101,10,1654,1536,4092,1864,493,842,42,22,265,24,18,190,11,25,28,116,9,152,4,69
2020,97,Reg. Season Week 3,31,2,10,16,88400,Sunny,57,1,741,3209,3286,3305,1375,599,35,26,224,38,19,248,19,130,11,45,7,70,4,94
2020,98,Reg. Season Week 3,28,3,31,31,70000,Sunny,92,5,1488,1344,4100,7474,5104,3447,28,15,202,37,29,230,9,77,20,78,2,72,5,58
2020,99,Reg. Season Week 3,0,5,34,29,70600,Sunny,50,1,4021,5679,4921,4090,5888,1644,17,8,91,17,16,194,11,50,15,47,4,43,4,65
2020,100,Reg. Season Week 3,9,30,17,14,82200,Sunny,84,5,5683,1221,3282,2423,4278,1544,43,24,277,34,26,237,15,41,19,78,5,101,9,94
2020,101,Reg. Season Week 3,17,7,24,27,77000,Sunny,66,7,5655,363,1550,1532,4217,4215,31,17,206,29,19,266,10,75,18,77,7,89,5,84
2020,102,Reg. Season Week 3,15,9,27,18,81500,Sunny,60,4,562,1557,1109,1762,5882,5084,39,22,168,35,28,294,5,61,17,31,7,74,9,100
2020,103,Reg. Season Week 3,12,11,17,8,67000,Rain,81,19,7393,1480,2427,4935,5831,4262,38,23,181,25,17,267,10,48,17,41,5,43,3,88
2020,104,Reg. Season Week 3,37,13,17,6,76500,Sunny,78,7,3221,1441,5754,6626,366,6781,31,21,249,36,19,230,28,112,9,34,6,77,5,125
2020,105,Reg. Season Week 3,7,19,33,12,74800,Rain,63,4,112,1138,6617,5736,1602,1517,45,32,317,26,21,311,10,67,17,63,10,134,4,99
2020,106,Reg. Season Week 3,0,17,27,24,60200,Sunny,61,1,4874,1653,4922,1837,1877,4059,40,25,170,22,11,119,11,15,23,85,10,70,3,79
2020,107,Reg. Season Week 3,41,21,37,4,71800,Sunny,68,0,1092,3218,5747,7472,1752,4165,54,26,395,31,21,211,12,51,18,57,6,130,5,50
2020,108,Reg. Season Week 3,0,23,28,22,67300,Rain,68,2,154,3245,6580,4075,3427,557,20,12,77,30,22,264,13,37,17,49,3,26,4,76
2020,109,Reg. Season Week 3,14,25,20,10,78900,Sunny,58,9,6544,1006,6625,6596,5905,4275,25,16,147,32,19,241,19,108,20,95,1,34,7,106
2020,110,Reg. Season Week 3,10,26,12,15,76800,Sunny,50,4,648,177,1616,5727,3284,7640,24,15,99,39,24,181,12,88,16,93,2,23,8,59
2020,111,Reg. Season Week 3,10,28,37,20,77800,Sunny,49,8,7425,1662,1854,731,547,1850,28,15,174,27,20,324,17,59,13,47,7,80,4,69
2020,112,Reg. Season Week 4,17,1,27,27,77600,Sunny,87,6,1654,363,4092,1532,779,4215,49,31,373,33,19,213,14,73,21,92,10,108,4,82
2020,113,Reg. Season Week 4,20,2,6,11,66300,Sunny,68,0,741,7393,1496,1674,5050,405,42,30,227,28,18,169,9,61,12,30,7,70,4,58
2020,114,Reg. Season Week 4,33,3,30,14,82300,Sunny,90,7,1488,1221,4100,2423,4100,5874,31,23,344,52,35,400,13,47,7,24,3,80,9,168
2020,115,Reg. Season Week 4,7,5,16,4,69700,Sunny,68,0,3242,3218,4921,7472,7644,3418,14,8,102,34,22,240,13,37,12,66,6,73,6,70
2020,116,Reg. Season Week 4,12,6,6,12,73400,Sunny,81,1,1441,1138,6626,5736,1673,3428,37,23,354,49,28,242,23,52,12,48,5,86,6,71
2020,117,Reg. Season Week 4,27,9,33,17,59900,Sunny,62,0,562,4874,1109,4922,5882,1830,32,19,209,45,31,285,7,21,21,107,4,76,8,107
2020,118,Reg. Season Week 4,16,31,24,22,78300,Sunny,57,4,1344,3245,7474,4907,3447,1593,33,18,163,32,24,255,18,116,14,60,7,85,8,122
2020,119,Reg. Season Week 4,16,15,23,10,78900,Sunny,49,9,177,1006,5727,6596,7597,4275,42,20,178,29,24,316,11,53,26,91,7,57,9,168
2020,120,Reg. Season Week 4,3,16,34,20,77800,Sunny,67,9,3209,1345,3305,4069,3305,1850,20,12,123,20,14,179,6,31,14,43,5,47,9,110
2020,121,Reg. Season Week 4,17,19,40,13,80400,Rain,55,10,112,3221,1740,5754,1602,1799,37,26,259,31,24,304,15,36,19,67,10,125,6,63
2020,122,Reg. Season Week 4,17,18,21,0,65000,Sunny,91,2,1557,1536,1762,1864,5084,842,41,18,222,31,20,166,12,33,35,128,7,82,5,64
2020,123,Reg. Season Week 4,36,25,27,26,51600,Sunny,64,3,6544,648,6625,1616,3444,3459,36,20,357,30,21,225,13,60,23,124,7,157,4,62
2020,124,Reg. Season Week 4,12,24,17,29,77800,Rain,56,5,1653,5679,1653,4090,1837,1644,52,31,338,25,18,195,3,21,27,91,12,120,6,100
2020,125,Reg. Season Week 4,10,28,21,30,71800,Sunny,49,2,7425,5683,1854,3282,1739,4278,24,15,148,31,24,294,11,124,19,65,2,43,8,77
2020,126,Reg. Season Week 5,16,0,31,7,69000,Rain,86,9,1536,5655,1536,5655,6758,6726,44,25,287,30,20,237,8,55,11,71,7,82,7,89
2020,127,Reg. Season Week 5,35,3,27,8,67000,Sunny,39,9,1488,1480,3267,2412,452,4262,28,18,184,37,24,365,22,114,17,29,8,81,7,149
2020,128,Reg. Season Week 5,22,4,3,1,57200,Sunny,60,0,3218,1654,7472,7487,3423,493,27,20,192,28,13,119,23,91,3,22,6,77,3,56
2020,129,Reg. Season Week 5,34,6,9,2,59900,Rain,77,9,1441,741,6626,1496,5068,742,32,22,271,41,27,260,18,45,3,26,6,88,7,78
2020,130,Reg. Season Week 5,22,30,10,12,71800,Sunny,89,9,5683,1138,3282,5736,3415,3428,34,18,201,50,25,296,25,59,8,18,6,87,5,67
2020,131,Reg. Season Week 5,20,14,17,23,63500,Sunny,68,4,1221,154,1221,3256,915,3256,45,29,277,32,22,200,6,43,24,148,6,107,8,51
2020,132,Reg. Season Week 5,33,19,27,16,88400,Stormy,72,48,112,3209,1740,3305,1716,599,48,35,311,35,19,330,20,93,13,68,12,157,5,151
2020,133,Reg. Season Week 5,17,17,23,10,78900,Sunny,41,1,4874,1006,4874,6596,1830,3467,38,19,198,35,27,312,3,21,19,46,6,74,7,106
2020,134,Reg. Season Week 5,8,20,27,13,80400,Sunny,51,0,1345,3221,1345,5754,1850,1799,44,23,282,34,26,286,2,15,24,74,7,85,7,128
2020,135,Reg. Season Week 5,24,21,27,24,60200,Sunny,42,3,1092,1653,5747,1837,1317,1295,30,24,303,27,19,254,18,51,23,42,9,100,7,154
2020,136,Reg. Season Week 5,21,22,17,11,63200,Rain,54,10,3245,7393,4907,1674,1639,4115,46,33,319,34,16,81,15,55,16,54,8,106,5,32
2020,137,Reg. Season Week 5,25,26,17,18,80300,Sunny,66,1,648,1557,1616,1762,3459,811,28,18,188,51,27,261,16,133,14,39,6,75,6,95
2020,138,Reg. Season Week 5,10,27,19,15,80700,Sunny,48,12,363,177,363,5727,3424,7597,34,22,265,25,16,137,7,29,14,46,3,64,4,52
2020,139,Reg. Season Week 5,3,29,15,25,79300,Sunny,64,6,5679,898,4090,6625,4090,6681,35,17,157,28,19,106,15,64,28,112,10,109,5,34
2020,140,Reg. Season Week 6,6,0,20,21,78200,Sunny,45,7,1536,1092,7486,5747,7598,6687,45,24,166,39,23,205,12,36,18,48,6,57,4,53
2020,141,Reg. Season Week 6,27,2,17,28,83800,Sunny,74,1,741,7425,1496,7425,742,1739,26,21,266,39,22,136,8,25,6,48,4,82,4,40
2020,142,Reg. Season Week 6,38,3,20,20,77800,Sunny,53,2,1488,1345,3267,731,571,1562,30,20,234,49,30,361,18,70,9,43,12,140,8,138
2020,143,Reg. Season Week 6,7,30,19,31,69700,Sunny,90,4,5683,1344,3282,7474,4278,3447,40,25,206,26,17,217,10,22,27,85,7,72,4,62
2020,144,Reg. Season Week 6,17,7,31,18,81400,Sunny,72,9,5655,1557,5735,1762,6726,811,48,33,357,24,19,168,12,32,19,55,7,93,5,48
2020,145,Reg. Season Week 6,28,8,31,14,82300,Rain,82,15,1480,1221,4935,2423,4262,5874,37,23,423,22,17,194,21,53,22,47,7,183,6,47
2020,146,Reg. Season Week 6,12,9,0,5,50800,Sunny,35,1,562,4021,1700,4921,5919,1832,37,25,182,37,18,188,13,77,15,45,5,42,6,78
2020,147,Reg. Season Week 6,23,10,19,4,71800,Sunny,68,0,1006,3218,6596,4056,4275,6780,38,23,288,36,20,218,19,30,8,58,6,125,6,57
2020,148,Reg. Season Week 6,37,12,10,11,59600,Sunny,68,12,1138,7393,5736,1674,5074,1757,34,25,320,27,11,127,22,104,13,51,6,81,4,68
2020,149,Reg. Season Week 6,17,15,24,1,60300,Sunny,80,0,177,1654,5727,4092,7640,493,36,20,164,34,24,312,16,73,20,83,6,62,4,114
2020,150,Reg. Season Week 6,27,19,34,23,66000,Sunny,67,2,112,154,1740,3256,1716,3256,35,28,241,28,22,254,15,49,25,118,10,118,4,69
2020,151,Reg. Season Week 6,17,22,19,6,76500,Sunny,76,12,3245,1441,4907,6626,1593,6626,30,21,149,44,27,237,19,105,14,31,5,47,7,55
2020,152,Reg. Season Week 6,16,26,34,29,75200,Sunny,66,4,3249,5679,1616,4090,3459,1644,30,12,139,31,23,246,9,36,33,104,5,83,5,88
2020,153,Reg. Season Week 6,33,27,36,17,61600,Sunny,59,1,363,4874,1532,1797,1532,1830,29,21,282,45,28,258,13,55,10,64,9,94,9,134
2020,154,Reg. Season Week 7,17,1,22,10,78900,Sunny,47,4,1654,1006,4092,6596,4202,3467,37,23,224,30,15,199,14,50,24,141,6,89,4,62
2020,155,Reg. Season Week 7,7,2,33,30,80000,Sunny,46,1,4847,5683,4123,3282,5050,4278,33,15,108,27,21,195,1,58,22,135,5,61,6,55
2020,156,Reg. Season Week 7,18,4,21,15,78200,Sunny,31,1,3218,177,7472,5727,3423,611,30,17,195,44,25,271,23,91,14,60,3,65,7,121
2020,157,Reg. Season Week 7,38,8,6,23,64700,Sunny,57,2,1480,4843,2412,6580,4262,883,28,18,283,15,10,114,19,55,12,48,5,114,2,36
2020,158,Reg. Season Week 7,10,31,17,28,83300,Sunny,65,2,1344,7425,1344,1739,3447,2039,39,25,246,35,18,111,9,27,20,103,5,70,5,31
2020,159,Reg. Season Week 7,13,11,34,6,76500,Sunny,36,4,7393,1441,1674,4920,405,5068,28,14,90,48,33,262,8,84,5,27,4,40,9,72
2020,160,Reg. Season Week 7,34,12,40,22,76400,Sunny,34,4,1138,3245,5736,4907,5074,1639,38,21,311,46,32,348,10,51,19,82,7,132,8,82
2020,161,Reg. Season Week 7,41,13,17,16,88400,Sunny,70,6,3221,3209,5754,3305,1799,599,45,32,387,40,20,289,15,88,12,38,12,140,6,154
2020,162,Reg. Season Week 7,38,17,9,5,51400,Sunny,64,11,4874,4021,4922,4921,1830,4248,31,21,309,21,15,149,12,50,15,90,8,154,5,64
2020,163,Reg. Season Week 7,31,20,27,19,79100,Sunny,56,4,1662,112,731,1740,1850,1716,31,24,301,53,35,531,10,32,18,71,5,98,12,184
