Stage,Year,Player_ID/Staff_ID/Round,Transaction,Team,Position_Group/Year,Money,Years/Original_Position/Destination_City,Original_Team/Destination_Position/Misc.
Pre-Staff Draft,2020,123,re-signed as assistant coach,24,0,0,0,0
Pre-Staff Draft,2020,136,re-signed as offensive coordinator,27,0,0,0,0
Pre-Staff Draft,2020,181,re-signed as assistant coach,27,0,0,0,0
Pre-Staff Draft,2020,309,re-signed as strength coordinator,27,0,0,0,0
Staff Draft,2020,249,hired as head coach,19,0,0,0,0
Staff Draft,2020,185,hired as head coach,23,0,0,0,0
Staff Draft,2020,263,fired as head coach,23,0,0,0,0
Staff Draft,2020,93,hired as head coach,22,0,0,0,0
Staff Draft,2020,108,fired as head coach,22,0,0,0,0
Staff Draft,2020,238,hired as head coach,0,0,0,0,0
Staff Draft,2020,222,fired as head coach,0,0,0,0,0
Staff Draft,2020,222,hired as head coach,8,0,0,0,0
Staff Draft,2020,234,fired as head coach,8,0,0,0,0
Staff Draft,2020,234,hired as head coach,24,0,0,0,0
Staff Draft,2020,155,hired as head coach,31,0,0,0,0
Staff Draft,2020,1,hired as offensive coordinator,25,0,0,0,0
Staff Draft,2020,209,hired as offensive coordinator,29,0,0,0,0
Staff Draft,2020,215,hired as offensive coordinator,0,0,0,0,0
Staff Draft,2020,6,hired as offensive coordinator,1,0,0,0,0
Staff Draft,2020,362,hired as defensive coordinator,22,0,0,0,0
Staff Draft,2020,107,hired as defensive coordinator,21,0,0,0,0
Staff Draft,2020,211,hired as assistant coach,21,0,0,0,0
Staff Draft,2020,108,hired as assistant coach,0,0,0,0,0
Staff Draft,2020,43,hired as assistant coach,8,0,0,0,0
Staff Draft,2020,361,hired as assistant coach,30,0,0,0,0
Staff Draft,2020,74,hired as strength coordinator,28,0,0,0,0
Staff Draft,2020,109,hired as strength coordinator,21,0,0,0,0
Staff Draft,2020,149,hired as strength coordinator,5,0,0,0,0
Staff Draft,2020,154,hired as strength coordinator,29,0,0,0,0
Staff Draft,2020,220,hired as strength coordinator,14,0,0,0,0
Staff Draft,2020,210,hired as strength coordinator,31,0,0,0,0
FA Stage 1,2020,1625,released,8,DT,0,0,0
FA Stage 1,2020,3816,released,12,OLB,0,0,0
FA Stage 1,2020,714,released,28,WR,0,0,0
FA Stage 1,2020,3211,released,28,QB,0,0,0
FA Stage 1,2020,3242,released,30,QB,0,0,0
FA Stage 1,2020,4811,released,0,S,0,0,0
FA Stage 1,2020,435,released,0,DE,0,0,0
FA Stage 1,2020,1634,released,0,T,0,0,0
FA Stage 1,2020,781,released,0,G,0,0,0
FA Stage 1,2020,3775,released,0,ILB,0,0,0
FA Stage 1,2020,2834,released,0,K,0,0,0
FA Stage 1,2020,1132,released,0,C,0,0,0
FA Stage 1,2020,5016,released,0,TE,0,0,0
FA Stage 1,2020,5263,released,0,P,0,0,0
FA Stage 1,2020,730,released,1,G,0,0,0
FA Stage 1,2020,234,released,1,C,0,0,0
FA Stage 1,2020,4208,released,1,WR,0,0,0
FA Stage 1,2020,1216,released,1,WR,0,0,0
FA Stage 1,2020,2722,released,1,G,0,0,0
FA Stage 1,2020,1552,released,1,DE,0,0,0
FA Stage 1,2020,1768,released,2,G,0,0,0
FA Stage 1,2020,3891,released,2,CB,0,0,0
FA Stage 1,2020,1089,released,2,WR,0,0,0
FA Stage 1,2020,466,released,2,DE,0,0,0
FA Stage 1,2020,2308,released,2,CB,0,0,0
FA Stage 1,2020,2950,released,2,DT,0,0,0
FA Stage 1,2020,4131,released,2,FB,0,0,0
FA Stage 1,2020,1479,released,2,TE,0,0,0
FA Stage 1,2020,3308,released,2,RB,0,0,0
FA Stage 1,2020,366,released,3,WR,0,0,0
FA Stage 1,2020,1462,released,3,ILB,0,0,0
FA Stage 1,2020,1443,released,3,CB,0,0,0
FA Stage 1,2020,1687,released,3,K,0,0,0
FA Stage 1,2020,3388,released,3,TE,0,0,0
FA Stage 1,2020,1570,released,3,DE,0,0,0
FA Stage 1,2020,2263,released,3,ILB,0,0,0
FA Stage 1,2020,1765,released,3,CB,0,0,0
FA Stage 1,2020,1729,released,3,OLB,0,0,0
FA Stage 1,2020,1799,released,4,WR,0,0,0
FA Stage 1,2020,754,released,4,RB,0,0,0
FA Stage 1,2020,592,released,6,T,0,0,0
FA Stage 1,2020,1661,released,6,CB,0,0,0
FA Stage 1,2020,3756,released,6,DT,0,0,0
FA Stage 1,2020,684,released,6,DE,0,0,0
FA Stage 1,2020,452,released,6,WR,0,0,0
FA Stage 1,2020,1133,released,6,C,0,0,0
FA Stage 1,2020,1617,released,6,DT,0,0,0
FA Stage 1,2020,3819,released,6,OLB,0,0,0
FA Stage 1,2020,4399,released,8,T,0,0,0
FA Stage 1,2020,3839,released,8,OLB,0,0,0
FA Stage 1,2020,418,released,8,T,0,0,0
FA Stage 1,2020,183,released,8,DT,0,0,0
FA Stage 1,2020,5432,released,8,ILB,0,0,0
FA Stage 1,2020,1397,released,8,RB,0,0,0
FA Stage 1,2020,1854,released,8,RB,0,0,0
FA Stage 1,2020,1000,released,8,ILB,0,0,0
FA Stage 1,2020,4880,released,8,QB,0,0,0
FA Stage 1,2020,4047,released,9,QB,0,0,0
FA Stage 1,2020,5475,released,9,OLB,0,0,0
FA Stage 1,2020,209,released,9,S,0,0,0
FA Stage 1,2020,2683,released,9,G,0,0,0
FA Stage 1,2020,1761,released,9,ILB,0,0,0
FA Stage 1,2020,2307,released,9,CB,0,0,0
FA Stage 1,2020,1496,released,9,RB,0,0,0
FA Stage 1,2020,3688,released,9,DE,0,0,0
FA Stage 1,2020,1143,released,9,DT,0,0,0
FA Stage 1,2020,690,released,10,ILB,0,0,0
FA Stage 1,2020,29,released,10,QB,0,0,0
FA Stage 1,2020,3418,released,10,WR,0,0,0
FA Stage 1,2020,1262,released,10,DT,0,0,0
FA Stage 1,2020,3122,released,10,CB,0,0,0
FA Stage 1,2020,2302,released,10,OLB,0,0,0
FA Stage 1,2020,4173,released,10,TE,0,0,0
FA Stage 1,2020,1476,released,10,TE,0,0,0
FA Stage 1,2020,4372,released,10,G,0,0,0
FA Stage 1,2020,2071,released,11,G,0,0,0
FA Stage 1,2020,536,released,12,T,0,0,0
FA Stage 1,2020,3933,released,12,CB,0,0,0
FA Stage 1,2020,1374,released,13,CB,0,0,0
FA Stage 1,2020,1432,released,13,C,0,0,0
FA Stage 1,2020,1853,released,13,OLB,0,0,0
FA Stage 1,2020,693,released,13,S,0,0,0
FA Stage 1,2020,3507,released,13,G,0,0,0
FA Stage 1,2020,1593,released,13,WR,0,0,0
FA Stage 1,2020,1844,released,13,WR,0,0,0
FA Stage 1,2020,2427,released,13,RB,0,0,0
FA Stage 1,2020,5099,released,13,WR,0,0,0
FA Stage 1,2020,1700,released,14,RB,0,0,0
FA Stage 1,2020,3525,released,14,G,0,0,0
FA Stage 1,2020,3506,released,14,G,0,0,0
FA Stage 1,2020,4568,released,14,DT,0,0,0
FA Stage 1,2020,475,released,15,C,0,0,0
FA Stage 1,2020,4603,released,16,ILB,0,0,0
FA Stage 1,2020,1447,released,16,G,0,0,0
FA Stage 1,2020,756,released,16,CB,0,0,0
FA Stage 1,2020,2411,released,16,RB,0,0,0
FA Stage 1,2020,524,released,16,FB,0,0,0
FA Stage 1,2020,3556,released,16,G,0,0,0
FA Stage 1,2020,3964,released,16,S,0,0,0
FA Stage 1,2020,4489,released,16,DE,0,0,0
FA Stage 1,2020,4734,released,16,CB,0,0,0
FA Stage 1,2020,4484,released,17,DE,0,0,0
FA Stage 1,2020,1318,released,17,OLB,0,0,0
FA Stage 1,2020,2065,released,17,T,0,0,0
FA Stage 1,2020,722,released,17,CB,0,0,0
FA Stage 1,2020,1605,released,17,WR,0,0,0
FA Stage 1,2020,3847,released,17,OLB,0,0,0
FA Stage 1,2020,2668,released,17,C,0,0,0
FA Stage 1,2020,4632,released,17,ILB,0,0,0
FA Stage 1,2020,5639,released,17,S,0,0,0
FA Stage 1,2020,3373,released,18,TE,0,0,0
FA Stage 1,2020,5479,released,18,OLB,0,0,0
FA Stage 1,2020,4127,released,18,FB,0,0,0
FA Stage 1,2020,1726,released,18,T,0,0,0
FA Stage 1,2020,2343,released,18,C,0,0,0
FA Stage 1,2020,3436,released,18,WR,0,0,0
FA Stage 1,2020,5124,released,18,C,0,0,0
FA Stage 1,2020,5191,released,18,G,0,0,0
FA Stage 1,2020,5481,released,19,OLB,0,0,0
FA Stage 1,2020,5150,released,19,G,0,0,0
FA Stage 1,2020,5478,released,19,OLB,0,0,0
FA Stage 1,2020,4938,released,19,RB,0,0,0
FA Stage 1,2020,5622,released,19,S,0,0,0
FA Stage 1,2020,6292,released,19,ILB,0,0,0
FA Stage 1,2020,5876,released,19,WR,0,0,0
FA Stage 1,2020,1793,released,20,OLB,0,0,0
FA Stage 1,2020,454,released,20,P,0,0,0
FA Stage 1,2020,1041,released,20,T,0,0,0
FA Stage 1,2020,5322,released,20,DE,0,0,0
FA Stage 1,2020,4069,released,20,RB,0,0,0
FA Stage 1,2020,4172,released,20,TE,0,0,0
FA Stage 1,2020,1758,released,20,DE,0,0,0
FA Stage 1,2020,4843,released,20,QB,0,0,0
FA Stage 1,2020,5407,released,20,DT,0,0,0
FA Stage 1,2020,1100,released,21,T,0,0,0
FA Stage 1,2020,1420,released,21,WR,0,0,0
FA Stage 1,2020,3548,released,21,G,0,0,0
FA Stage 1,2020,2644,released,21,C,0,0,0
FA Stage 1,2020,1706,released,21,T,0,0,0
FA Stage 1,2020,4808,released,21,S,0,0,0
FA Stage 1,2020,1185,released,21,OLB,0,0,0
FA Stage 1,2020,4935,released,21,RB,0,0,0
FA Stage 1,2020,2769,released,21,T,0,0,0
FA Stage 1,2020,4157,released,22,TE,0,0,0
FA Stage 1,2020,3558,released,22,G,0,0,0
FA Stage 1,2020,4247,released,22,WR,0,0,0
FA Stage 1,2020,4152,released,22,TE,0,0,0
FA Stage 1,2020,931,released,22,WR,0,0,0
FA Stage 1,2020,4158,released,22,TE,0,0,0
FA Stage 1,2020,1498,released,22,CB,0,0,0
FA Stage 1,2020,1709,released,22,DT,0,0,0
FA Stage 1,2020,1070,released,22,FB,0,0,0
FA Stage 1,2020,1270,released,24,DE,0,0,0
FA Stage 1,2020,110,released,24,P,0,0,0
FA Stage 1,2020,5635,released,24,S,0,0,0
FA Stage 1,2020,1348,released,24,OLB,0,0,0
FA Stage 1,2020,1507,released,24,OLB,0,0,0
FA Stage 1,2020,652,released,25,CB,0,0,0
FA Stage 1,2020,712,released,25,WR,0,0,0
FA Stage 1,2020,884,released,25,ILB,0,0,0
FA Stage 1,2020,1180,released,25,G,0,0,0
FA Stage 1,2020,5283,released,25,K,0,0,0
FA Stage 1,2020,462,released,25,C,0,0,0
FA Stage 1,2020,543,released,27,T,0,0,0
FA Stage 1,2020,1784,released,27,DE,0,0,0
FA Stage 1,2020,3500,released,27,C,0,0,0
FA Stage 1,2020,1867,released,27,OLB,0,0,0
FA Stage 1,2020,4675,released,28,OLB,0,0,0
FA Stage 1,2020,1495,released,28,ILB,0,0,0
FA Stage 1,2020,5241,released,28,T,0,0,0
FA Stage 1,2020,1519,released,28,CB,0,0,0
FA Stage 1,2020,1069,released,28,RB,0,0,0
FA Stage 1,2020,614,released,28,WR,0,0,0
FA Stage 1,2020,774,released,28,DT,0,0,0
FA Stage 1,2020,4075,released,28,RB,0,0,0
FA Stage 1,2020,1080,released,29,T,0,0,0
FA Stage 1,2020,3730,released,29,DT,0,0,0
FA Stage 1,2020,1585,released,29,WR,0,0,0
FA Stage 1,2020,490,released,29,G,0,0,0
FA Stage 1,2020,5608,released,29,S,0,0,0
FA Stage 1,2020,3782,released,29,ILB,0,0,0
FA Stage 1,2020,4324,released,29,G,0,0,0
FA Stage 1,2020,2341,released,29,C,0,0,0
FA Stage 1,2020,3944,released,29,S,0,0,0
FA Stage 1,2020,782,released,30,WR,0,0,0
FA Stage 1,2020,3694,released,30,DE,0,0,0
FA Stage 1,2020,1352,released,31,CB,0,0,0
FA Stage 1,2020,771,released,31,WR,0,0,0
FA Stage 1,2020,794,released,31,ILB,0,0,0
FA Stage 1,2020,2039,released,31,WR,0,0,0
FA Stage 1,2020,557,released,31,WR,0,0,0
FA Stage 1,2020,1875,released,31,T,0,0,0
FA Stage 1,2020,1004,released,31,T,0,0,0
FA Stage 1,2020,1109,released,31,RB,0,0,0
FA Stage 1,2020,1905,released,31,QB,0,0,0
FA Stage 1,2020,3204,designated as a franchise player,11,QB,0,0,0
FA Stage 1,2020,1864,signed a renegotiated contract,0,RB,2919,4,0
FA Stage 1,2020,593,signed a renegotiated contract,0,C,1921,3,0
FA Stage 1,2020,1515,signed a renegotiated contract,0,G,1991,4,0
FA Stage 1,2020,1073,signed a renegotiated contract,0,CB,1289,3,0
FA Stage 1,2020,5487,signed a renegotiated contract,0,OLB,2187,5,0
FA Stage 1,2020,1536,signed a renegotiated contract,0,QB,2247,3,0
FA Stage 1,2020,587,signed a renegotiated contract,0,CB,1192,3,0
FA Stage 1,2020,5439,signed a renegotiated contract,0,ILB,181,2,0
FA Stage 1,2020,3907,signed a renegotiated contract,1,CB,2171,3,0
FA Stage 1,2020,4460,signed a renegotiated contract,1,K,606,4,0
FA Stage 1,2020,4092,signed a renegotiated contract,1,RB,1742,4,0
FA Stage 1,2020,5363,signed a renegotiated contract,1,DT,1250,4,0
FA Stage 1,2020,988,signed a renegotiated contract,1,S,1168,3,0
FA Stage 1,2020,5450,signed a renegotiated contract,1,ILB,873,4,0
FA Stage 1,2020,5941,signed a renegotiated contract,1,C,158,2,0
FA Stage 1,2020,5175,signed a renegotiated contract,1,G,182,3,0
FA Stage 1,2020,3362,signed a renegotiated contract,1,TE,189,2,0
FA Stage 1,2020,1798,signed a renegotiated contract,2,CB,3650,3,0
FA Stage 1,2020,3609,signed a renegotiated contract,2,T,2382,5,0
FA Stage 1,2020,5050,signed a renegotiated contract,2,WR,2393,4,0
FA Stage 1,2020,1459,signed a renegotiated contract,2,ILB,1894,4,0
FA Stage 1,2020,4676,signed a renegotiated contract,2,OLB,2828,4,0
FA Stage 1,2020,1425,signed a renegotiated contract,2,DE,1973,3,0
FA Stage 1,2020,1833,signed a renegotiated contract,2,DT,1173,4,0
FA Stage 1,2020,741,signed a renegotiated contract,2,QB,3783,4,0
FA Stage 1,2020,742,signed a renegotiated contract,2,WR,1106,3,0
FA Stage 1,2020,5281,signed a renegotiated contract,2,K,637,3,0
FA Stage 1,2020,5602,signed a renegotiated contract,2,S,726,3,0
FA Stage 1,2020,5550,signed a renegotiated contract,2,CB,195,2,0
FA Stage 1,2020,4847,signed a renegotiated contract,2,QB,181,2,0
FA Stage 1,2020,1558,signed a renegotiated contract,3,T,4087,4,0
FA Stage 1,2020,4511,signed a renegotiated contract,3,DE,4045,4,0
FA Stage 1,2020,1804,signed a renegotiated contract,3,G,1939,3,0
FA Stage 1,2020,1488,signed a renegotiated contract,3,QB,5583,3,0
FA Stage 1,2020,1688,signed a renegotiated contract,3,C,2175,4,0
FA Stage 1,2020,729,signed a renegotiated contract,3,T,1805,3,0
FA Stage 1,2020,708,signed a renegotiated contract,3,S,1437,3,0
FA Stage 1,2020,5575,signed a renegotiated contract,3,CB,1297,5,0
FA Stage 1,2020,3624,signed a renegotiated contract,3,P,756,4,0
FA Stage 1,2020,5437,signed a renegotiated contract,3,ILB,185,2,0
FA Stage 1,2020,3236,signed a renegotiated contract,3,QB,194,2,0
FA Stage 1,2020,3478,signed a renegotiated contract,3,C,194,2,0
FA Stage 1,2020,1681,signed a renegotiated contract,4,CB,3873,3,0
FA Stage 1,2020,1297,signed a renegotiated contract,4,K,899,3,0
FA Stage 1,2020,482,signed a renegotiated contract,4,ILB,1552,4,0
FA Stage 1,2020,3218,signed a renegotiated contract,4,QB,2585,5,0
FA Stage 1,2020,5196,signed a renegotiated contract,4,G,1143,5,0
FA Stage 1,2020,5517,signed a renegotiated contract,4,CB,866,5,0
FA Stage 1,2020,1090,signed a renegotiated contract,4,T,1328,3,0
FA Stage 1,2020,2925,signed a renegotiated contract,4,DT,690,3,0
FA Stage 1,2020,2176,signed a renegotiated contract,4,DT,1032,4,0
FA Stage 1,2020,5571,signed a renegotiated contract,4,CB,181,2,0
FA Stage 1,2020,4366,signed a renegotiated contract,4,G,205,2,0
FA Stage 1,2020,3207,signed a renegotiated contract,4,QB,190,2,0
FA Stage 1,2020,1520,signed a renegotiated contract,6,T,3955,4,0
FA Stage 1,2020,1824,signed a renegotiated contract,6,S,4034,4,0
FA Stage 1,2020,5068,signed a renegotiated contract,6,WR,2264,4,0
FA Stage 1,2020,1137,signed a renegotiated contract,6,DE,1480,4,0
FA Stage 1,2020,1438,signed a renegotiated contract,6,CB,786,3,0
FA Stage 1,2020,1597,signed a renegotiated contract,6,CB,708,4,0
FA Stage 1,2020,5410,signed a renegotiated contract,6,DT,359,2,0
FA Stage 1,2020,5194,signed a renegotiated contract,6,G,429,4,0
FA Stage 1,2020,965,signed a renegotiated contract,6,DT,431,3,0
FA Stage 1,2020,5247,signed a renegotiated contract,6,T,356,4,0
FA Stage 1,2020,5607,signed a renegotiated contract,6,S,275,2,0
FA Stage 1,2020,3352,signed a renegotiated contract,6,TE,190,2,0
FA Stage 1,2020,4972,signed a renegotiated contract,7,FB,255,2,0
FA Stage 1,2020,5537,signed a renegotiated contract,7,CB,2050,5,0
FA Stage 1,2020,1128,signed a renegotiated contract,7,ILB,1052,3,0
FA Stage 1,2020,1195,signed a renegotiated contract,7,CB,969,3,0
FA Stage 1,2020,1796,signed a renegotiated contract,7,DE,1468,3,0
FA Stage 1,2020,259,signed a renegotiated contract,7,T,1528,2,0
FA Stage 1,2020,747,signed a renegotiated contract,7,TE,1460,3,0
FA Stage 1,2020,4553,signed a renegotiated contract,7,DT,190,2,0
FA Stage 1,2020,1115,signed a renegotiated contract,7,CB,1014,3,0
FA Stage 1,2020,5591,signed a renegotiated contract,7,S,181,2,0
FA Stage 1,2020,5412,signed a renegotiated contract,7,ILB,181,2,0
FA Stage 1,2020,4312,signed a renegotiated contract,7,C,190,2,0
FA Stage 1,2020,5279,signed a renegotiated contract,8,K,1103,3,0
FA Stage 1,2020,5525,signed a renegotiated contract,8,CB,2925,5,0
FA Stage 1,2020,1246,signed a renegotiated contract,8,DE,2505,4,0
FA Stage 1,2020,1770,signed a renegotiated contract,8,TE,2052,4,0
FA Stage 1,2020,1843,signed a renegotiated contract,8,DE,2007,4,0
FA Stage 1,2020,1030,signed a renegotiated contract,8,S,2199,3,0
FA Stage 1,2020,4512,signed a renegotiated contract,8,DE,287,2,0
FA Stage 1,2020,5499,signed a renegotiated contract,8,OLB,362,3,0
FA Stage 1,2020,5318,signed a renegotiated contract,8,DE,213,2,0
FA Stage 1,2020,1172,signed a renegotiated contract,9,DE,2783,3,0
FA Stage 1,2020,1779,signed a renegotiated contract,9,CB,1891,3,0
FA Stage 1,2020,4630,signed a renegotiated contract,9,ILB,3496,4,0
FA Stage 1,2020,678,signed a renegotiated contract,9,S,1525,4,0
FA Stage 1,2020,562,signed a renegotiated contract,9,QB,2452,3,0
FA Stage 1,2020,1871,signed a renegotiated contract,9,DE,1888,4,0
FA Stage 1,2020,1553,signed a renegotiated contract,9,G,1096,4,0
FA Stage 1,2020,4526,signed a renegotiated contract,9,DE,507,4,0
FA Stage 1,2020,5121,signed a renegotiated contract,9,C,603,4,0
FA Stage 1,2020,1269,signed a renegotiated contract,9,CB,883,3,0
FA Stage 1,2020,5610,signed a renegotiated contract,9,S,181,2,0
FA Stage 1,2020,5385,signed a renegotiated contract,9,DT,387,3,0
FA Stage 1,2020,2344,signed a renegotiated contract,9,C,211,2,0
FA Stage 1,2020,1006,signed a renegotiated contract,10,QB,6176,3,0
FA Stage 1,2020,1423,signed a renegotiated contract,10,DT,1077,3,0
FA Stage 1,2020,1645,signed a renegotiated contract,10,S,3175,3,0
FA Stage 1,2020,4275,signed a renegotiated contract,10,WR,2295,3,0
FA Stage 1,2020,1849,signed a renegotiated contract,10,CB,3157,3,0
FA Stage 1,2020,724,signed a renegotiated contract,10,T,1678,3,0
FA Stage 1,2020,3467,signed a renegotiated contract,10,WR,1282,3,0
FA Stage 1,2020,5109,signed a renegotiated contract,10,C,1780,5,0
FA Stage 1,2020,1667,signed a renegotiated contract,10,OLB,2359,4,0
FA Stage 1,2020,1068,signed a renegotiated contract,10,G,999,3,0
FA Stage 1,2020,5331,signed a renegotiated contract,10,DE,564,3,0
FA Stage 1,2020,1774,signed a renegotiated contract,10,S,1167,4,0
FA Stage 1,2020,5254,signed a renegotiated contract,10,T,203,2,0
FA Stage 1,2020,5100,signed a renegotiated contract,10,WR,591,3,0
FA Stage 1,2020,5943,signed a renegotiated contract,10,C,158,2,0
FA Stage 1,2020,4908,signed a renegotiated contract,10,RB,372,3,0
FA Stage 1,2020,4730,signed a renegotiated contract,11,CB,2993,3,0
FA Stage 1,2020,3788,signed a renegotiated contract,11,ILB,960,3,0
FA Stage 1,2020,1386,signed a renegotiated contract,11,S,1187,4,0
FA Stage 1,2020,1231,signed a renegotiated contract,11,K,788,5,0
FA Stage 1,2020,5378,signed a renegotiated contract,11,DT,1090,4,0
FA Stage 1,2020,5149,signed a renegotiated contract,11,G,719,5,0
FA Stage 1,2020,2948,signed a renegotiated contract,11,DT,408,2,0
FA Stage 1,2020,3883,signed a renegotiated contract,11,CB,421,2,0
FA Stage 1,2020,2350,signed a renegotiated contract,11,QB,207,2,0
FA Stage 1,2020,4313,signed a renegotiated contract,11,C,190,2,0
FA Stage 1,2020,1138,signed a renegotiated contract,12,QB,7283,4,0
FA Stage 1,2020,5074,signed a renegotiated contract,12,WR,1714,4,0
FA Stage 1,2020,1309,signed a renegotiated contract,12,CB,1298,3,0
FA Stage 1,2020,5179,signed a renegotiated contract,12,G,190,3,0
FA Stage 1,2020,1026,signed a renegotiated contract,12,WR,609,3,0
FA Stage 1,2020,4817,signed a renegotiated contract,12,S,195,2,0
FA Stage 1,2020,1327,signed a renegotiated contract,13,DE,3734,4,0
FA Stage 1,2020,1600,signed a renegotiated contract,13,OLB,3056,3,0
FA Stage 1,2020,1161,signed a renegotiated contract,13,DE,2067,4,0
FA Stage 1,2020,1839,signed a renegotiated contract,13,CB,1081,4,0
FA Stage 1,2020,600,signed a renegotiated contract,13,S,1257,3,0
FA Stage 1,2020,5428,signed a renegotiated contract,13,ILB,357,2,0
FA Stage 1,2020,1604,signed a renegotiated contract,13,RB,428,3,0
FA Stage 1,2020,4962,signed a renegotiated contract,13,FB,203,2,0
FA Stage 1,2020,4083,signed a renegotiated contract,13,RB,189,2,0
FA Stage 1,2020,1393,signed a renegotiated contract,14,CB,1207,3,0
FA Stage 1,2020,1715,signed a renegotiated contract,14,OLB,543,3,0
FA Stage 1,2020,1735,signed a renegotiated contract,14,OLB,1967,4,0
FA Stage 1,2020,4950,signed a renegotiated contract,14,FB,553,3,0
FA Stage 1,2020,5330,signed a renegotiated contract,14,DE,528,3,0
FA Stage 1,2020,5208,signed a renegotiated contract,14,T,1328,5,0
FA Stage 1,2020,4698,signed a renegotiated contract,14,CB,419,3,0
FA Stage 1,2020,5224,signed a renegotiated contract,15,T,1889,5,0
FA Stage 1,2020,177,signed a renegotiated contract,15,QB,2475,2,0
FA Stage 1,2020,923,signed a renegotiated contract,15,T,1217,4,0
FA Stage 1,2020,2929,signed a renegotiated contract,15,DT,801,3,0
FA Stage 1,2020,1766,signed a renegotiated contract,15,OLB,457,3,0
FA Stage 1,2020,4991,signed a renegotiated contract,15,TE,1333,3,0
FA Stage 1,2020,1845,signed a renegotiated contract,15,RB,785,3,0
FA Stage 1,2020,4042,signed a renegotiated contract,15,QB,194,2,0
