Category,Team/All_Teams,Place,Player,Record,Team,Year
Passing Touchdowns,0,8,98,10,0,2014
Passing Touchdowns,0,9,911,2,0,2014
Passing Touchdowns,0,10,1536,2,0,2015
Passing Touchdowns,0,11,2394,2,0,2017
Passing Touchdowns,0,12,1536,1,0,2014
Passing Touchdowns,0,13,5696,1,0,2019
Times Sacked,0,0,98,43,0,2014
Times Sacked,0,1,1536,39,0,2020
Times Sacked,0,2,98,33,0,2015
Times Sacked,0,3,1536,32,0,2018
Times Sacked,0,4,1536,29,0,2016
Times Sacked,0,5,1536,29,0,2019
Times Sacked,0,6,4874,27,0,2021
Times Sacked,0,7,4874,25,0,2022
Times Sacked,0,8,1536,23,0,2017
Times Sacked,0,9,911,8,0,2014
Times Sacked,0,10,5696,5,0,2019
Times Sacked,0,11,3209,3,0,2017
Times Sacked,0,12,2394,1,0,2017
300 Yards Passing,0,0,98,3,0,2014
300 Yards Passing,0,1,4874,3,0,2021
300 Yards Passing,0,2,1536,2,0,2017
300 Yards Passing,0,3,1536,2,0,2018
300 Yards Passing,0,4,1536,2,0,2020
300 Yards Passing,0,5,4874,2,0,2022
Rushing Attempts,0,0,1864,326,0,2016
Rushing Attempts,0,1,1864,324,0,2015
Rushing Attempts,0,2,1864,313,0,2018
Rushing Attempts,0,3,1864,307,0,2021
Rushing Attempts,0,4,1864,297,0,2014
Rushing Attempts,0,5,1864,288,0,2019
Rushing Attempts,0,6,1864,280,0,2022
Rushing Attempts,0,7,1864,271,0,2017
Rushing Attempts,0,8,1864,248,0,2020
Rushing Attempts,0,9,2423,118,0,2017
Rushing Attempts,0,10,8309,114,0,2022
Rushing Attempts,0,11,3272,98,0,2015
Rushing Attempts,0,12,2411,93,0,2021
Rushing Attempts,0,13,831,92,0,2014
Rushing Attempts,0,14,1536,86,0,2020
Rushing Attempts,0,15,2423,85,0,2018
Rushing Attempts,0,16,1536,76,0,2017
Rushing Attempts,0,17,1536,69,0,2019
Rushing Attempts,0,18,4874,65,0,2021
Rushing Attempts,0,19,1536,64,0,2016
Rushing Attempts,0,20,1951,61,0,2016
Rushing Attempts,0,21,4874,58,0,2022
Rushing Attempts,0,22,1536,57,0,2018
Rushing Attempts,0,23,7486,55,0,2020
Rushing Attempts,0,24,6610,49,0,2019
Rushing Attempts,0,25,7484,42,0,2020
Rushing Attempts,0,26,1836,34,0,2016
Rushing Attempts,0,27,5734,33,0,2022
Rushing Attempts,0,28,1836,31,0,2019
Rushing Attempts,0,29,1836,30,0,2015
Rushing Attempts,0,30,98,29,0,2015
Rushing Attempts,0,31,1836,29,0,2018
Rushing Attempts,0,32,98,28,0,2014
Rushing Attempts,0,33,1836,27,0,2017
Rushing Attempts,0,34,7445,25,0,2020
Rushing Attempts,0,35,4891,21,0,2017
Rushing Attempts,0,36,1836,20,0,2014
Rushing Attempts,0,37,4071,14,0,2016
Rushing Attempts,0,38,3270,10,0,2017
Rushing Attempts,0,39,1536,8,0,2015
Rushing Attempts,0,40,433,7,0,2014
Rushing Attempts,0,41,911,6,0,2014
Rushing Attempts,0,42,5741,6,0,2018
Rushing Attempts,0,43,3209,5,0,2018
Rushing Attempts,0,44,5741,4,0,2019
Rushing Attempts,0,45,842,3,0,2016
Rushing Attempts,0,46,2394,3,0,2017
Rushing Attempts,0,47,452,3,0,2018
Rushing Attempts,0,48,5696,3,0,2019
Rushing Attempts,0,49,4954,3,0,2022
Rushing Attempts,0,50,1771,2,0,2014
Rushing Attempts,0,51,260,2,0,2017
Rushing Attempts,0,52,842,2,0,2018
Rushing Attempts,0,53,4954,2,0,2021
Rushing Attempts,0,54,2424,1,0,2016
Rushing Attempts,0,55,3370,1,0,2016
Rushing Attempts,0,56,842,1,0,2017
Rushing Attempts,0,57,4255,1,0,2017
Rushing Attempts,0,58,4232,1,0,2018
Rushing Attempts,0,59,5897,1,0,2018
Rushing Attempts,0,60,7501,1,0,2020
Rushing Attempts,0,61,842,1,0,2022
Rushing Yards,0,0,1864,1675,0,2016
Rushing Yards,0,1,1864,1660,0,2015
Rushing Yards,0,2,1864,1464,0,2019
Rushing Yards,0,3,1864,1456,0,2018
Rushing Yards,0,4,1864,1424,0,2017
Rushing Yards,0,5,1864,1390,0,2021
Rushing Yards,0,6,1864,1254,0,2022
Rushing Yards,0,7,1864,1242,0,2014
Rushing Yards,0,8,1864,1099,0,2020
Rushing Yards,0,9,2423,504,0,2017
Rushing Yards,0,10,1536,465,0,2020
Rushing Yards,0,11,4874,462,0,2021
Rushing Yards,0,12,4874,424,0,2022
Rushing Yards,0,13,1536,416,0,2017
Rushing Yards,0,14,1536,399,0,2018
Rushing Yards,0,15,1536,378,0,2016
Rushing Yards,0,16,3272,348,0,2015
Rushing Yards,0,17,1536,328,0,2019
Rushing Yards,0,18,8309,312,0,2022
Rushing Yards,0,19,2423,277,0,2018
Rushing Yards,0,20,2411,264,0,2021
Rushing Yards,0,21,831,254,0,2014
Rushing Yards,0,22,6610,234,0,2019
Rushing Yards,0,23,1951,205,0,2016
Rushing Yards,0,24,1836,136,0,2015
Rushing Yards,0,25,7486,135,0,2020
Rushing Yards,0,26,7484,123,0,2020
Rushing Yards,0,27,4891,122,0,2017
Rushing Yards,0,28,98,121,0,2014
Rushing Yards,0,29,1836,116,0,2019
Rushing Yards,0,30,98,109,0,2015
Rushing Yards,0,31,7445,96,0,2020
Rushing Yards,0,32,1836,86,0,2017
Rushing Yards,0,33,5734,80,0,2022
Rushing Yards,0,34,1836,78,0,2014
Rushing Yards,0,35,1836,75,0,2016
Rushing Yards,0,36,1836,75,0,2018
Rushing Yards,0,37,1536,55,0,2015
Rushing Yards,0,38,4071,54,0,2016
Rushing Yards,0,39,842,54,0,2022
Rushing Yards,0,40,911,40,0,2014
Rushing Yards,0,41,5696,37,0,2019
Rushing Yards,0,42,3270,36,0,2017
Rushing Yards,0,43,842,22,0,2016
Rushing Yards,0,44,433,20,0,2014
Rushing Yards,0,45,5741,18,0,2018
Rushing Yards,0,46,4255,13,0,2017
Rushing Yards,0,47,260,12,0,2017
Rushing Yards,0,48,2394,12,0,2017
Rushing Yards,0,49,4232,9,0,2018
Rushing Yards,0,50,842,8,0,2018
Rushing Yards,0,51,452,6,0,2018
Rushing Yards,0,52,7501,4,0,2020
Rushing Yards,0,53,1771,3,0,2014
Rushing Yards,0,54,842,2,0,2017
Rushing Yards,0,55,2424,1,0,2016
Rushing Yards,0,56,4954,1,0,2021
Yards per Carry,0,0,1864,525,0,2017
Yards per Carry,0,1,1864,514,0,2016
Yards per Carry,0,2,1864,512,0,2015
Yards per Carry,0,3,1864,508,0,2019
Yards per Carry,0,4,1864,465,0,2018
Yards per Carry,0,5,1864,453,0,2021
Yards per Carry,0,6,1864,448,0,2022
Yards per Carry,0,7,1864,443,0,2020
Yards per Carry,0,8,2423,427,0,2017
Yards per Carry,0,9,1864,418,0,2014
Yards per Carry,0,10,8309,274,0,2022
Rushing Touchdowns,0,0,1864,13,0,2016
Rushing Touchdowns,0,1,1864,11,0,2021
Rushing Touchdowns,0,2,1864,10,0,2014
Rushing Touchdowns,0,3,1864,10,0,2015
Rushing Touchdowns,0,4,1864,9,0,2022
Rushing Touchdowns,0,5,1864,7,0,2018
Rushing Touchdowns,0,6,1864,6,0,2019
Rushing Touchdowns,0,7,1864,4,0,2017
Rushing Touchdowns,0,8,2423,4,0,2017
Rushing Touchdowns,0,9,1864,4,0,2020
Rushing Touchdowns,0,10,98,3,0,2014
Rushing Touchdowns,0,11,4874,3,0,2021
Rushing Touchdowns,0,12,8309,3,0,2022
Rushing Touchdowns,0,13,831,2,0,2014
Rushing Touchdowns,0,14,3272,2,0,2015
Rushing Touchdowns,0,15,1836,2,0,2016
Rushing Touchdowns,0,16,1536,2,0,2017
Rushing Touchdowns,0,17,2423,2,0,2018
Rushing Touchdowns,0,18,98,1,0,2015
Rushing Touchdowns,0,19,1836,1,0,2015
Rushing Touchdowns,0,20,1536,1,0,2016
Rushing Touchdowns,0,21,1836,1,0,2018
Rushing Touchdowns,0,22,5741,1,0,2018
Rushing Touchdowns,0,23,1536,1,0,2019
Rushing Touchdowns,0,24,1836,1,0,2019
Rushing Touchdowns,0,25,6610,1,0,2019
Rushing Touchdowns,0,26,842,1,0,2022
Rushing Touchdowns,0,27,4874,1,0,2022
100 Yards Rushing,0,0,1864,10,0,2015
100 Yards Rushing,0,1,1864,7,0,2016
100 Yards Rushing,0,2,1864,7,0,2017
100 Yards Rushing,0,3,1864,6,0,2018
100 Yards Rushing,0,4,1864,6,0,2019
100 Yards Rushing,0,5,1864,6,0,2020
100 Yards Rushing,0,6,1864,6,0,2021
100 Yards Rushing,0,7,1864,5,0,2022
100 Yards Rushing,0,8,1864,3,0,2014
100 Yards Rushing,0,9,831,1,0,2014
100 Yards Rushing,0,10,8309,1,0,2022
Receptions,0,0,6758,95,0,2022
Receptions,0,1,6758,91,0,2021
Receptions,0,2,1546,81,0,2014
Receptions,0,3,6758,80,0,2020
Receptions,0,4,1864,71,0,2019
Receptions,0,5,452,70,0,2018
Receptions,0,6,1864,69,0,2016
Receptions,0,7,6758,69,0,2019
Receptions,0,8,1864,67,0,2018
Receptions,0,9,1022,66,0,2021
Receptions,0,10,842,64,0,2017
Receptions,0,11,842,63,0,2014
Receptions,0,12,1864,63,0,2020
Receptions,0,13,842,61,0,2018
Receptions,0,14,842,61,0,2020
Receptions,0,15,1864,58,0,2014
Receptions,0,16,842,57,0,2019
Receptions,0,17,1864,56,0,2017
Receptions,0,18,1864,54,0,2015
Receptions,0,19,6788,54,0,2022
Receptions,0,20,883,52,0,2015
Receptions,0,21,1771,49,0,2014
Receptions,0,22,1546,49,0,2015
Receptions,0,23,1864,47,0,2021
Receptions,0,24,842,45,0,2015
Receptions,0,25,1836,45,0,2018
Receptions,0,26,1819,44,0,2016
Receptions,0,27,842,44,0,2021
Receptions,0,28,842,42,0,2016
Receptions,0,29,7598,42,0,2020
Receptions,0,30,1836,41,0,2019
Receptions,0,31,4255,40,0,2017
Receptions,0,32,1836,38,0,2014
Receptions,0,33,260,37,0,2017
Receptions,0,34,1836,36,0,2015
Receptions,0,35,1836,36,0,2016
Receptions,0,36,557,36,0,2017
Receptions,0,37,5928,33,0,2019
Receptions,0,38,1836,31,0,2017
Receptions,0,39,4246,31,0,2021
Receptions,0,40,5005,31,0,2022
Receptions,0,41,3380,28,0,2021
Receptions,0,42,1864,28,0,2022
Receptions,0,43,7537,27,0,2020
Receptions,0,44,1288,26,0,2015
Receptions,0,45,1675,26,0,2017
Receptions,0,46,842,26,0,2022
Receptions,0,47,4152,26,0,2022
Receptions,0,48,1288,25,0,2016
Receptions,0,49,1675,25,0,2016
Receptions,0,50,1365,22,0,2014
Receptions,0,51,2589,21,0,2014
Receptions,0,52,4255,21,0,2016
Receptions,0,53,4232,20,0,2018
Receptions,0,54,5928,20,0,2020
Receptions,0,55,5016,19,0,2019
Receptions,0,56,4152,19,0,2021
Receptions,0,57,2566,18,0,2015
Receptions,0,58,7501,18,0,2020
Receptions,0,59,5102,18,0,2022
Receptions,0,60,4255,17,0,2018
Receptions,0,61,4954,17,0,2021
Receptions,0,62,5016,16,0,2018
Receptions,0,63,7569,14,0,2020
Receptions,0,64,5895,13,0,2022
Receptions,0,65,3272,12,0,2015
Receptions,0,66,2634,11,0,2016
Receptions,0,67,7484,11,0,2020
Receptions,0,68,831,10,0,2014
Receptions,0,69,2012,10,0,2014
Receptions,0,70,1093,10,0,2017
Receptions,0,71,4255,10,0,2019
Receptions,0,72,5017,10,0,2019
Receptions,0,73,6610,9,0,2019
Receptions,0,74,1951,8,0,2016
Receptions,0,75,4954,8,0,2022
Receptions,0,76,8346,8,0,2022
Receptions,0,77,2512,7,0,2016
Receptions,0,78,1365,6,0,2015
Receptions,0,79,2512,6,0,2018
Receptions,0,80,5856,6,0,2019
Receptions,0,81,2423,5,0,2017
Receptions,0,82,4980,5,0,2017
Receptions,0,83,5828,5,0,2019
Receptions,0,84,7486,5,0,2020
Receptions,0,85,2411,5,0,2021
Receptions,0,86,3462,5,0,2021
Receptions,0,87,8309,5,0,2022
Receptions,0,88,369,4,0,2014
Receptions,0,89,2423,4,0,2018
Receptions,0,90,3358,4,0,2018
Receptions,0,91,5897,4,0,2018
Receptions,0,92,7445,4,0,2020
Receptions,0,93,7638,4,0,2020
Receptions,0,94,1371,3,0,2014
Receptions,0,95,5016,3,0,2017
Receptions,0,96,5741,3,0,2018
Receptions,0,97,5928,3,0,2018
Receptions,0,98,582,3,0,2019
Receptions,0,99,1464,2,0,2014
Receiving Yards,0,0,6758,1205,0,2022
Receiving Yards,0,1,6758,1162,0,2021
Receiving Yards,0,2,1546,1006,0,2014
Receiving Yards,0,3,6758,926,0,2020
Receiving Yards,0,4,842,807,0,2018
Receiving Yards,0,5,6788,796,0,2022
Receiving Yards,0,6,842,760,0,2017
Receiving Yards,0,7,842,758,0,2014
Receiving Yards,0,8,842,751,0,2020
Receiving Yards,0,9,452,734,0,2018
Receiving Yards,0,10,6758,731,0,2019
Receiving Yards,0,11,842,702,0,2019
Receiving Yards,0,12,1022,641,0,2021
Receiving Yards,0,13,260,623,0,2017
Receiving Yards,0,14,883,618,0,2015
Receiving Yards,0,15,4255,588,0,2017
Receiving Yards,0,16,1864,588,0,2019
Receiving Yards,0,17,1864,561,0,2018
Receiving Yards,0,18,1546,541,0,2015
Receiving Yards,0,19,842,527,0,2015
Receiving Yards,0,20,842,523,0,2021
Receiving Yards,0,21,1864,517,0,2016
Receiving Yards,0,22,1771,515,0,2014
Receiving Yards,0,23,1819,511,0,2016
Receiving Yards,0,24,1864,509,0,2017
Receiving Yards,0,25,842,487,0,2016
Receiving Yards,0,26,1864,462,0,2015
Receiving Yards,0,27,7598,461,0,2020
Receiving Yards,0,28,1864,442,0,2014
Receiving Yards,0,29,1864,381,0,2021
Receiving Yards,0,30,4152,379,0,2022
Receiving Yards,0,31,5928,378,0,2019
Receiving Yards,0,32,557,371,0,2017
Receiving Yards,0,33,1864,365,0,2020
Receiving Yards,0,34,1288,348,0,2016
Receiving Yards,0,35,4246,346,0,2021
Receiving Yards,0,36,1836,323,0,2019
Receiving Yards,0,37,1836,318,0,2018
Receiving Yards,0,38,1288,305,0,2015
Receiving Yards,0,39,1836,300,0,2017
Receiving Yards,0,40,1836,293,0,2014
Receiving Yards,0,41,842,291,0,2022
Receiving Yards,0,42,3380,288,0,2021
Receiving Yards,0,43,5005,282,0,2022
Receiving Yards,0,44,4152,279,0,2021
Receiving Yards,0,45,1836,263,0,2016
Receiving Yards,0,46,4255,262,0,2016
Receiving Yards,0,47,4232,253,0,2018
Receiving Yards,0,48,2589,248,0,2014
Receiving Yards,0,49,1864,246,0,2022
Receiving Yards,0,50,1836,236,0,2015
Receiving Yards,0,51,1675,226,0,2017
Receiving Yards,0,52,4255,223,0,2018
Receiving Yards,0,53,7537,218,0,2020
Receiving Yards,0,54,2566,210,0,2015
Receiving Yards,0,55,1365,208,0,2014
Receiving Yards,0,56,5016,205,0,2019
Receiving Yards,0,57,5102,201,0,2022
Receiving Yards,0,58,5016,196,0,2018
Receiving Yards,0,59,5928,189,0,2020
Receiving Yards,0,60,1675,186,0,2016
Receiving Yards,0,61,7501,181,0,2020
Receiving Yards,0,62,5895,169,0,2022
Receiving Yards,0,63,2634,153,0,2016
Receiving Yards,0,64,7569,150,0,2020
Receiving Yards,0,65,831,129,0,2014
Receiving Yards,0,66,4954,121,0,2021
Receiving Yards,0,67,1365,112,0,2015
Receiving Yards,0,68,1093,111,0,2017
Receiving Yards,0,69,4255,86,0,2019
Receiving Yards,0,70,3462,80,0,2021
Receiving Yards,0,71,7484,69,0,2020
Receiving Yards,0,72,6610,68,0,2019
Receiving Yards,0,73,2012,66,0,2014
Receiving Yards,0,74,5897,65,0,2018
Receiving Yards,0,75,3272,64,0,2015
Receiving Yards,0,76,5016,64,0,2017
Receiving Yards,0,77,7638,60,0,2020
Receiving Yards,0,78,5856,58,0,2019
Receiving Yards,0,79,582,57,0,2019
Receiving Yards,0,80,369,54,0,2014
Receiving Yards,0,81,4980,52,0,2017
Receiving Yards,0,82,5017,52,0,2019
Receiving Yards,0,83,8346,51,0,2022
Receiving Yards,0,84,4954,42,0,2022
Receiving Yards,0,85,5828,40,0,2019
Receiving Yards,0,86,1464,38,0,2014
Receiving Yards,0,87,3358,35,0,2018
Receiving Yards,0,88,8309,35,0,2022
Receiving Yards,0,89,2512,31,0,2016
Receiving Yards,0,90,2512,29,0,2018
Receiving Yards,0,91,7517,28,0,2020
Receiving Yards,0,92,7486,27,0,2020
Receiving Yards,0,93,1371,26,0,2014
Receiving Yards,0,94,2411,26,0,2021
Receiving Yards,0,95,2423,20,0,2017
Receiving Yards,0,96,2423,18,0,2018
Receiving Yards,0,97,1951,17,0,2016
Receiving Yards,0,98,5928,17,0,2018
Receiving Yards,0,99,7533,13,0,2022
Yards per Reception,0,0,260,1684,0,2017
Yards per Reception,0,1,6788,1474,0,2022
Yards per Reception,0,2,4255,1470,0,2017
Yards per Reception,0,3,842,1323,0,2018
Yards per Reception,0,4,6758,1277,0,2021
Yards per Reception,0,5,6758,1268,0,2022
Yards per Reception,0,6,1546,1242,0,2014
Yards per Reception,0,7,842,1232,0,2019
Yards per Reception,0,8,842,1231,0,2020
Yards per Reception,0,9,842,1203,0,2014
Yards per Reception,0,10,842,1189,0,2021
Yards per Reception,0,11,883,1188,0,2015
Yards per Reception,0,12,842,1188,0,2017
Yards per Reception,0,13,842,1171,0,2015
Yards per Reception,0,14,1819,1161,0,2016
Yards per Reception,0,15,842,1160,0,2016
Yards per Reception,0,16,6758,1158,0,2020
Yards per Reception,0,17,5928,1145,0,2019
Yards per Reception,0,18,1546,1104,0,2015
Yards per Reception,0,19,7598,1098,0,2020
Yards per Reception,0,20,6758,1059,0,2019
Yards per Reception,0,21,1771,1051,0,2014
Yards per Reception,0,22,452,1049,0,2018
Yards per Reception,0,23,557,1031,0,2017
Yards per Reception,0,24,1022,971,0,2021
Yards per Reception,0,25,1864,909,0,2017
Yards per Reception,0,26,1864,856,0,2015
Yards per Reception,0,27,1864,837,0,2018
Yards per Reception,0,28,1864,828,0,2019
Yards per Reception,0,29,1864,811,0,2021
Yards per Reception,0,30,1836,788,0,2019
Yards per Reception,0,31,1836,771,0,2014
Yards per Reception,0,32,1864,762,0,2014
Yards per Reception,0,33,1864,749,0,2016
Yards per Reception,0,34,1836,731,0,2016
Yards per Reception,0,35,1836,707,0,2018
Yards per Reception,0,36,1836,656,0,2015
Yards per Reception,0,37,1864,579,0,2020
Receiving Touchdowns,0,0,6758,11,0,2021
Receiving Touchdowns,0,1,4255,8,0,2017
Receiving Touchdowns,0,2,6758,7,0,2020
Receiving Touchdowns,0,3,1546,6,0,2014
Receiving Touchdowns,0,4,842,6,0,2020
Receiving Touchdowns,0,5,1864,5,0,2015
Receiving Touchdowns,0,6,842,5,0,2017
Receiving Touchdowns,0,7,842,5,0,2019
Receiving Touchdowns,0,8,7598,5,0,2020
Receiving Touchdowns,0,9,4152,5,0,2022
Receiving Touchdowns,0,10,6758,5,0,2022
Receiving Touchdowns,0,11,6788,5,0,2022
Receiving Touchdowns,0,12,1546,4,0,2015
Receiving Touchdowns,0,13,1864,4,0,2016
Receiving Touchdowns,0,14,260,4,0,2017
Receiving Touchdowns,0,15,1836,4,0,2017
Receiving Touchdowns,0,16,1864,4,0,2017
Receiving Touchdowns,0,17,452,4,0,2018
Receiving Touchdowns,0,18,1022,4,0,2021
Receiving Touchdowns,0,19,883,3,0,2015
Receiving Touchdowns,0,20,1836,3,0,2016
Receiving Touchdowns,0,21,557,3,0,2017
Receiving Touchdowns,0,22,842,3,0,2018
Receiving Touchdowns,0,23,1836,3,0,2018
Receiving Touchdowns,0,24,1864,3,0,2019
Receiving Touchdowns,0,25,6758,3,0,2019
Receiving Touchdowns,0,26,1864,3,0,2020
Receiving Touchdowns,0,27,4246,3,0,2021
Receiving Touchdowns,0,28,842,3,0,2022
Receiving Touchdowns,0,29,1771,2,0,2014
Receiving Touchdowns,0,30,1836,2,0,2014
Receiving Touchdowns,0,31,1864,2,0,2014
Receiving Touchdowns,0,32,842,2,0,2015
Receiving Touchdowns,0,33,1836,2,0,2015
Receiving Touchdowns,0,34,842,2,0,2016
Receiving Touchdowns,0,35,1675,2,0,2016
Receiving Touchdowns,0,36,1819,2,0,2016
Receiving Touchdowns,0,37,1675,2,0,2017
Receiving Touchdowns,0,38,1864,2,0,2018
Receiving Touchdowns,0,39,4232,2,0,2018
Receiving Touchdowns,0,40,5016,2,0,2019
Receiving Touchdowns,0,41,7501,2,0,2020
Receiving Touchdowns,0,42,7569,2,0,2020
Receiving Touchdowns,0,43,842,2,0,2021
Receiving Touchdowns,0,44,1864,2,0,2021
Receiving Touchdowns,0,45,3380,2,0,2021
Receiving Touchdowns,0,46,4152,2,0,2021
Receiving Touchdowns,0,47,1365,1,0,2014
Receiving Touchdowns,0,48,1288,1,0,2015
Receiving Touchdowns,0,49,2566,1,0,2015
Receiving Touchdowns,0,50,1288,1,0,2016
Receiving Touchdowns,0,51,1951,1,0,2016
Receiving Touchdowns,0,52,2634,1,0,2016
Receiving Touchdowns,0,53,4255,1,0,2016
Receiving Touchdowns,0,54,2512,1,0,2018
Receiving Touchdowns,0,55,5016,1,0,2018
Receiving Touchdowns,0,56,1836,1,0,2019
Receiving Touchdowns,0,57,4255,1,0,2019
Receiving Touchdowns,0,58,5017,1,0,2019
Receiving Touchdowns,0,59,6610,1,0,2019
Receiving Touchdowns,0,60,7445,1,0,2020
Receiving Touchdowns,0,61,4954,1,0,2021
Receiving Touchdowns,0,62,8309,1,0,2021
Receiving Touchdowns,0,63,1864,1,0,2022
Receiving Touchdowns,0,64,5102,1,0,2022
Receiving Touchdowns,0,65,5895,1,0,2022
Receiving Touchdowns,0,66,8346,1,0,2022
Targeted Passes,0,0,6758,157,0,2022
Targeted Passes,0,1,6758,146,0,2021
Targeted Passes,0,2,6758,137,0,2019
Targeted Passes,0,3,6758,137,0,2020
Targeted Passes,0,4,1546,133,0,2014
Targeted Passes,0,5,842,120,0,2019
Targeted Passes,0,6,6788,113,0,2022
Targeted Passes,0,7,1022,108,0,2021
Targeted Passes,0,8,842,106,0,2020
Targeted Passes,0,9,452,105,0,2018
Targeted Passes,0,10,842,103,0,2014
Targeted Passes,0,11,1864,101,0,2019
Targeted Passes,0,12,842,98,0,2018
Targeted Passes,0,13,1864,96,0,2016
Targeted Passes,0,14,842,94,0,2017
Targeted Passes,0,15,842,92,0,2016
Targeted Passes,0,16,1546,87,0,2015
Targeted Passes,0,17,1864,85,0,2018
Targeted Passes,0,18,1771,84,0,2014
Targeted Passes,0,19,1864,80,0,2014
Targeted Passes,0,20,883,79,0,2015
Targeted Passes,0,21,842,78,0,2015
Targeted Passes,0,22,842,76,0,2021
Targeted Passes,0,23,1864,75,0,2020
Targeted Passes,0,24,1864,73,0,2015
Targeted Passes,0,25,5928,73,0,2019
Targeted Passes,0,26,7598,72,0,2020
Targeted Passes,0,27,1864,70,0,2017
Targeted Passes,0,28,1819,69,0,2016
Targeted Passes,0,29,4255,67,0,2017
Targeted Passes,0,30,260,61,0,2017
Targeted Passes,0,31,1864,61,0,2021
Targeted Passes,0,32,842,57,0,2022
Targeted Passes,0,33,1836,55,0,2018
Targeted Passes,0,34,4246,52,0,2021
Targeted Passes,0,35,1836,51,0,2014
Targeted Passes,0,36,557,50,0,2017
Targeted Passes,0,37,1288,48,0,2016
Targeted Passes,0,38,1836,48,0,2016
Targeted Passes,0,39,1836,46,0,2019
Targeted Passes,0,40,1288,45,0,2015
Targeted Passes,0,41,5005,45,0,2022
Targeted Passes,0,42,1836,42,0,2015
Targeted Passes,0,43,1864,42,0,2022
