Category,Team/All_Teams,Place,Record,Year,Team,Opponent
Total Yards Allowed,13,0,207,2016,13,31
Total Yards Allowed,13,1,286,2016,13,19
Pass Attempts,13,0,39,2016,13,19
Pass Attempts,13,1,33,2016,13,31
Rush Attempts,13,0,28,2016,13,31
Rush Attempts,13,1,17,2016,13,19
Points Scored,14,0,13,2015,14,20
Points Allowed,14,0,17,2015,14,20
Passing Yards,14,0,303,2015,14,20
Passing Yards Allowed,14,0,302,2015,14,20
Rushing Yards,14,0,44,2015,14,20
Rushing Yards Allowed,14,0,109,2015,14,20
Total Yards,14,0,337,2015,14,20
Total Yards Allowed,14,0,394,2015,14,20
Pass Attempts,14,0,43,2015,14,20
Rush Attempts,14,0,21,2015,14,20
Points Scored,15,0,37,2014,15,4
Points Scored,15,1,14,2014,15,27
Points Allowed,15,0,12,2014,15,4
Points Allowed,15,1,21,2014,15,27
Passing Yards,15,0,269,2014,15,27
Passing Yards,15,1,129,2014,15,4
Passing Yards Allowed,15,0,228,2014,15,27
Passing Yards Allowed,15,1,283,2014,15,4
Rushing Yards,15,0,142,2014,15,4
Rushing Yards,15,1,64,2014,15,27
Rushing Yards Allowed,15,0,95,2014,15,4
Rushing Yards Allowed,15,1,187,2014,15,27
Total Yards,15,0,303,2014,15,27
Total Yards,15,1,271,2014,15,4
Total Yards Allowed,15,0,348,2014,15,4
Total Yards Allowed,15,1,395,2014,15,27
Pass Attempts,15,0,36,2014,15,27
Pass Attempts,15,1,20,2014,15,4
Rush Attempts,15,0,33,2014,15,4
Rush Attempts,15,1,22,2014,15,27
Points Scored,18,0,37,2015,18,29
Points Scored,18,1,31,2016,18,9
Points Scored,18,2,27,2016,18,10
Points Scored,18,3,20,2015,18,25
Points Allowed,18,0,18,2016,18,9
Points Allowed,18,1,30,2016,18,10
Points Allowed,18,2,33,2015,18,25
Points Allowed,18,3,34,2015,18,29
Passing Yards,18,0,389,2016,18,10
Passing Yards,18,1,380,2015,18,29
Passing Yards,18,2,302,2016,18,9
Passing Yards,18,3,301,2015,18,25
Passing Yards Allowed,18,0,239,2016,18,10
Passing Yards Allowed,18,1,264,2015,18,25
Passing Yards Allowed,18,2,279,2015,18,29
Passing Yards Allowed,18,3,348,2016,18,9
Rushing Yards,18,0,119,2015,18,29
Rushing Yards,18,1,78,2016,18,9
Rushing Yards,18,2,62,2016,18,10
Rushing Yards,18,3,50,2015,18,25
Rushing Yards Allowed,18,0,99,2016,18,9
Rushing Yards Allowed,18,1,163,2015,18,29
Rushing Yards Allowed,18,2,205,2015,18,25
Rushing Yards Allowed,18,3,207,2016,18,10
Total Yards,18,0,499,2015,18,29
Total Yards,18,1,437,2016,18,10
Total Yards,18,2,374,2016,18,9
Total Yards,18,3,335,2015,18,25
Total Yards Allowed,18,0,423,2016,18,9
Total Yards Allowed,18,1,432,2015,18,29
Total Yards Allowed,18,2,441,2016,18,10
Total Yards Allowed,18,3,469,2015,18,25
Pass Attempts,18,0,44,2015,18,25
Pass Attempts,18,1,42,2015,18,29
Pass Attempts,18,2,41,2016,18,10
Pass Attempts,18,3,34,2016,18,9
Rush Attempts,18,0,30,2016,18,9
Rush Attempts,18,1,27,2015,18,29
Rush Attempts,18,2,19,2015,18,25
Rush Attempts,18,3,18,2016,18,10
Points Scored,19,0,41,2015,19,28
Points Scored,19,1,35,2014,19,29
Points Scored,19,2,34,2014,19,6
Points Scored,19,3,31,2017,19,31
Points Scored,19,4,31,2017,19,0
Points Scored,19,5,30,2015,19,20
Points Scored,19,6,30,2016,19,4
Points Scored,19,7,27,2016,19,13
Points Scored,19,8,26,2014,19,31
Points Scored,19,9,23,2017,19,6
Points Scored,19,10,16,2016,19,20
Points Allowed,19,0,3,2016,19,20
Points Allowed,19,1,7,2016,19,13
Points Allowed,19,2,10,2015,19,28
Points Allowed,19,3,13,2014,19,31
Points Allowed,19,4,13,2016,19,4
Points Allowed,19,5,13,2017,19,6
Points Allowed,19,6,24,2014,19,6
Points Allowed,19,7,24,2014,19,29
Points Allowed,19,8,27,2017,19,0
Points Allowed,19,9,30,2017,19,31
Points Allowed,19,10,38,2015,19,20
Passing Yards,19,0,366,2015,19,28
Passing Yards,19,1,340,2014,19,31
Passing Yards,19,2,339,2015,19,20
Passing Yards,19,3,304,2014,19,6
Passing Yards,19,4,286,2017,19,0
Passing Yards,19,5,269,2016,19,4
Passing Yards,19,6,247,2017,19,6
Passing Yards,19,7,233,2017,19,31
Passing Yards,19,8,209,2016,19,13
Passing Yards,19,9,206,2014,19,29
Passing Yards,19,10,200,2016,19,20
Passing Yards Allowed,19,0,63,2015,19,28
Passing Yards Allowed,19,1,149,2014,19,31
Passing Yards Allowed,19,2,158,2016,19,13
Passing Yards Allowed,19,3,192,2014,19,29
Passing Yards Allowed,19,4,197,2016,19,4
Passing Yards Allowed,19,5,204,2015,19,20
Passing Yards Allowed,19,6,215,2017,19,6
Passing Yards Allowed,19,7,219,2016,19,20
Passing Yards Allowed,19,8,252,2017,19,0
Passing Yards Allowed,19,9,288,2017,19,31
Passing Yards Allowed,19,10,374,2014,19,6
Rushing Yards,19,0,192,2017,19,31
Rushing Yards,19,1,168,2014,19,29
Rushing Yards,19,2,163,2014,19,31
Rushing Yards,19,3,152,2016,19,20
Rushing Yards,19,4,125,2017,19,6
Rushing Yards,19,5,125,2017,19,0
Rushing Yards,19,6,118,2016,19,4
Rushing Yards,19,7,104,2015,19,28
Rushing Yards,19,8,103,2015,19,20
Rushing Yards,19,9,100,2016,19,13
Rushing Yards,19,10,87,2014,19,6
Rushing Yards Allowed,19,0,22,2014,19,31
Rushing Yards Allowed,19,1,44,2016,19,4
Rushing Yards Allowed,19,2,52,2016,19,13
Rushing Yards Allowed,19,3,80,2017,19,6
Rushing Yards Allowed,19,4,87,2015,19,28
Rushing Yards Allowed,19,5,91,2016,19,20
Rushing Yards Allowed,19,6,117,2017,19,31
Rushing Yards Allowed,19,7,118,2014,19,29
Rushing Yards Allowed,19,8,119,2014,19,6
Rushing Yards Allowed,19,9,205,2015,19,20
Rushing Yards Allowed,19,10,242,2017,19,0
Total Yards,19,0,487,2014,19,31
Total Yards,19,1,470,2015,19,28
Total Yards,19,2,422,2017,19,31
Total Yards,19,3,407,2017,19,0
Total Yards,19,4,406,2015,19,20
Total Yards,19,5,386,2014,19,6
Total Yards,19,6,355,2014,19,29
Total Yards,19,7,347,2016,19,4
Total Yards,19,8,345,2017,19,6
Total Yards,19,9,341,2016,19,20
Total Yards,19,10,286,2016,19,13
Total Yards Allowed,19,0,131,2015,19,28
Total Yards Allowed,19,1,156,2014,19,31
Total Yards Allowed,19,2,205,2016,19,13
Total Yards Allowed,19,3,228,2016,19,4
Total Yards Allowed,19,4,273,2017,19,6
Total Yards Allowed,19,5,294,2014,19,29
Total Yards Allowed,19,6,303,2016,19,20
Total Yards Allowed,19,7,397,2017,19,31
Total Yards Allowed,19,8,405,2015,19,20
Total Yards Allowed,19,9,461,2014,19,6
Total Yards Allowed,19,10,489,2017,19,0
Pass Attempts,19,0,38,2014,19,31
Pass Attempts,19,1,38,2015,19,20
Pass Attempts,19,2,37,2015,19,28
Pass Attempts,19,3,34,2017,19,0
Pass Attempts,19,4,32,2017,19,6
Pass Attempts,19,5,31,2017,19,31
Pass Attempts,19,6,30,2014,19,6
Pass Attempts,19,7,27,2016,19,4
Pass Attempts,19,8,26,2014,19,29
Pass Attempts,19,9,26,2016,19,13
Pass Attempts,19,10,25,2016,19,20
Rush Attempts,19,0,40,2014,19,29
Rush Attempts,19,1,39,2015,19,28
Rush Attempts,19,2,39,2016,19,20
Rush Attempts,19,3,38,2016,19,13
Rush Attempts,19,4,34,2016,19,4
Rush Attempts,19,5,33,2014,19,6
Rush Attempts,19,6,33,2014,19,31
Rush Attempts,19,7,31,2017,19,31
Rush Attempts,19,8,30,2017,19,6
Rush Attempts,19,9,22,2017,19,0
Rush Attempts,19,10,19,2015,19,20
Points Scored,20,0,38,2015,20,19
Points Scored,20,1,37,2016,20,2
Points Scored,20,2,23,2014,20,28
Points Scored,20,3,21,2015,20,2
Points Scored,20,4,21,2015,20,10
Points Scored,20,5,20,2014,20,31
Points Scored,20,6,17,2015,20,14
Points Scored,20,7,3,2016,20,19
Points Allowed,20,0,13,2014,20,28
Points Allowed,20,1,13,2015,20,14
Points Allowed,20,2,16,2016,20,2
Points Allowed,20,3,16,2016,20,19
Points Allowed,20,4,17,2015,20,10
Points Allowed,20,5,20,2015,20,2
Points Allowed,20,6,27,2014,20,31
Points Allowed,20,7,30,2015,20,19
Passing Yards,20,0,302,2015,20,14
Passing Yards,20,1,219,2016,20,19
Passing Yards,20,2,209,2014,20,28
Passing Yards,20,3,204,2015,20,19
Passing Yards,20,4,191,2015,20,10
Passing Yards,20,5,182,2016,20,2
Passing Yards,20,6,177,2014,20,31
Passing Yards,20,7,177,2015,20,2
Passing Yards Allowed,20,0,200,2016,20,19
Passing Yards Allowed,20,1,224,2015,20,2
Passing Yards Allowed,20,2,225,2014,20,28
Passing Yards Allowed,20,3,243,2016,20,2
Passing Yards Allowed,20,4,244,2014,20,31
Passing Yards Allowed,20,5,271,2015,20,10
Passing Yards Allowed,20,6,303,2015,20,14
Passing Yards Allowed,20,7,339,2015,20,19
Rushing Yards,20,0,211,2016,20,2
Rushing Yards,20,1,205,2015,20,19
Rushing Yards,20,2,148,2014,20,31
Rushing Yards,20,3,129,2014,20,28
Rushing Yards,20,4,127,2015,20,10
Rushing Yards,20,5,109,2015,20,14
Rushing Yards,20,6,95,2015,20,2
Rushing Yards,20,7,91,2016,20,19
Rushing Yards Allowed,20,0,44,2015,20,14
Rushing Yards Allowed,20,1,72,2015,20,10
Rushing Yards Allowed,20,2,80,2014,20,31
Rushing Yards Allowed,20,3,88,2016,20,2
Rushing Yards Allowed,20,4,103,2015,20,19
Rushing Yards Allowed,20,5,113,2014,20,28
Rushing Yards Allowed,20,6,152,2016,20,19
Rushing Yards Allowed,20,7,161,2015,20,2
Total Yards,20,0,405,2015,20,19
Total Yards,20,1,394,2015,20,14
Total Yards,20,2,382,2016,20,2
Total Yards,20,3,322,2014,20,28
Total Yards,20,4,310,2015,20,10
Total Yards,20,5,305,2014,20,31
Total Yards,20,6,303,2016,20,19
Total Yards,20,7,260,2015,20,2
Total Yards Allowed,20,0,319,2014,20,28
Total Yards Allowed,20,1,319,2016,20,2
Total Yards Allowed,20,2,324,2014,20,31
Total Yards Allowed,20,3,335,2015,20,10
Total Yards Allowed,20,4,337,2015,20,14
Total Yards Allowed,20,5,341,2016,20,19
Total Yards Allowed,20,6,354,2015,20,2
Total Yards Allowed,20,7,406,2015,20,19
Pass Attempts,20,0,45,2015,20,14
Pass Attempts,20,1,42,2014,20,31
Pass Attempts,20,2,36,2016,20,19
Pass Attempts,20,3,33,2014,20,28
Pass Attempts,20,4,25,2015,20,2
Pass Attempts,20,5,25,2015,20,10
Pass Attempts,20,6,23,2015,20,19
Pass Attempts,20,7,22,2016,20,2
Rush Attempts,20,0,36,2015,20,19
Rush Attempts,20,1,36,2015,20,10
Rush Attempts,20,2,36,2016,20,2
Rush Attempts,20,3,35,2014,20,31
Rush Attempts,20,4,34,2014,20,28
Rush Attempts,20,5,27,2015,20,2
Rush Attempts,20,6,21,2015,20,14
Rush Attempts,20,7,20,2016,20,19
Points Scored,21,0,41,2017,21,29
Points Scored,21,1,16,2017,21,0
Points Allowed,21,0,24,2017,21,0
Points Allowed,21,1,34,2017,21,29
Passing Yards,21,0,335,2017,21,29
Passing Yards,21,1,326,2017,21,0
Passing Yards Allowed,21,0,163,2017,21,0
Passing Yards Allowed,21,1,259,2017,21,29
Rushing Yards,21,0,59,2017,21,29
Rushing Yards,21,1,53,2017,21,0
Rushing Yards Allowed,21,0,206,2017,21,0
Rushing Yards Allowed,21,1,220,2017,21,29
Total Yards,21,0,380,2017,21,29
Total Yards,21,1,370,2017,21,0
Total Yards Allowed,21,0,369,2017,21,0
Total Yards Allowed,21,1,455,2017,21,29
Pass Attempts,21,0,46,2017,21,29
Pass Attempts,21,1,38,2017,21,0
Rush Attempts,21,0,22,2017,21,0
Rush Attempts,21,1,15,2017,21,29
Points Scored,22,0,12,2014,22,6
Points Allowed,22,0,16,2014,22,6
Passing Yards,22,0,185,2014,22,6
Passing Yards Allowed,22,0,256,2014,22,6
Rushing Yards,22,0,78,2014,22,6
Rushing Yards Allowed,22,0,150,2014,22,6
Total Yards,22,0,263,2014,22,6
Total Yards Allowed,22,0,406,2014,22,6
Pass Attempts,22,0,35,2014,22,6
Rush Attempts,22,0,28,2014,22,6
Points Scored,23,0,24,2016,23,2
Points Allowed,23,0,34,2016,23,2
Passing Yards,23,0,210,2016,23,2
Passing Yards Allowed,23,0,233,2016,23,2
Rushing Yards,23,0,135,2016,23,2
Rushing Yards Allowed,23,0,172,2016,23,2
Total Yards,23,0,318,2016,23,2
Total Yards Allowed,23,0,392,2016,23,2
Pass Attempts,23,0,24,2016,23,2
Rush Attempts,23,0,22,2016,23,2
Points Scored,25,0,33,2015,25,18
Points Scored,25,1,23,2015,25,10
Points Scored,25,2,20,2014,25,7
Points Scored,25,3,10,2014,25,29
Points Allowed,25,0,13,2014,25,7
