Week,Visitor_Team,Home_Team
Reg. Season Week 2,12,26
Reg. Season Week 2,14,27
Reg. Season Week 2,17,16
Reg. Season Week 2,18,13
Reg. Season Week 2,19,1
Reg. Season Week 2,23,7
Reg. Season Week 2,28,25
Reg. Season Week 2,29,20
Reg. Season Week 2,30,15
Reg. Season Week 2,31,24
Reg. Season Week 3,1,7
Reg. Season Week 3,2,20
Reg. Season Week 3,4,18
Reg. Season Week 3,8,11
Reg. Season Week 3,10,0
Reg. Season Week 3,12,3
Reg. Season Week 3,13,28
Reg. Season Week 3,14,6
Reg. Season Week 3,15,26
Reg. Season Week 3,16,22
Reg. Season Week 3,21,9
Reg. Season Week 3,24,17
Reg. Season Week 3,25,27
Reg. Season Week 3,29,5
Reg. Season Week 3,30,23
Reg. Season Week 3,31,19
Reg. Season Week 4,2,11
Reg. Season Week 4,3,14
Reg. Season Week 4,5,4
Reg. Season Week 4,6,12
Reg. Season Week 4,9,17
Reg. Season Week 4,10,15
Reg. Season Week 4,18,0
Reg. Season Week 4,19,13
Reg. Season Week 4,20,16
Reg. Season Week 4,24,29
Reg. Season Week 4,25,26
Reg. Season Week 4,27,1
Reg. Season Week 4,28,30
Reg. Season Week 4,31,22
Reg. Season Week 5,0,7
Reg. Season Week 5,1,4
Reg. Season Week 5,3,8
Reg. Season Week 5,6,2
Reg. Season Week 5,13,20
Reg. Season Week 5,14,23
Reg. Season Week 5,16,19
Reg. Season Week 5,17,10
Reg. Season Week 5,21,24
Reg. Season Week 5,22,11
Reg. Season Week 5,26,18
Reg. Season Week 5,27,15
Reg. Season Week 5,29,25
Reg. Season Week 5,30,12
Reg. Season Week 6,0,21
Reg. Season Week 6,2,28
Reg. Season Week 6,3,20
Reg. Season Week 6,5,9
Reg. Season Week 6,6,22
Reg. Season Week 6,7,18
Reg. Season Week 6,8,14
Reg. Season Week 6,10,4
Reg. Season Week 6,11,12
Reg. Season Week 6,15,1
Reg. Season Week 6,17,27
Reg. Season Week 6,19,23
Reg. Season Week 6,26,29
Reg. Season Week 6,30,31
Reg. Season Week 7,0,24
Reg. Season Week 7,1,10
Reg. Season Week 7,4,15
Reg. Season Week 7,8,23
Reg. Season Week 7,11,6
Reg. Season Week 7,12,22
Reg. Season Week 7,16,13
Reg. Season Week 7,17,5
Reg. Season Week 7,20,19
Reg. Season Week 7,21,29
Reg. Season Week 7,25,7
Reg. Season Week 7,27,9
Reg. Season Week 7,28,31
Reg. Season Week 7,30,2
Reg. Season Week 8,4,17
Reg. Season Week 8,6,31
Reg. Season Week 8,7,26
Reg. Season Week 8,9,1
Reg. Season Week 8,11,30
Reg. Season Week 8,12,2
Reg. Season Week 8,13,14
Reg. Season Week 8,15,5
Reg. Season Week 8,16,8
Reg. Season Week 8,18,21
Reg. Season Week 8,22,28
Reg. Season Week 8,23,3
Reg. Season Week 8,24,25
Reg. Season Week 8,29,0
Reg. Season Week 9,1,5
Reg. Season Week 9,4,9
Reg. Season Week 9,7,24
Reg. Season Week 9,8,13
Reg. Season Week 9,10,27
Reg. Season Week 9,14,20
Reg. Season Week 9,15,17
Reg. Season Week 9,18,25
Reg. Season Week 9,19,3
Reg. Season Week 9,21,26
Reg. Season Week 9,22,30
Reg. Season Week 9,23,16
Reg. Season Week 9,28,12
Reg. Season Week 9,31,2
Reg. Season Week 10,2,22
Reg. Season Week 10,5,27
Reg. Season Week 10,8,19
Reg. Season Week 10,9,10
Reg. Season Week 10,13,3
Reg. Season Week 10,14,16
Reg. Season Week 10,17,1
Reg. Season Week 10,23,20
Reg. Season Week 10,24,18
Reg. Season Week 10,25,21
Reg. Season Week 10,26,0
Reg. Season Week 10,28,6
Reg. Season Week 10,29,7
Reg. Season Week 10,31,11
Reg. Season Week 11,3,16
Reg. Season Week 11,8,20
Reg. Season Week 11,9,15
Reg. Season Week 11,10,5
Reg. Season Week 11,12,31
Reg. Season Week 11,13,23
Reg. Season Week 11,18,29
Reg. Season Week 11,19,14
Reg. Season Week 11,21,7
Reg. Season Week 11,24,26
Reg. Season Week 11,25,0
Reg. Season Week 11,27,4
Reg. Season Week 11,28,11
Reg. Season Week 11,30,6
Reg. Season Week 12,0,12
Reg. Season Week 12,2,9
Reg. Season Week 12,3,17
Reg. Season Week 12,4,14
Reg. Season Week 12,5,30
Reg. Season Week 12,11,26
Reg. Season Week 12,13,21
Reg. Season Week 12,15,6
Reg. Season Week 12,16,1
Reg. Season Week 12,18,8
Reg. Season Week 12,20,7
Reg. Season Week 12,22,10
Reg. Season Week 12,24,28
Reg. Season Week 12,25,31
Reg. Season Week 12,27,19
Reg. Season Week 12,29,23
Reg. Season Week 13,0,4
Reg. Season Week 13,3,30
Reg. Season Week 13,5,24
Reg. Season Week 13,6,13
Reg. Season Week 13,7,15
Reg. Season Week 13,9,25
Reg. Season Week 13,11,16
Reg. Season Week 13,17,29
Reg. Season Week 13,18,10
Reg. Season Week 13,19,2
Reg. Season Week 13,20,31
Reg. Season Week 13,22,8
Reg. Season Week 13,23,12
Reg. Season Week 13,26,1
Reg. Season Week 13,27,21
Reg. Season Week 13,28,14
Reg. Season Week 14,1,14
Reg. Season Week 14,3,27
Reg. Season Week 14,6,5
Reg. Season Week 14,7,13
Reg. Season Week 14,8,29
Reg. Season Week 14,9,30
Reg. Season Week 14,10,2
Reg. Season Week 14,11,25
Reg. Season Week 14,12,24
Reg. Season Week 14,16,4
Reg. Season Week 14,17,19
Reg. Season Week 14,21,20
Reg. Season Week 14,22,15
Reg. Season Week 14,23,18
Reg. Season Week 14,26,31
Reg. Season Week 14,28,0
Reg. Season Week 15,2,6
Reg. Season Week 15,4,1
Reg. Season Week 15,9,5
Reg. Season Week 15,12,11
Reg. Season Week 15,13,8
Reg. Season Week 15,14,3
Reg. Season Week 15,15,10
Reg. Season Week 15,18,7
Reg. Season Week 15,19,16
Reg. Season Week 15,20,23
Reg. Season Week 15,24,0
Reg. Season Week 15,26,25
Reg. Season Week 15,27,17
Reg. Season Week 15,29,21
Reg. Season Week 15,30,22
Reg. Season Week 15,31,28
Reg. Season Week 16,1,3
Reg. Season Week 16,5,22
Reg. Season Week 16,6,9
Reg. Season Week 16,7,8
Reg. Season Week 16,13,29
Reg. Season Week 16,14,17
Reg. Season Week 16,15,2
Reg. Season Week 16,19,4
Reg. Season Week 16,20,18
Reg. Season Week 16,21,23
Reg. Season Week 16,24,11
Reg. Season Week 16,25,12
Reg. Season Week 16,26,28
Reg. Season Week 16,27,16
Reg. Season Week 16,30,10
Reg. Season Week 16,31,0
Reg. Season Week 17,0,26
Reg. Season Week 17,1,27
Reg. Season Week 17,2,30
Reg. Season Week 17,3,19
Reg. Season Week 17,5,15
Reg. Season Week 17,7,29
Reg. Season Week 17,10,9
Reg. Season Week 17,11,31
Reg. Season Week 17,12,28
Reg. Season Week 17,16,14
Reg. Season Week 17,17,4
Reg. Season Week 17,20,13
Reg. Season Week 17,21,18
Reg. Season Week 17,22,6
Reg. Season Week 17,23,8
Reg. Season Week 17,25,24
Wild Card Round,3,2
Wild Card Round,6,8
Wild Card Round,9,1
Wild Card Round,21,29
Divisional Round,1,10
Divisional Round,3,31
Divisional Round,6,19
Divisional Round,21,0
Conference Round,10,0
Conference Round,19,31
Front Office Bowl,0,19
