Staff_ID,Last_Name,First_Name,Current_Team,Role,Primary_Group,Salary,Player_Development,Young_Player_Development,Motivation,Discipline,Play_Calling,Strength_Training,Conditioning,Intelligence,Scouting_Ability,Interviewing,Age,Retired,Years_on_Contract,Suitable_Head_Coach,Suitable_Offensive_Coordinator,Suitable_Defensive_Coordinator,Suitable_Assistant_Coach,Suitable_Strength_Coordinator
59,Marandino,Roger,9,Strength Coordinator,Strength,160,0,0,0,0,0,83,75,17,0,0,46,0,2,0,0,0,0,73
60,Bradley,Gus,99,None,Linebackers,0,38,44,36,22,73,0,0,31,37,49,51,0,0,33,0,45,37,0
61,Fisch,Jedd,12,Offensive Coordinator,Quarterbacks,156,79,71,14,25,21,0,0,54,34,56,41,0,4,38,49,0,60,0
62,Babich,Bob,12,Defensive Coordinator,Linebackers,150,23,43,13,31,49,0,0,9,56,31,56,0,1,21,0,38,31,0
63,Mallory,Mike,12,Assistant Coach,Secondary,117,56,36,71,68,52,0,0,39,20,63,55,0,4,56,0,40,42,0
64,Myslinski,Tom,99,None,Strength,0,0,0,0,0,0,24,29,47,0,0,49,0,0,0,0,0,0,27
65,Reid,Andy,99,None,Quarterbacks,0,29,66,62,28,33,0,0,34,39,62,59,0,0,46,41,0,48,0
66,Pederson,Doug,13,Offensive Coordinator,Quarterbacks,193,8,19,31,50,63,0,0,70,42,71,49,0,1,31,32,0,26,0
67,Sutton,Bob,99,None,Linebackers,0,42,51,18,79,27,0,0,19,81,41,66,1,0,37,0,45,46,0
68,Toub,Dave,31,Defensive Coordinator,Secondary,380,94,54,62,22,92,0,0,52,83,26,55,0,2,55,0,74,58,0
69,Rubin,Barry,99,None,Strength,0,0,0,0,0,0,22,51,69,0,0,60,1,0,0,0,0,0,37
70,Philbin,Joe,99,None,Tight Ends,0,51,41,6,64,53,0,0,21,52,18,56,0,0,29,43,0,38,0
71,Lazor,Bill,99,None,Quarterbacks,0,31,32,35,61,28,0,0,58,69,43,45,0,0,38,39,0,36,0
72,Coyle,Kevin,14,Defensive Coordinator,Secondary,273,97,47,19,54,42,0,0,95,31,31,61,0,3,45,0,51,53,0
73,Rizzi,Darren,28,Assistant Coach,Linebackers,284,62,71,13,62,43,0,0,57,62,57,47,0,3,42,0,56,60,0
74,Krein,Darren,14,Strength Coordinator,Strength,125,0,0,0,0,0,43,71,65,0,0,46,0,3,0,0,0,0,56
75,Zimmer,Mike,99,None,Linebackers,0,10,31,24,71,25,0,0,31,37,33,61,0,0,28,0,23,24,0
76,Turner,Norv,99,None,Wide Receivers,0,40,19,46,39,22,0,0,16,53,68,65,1,0,40,31,0,31,0
77,Edwards,George,15,Defensive Coordinator,Linebackers,163,51,39,10,14,49,0,0,11,48,62,50,0,4,27,0,43,39,0
78,Priefer,Mike,15,Assistant Coach,Linebackers,127,36,35,44,81,51,0,0,53,54,57,51,0,1,46,0,41,39,0
79,Marcus,Evan,99,None,Strength,0,0,0,0,0,0,58,21,4,0,0,49,0,0,0,0,0,0,35
80,Belichick,Bill,16,Head Coach,Secondary,611,49,73,73,41,63,0,0,51,62,34,65,0,3,55,0,57,58,0
81,McDaniels,Josh,16,Offensive Coordinator,Quarterbacks,462,65,73,84,19,83,0,0,68,83,18,41,0,2,58,70,0,62,0
82,Patricia,Matt,4,Head Coach,Linebackers,440,47,90,94,21,52,0,0,66,91,73,43,0,3,65,0,67,71,0
83,O'Brien,Scott,16,Defensive Coordinator,Linebackers,268,46,47,46,45,82,0,0,64,56,98,60,0,3,50,0,56,51,0
84,Nash,Harold,99,None,Strength,0,0,0,0,0,0,33,35,41,0,0,61,0,0,0,0,0,0,33
85,Payton,Sean,17,Head Coach,Quarterbacks,400,84,66,58,45,52,0,0,49,38,64,54,0,2,57,58,0,61,0
86,Carmichael,Pete,17,Offensive Coordinator,Quarterbacks,189,41,64,7,18,46,0,0,36,51,59,46,0,4,29,49,0,51,0
87,Ryan,Rob,17,Defensive Coordinator,Linebackers,223,58,86,14,69,40,0,0,69,36,7,55,0,4,37,0,51,58,0
88,McMahon,Greg,17,Assistant Coach,Tight Ends,167,48,77,45,40,34,0,0,88,9,60,57,0,3,48,43,0,57,0
89,Dalrymple,Dan,99,None,Strength,0,0,0,0,0,0,41,51,9,0,0,52,0,0,0,0,0,0,42
90,Coughlin,Tom,99,None,Wide Receivers,0,46,42,30,67,91,0,0,64,33,75,71,1,0,45,51,0,45,0
91,McAdoo,Ben,18,Offensive Coordinator,Wide Receivers,337,40,67,56,38,78,0,0,65,72,22,40,0,3,45,59,0,51,0
92,Fewell,Perry,18,Defensive Coordinator,Secondary,339,91,73,27,82,42,0,0,46,43,50,55,0,3,55,0,59,66,0
93,Quinn,Tom,22,Defensive Coordinator,Linebackers,230,42,64,34,95,75,0,0,88,54,77,49,0,4,54,0,57,59,0
94,Palmieri,Jerry,3,Strength Coordinator,Strength,209,0,0,0,0,0,71,79,83,0,0,59,0,2,0,0,0,0,74
95,Ryan,Rex,19,Head Coach,Linebackers,581,25,68,47,65,72,0,0,23,25,45,55,0,3,42,0,44,44,0
96,Mornhinweg,Marty,14,Head Coach,Quarterbacks,493,99,99,50,85,41,0,0,94,99,48,55,0,2,69,80,0,86,0
97,Thurman,Dennis,19,Defensive Coordinator,Secondary,391,60,31,91,31,50,0,0,66,89,25,61,0,3,57,0,52,42,0
98,Lynn,Anthony,19,Assistant Coach,Running Backs,191,39,82,22,15,69,0,0,47,55,33,49,0,3,31,57,0,54,0
99,Galac,Justus,99,None,Strength,0,0,0,0,0,0,63,33,66,0,0,37,0,0,0,0,0,0,47
100,Sparano,Tony,99,None,Offensive Linemen,0,20,38,6,45,22,0,0,47,43,77,56,0,0,27,30,0,36,0
101,Olson,Greg,20,Offensive Coordinator,Quarterbacks,199,50,98,25,29,87,0,0,20,83,43,54,0,3,40,74,0,68,0
102,Tarver,Jason,20,Defensive Coordinator,Linebackers,156,53,35,48,30,51,0,0,43,47,11,43,0,1,36,0,42,34,0
103,April,Bobby,20,Assistant Coach,Wide Receivers,301,39,39,56,70,27,0,0,84,48,12,64,0,4,45,34,0,38,0
104,Grieco,John,20,Strength Coordinator,Strength,92,0,0,0,0,0,73,70,61,0,0,44,0,4,0,0,0,0,70
105,Kelly,Chip,21,Head Coach,Running Backs,493,56,44,57,41,40,0,0,58,52,36,54,0,3,48,44,0,45,0
106,Shurmur,Pat,21,Offensive Coordinator,Quarterbacks,382,73,81,44,89,87,0,0,86,88,40,52,0,3,59,78,0,71,0
107,Davis,Billy,21,Defensive Coordinator,Linebackers,382,70,70,11,36,62,0,0,10,37,48,52,0,3,35,0,56,54,0
108,Azzinaro,Jerry,22,Head Coach,Secondary,523,57,99,69,55,59,0,0,53,68,52,59,0,4,62,0,66,73,0
109,Hingst,Josh,21,Strength Coordinator,Strength,99,0,0,0,0,0,46,70,11,0,0,38,0,3,0,0,0,0,54
110,Tomlin,Mike,4,Defensive Coordinator,Secondary,348,21,87,64,8,60,0,0,77,86,55,45,0,4,47,0,60,61,0
111,Haley,Todd,99,None,Wide Receivers,0,40,40,59,41,70,0,0,34,28,58,50,0,0,46,43,0,37,0
112,LeBeau,Dick,99,None,Secondary,0,96,53,44,47,43,0,0,38,45,57,80,1,0,53,0,56,58,0
113,Mitchell,John,22,Assistant Coach,Defensive Linemen,128,20,66,49,39,35,0,0,47,82,61,66,0,2,43,0,49,52,0
114,Giemont,Garrett,99,None,Strength,0,0,0,0,0,0,24,24,90,0,0,61,0,0,0,0,0,0,27
115,McCoy,Mike,99,None,Quarterbacks,0,30,57,12,50,54,0,0,68,68,30,45,0,0,30,48,0,45,0
116,Reich,Frank,23,Offensive Coordinator,Quarterbacks,212,51,69,31,14,63,0,0,83,69,20,56,0,4,36,59,0,53,0
117,Pagano,John,99,None,Linebackers,0,55,80,63,24,62,0,0,59,1,26,50,0,0,48,0,47,54,0
118,Spencer,Kevin,23,Assistant Coach,Linebackers,341,17,52,30,56,46,0,0,81,67,54,64,0,3,37,0,44,42,0
119,Johnson,Kent,99,None,Strength,0,0,0,0,0,0,27,16,34,0,0,61,1,0,0,0,0,0,20
120,Carroll,Pete,24,Head Coach,Secondary,342,37,33,46,72,41,0,0,86,29,82,66,0,3,48,0,37,41,0
121,Bevell,Darrell,24,Offensive Coordinator,Quarterbacks,210,16,70,60,40,46,0,0,64,51,60,47,0,1,47,45,0,50,0
122,Quinn,Dan,24,Defensive Coordinator,Defensive Linemen,210,78,21,39,55,42,0,0,36,31,71,47,0,1,48,0,41,41,0
123,Cable,Tom,24,Assistant Coach,Offensive Linemen,152,30,34,30,10,59,0,0,46,73,69,53,0,4,31,46,0,37,0
124,Carlisle,Chris,24,Strength Coordinator,Strength,97,0,0,0,0,0,67,29,72,0,0,55,0,1,0,0,0,0,48
125,Harbaugh,Jim,25,Head Coach,Quarterbacks,640,61,45,52,62,44,0,0,49,39,83,54,0,3,53,47,0,48,0
126,Roman,Greg,25,Offensive Coordinator,Tight Ends,281,50,63,49,32,36,0,0,30,68,61,45,0,3,46,50,0,53,0
127,Fangio,Vic,7,Head Coach,Linebackers,400,38,93,75,91,64,0,0,40,44,28,59,0,3,60,0,56,61,0
128,Seely,Brad,25,Assistant Coach,Offensive Linemen,210,32,43,42,75,27,0,0,76,28,21,61,0,3,41,31,0,36,0
129,Uyeyama,Mark,99,None,Strength,0,0,0,0,0,0,26,52,49,0,0,42,0,0,0,0,0,0,39
130,Fisher,Jeff,99,None,Secondary,0,50,32,74,41,23,0,0,38,34,21,59,0,0,48,0,33,35,0
131,Schottenheimer,Brian,26,Offensive Coordinator,Quarterbacks,154,70,73,36,64,41,0,0,28,44,45,44,0,1,50,54,0,59,0
132,Williams,Gregg,13,Head Coach,Linebackers,430,77,28,84,88,87,0,0,23,60,37,59,0,2,65,0,57,43,0
133,Fassel,John,26,Assistant Coach,Tight Ends,115,68,5,47,58,44,0,0,71,51,45,43,0,1,45,40,0,32,0
134,Gullickson,Rock,99,None,Strength,0,0,0,0,0,0,62,20,24,0,0,62,0,0,0,0,0,0,37
135,Smith,Lovie,27,Head Coach,Linebackers,674,41,23,25,34,19,0,0,79,25,38,59,0,4,31,0,26,30,0
136,Tedford,Jeff,27,Offensive Coordinator,Quarterbacks,268,28,99,74,22,64,0,0,38,38,40,56,0,4,49,55,0,60,0
137,Frazier,Leslie,27,Defensive Coordinator,Secondary,253,43,56,66,74,68,0,0,46,97,61,58,0,2,58,0,62,54,0
138,O'Dea,Kevin,99,None,Offensive Linemen,0,28,9,69,44,38,0,0,22,45,51,57,0,0,41,27,0,23,0
139,Kennedy,Dave,99,None,Strength,0,0,0,0,0,0,21,63,97,0,0,57,0,0,0,0,0,0,45
140,Whisenhunt,Ken,99,None,Tight Ends,0,26,37,30,27,38,0,0,45,21,39,55,0,0,28,28,0,29,0
141,Michael,Jason,99,None,Tight Ends,0,57,38,60,76,62,0,0,33,71,17,39,0,0,51,50,0,41,0
142,Horton,Ray,28,Defensive Coordinator,Secondary,212,44,85,19,34,78,0,0,16,79,66,57,0,3,38,0,68,61,0
143,Kaczor,Nate,99,None,Offensive Linemen,0,19,35,41,42,70,0,0,50,59,29,50,0,0,32,41,0,32,0
144,Watterson,Steve,28,Strength Coordinator,Strength,110,0,0,0,0,0,71,53,41,0,0,61,0,3,0,0,0,0,58
145,Gruden,Jay,29,Head Coach,Quarterbacks,479,32,65,55,18,51,0,0,31,30,23,50,0,1,37,41,0,42,0
146,McVay,Sean,28,Head Coach,Wide Receivers,361,61,45,76,57,58,0,0,52,84,77,31,0,2,63,59,0,55,0
147,Haslett,Jim,29,Defensive Coordinator,Linebackers,445,83,38,76,34,61,0,0,39,84,84,62,0,2,64,0,64,57,0
148,Kotwica,Ben,29,Assistant Coach,Linebackers,157,54,20,10,36,38,0,0,61,63,71,43,0,1,32,0,42,37,0
149,Wright,Ray,29,Strength Coordinator,Strength,97,0,0,0,0,0,93,39,55,0,0,46,0,3,0,0,0,0,62
150,Pettine,Mike,99,None,Linebackers,0,22,32,58,12,45,0,0,60,65,71,51,0,0,39,0,40,36,0
151,Shanahan,Kyle,99,None,Quarterbacks,0,65,43,18,70,34,0,0,40,43,77,38,0,0,44,44,0,49,0
152,O'Neil,Jim,99,None,Secondary,0,51,20,41,32,34,0,0,19,12,38,39,0,0,33,0,26,26,0
153,Tabor,Chris,99,None,Running Backs,0,74,62,28,60,68,0,0,47,41,19,46,0,0,42,56,0,52,0
154,Roll,Brad,31,Strength Coordinator,Strength,83,0,0,0,0,0,82,47,22,0,0,59,0,3,0,0,0,0,60
155,O'Brien,Bill,31,Head Coach,Quarterbacks,577,49,17,64,61,74,0,0,71,50,24,48,0,3,46,45,0,30,0
156,Godsey,George,31,Offensive Coordinator,Quarterbacks,253,34,85,11,47,58,0,0,1,80,75,38,0,3,37,60,0,62,0
157,Crennel,Romeo,15,Head Coach,Defensive Linemen,772,62,96,83,76,54,0,0,82,34,52,70,0,2,71,0,60,72,0
158,Ligashesky,Bob,31,Assistant Coach,Tight Ends,284,76,45,45,35,44,0,0,26,98,31,55,0,2,46,59,0,50,0
159,Fitzgerald,Craig,26,Strength Coordinator,Strength,87,0,0,0,0,0,52,68,56,0,0,42,0,3,0,0,0,0,58
160,Ashton,Leo,12,Strength Coordinator,Strength,105,0,0,0,0,0,55,67,78,0,0,49,0,2,0,0,0,0,61
161,Ford,Harvey,99,None,Tight Ends,0,13,34,36,20,25,0,0,53,42,74,59,0,0,31,28,0,32,0
162,Legband,Ezra,30,Assistant Coach,Defensive Linemen,138,42,68,35,61,21,0,0,66,45,52,55,0,3,44,0,42,53,0
163,Brady,Larry,14,Assistant Coach,Running Backs,243,72,82,29,53,48,0,0,60,17,47,47,0,3,46,52,0,61,0
164,Roffmann,Max,99,None,Strength,0,0,0,0,0,0,31,24,17,0,0,57,0,0,0,0,0,0,25
165,Bollinger,Eddie,99,None,Offensive Linemen,0,49,13,75,68,42,0,0,53,61,9,41,0,0,50,37,0,29,0
166,Maness,Lewis,4,Strength Coordinator,Strength,149,0,0,0,0,0,59,79,32,0,0,35,0,2,0,0,0,0,65
167,Winters,Conner,99,None,Quarterbacks,0,85,39,34,45,9,0,0,74,48,61,58,0,0,48,44,0,52,0
168,Lassiter,Dixon,99,None,Quarterbacks,0,39,47,74,35,81,0,0,53,21,67,53,0,0,52,44,0,44,0
169,Ellison,Howard,99,None,Strength,0,0,0,0,0,0,7,58,13,0,0,35,0,0,0,0,0,0,31
170,Wolfe,Gustavo,22,Strength Coordinator,Strength,79,0,0,0,0,0,41,79,15,0,0,58,0,2,0,0,0,0,57
171,Houghton,Bryson,19,Offensive Coordinator,Running Backs,427,70,83,64,50,81,0,0,4,76,15,50,0,2,55,69,0,61,0
172,Wiggin,Louis,20,Head Coach,Offensive Linemen,669,72,71,74,70,64,0,0,93,80,68,60,0,2,70,69,0,71,0
173,Matthew,Luke,99,None,Offensive Linemen,0,28,45,74,25,19,0,0,58,0,73,37,0,0,47,25,0,38,0
174,Norton,Steven,99,None,Strength,0,0,0,0,0,0,29,30,70,0,0,44,0,0,0,0,0,0,30
175,Eckberg,J.J.,99,None,Tight Ends,0,11,66,40,0,65,0,0,29,34,29,51,0,0,27,40,0,39,0
176,Alexander,Carlton,13,Strength Coordinator,Strength,99,0,0,0,0,0,39,63,54,0,0,47,0,4,0,0,0,0,50
177,Masiona,Derrick,99,None,Strength,0,0,0,0,0,0,16,57,18,0,0,41,0,0,0,0,0,0,35
178,Tracy,Jared,9,Assistant Coach,Tight Ends,119,38,71,64,59,9,0,0,77,23,51,43,0,3,52,35,0,53,0
179,Woods,Damon,99,None,Tight Ends,0,41,57,49,47,78,0,0,26,41,46,54,0,0,44,51,0,46,0
180,Eckard,Dennis,11,Strength Coordinator,Strength,91,0,0,0,0,0,33,93,29,0,0,53,0,2,0,0,0,0,61
181,Edwards,Mercury,27,Assistant Coach,Running Backs,201,63,67,19,71,14,0,0,72,52,31,47,0,4,42,47,0,56,0
182,Wooden,Wally,16,Strength Coordinator,Strength,75,0,0,0,0,0,61,54,54,0,0,36,0,2,0,0,0,0,55
183,Walker,Wendell,99,None,Tight Ends,0,43,63,78,39,74,0,0,36,32,46,53,0,0,52,50,0,49,0
184,Sunderland,Jeremy,7,Defensive Coordinator,Defensive Linemen,176,91,62,20,48,38,0,0,58,75,32,61,0,3,45,0,61,61,0
185,Falcon,Chad,29,Offensive Coordinator,Tight Ends,184,72,65,57,44,69,0,0,74,39,67,44,0,2,57,60,0,60,0
186,Jiminez,Anthony,99,None,Strength,0,0,0,0,0,0,46,22,44,0,0,61,0,0,0,0,0,0,33
187,Olin,Quentin,10,Defensive Coordinator,Defensive Linemen,180,28,63,46,2,68,0,0,16,78,42,46,0,4,34,0,54,46,0
188,Reid,Ezekiel,99,None,Linebackers,0,14,53,64,58,59,0,0,54,37,19,48,0,0,41,0,37,36,0
189,Barrett,Oliver,12,Head Coach,Defensive Linemen,449,73,60,74,43,69,0,0,76,66,70,50,0,3,64,0,65,63,0
190,Kyl,Alfredo,99,None,Linebackers,0,62,45,22,26,34,0,0,57,82,21,60,0,0,33,0,52,45,0
191,Hill,Tucker,10,Assistant Coach,Offensive Linemen,260,73,69,62,14,23,0,0,76,34,58,41,0,3,54,49,0,60,0
192,Edwards,Jonathan,99,None,Linebackers,0,24,26,32,27,52,0,0,59,45,71,36,0,0,31,0,35,31,0
193,Komrska,Donovan,7,Assistant Coach,Defensive Linemen,231,31,74,57,29,32,0,0,96,26,93,61,0,2,52,0,43,57,0
194,Barber,Ted,99,None,Tight Ends,0,56,44,82,19,28,0,0,43,33,24,58,0,0,48,38,0,40,0
195,Craig,Edgar,99,None,Strength,0,0,0,0,0,0,53,40,40,0,0,35,0,0,0,0,0,0,44
196,Monroe,Trenton,99,None,Strength,0,0,0,0,0,0,24,33,2,0,0,48,0,0,0,0,0,0,26
197,Holleran,Sean,99,None,Tight Ends,0,70,17,9,52,71,0,0,59,59,40,37,0,0,33,50,0,35,0
198,Mahoney,Jorge,99,None,Offensive Linemen,0,49,66,80,65,43,0,0,42,43,21,40,0,0,56,47,0,50,0
199,Dunn,Matt,99,None,Strength,0,0,0,0,0,0,51,29,18,0,0,60,0,0,0,0,0,0,37
200,Rivers,Paul,99,None,Secondary,0,54,57,16,46,28,0,0,6,28,81,37,0,0,37,0,42,48,0
201,Foreman,Jerry,99,None,Wide Receivers,0,67,28,60,10,79,0,0,43,18,76,48,0,0,47,46,0,39,0
202,Clark,Wyatt,99,None,Secondary,0,2,34,51,5,32,0,0,56,72,68,41,0,0,32,0,34,33,0
203,Knight,Alonzo,99,None,Secondary,0,35,12,18,38,50,0,0,74,26,68,41,0,0,30,0,32,27,0
204,Turnbull,Don,99,None,Tight Ends,0,19,8,66,25,30,0,0,55,42,68,45,0,0,39,25,0,23,0
205,Buckner,Norbert,99,None,Running Backs,0,10,28,62,54,76,0,0,41,76,68,49,0,0,46,45,0,33,0
206,Ward,D.J.,99,None,Offensive Linemen,0,41,18,41,19,60,0,0,30,61,76,55,0,0,36,42,0,33,0
207,Emerson,T.J.,99,None,Running Backs,0,26,57,65,61,38,0,0,45,53,44,41,0,0,50,41,0,44,0
208,Perez,Raymond,99,None,Defensive Linemen,0,45,13,5,12,5,0,0,43,75,38,43,0,0,20,0,32,27,0
209,Williams,Harris,99,None,Wide Receivers,0,69,57,15,57,68,0,0,71,20,60,38,0,0,41,52,0,54,0
210,Shannon,Andres,99,None,Strength,0,0,0,0,0,0,73,35,61,0,0,43,0,0,0,0,0,0,53
211,Drake,Freddie,21,Assistant Coach,Secondary,162,60,33,56,74,15,0,0,87,56,75,59,0,3,59,0,41,49,0
212,Lincoln,Rondell,99,None,Quarterbacks,0,27,63,18,44,53,0,0,69,68,4,43,0,0,27,48,0,43,0
