Category,Team/All_Teams,Place,Player,Record,Year,Team,Opponent
Pass Completions,0,15,98,22,2015,0,24
Pass Completions,0,16,1536,22,2016,0,26
Pass Completions,0,17,1536,22,2016,0,4
Pass Completions,0,18,1536,22,2017,0,10
Pass Completions,0,19,1536,22,2017,0,28
Pass Completions,0,20,98,21,2014,0,25
Pass Completions,0,21,1536,21,2016,0,14
Pass Completions,0,22,1536,21,2016,0,16
Pass Completions,0,23,1536,21,2017,0,11
Pass Completions,0,24,1536,21,2017,0,7
Pass Completions,0,25,98,20,2014,0,9
Pass Completions,0,26,98,20,2015,0,9
Pass Completions,0,27,1536,20,2017,0,21
Pass Completions,0,28,1536,20,2017,0,4
Pass Completions,0,29,98,19,2014,0,29
Pass Completions,0,30,98,19,2015,0,6
Pass Completions,0,31,1536,19,2016,0,25
Pass Completions,0,32,1536,19,2017,0,25
Pass Completions,0,33,1536,19,2017,0,31
Pass Completions,0,34,98,18,2014,0,1
Pass Completions,0,35,1536,18,2015,0,24
Pass Completions,0,36,98,18,2015,0,17
Pass Completions,0,37,98,18,2015,0,22
Pass Completions,0,38,1536,18,2017,0,24
Pass Completions,0,39,1536,18,2017,0,26
Pass Completions,0,40,98,17,2015,0,10
Pass Completions,0,41,98,17,2015,0,25
Pass Completions,0,42,1536,17,2015,0,25
Pass Completions,0,43,1536,17,2016,0,9
Pass Completions,0,44,1536,17,2016,0,25
Pass Completions,0,45,2394,17,2017,0,24
Pass Completions,0,46,1536,17,2017,0,26
Pass Completions,0,47,1536,17,2017,0,12
Pass Completions,0,48,98,16,2015,0,15
Pass Completions,0,49,98,16,2015,0,30
Pass Completions,0,50,1536,16,2016,0,3
Pass Completions,0,51,1536,16,2017,0,18
Pass Completions,0,52,98,15,2014,0,26
Pass Completions,0,53,98,15,2015,0,26
Pass Completions,0,54,911,14,2014,0,24
Pass Completions,0,55,98,14,2015,0,5
Pass Completions,0,56,1536,14,2016,0,27
Pass Completions,0,57,1536,14,2016,0,1
Pass Completions,0,58,1536,13,2016,0,19
Pass Completions,0,59,2394,13,2017,0,29
Pass Completions,0,60,98,12,2014,0,24
Pass Completions,0,61,98,12,2015,0,26
Pass Completions,0,62,3209,12,2017,0,29
Pass Completions,0,63,1536,11,2016,0,24
Pass Completions,0,64,1536,9,2016,0,26
Pass Completions,0,65,98,6,2015,0,24
Pass Completions,0,66,1536,4,2014,0,21
Pass Completions,0,67,1536,2,2015,0,25
Pass Completions,0,68,3209,1,2016,0,19
Pass Completions,0,69,1536,1,2017,0,24
Completion Percentage,0,0,1536,833,2017,0,21
Completion Percentage,0,1,98,815,2015,0,24
Completion Percentage,0,2,2394,810,2017,0,24
Completion Percentage,0,3,98,800,2014,0,20
Completion Percentage,0,4,1536,800,2017,0,4
Completion Percentage,0,5,1536,792,2016,0,25
Completion Percentage,0,6,1536,783,2017,0,26
Completion Percentage,0,7,1536,778,2017,0,7
Completion Percentage,0,8,98,773,2015,0,25
Completion Percentage,0,9,1536,760,2017,0,25
Completion Percentage,0,10,1536,759,2017,0,10
Completion Percentage,0,11,98,750,2014,0,25
Completion Percentage,0,12,98,750,2015,0,26
Completion Percentage,0,13,98,750,2015,0,22
Completion Percentage,0,14,1536,750,2016,0,17
Completion Percentage,0,15,1536,750,2017,0,11
Completion Percentage,0,16,98,744,2014,0,7
Completion Percentage,0,17,98,727,2014,0,26
Completion Percentage,0,18,1536,722,2016,0,7
Completion Percentage,0,19,1536,720,2017,0,24
Completion Percentage,0,20,98,711,2014,0,13
Completion Percentage,0,21,1536,710,2016,0,26
Completion Percentage,0,22,1536,710,2017,0,28
Completion Percentage,0,23,98,703,2015,0,2
Completion Percentage,0,24,98,696,2015,0,15
Completion Percentage,0,25,98,696,2015,0,30
Completion Percentage,0,26,1536,696,2017,0,18
Completion Percentage,0,27,98,692,2015,0,17
Completion Percentage,0,28,98,690,2015,0,9
Completion Percentage,0,29,98,686,2014,0,8
Completion Percentage,0,30,98,674,2014,0,18
Completion Percentage,0,31,98,659,2015,0,21
Completion Percentage,0,32,1536,647,2016,0,4
Completion Percentage,0,33,98,643,2014,0,21
Completion Percentage,0,34,98,625,2014,0,9
Completion Percentage,0,35,2394,619,2017,0,29
Completion Percentage,0,36,1536,618,2016,0,16
Completion Percentage,0,37,1536,607,2016,0,25
Completion Percentage,0,38,98,595,2014,0,23
Completion Percentage,0,39,1536,593,2016,0,3
Completion Percentage,0,40,98,583,2015,0,5
Completion Percentage,0,41,1536,583,2016,0,14
Completion Percentage,0,42,1536,581,2015,0,24
Completion Percentage,0,43,98,576,2015,0,6
Completion Percentage,0,44,911,575,2014,0,25
Completion Percentage,0,45,1536,571,2016,0,24
Completion Percentage,0,46,1536,567,2016,0,9
Completion Percentage,0,47,98,548,2015,0,10
Completion Percentage,0,48,911,538,2014,0,24
Completion Percentage,0,49,1536,531,2017,0,12
Completion Percentage,0,50,3209,522,2017,0,29
Completion Percentage,0,51,98,514,2014,0,1
Completion Percentage,0,52,1536,514,2017,0,31
Completion Percentage,0,53,1536,510,2017,0,25
Completion Percentage,0,54,1536,500,2015,0,25
Completion Percentage,0,55,98,487,2014,0,29
Completion Percentage,0,56,1536,478,2016,0,24
Completion Percentage,0,57,98,441,2014,0,26
Completion Percentage,0,58,98,429,2015,0,26
Completion Percentage,0,59,1536,412,2016,0,27
Completion Percentage,0,60,1536,310,2016,0,19
Passing Yards,0,0,1536,369,2017,0,10
Passing Yards,0,1,98,327,2014,0,18
Passing Yards,0,2,1536,323,2017,0,11
Passing Yards,0,3,98,320,2014,0,13
Passing Yards,0,4,98,301,2014,0,20
Passing Yards,0,5,98,293,2014,0,21
Passing Yards,0,6,98,279,2014,0,23
Passing Yards,0,7,1536,273,2017,0,21
Passing Yards,0,8,98,268,2014,0,25
Passing Yards,0,9,98,261,2014,0,7
Passing Yards,0,10,2394,260,2017,0,24
Passing Yards,0,11,1536,256,2017,0,25
Passing Yards,0,12,98,255,2015,0,21
Passing Yards,0,13,1536,254,2016,0,7
Passing Yards,0,14,1536,251,2017,0,31
Passing Yards,0,15,1536,249,2017,0,4
Passing Yards,0,16,98,245,2014,0,29
Passing Yards,0,17,1536,239,2016,0,24
Passing Yards,0,18,1536,235,2016,0,14
Passing Yards,0,19,1536,234,2015,0,24
Passing Yards,0,20,98,230,2015,0,2
Passing Yards,0,21,1536,224,2016,0,16
Passing Yards,0,22,1536,224,2017,0,28
Passing Yards,0,23,98,218,2015,0,17
Passing Yards,0,24,1536,217,2017,0,26
Passing Yards,0,25,98,215,2014,0,8
Passing Yards,0,26,98,212,2015,0,6
Passing Yards,0,27,98,208,2014,0,9
Passing Yards,0,28,1536,208,2016,0,26
Passing Yards,0,29,1536,207,2017,0,26
Passing Yards,0,30,98,206,2015,0,10
Passing Yards,0,31,1536,205,2017,0,18
Passing Yards,0,32,911,204,2014,0,25
Passing Yards,0,33,98,199,2015,0,9
Passing Yards,0,34,98,197,2015,0,24
Passing Yards,0,35,98,194,2014,0,26
Passing Yards,0,36,1536,194,2016,0,3
Passing Yards,0,37,1536,193,2017,0,24
Passing Yards,0,38,1536,187,2016,0,1
Passing Yards,0,39,98,184,2015,0,25
Passing Yards,0,40,911,182,2014,0,24
Passing Yards,0,41,98,182,2015,0,30
Passing Yards,0,42,1536,175,2016,0,25
Passing Yards,0,43,98,174,2015,0,15
Passing Yards,0,44,1536,173,2017,0,7
Passing Yards,0,45,98,172,2014,0,1
Passing Yards,0,46,1536,172,2015,0,25
Passing Yards,0,47,1536,172,2017,0,12
Passing Yards,0,48,1536,170,2016,0,9
Passing Yards,0,49,1536,169,2016,0,4
Passing Yards,0,50,98,150,2015,0,26
Passing Yards,0,51,1536,150,2016,0,17
Passing Yards,0,52,1536,145,2017,0,25
Passing Yards,0,53,1536,143,2016,0,24
Passing Yards,0,54,98,141,2015,0,26
Passing Yards,0,55,98,140,2015,0,22
Passing Yards,0,56,1536,140,2016,0,27
Passing Yards,0,57,1536,130,2016,0,25
Passing Yards,0,58,98,125,2014,0,26
Passing Yards,0,59,98,122,2014,0,24
Passing Yards,0,60,98,111,2015,0,5
Passing Yards,0,61,1536,98,2016,0,19
Passing Yards,0,62,3209,85,2017,0,29
Passing Yards,0,63,1536,67,2014,0,21
Passing Yards,0,64,98,63,2015,0,24
Passing Yards,0,65,2394,62,2017,0,29
Passing Yards,0,66,1536,60,2016,0,26
Passing Yards,0,67,1536,24,2017,0,24
Passing Yards,0,68,1536,18,2015,0,25
Passing Yards,0,69,3209,2,2016,0,19
Yards per Pass Attempt,0,0,1536,1272,2017,0,10
Yards per Pass Attempt,0,1,2394,1238,2017,0,24
Yards per Pass Attempt,0,2,1536,1154,2017,0,11
Yards per Pass Attempt,0,3,1536,1138,2017,0,21
Yards per Pass Attempt,0,4,1536,996,2017,0,4
Yards per Pass Attempt,0,5,98,957,2014,0,25
Yards per Pass Attempt,0,6,1536,943,2017,0,26
Yards per Pass Attempt,0,7,1536,891,2017,0,18
Yards per Pass Attempt,0,8,98,860,2014,0,20
Yards per Pass Attempt,0,9,98,842,2014,0,13
Yards per Pass Attempt,0,10,98,838,2015,0,17
Yards per Pass Attempt,0,11,98,836,2015,0,25
Yards per Pass Attempt,0,12,98,791,2015,0,30
Yards per Pass Attempt,0,13,1536,772,2017,0,24
Yards per Pass Attempt,0,14,98,757,2015,0,15
Yards per Pass Attempt,0,15,1536,755,2015,0,24
Yards per Pass Attempt,0,16,98,750,2015,0,26
Yards per Pass Attempt,0,17,98,730,2015,0,24
Yards per Pass Attempt,0,18,1536,729,2016,0,25
Yards per Pass Attempt,0,19,1536,723,2017,0,28
Yards per Pass Attempt,0,20,1536,719,2016,0,3
Yards per Pass Attempt,0,21,98,711,2014,0,18
Yards per Pass Attempt,0,22,1536,706,2016,0,7
Yards per Pass Attempt,0,23,911,700,2014,0,24
Yards per Pass Attempt,0,24,98,698,2014,0,21
Yards per Pass Attempt,0,25,98,686,2015,0,9
Yards per Pass Attempt,0,26,1536,678,2017,0,31
Yards per Pass Attempt,0,27,1536,671,2016,0,26
Yards per Pass Attempt,0,28,98,669,2014,0,7
Yards per Pass Attempt,0,29,98,665,2015,0,10
Yards per Pass Attempt,0,30,98,664,2014,0,23
Yards per Pass Attempt,0,31,1536,659,2016,0,16
Yards per Pass Attempt,0,32,1536,653,2016,0,14
Yards per Pass Attempt,0,33,98,650,2014,0,9
Yards per Pass Attempt,0,34,98,642,2015,0,6
Yards per Pass Attempt,0,35,1536,641,2017,0,7
Yards per Pass Attempt,0,36,98,628,2014,0,29
Yards per Pass Attempt,0,37,98,622,2015,0,2
Yards per Pass Attempt,0,38,98,622,2015,0,21
Yards per Pass Attempt,0,39,1536,622,2016,0,24
Yards per Pass Attempt,0,40,98,614,2014,0,8
Yards per Pass Attempt,0,41,98,588,2014,0,26
Yards per Pass Attempt,0,42,98,583,2015,0,22
Yards per Pass Attempt,0,43,1536,580,2017,0,25
Yards per Pass Attempt,0,44,1536,569,2016,0,24
Yards per Pass Attempt,0,45,1536,567,2016,0,9
Yards per Pass Attempt,0,46,1536,538,2017,0,12
Yards per Pass Attempt,0,47,911,510,2014,0,25
Yards per Pass Attempt,0,48,1536,506,2015,0,25
Yards per Pass Attempt,0,49,98,504,2015,0,26
Yards per Pass Attempt,0,50,1536,502,2017,0,25
Yards per Pass Attempt,0,51,1536,497,2016,0,4
Yards per Pass Attempt,0,52,98,491,2014,0,1
Yards per Pass Attempt,0,53,1536,469,2016,0,17
Yards per Pass Attempt,0,54,1536,464,2016,0,25
Yards per Pass Attempt,0,55,98,463,2015,0,5
Yards per Pass Attempt,0,56,1536,412,2016,0,27
Yards per Pass Attempt,0,57,3209,370,2017,0,29
Yards per Pass Attempt,0,58,98,368,2014,0,26
Yards per Pass Attempt,0,59,2394,295,2017,0,29
Yards per Pass Attempt,0,60,1536,233,2016,0,19
Passing Touchdowns,0,0,1536,5,2017,0,10
Passing Touchdowns,0,1,98,3,2015,0,21
Passing Touchdowns,0,2,98,3,2015,0,22
Passing Touchdowns,0,3,1536,3,2016,0,3
Passing Touchdowns,0,4,1536,3,2017,0,11
Passing Touchdowns,0,5,1536,3,2017,0,18
Passing Touchdowns,0,6,1536,3,2017,0,28
Passing Touchdowns,0,7,98,2,2014,0,25
Passing Touchdowns,0,8,98,2,2014,0,26
Passing Touchdowns,0,9,98,2,2015,0,10
Passing Touchdowns,0,10,1536,2,2016,0,26
Passing Touchdowns,0,11,1536,2,2016,0,7
Passing Touchdowns,0,12,1536,2,2016,0,25
Passing Touchdowns,0,13,1536,2,2016,0,24
Passing Touchdowns,0,14,1536,2,2017,0,25
Passing Touchdowns,0,15,1536,2,2017,0,21
Passing Touchdowns,0,16,2394,2,2017,0,24
Passing Touchdowns,0,17,1536,2,2017,0,25
Passing Touchdowns,0,18,1536,2,2017,0,4
Passing Touchdowns,0,19,1536,2,2017,0,24
Passing Touchdowns,0,20,1536,2,2017,0,26
Passing Touchdowns,0,21,98,1,2014,0,23
Passing Touchdowns,0,22,98,1,2014,0,18
Passing Touchdowns,0,23,98,1,2014,0,8
Passing Touchdowns,0,24,98,1,2014,0,29
Passing Touchdowns,0,25,98,1,2014,0,21
Passing Touchdowns,0,26,1536,1,2014,0,21
Passing Touchdowns,0,27,98,1,2014,0,24
Passing Touchdowns,0,28,911,1,2014,0,24
Passing Touchdowns,0,29,911,1,2014,0,25
Passing Touchdowns,0,30,1536,1,2015,0,24
Passing Touchdowns,0,31,98,1,2015,0,2
Passing Touchdowns,0,32,98,1,2015,0,15
Passing Touchdowns,0,33,98,1,2015,0,24
Passing Touchdowns,0,34,98,1,2015,0,9
Passing Touchdowns,0,35,98,1,2015,0,25
Passing Touchdowns,0,36,98,1,2015,0,17
Passing Touchdowns,0,37,98,1,2015,0,26
Passing Touchdowns,0,38,98,1,2015,0,30
Passing Touchdowns,0,39,1536,1,2015,0,25
Passing Touchdowns,0,40,1536,1,2016,0,24
Passing Touchdowns,0,41,1536,1,2016,0,1
Passing Touchdowns,0,42,1536,1,2016,0,26
Passing Touchdowns,0,43,1536,1,2016,0,17
Passing Touchdowns,0,44,1536,1,2016,0,25
Passing Touchdowns,0,45,1536,1,2016,0,14
Passing Touchdowns,0,46,1536,1,2017,0,26
Passing Touchdowns,0,47,1536,1,2017,0,12
Times Sacked,0,0,98,7,2014,0,29
Times Sacked,0,1,911,7,2014,0,24
Times Sacked,0,2,98,7,2015,0,10
Times Sacked,0,3,1536,7,2016,0,27
Times Sacked,0,4,1536,6,2017,0,31
Times Sacked,0,5,98,5,2014,0,23
Times Sacked,0,6,98,5,2014,0,21
Times Sacked,0,7,98,4,2014,0,20
Times Sacked,0,8,98,4,2015,0,15
Times Sacked,0,9,98,4,2015,0,6
Times Sacked,0,10,1536,4,2016,0,16
Times Sacked,0,11,1536,4,2017,0,11
Times Sacked,0,12,98,3,2014,0,8
Times Sacked,0,13,98,3,2014,0,9
Times Sacked,0,14,98,3,2014,0,24
Times Sacked,0,15,98,3,2014,0,1
Times Sacked,0,16,98,3,2014,0,26
Times Sacked,0,17,98,3,2015,0,24
Times Sacked,0,18,98,3,2015,0,21
Times Sacked,0,19,1536,3,2016,0,26
Times Sacked,0,20,1536,3,2016,0,14
Times Sacked,0,21,3209,3,2017,0,29
Times Sacked,0,22,98,2,2014,0,18
Times Sacked,0,23,98,2,2014,0,7
Times Sacked,0,24,98,2,2014,0,26
Times Sacked,0,25,98,2,2015,0,2
Times Sacked,0,26,98,2,2015,0,5
Times Sacked,0,27,98,2,2015,0,24
Times Sacked,0,28,98,2,2015,0,26
Times Sacked,0,29,98,2,2015,0,25
Times Sacked,0,30,1536,2,2016,0,24
Times Sacked,0,31,1536,2,2016,0,9
Times Sacked,0,32,1536,2,2016,0,19
Times Sacked,0,33,1536,2,2017,0,10
Times Sacked,0,34,1536,2,2017,0,7
Times Sacked,0,35,98,1,2014,0,25
Times Sacked,0,36,911,1,2014,0,25
Times Sacked,0,37,98,1,2015,0,9
Times Sacked,0,38,98,1,2015,0,26
Times Sacked,0,39,1536,1,2016,0,3
Times Sacked,0,40,1536,1,2016,0,7
Times Sacked,0,41,1536,1,2016,0,26
Times Sacked,0,42,1536,1,2016,0,4
Times Sacked,0,43,1536,1,2016,0,25
Times Sacked,0,44,1536,1,2016,0,24
Times Sacked,0,45,1536,1,2017,0,25
Times Sacked,0,46,1536,1,2017,0,18
Times Sacked,0,47,1536,1,2017,0,24
Times Sacked,0,48,2394,1,2017,0,24
Times Sacked,0,49,1536,1,2017,0,26
Times Sacked,0,50,1536,1,2017,0,25
Times Sacked,0,51,1536,1,2017,0,12
Times Sacked,0,52,1536,1,2017,0,4
Times Sacked,0,53,1536,1,2017,0,24
Times Sacked,0,54,1536,1,2017,0,26
Rushing Attempts,0,0,1864,31,2015,0,15
Rushing Attempts,0,1,1864,31,2015,0,22
Rushing Attempts,0,2,1864,30,2016,0,25
Rushing Attempts,0,3,1864,29,2015,0,21
Rushing Attempts,0,4,1864,29,2017,0,12
Rushing Attempts,0,5,1864,28,2014,0,20
Rushing Attempts,0,6,1864,27,2014,0,23
Rushing Attempts,0,7,1864,27,2014,0,9
Rushing Attempts,0,8,1864,27,2016,0,26
Rushing Attempts,0,9,1864,27,2016,0,17
Rushing Attempts,0,10,1864,27,2017,0,26
Rushing Attempts,0,11,831,26,2014,0,7
Rushing Attempts,0,12,1864,26,2015,0,17
Rushing Attempts,0,13,1864,26,2016,0,24
Rushing Attempts,0,14,1864,25,2016,0,9
Rushing Attempts,0,15,1864,24,2014,0,13
Rushing Attempts,0,16,1864,24,2017,0,11
Rushing Attempts,0,17,1864,23,2016,0,1
Rushing Attempts,0,18,1864,23,2017,0,25
Rushing Attempts,0,19,1864,22,2014,0,25
Rushing Attempts,0,20,1864,22,2015,0,26
Rushing Attempts,0,21,1864,22,2016,0,7
Rushing Attempts,0,22,1864,22,2017,0,21
Rushing Attempts,0,23,1864,22,2017,0,24
Rushing Attempts,0,24,1864,21,2014,0,8
Rushing Attempts,0,25,1864,21,2014,0,24
Rushing Attempts,0,26,1864,21,2015,0,5
Rushing Attempts,0,27,1864,21,2015,0,9
Rushing Attempts,0,28,3272,21,2015,0,30
Rushing Attempts,0,29,1864,21,2015,0,25
Rushing Attempts,0,30,1864,21,2016,0,3
Rushing Attempts,0,31,1864,20,2016,0,4
Rushing Attempts,0,32,1864,20,2017,0,7
Rushing Attempts,0,33,1864,19,2014,0,29
Rushing Attempts,0,34,1864,19,2015,0,2
Rushing Attempts,0,35,1864,19,2015,0,6
Rushing Attempts,0,36,2423,19,2017,0,4
Rushing Attempts,0,37,1864,18,2014,0,26
Rushing Attempts,0,38,1864,18,2014,0,1
Rushing Attempts,0,39,1864,18,2015,0,10
Rushing Attempts,0,40,1864,18,2016,0,26
Rushing Attempts,0,41,1864,18,2016,0,24
Rushing Attempts,0,42,1864,18,2016,0,25
Rushing Attempts,0,43,1864,18,2017,0,28
Rushing Attempts,0,44,1864,18,2017,0,26
Rushing Attempts,0,45,1864,17,2014,0,18
Rushing Attempts,0,46,1864,17,2014,0,25
Rushing Attempts,0,47,1864,17,2015,0,26
Rushing Attempts,0,48,1864,17,2016,0,27
Rushing Attempts,0,49,1864,17,2017,0,10
Rushing Attempts,0,50,1864,16,2015,0,24
Rushing Attempts,0,51,1951,16,2016,0,1
Rushing Attempts,0,52,1864,16,2017,0,18
Rushing Attempts,0,53,2423,16,2017,0,24
Rushing Attempts,0,54,1864,15,2014,0,24
Rushing Attempts,0,55,2423,15,2017,0,24
Rushing Attempts,0,56,1864,14,2015,0,25
Rushing Attempts,0,57,1864,14,2016,0,16
Rushing Attempts,0,58,1864,14,2017,0,25
Rushing Attempts,0,59,1864,12,2014,0,21
Rushing Attempts,0,60,3272,12,2015,0,17
Rushing Attempts,0,61,1864,11,2014,0,26
Rushing Attempts,0,62,1864,11,2016,0,14
Rushing Attempts,0,63,2423,11,2017,0,21
Rushing Attempts,0,64,4891,11,2017,0,24
Rushing Attempts,0,65,1864,11,2017,0,4
Rushing Attempts,0,66,3272,10,2015,0,21
Rushing Attempts,0,67,1864,10,2015,0,30
Rushing Attempts,0,68,2423,10,2017,0,11
Rushing Attempts,0,69,1864,10,2017,0,31
Rushing Attempts,0,70,1864,9,2015,0,24
Rushing Attempts,0,71,3272,9,2015,0,24
Rushing Attempts,0,72,4071,9,2016,0,4
Rushing Attempts,0,73,1864,9,2016,0,19
Rushing Attempts,0,74,3272,8,2015,0,15
Rushing Attempts,0,75,1836,8,2016,0,1
Rushing Attempts,0,76,1536,8,2016,0,25
Rushing Attempts,0,77,4891,8,2017,0,29
Rushing Attempts,0,78,2423,8,2017,0,25
Rushing Attempts,0,79,831,7,2014,0,25
Rushing Attempts,0,80,831,7,2014,0,1
