Category,Team/All_Teams,Place,Player,Record,Team,Year
Yards per Reception,0,17,1836,731,0,2016
Yards per Reception,0,18,1836,656,0,2015
Receiving Touchdowns,0,0,4255,8,0,2017
Receiving Touchdowns,0,1,1546,6,0,2014
Receiving Touchdowns,0,2,1864,5,0,2015
Receiving Touchdowns,0,3,842,5,0,2017
Receiving Touchdowns,0,4,1546,4,0,2015
Receiving Touchdowns,0,5,1864,4,0,2016
Receiving Touchdowns,0,6,260,4,0,2017
Receiving Touchdowns,0,7,1836,4,0,2017
Receiving Touchdowns,0,8,1864,4,0,2017
Receiving Touchdowns,0,9,883,3,0,2015
Receiving Touchdowns,0,10,1836,3,0,2016
Receiving Touchdowns,0,11,557,3,0,2017
Receiving Touchdowns,0,12,1771,2,0,2014
Receiving Touchdowns,0,13,1836,2,0,2014
Receiving Touchdowns,0,14,1864,2,0,2014
Receiving Touchdowns,0,15,842,2,0,2015
Receiving Touchdowns,0,16,1836,2,0,2015
Receiving Touchdowns,0,17,842,2,0,2016
Receiving Touchdowns,0,18,1675,2,0,2016
Receiving Touchdowns,0,19,1819,2,0,2016
Receiving Touchdowns,0,20,1675,2,0,2017
Receiving Touchdowns,0,21,1365,1,0,2014
Receiving Touchdowns,0,22,1288,1,0,2015
Receiving Touchdowns,0,23,2566,1,0,2015
Receiving Touchdowns,0,24,1288,1,0,2016
Receiving Touchdowns,0,25,1951,1,0,2016
Receiving Touchdowns,0,26,2634,1,0,2016
Receiving Touchdowns,0,27,4255,1,0,2016
Targeted Passes,0,0,1546,133,0,2014
Targeted Passes,0,1,842,103,0,2014
Targeted Passes,0,2,1864,96,0,2016
Targeted Passes,0,3,842,94,0,2017
Targeted Passes,0,4,842,92,0,2016
Targeted Passes,0,5,1546,87,0,2015
Targeted Passes,0,6,1771,84,0,2014
Targeted Passes,0,7,1864,80,0,2014
Targeted Passes,0,8,883,79,0,2015
Targeted Passes,0,9,842,78,0,2015
Targeted Passes,0,10,1864,73,0,2015
Targeted Passes,0,11,1864,70,0,2017
Targeted Passes,0,12,1819,69,0,2016
Targeted Passes,0,13,4255,67,0,2017
Targeted Passes,0,14,260,61,0,2017
Targeted Passes,0,15,1836,51,0,2014
Targeted Passes,0,16,557,50,0,2017
Targeted Passes,0,17,1288,48,0,2016
Targeted Passes,0,18,1836,48,0,2016
Targeted Passes,0,19,1288,45,0,2015
Targeted Passes,0,20,1836,42,0,2015
Targeted Passes,0,21,1675,40,0,2016
Targeted Passes,0,22,1836,39,0,2017
Targeted Passes,0,23,2589,38,0,2014
Targeted Passes,0,24,1675,36,0,2017
Targeted Passes,0,25,2566,35,0,2015
Targeted Passes,0,26,4255,35,0,2016
Targeted Passes,0,27,1365,30,0,2014
Targeted Passes,0,28,2634,29,0,2016
Targeted Passes,0,29,1093,20,0,2017
Targeted Passes,0,30,2012,19,0,2014
Targeted Passes,0,31,3272,19,0,2015
Targeted Passes,0,32,831,13,0,2014
Targeted Passes,0,33,369,12,0,2014
Targeted Passes,0,34,1951,12,0,2016
Targeted Passes,0,35,2512,11,0,2016
Targeted Passes,0,36,2423,8,0,2017
Targeted Passes,0,37,1365,7,0,2015
Targeted Passes,0,38,4980,6,0,2017
Targeted Passes,0,39,5016,5,0,2017
Targeted Passes,0,40,1464,4,0,2014
Targeted Passes,0,41,4232,4,0,2016
Targeted Passes,0,42,4232,4,0,2017
Targeted Passes,0,43,1371,3,0,2014
Targeted Passes,0,44,3410,2,0,2015
Targeted Passes,0,45,3370,2,0,2016
Targeted Passes,0,46,4071,2,0,2016
Targeted Passes,0,47,4891,2,0,2017
Targeted Passes,0,48,831,1,0,2015
Targeted Passes,0,49,3370,1,0,2015
Passes Dropped,0,0,842,8,0,2014
Passes Dropped,0,1,1864,6,0,2014
Passes Dropped,0,2,842,6,0,2015
Passes Dropped,0,3,1546,5,0,2014
Passes Dropped,0,4,1771,5,0,2014
Passes Dropped,0,5,1546,5,0,2015
Passes Dropped,0,6,1288,5,0,2016
Passes Dropped,0,7,260,5,0,2017
Passes Dropped,0,8,4255,5,0,2017
Passes Dropped,0,9,1864,4,0,2015
Passes Dropped,0,10,2566,4,0,2015
Passes Dropped,0,11,842,4,0,2016
Passes Dropped,0,12,842,4,0,2017
Passes Dropped,0,13,1093,4,0,2017
Passes Dropped,0,14,2589,3,0,2014
Passes Dropped,0,15,883,2,0,2015
Passes Dropped,0,16,1675,2,0,2016
Passes Dropped,0,17,2634,2,0,2016
Passes Dropped,0,18,4255,2,0,2016
Passes Dropped,0,19,4232,2,0,2017
Passes Dropped,0,20,369,1,0,2014
Passes Dropped,0,21,1365,1,0,2014
Passes Dropped,0,22,1836,1,0,2014
Passes Dropped,0,23,1836,1,0,2015
Passes Dropped,0,24,3272,1,0,2015
Passes Dropped,0,25,1819,1,0,2016
Passes Dropped,0,26,1864,1,0,2016
Passes Dropped,0,27,1951,1,0,2016
Passes Dropped,0,28,3370,1,0,2016
Passes Dropped,0,29,1836,1,0,2017
Passes Dropped,0,30,1864,1,0,2017
Passes Dropped,0,31,4980,1,0,2017
100 Yards Receiving,0,0,1546,3,0,2014
100 Yards Receiving,0,1,842,2,0,2014
100 Yards Receiving,0,2,1546,1,0,2015
100 Yards Receiving,0,3,260,1,0,2017
100 Yards Receiving,0,4,842,1,0,2017
100 Yards Receiving,0,5,1836,1,0,2017
100 Yards Receiving,0,6,4255,1,0,2017
Interceptions,0,0,1073,6,0,2015
Interceptions,0,1,587,6,0,2016
Interceptions,0,2,587,4,0,2014
Interceptions,0,3,587,4,0,2015
Interceptions,0,4,1073,3,0,2014
Interceptions,0,5,1073,3,0,2016
Interceptions,0,6,1333,3,0,2016
Interceptions,0,7,389,3,0,2017
Interceptions,0,8,955,3,0,2017
Interceptions,0,9,794,2,0,2014
Interceptions,0,10,995,2,0,2014
Interceptions,0,11,794,2,0,2015
Interceptions,0,12,1729,2,0,2015
Interceptions,0,13,307,2,0,2017
Interceptions,0,14,455,2,0,2017
Interceptions,0,15,1073,2,0,2017
Interceptions,0,16,535,1,0,2014
Interceptions,0,17,722,1,0,2014
Interceptions,0,18,1091,1,0,2014
Interceptions,0,19,1386,1,0,2014
Interceptions,0,20,861,1,0,2015
Interceptions,0,21,1333,1,0,2015
Interceptions,0,22,307,1,0,2016
Interceptions,0,23,389,1,0,2016
Interceptions,0,24,2264,1,0,2016
Interceptions,0,25,587,1,0,2017
Pass Defense Percentage,0,0,587,826,0,2015
Pass Defense Percentage,0,1,1073,825,0,2014
Pass Defense Percentage,0,2,1073,823,0,2015
Pass Defense Percentage,0,3,587,808,0,2014
Pass Defense Percentage,0,4,587,802,0,2016
Pass Defense Percentage,0,5,722,802,0,2016
Pass Defense Percentage,0,6,389,801,0,2017
Pass Defense Percentage,0,7,1386,798,0,2014
Pass Defense Percentage,0,8,861,794,0,2015
Pass Defense Percentage,0,9,1073,789,0,2016
Pass Defense Percentage,0,10,1333,783,0,2016
Pass Defense Percentage,0,11,455,779,0,2017
Pass Defense Percentage,0,12,389,776,0,2016
Pass Defense Percentage,0,13,722,773,0,2014
Pass Defense Percentage,0,14,1333,772,0,2014
Pass Defense Percentage,0,15,722,762,0,2015
Pass Defense Percentage,0,16,722,761,0,2017
Pass Defense Percentage,0,17,1193,760,0,2014
Pass Defense Percentage,0,18,1333,742,0,2015
Pass Defense Percentage,0,19,282,738,0,2017
Pass Defense Percentage,0,20,587,724,0,2017
Tackles,0,0,307,114,0,2016
Tackles,0,1,794,109,0,2015
Tackles,0,2,1333,104,0,2015
Tackles,0,3,794,98,0,2016
Tackles,0,4,1333,92,0,2016
Tackles,0,5,794,91,0,2014
Tackles,0,6,307,82,0,2017
Tackles,0,7,955,79,0,2017
Tackles,0,8,587,68,0,2014
Tackles,0,9,587,64,0,2015
Tackles,0,10,1073,64,0,2015
Tackles,0,11,587,63,0,2017
Tackles,0,12,1729,60,0,2015
Tackles,0,13,1333,59,0,2014
Tackles,0,14,1073,57,0,2014
Tackles,0,15,587,55,0,2016
Tackles,0,16,1386,53,0,2014
Tackles,0,17,861,53,0,2015
Tackles,0,18,389,52,0,2016
Tackles,0,19,1073,52,0,2016
Tackles,0,20,389,50,0,2017
Tackles,0,21,455,50,0,2017
Tackles,0,22,3721,50,0,2017
Tackles,0,23,995,48,0,2015
Tackles,0,24,131,46,0,2014
Tackles,0,25,995,46,0,2014
Tackles,0,26,219,46,0,2017
Tackles,0,27,2973,44,0,2016
Tackles,0,28,604,43,0,2015
Tackles,0,29,722,42,0,2014
Tackles,0,30,1091,41,0,2014
Tackles,0,31,3008,40,0,2016
Tackles,0,32,435,39,0,2017
Tackles,0,33,1321,38,0,2015
Tackles,0,34,722,37,0,2015
Tackles,0,35,435,37,0,2016
Tackles,0,36,722,35,0,2017
Tackles,0,37,1193,34,0,2014
Tackles,0,38,3721,34,0,2016
Tackles,0,39,139,33,0,2014
Tackles,0,40,1225,33,0,2015
Tackles,0,41,3812,33,0,2015
Tackles,0,42,5487,33,0,2017
Tackles,0,43,139,32,0,2015
Tackles,0,44,1321,32,0,2017
Tackles,0,45,1834,31,0,2017
Tackles,0,46,4811,31,0,2017
Tackles,0,47,722,30,0,2016
Tackles,0,48,604,28,0,2014
Tackles,0,49,1321,28,0,2014
Tackles,0,50,2909,27,0,2014
Tackles,0,51,604,27,0,2016
Tackles,0,52,1321,26,0,2016
Tackles,0,53,1394,25,0,2015
Tackles,0,54,282,24,0,2017
Tackles,0,55,2264,22,0,2016
Tackles,0,56,3721,20,0,2015
Tackles,0,57,791,18,0,2015
Tackles,0,58,1225,17,0,2014
Tackles,0,59,1570,17,0,2014
Tackles,0,60,5390,17,0,2017
Tackles,0,61,371,15,0,2016
Tackles,0,62,1507,14,0,2017
Tackles,0,63,1333,13,0,2017
Tackles,0,64,1430,11,0,2017
Tackles,0,65,4497,11,0,2017
Tackles,0,66,1394,9,0,2014
Tackles,0,67,2236,9,0,2014
Tackles,0,68,1570,9,0,2015
Tackles,0,69,2332,9,0,2016
Tackles,0,70,1073,9,0,2017
Tackles,0,71,604,8,0,2017
Tackles,0,72,535,7,0,2014
Tackles,0,73,2977,7,0,2014
Tackles,0,74,1394,7,0,2016
Tackles,0,75,3156,6,0,2014
Tackles,0,76,1772,5,0,2014
Tackles,0,77,2264,4,0,2015
Tackles,0,78,426,3,0,2015
Tackles,0,79,842,3,0,2015
Tackles,0,80,1288,3,0,2015
Tackles,0,81,1836,3,0,2015
Tackles,0,82,3773,3,0,2015
Tackles,0,83,3014,3,0,2016
Tackles,0,84,3084,3,0,2016
Tackles,0,85,5603,3,0,2017
Tackles,0,86,239,2,0,2015
Tackles,0,87,2566,2,0,2015
Tackles,0,88,842,2,0,2016
Tackles,0,89,1951,2,0,2016
Tackles,0,90,4780,2,0,2016
Tackles,0,91,4255,2,0,2017
Tackles,0,92,98,1,0,2014
Tackles,0,93,691,1,0,2014
Tackles,0,94,842,1,0,2014
Tackles,0,95,1515,1,0,2014
Tackles,0,96,1771,1,0,2014
Tackles,0,97,1836,1,0,2014
Tackles,0,98,98,1,0,2015
Tackles,0,99,535,1,0,2015
Assists,0,0,794,41,0,2016
Assists,0,1,307,34,0,2016
Assists,0,2,794,32,0,2014
Assists,0,3,794,32,0,2015
Assists,0,4,1333,32,0,2016
Assists,0,5,307,28,0,2017
Assists,0,6,389,25,0,2017
Assists,0,7,1333,24,0,2015
Assists,0,8,861,23,0,2015
Assists,0,9,722,20,0,2015
Assists,0,10,1073,20,0,2015
Assists,0,11,587,20,0,2016
Assists,0,12,1386,19,0,2014
Assists,0,13,1321,19,0,2015
Assists,0,14,955,19,0,2017
Assists,0,15,1073,18,0,2014
Assists,0,16,587,18,0,2015
Assists,0,17,3721,18,0,2017
Assists,0,18,604,17,0,2015
Assists,0,19,435,17,0,2016
Assists,0,20,131,15,0,2014
Assists,0,21,139,15,0,2015
Assists,0,22,3812,15,0,2015
Assists,0,23,389,15,0,2016
Assists,0,24,5487,15,0,2017
Assists,0,25,1091,14,0,2014
Assists,0,26,995,14,0,2015
Assists,0,27,219,14,0,2017
Assists,0,28,139,13,0,2014
Assists,0,29,995,13,0,2014
Assists,0,30,1321,13,0,2014
Assists,0,31,4811,13,0,2017
Assists,0,32,587,12,0,2014
Assists,0,33,604,12,0,2014
Assists,0,34,1333,12,0,2014
Assists,0,35,1073,12,0,2016
Assists,0,36,1321,12,0,2016
Assists,0,37,2973,12,0,2016
Assists,0,38,435,12,0,2017
Assists,0,39,587,12,0,2017
Assists,0,40,1321,12,0,2017
Assists,0,41,722,11,0,2014
Assists,0,42,1225,11,0,2015
Assists,0,43,1729,11,0,2015
Assists,0,44,722,11,0,2016
Assists,0,45,455,11,0,2017
Assists,0,46,1193,10,0,2014
Assists,0,47,3008,10,0,2016
Assists,0,48,3721,9,0,2016
Assists,0,49,1394,8,0,2015
Assists,0,50,604,8,0,2017
Assists,0,51,722,8,0,2017
Assists,0,52,1507,8,0,2017
Assists,0,53,1570,7,0,2014
Assists,0,54,3721,7,0,2015
Assists,0,55,371,7,0,2016
Assists,0,56,2977,6,0,2014
Assists,0,57,604,6,0,2016
Assists,0,58,1394,6,0,2016
Assists,0,59,2264,6,0,2016
Assists,0,60,1333,6,0,2017
Assists,0,61,1225,5,0,2014
Assists,0,62,1394,5,0,2014
Assists,0,63,2236,5,0,2014
Assists,0,64,2909,5,0,2014
Assists,0,65,282,5,0,2017
Assists,0,66,5390,5,0,2017
Assists,0,67,1570,4,0,2015
Assists,0,68,2332,4,0,2016
Assists,0,69,1430,4,0,2017
Assists,0,70,1834,4,0,2017
Assists,0,71,2264,3,0,2015
Assists,0,72,1073,3,0,2017
Assists,0,73,791,2,0,2015
Assists,0,74,691,1,0,2014
Assists,0,75,3156,1,0,2014
Assists,0,76,239,1,0,2015
Assists,0,77,426,1,0,2015
Assists,0,78,535,1,0,2015
Assists,0,79,3084,1,0,2016
Assists,0,80,4780,1,0,2016
Assists,0,81,4497,1,0,2017
Sacks,0,0,307,195,0,2016
Sacks,0,1,131,100,0,2014
Sacks,0,2,435,85,0,2016
Sacks,0,3,1321,85,0,2017
Sacks,0,4,995,80,0,2014
Sacks,0,5,1321,80,0,2016
Sacks,0,6,435,80,0,2017
Sacks,0,7,5487,65,0,2017
Sacks,0,8,1321,50,0,2015
Sacks,0,9,1394,50,0,2015
Sacks,0,10,604,50,0,2016
Sacks,0,11,139,45,0,2014
Sacks,0,12,307,45,0,2017
Sacks,0,13,1225,40,0,2015
Sacks,0,14,1729,40,0,2015
Sacks,0,15,3721,40,0,2017
Sacks,0,16,139,35,0,2015
Sacks,0,17,3008,35,0,2016
Sacks,0,18,1570,30,0,2014
Sacks,0,19,995,30,0,2015
Sacks,0,20,604,25,0,2014
Sacks,0,21,3721,25,0,2016
Sacks,0,22,1394,20,0,2014
Sacks,0,23,2909,20,0,2014
Sacks,0,24,1394,20,0,2016
Sacks,0,25,604,20,0,2017
Sacks,0,26,1321,15,0,2014
Sacks,0,27,2236,15,0,2014
Sacks,0,28,604,15,0,2015
Sacks,0,29,1570,15,0,2015
Sacks,0,30,3721,15,0,2015
Sacks,0,31,535,10,0,2014
Sacks,0,32,1073,10,0,2014
Sacks,0,33,1225,10,0,2014
Sacks,0,34,794,10,0,2015
Sacks,0,35,371,10,0,2016
Sacks,0,36,794,10,0,2016
Sacks,0,37,282,10,0,2017
Sacks,0,38,455,10,0,2017
Sacks,0,39,587,10,0,2017
Sacks,0,40,1507,10,0,2017
Sacks,0,41,4497,10,0,2017
Sacks,0,42,5390,10,0,2017
Sacks,0,43,587,5,0,2014
Sacks,0,44,1193,5,0,2014
Sacks,0,45,426,5,0,2015
Sacks,0,46,1333,5,0,2015
Sacks,0,47,1333,5,0,2016
Sacks,0,48,2264,5,0,2016
Sacks,0,49,1430,5,0,2017
Hurries,0,0,139,15,0,2014
Hurries,0,1,435,12,0,2017
Hurries,0,2,139,11,0,2015
Hurries,0,3,1321,11,0,2016
Hurries,0,4,5487,11,0,2017
Hurries,0,5,131,10,0,2014
Hurries,0,6,604,10,0,2015
Hurries,0,7,435,10,0,2016
Hurries,0,8,3008,10,0,2016
Hurries,0,9,604,9,0,2014
Hurries,0,10,1321,9,0,2014
Hurries,0,11,1321,9,0,2015
Hurries,0,12,1321,9,0,2017
Hurries,0,13,3721,9,0,2017
Hurries,0,14,307,7,0,2016
Hurries,0,15,5390,7,0,2017
Hurries,0,16,1394,6,0,2015
Hurries,0,17,2909,5,0,2014
Hurries,0,18,3721,5,0,2015
Hurries,0,19,1394,5,0,2016
Hurries,0,20,1507,5,0,2017
Hurries,0,21,1570,4,0,2014
Hurries,0,22,1729,4,0,2015
Hurries,0,23,371,4,0,2016
Hurries,0,24,4497,4,0,2017
Hurries,0,25,995,3,0,2014
Hurries,0,26,1394,3,0,2014
Hurries,0,27,426,3,0,2015
Hurries,0,28,1225,3,0,2015
Hurries,0,29,1570,3,0,2015
Hurries,0,30,3721,3,0,2016
