Category,Team/All_Teams,Place,Player,Record,Year,Team,Opponent
Rushing Attempts,0,1,1864,31,2015,0,22
Rushing Attempts,0,2,1864,29,2015,0,21
Rushing Attempts,0,3,1864,28,2014,0,20
Rushing Attempts,0,4,1864,27,2014,0,23
Rushing Attempts,0,5,1864,27,2014,0,9
Rushing Attempts,0,6,831,26,2014,0,7
Rushing Attempts,0,7,1864,26,2015,0,17
Rushing Attempts,0,8,1864,24,2014,0,13
Rushing Attempts,0,9,1864,22,2014,0,25
Rushing Attempts,0,10,1864,22,2015,0,26
Rushing Attempts,0,11,1864,21,2014,0,8
Rushing Attempts,0,12,1864,21,2014,0,24
Rushing Attempts,0,13,1864,21,2015,0,5
Rushing Attempts,0,14,1864,21,2015,0,9
Rushing Attempts,0,15,3272,21,2015,0,30
Rushing Attempts,0,16,1864,21,2015,0,25
Rushing Attempts,0,17,1864,19,2014,0,29
Rushing Attempts,0,18,1864,19,2015,0,2
Rushing Attempts,0,19,1864,19,2015,0,6
Rushing Attempts,0,20,1864,18,2014,0,26
Rushing Attempts,0,21,1864,18,2014,0,1
Rushing Attempts,0,22,1864,18,2015,0,10
Rushing Attempts,0,23,1864,17,2014,0,18
Rushing Attempts,0,24,1864,17,2014,0,25
Rushing Attempts,0,25,1864,17,2015,0,26
Rushing Attempts,0,26,1864,16,2015,0,24
Rushing Attempts,0,27,1864,15,2014,0,24
Rushing Attempts,0,28,1864,14,2015,0,25
Rushing Attempts,0,29,1864,12,2014,0,21
Rushing Attempts,0,30,3272,12,2015,0,17
Rushing Attempts,0,31,1864,11,2014,0,26
Rushing Attempts,0,32,3272,10,2015,0,21
Rushing Attempts,0,33,1864,10,2015,0,30
Rushing Attempts,0,34,1864,9,2015,0,24
Rushing Attempts,0,35,3272,9,2015,0,24
Rushing Attempts,0,36,3272,8,2015,0,15
Rushing Attempts,0,37,831,7,2014,0,25
Rushing Attempts,0,38,831,7,2014,0,1
Rushing Attempts,0,39,831,6,2014,0,23
Rushing Attempts,0,40,831,6,2014,0,8
Rushing Attempts,0,41,831,6,2014,0,29
Rushing Attempts,0,42,831,6,2014,0,24
Rushing Attempts,0,43,3272,6,2015,0,6
Rushing Attempts,0,44,3272,6,2015,0,22
Rushing Attempts,0,45,831,5,2014,0,18
Rushing Attempts,0,46,831,5,2014,0,21
Rushing Attempts,0,47,831,5,2014,0,26
Rushing Attempts,0,48,831,5,2014,0,9
Rushing Attempts,0,49,3272,5,2015,0,25
Rushing Attempts,0,50,3272,5,2015,0,25
Rushing Attempts,0,51,1836,4,2014,0,8
Rushing Attempts,0,52,98,4,2014,0,7
Rushing Attempts,0,53,98,4,2014,0,9
Rushing Attempts,0,54,911,4,2014,0,24
Rushing Attempts,0,55,3272,4,2015,0,26
Rushing Attempts,0,56,98,4,2015,0,6
Rushing Attempts,0,57,98,4,2015,0,17
Rushing Attempts,0,58,98,4,2015,0,22
Rushing Attempts,0,59,1836,4,2015,0,26
Rushing Attempts,0,60,1536,4,2015,0,25
Rushing Attempts,0,61,98,3,2014,0,8
Rushing Attempts,0,62,98,3,2014,0,26
Rushing Attempts,0,63,98,3,2014,0,13
Rushing Attempts,0,64,831,3,2014,0,13
Rushing Attempts,0,65,1536,3,2015,0,24
Rushing Attempts,0,66,3272,3,2015,0,10
Rushing Attempts,0,67,98,3,2015,0,15
Rushing Attempts,0,68,98,3,2015,0,9
Rushing Attempts,0,69,1836,3,2015,0,9
Rushing Attempts,0,70,3272,3,2015,0,9
Rushing Attempts,0,71,1836,3,2015,0,17
Rushing Attempts,0,72,1836,3,2015,0,22
Rushing Attempts,0,73,98,3,2015,0,30
Rushing Attempts,0,74,98,2,2014,0,18
Rushing Attempts,0,75,1836,2,2014,0,29
Rushing Attempts,0,76,831,2,2014,0,20
Rushing Attempts,0,77,98,2,2014,0,21
Rushing Attempts,0,78,433,2,2014,0,7
Rushing Attempts,0,79,1836,2,2014,0,9
Rushing Attempts,0,80,98,2,2014,0,24
Rushing Attempts,0,81,98,2,2014,0,1
Rushing Attempts,0,82,1836,2,2014,0,1
Rushing Attempts,0,83,433,2,2014,0,26
Rushing Attempts,0,84,1836,2,2014,0,26
Rushing Attempts,0,85,831,2,2014,0,24
Rushing Attempts,0,86,911,2,2014,0,25
Rushing Attempts,0,87,98,2,2015,0,2
Rushing Attempts,0,88,1836,2,2015,0,21
Rushing Attempts,0,89,1836,2,2015,0,5
Rushing Attempts,0,90,3272,2,2015,0,5
Rushing Attempts,0,91,1836,2,2015,0,15
Rushing Attempts,0,92,1836,2,2015,0,24
Rushing Attempts,0,93,1836,2,2015,0,26
Rushing Attempts,0,94,1836,2,2015,0,25
Rushing Attempts,0,95,1836,2,2015,0,6
Rushing Attempts,0,96,3272,2,2015,0,26
Rushing Attempts,0,97,1836,1,2014,0,23
Rushing Attempts,0,98,98,1,2014,0,25
Rushing Attempts,0,99,433,1,2014,0,29
Rushing Yards,0,0,1864,176,2015,0,22
Rushing Yards,0,1,1864,167,2015,0,17
Rushing Yards,0,2,1864,144,2015,0,2
Rushing Yards,0,3,1864,141,2015,0,15
Rushing Yards,0,4,1864,128,2014,0,25
Rushing Yards,0,5,1864,126,2015,0,25
Rushing Yards,0,6,1864,125,2015,0,9
Rushing Yards,0,7,1864,121,2015,0,10
Rushing Yards,0,8,1864,118,2014,0,26
Rushing Yards,0,9,1864,118,2015,0,5
Rushing Yards,0,10,1864,116,2015,0,26
Rushing Yards,0,11,831,108,2014,0,7
Rushing Yards,0,12,1864,105,2014,0,13
Rushing Yards,0,13,1864,104,2015,0,6
Rushing Yards,0,14,1864,98,2014,0,8
Rushing Yards,0,15,1864,97,2014,0,24
Rushing Yards,0,16,1864,93,2014,0,25
Rushing Yards,0,17,1864,90,2014,0,1
Rushing Yards,0,18,1864,87,2014,0,20
Rushing Yards,0,19,1864,85,2014,0,18
Rushing Yards,0,20,1864,83,2015,0,21
Rushing Yards,0,21,1864,80,2014,0,9
Rushing Yards,0,22,3272,77,2015,0,30
Rushing Yards,0,23,1864,71,2015,0,25
Rushing Yards,0,24,1864,62,2014,0,26
Rushing Yards,0,25,1864,59,2014,0,23
Rushing Yards,0,26,1864,59,2014,0,24
Rushing Yards,0,27,1864,51,2014,0,29
Rushing Yards,0,28,3272,49,2015,0,6
Rushing Yards,0,29,1864,46,2015,0,24
Rushing Yards,0,30,3272,45,2015,0,17
Rushing Yards,0,31,1864,45,2015,0,30
Rushing Yards,0,32,1864,42,2015,0,24
Rushing Yards,0,33,3272,41,2015,0,25
Rushing Yards,0,34,1836,39,2014,0,8
Rushing Yards,0,35,1864,35,2015,0,26
Rushing Yards,0,36,831,33,2014,0,9
Rushing Yards,0,37,911,33,2014,0,24
Rushing Yards,0,38,98,30,2014,0,18
Rushing Yards,0,39,1864,30,2014,0,21
Rushing Yards,0,40,831,28,2014,0,18
Rushing Yards,0,41,98,28,2015,0,6
Rushing Yards,0,42,1836,25,2015,0,26
Rushing Yards,0,43,1536,23,2015,0,24
Rushing Yards,0,44,98,23,2015,0,17
Rushing Yards,0,45,1536,23,2015,0,25
Rushing Yards,0,46,98,22,2014,0,8
Rushing Yards,0,47,3272,19,2015,0,22
Rushing Yards,0,48,98,18,2014,0,1
Rushing Yards,0,49,3272,18,2015,0,15
Rushing Yards,0,50,1836,18,2015,0,6
Rushing Yards,0,51,1836,17,2015,0,26
Rushing Yards,0,52,98,16,2014,0,20
Rushing Yards,0,53,433,16,2014,0,7
Rushing Yards,0,54,3272,16,2015,0,21
Rushing Yards,0,55,3272,16,2015,0,10
Rushing Yards,0,56,1836,16,2015,0,24
Rushing Yards,0,57,3272,16,2015,0,24
Rushing Yards,0,58,3272,15,2015,0,26
Rushing Yards,0,59,831,14,2014,0,26
Rushing Yards,0,60,98,13,2014,0,7
Rushing Yards,0,61,1836,13,2014,0,9
Rushing Yards,0,62,831,12,2014,0,1
Rushing Yards,0,63,1836,12,2014,0,1
Rushing Yards,0,64,3272,12,2015,0,25
Rushing Yards,0,65,831,11,2014,0,25
Rushing Yards,0,66,1836,11,2015,0,9
Rushing Yards,0,67,3272,11,2015,0,9
Rushing Yards,0,68,831,10,2014,0,13
Rushing Yards,0,69,98,10,2015,0,24
Rushing Yards,0,70,1836,10,2015,0,22
Rushing Yards,0,71,98,9,2014,0,25
Rushing Yards,0,72,831,9,2014,0,29
Rushing Yards,0,73,831,9,2014,0,21
Rushing Yards,0,74,1536,9,2015,0,25
Rushing Yards,0,75,831,8,2014,0,23
Rushing Yards,0,76,1836,8,2014,0,29
Rushing Yards,0,77,831,8,2014,0,24
Rushing Yards,0,78,98,8,2015,0,15
Rushing Yards,0,79,1836,8,2015,0,15
Rushing Yards,0,80,911,7,2014,0,25
Rushing Yards,0,81,1836,7,2015,0,21
Rushing Yards,0,82,98,7,2015,0,5
Rushing Yards,0,83,1836,7,2015,0,5
Rushing Yards,0,84,3272,7,2015,0,26
Rushing Yards,0,85,98,7,2015,0,22
Rushing Yards,0,86,98,6,2014,0,21
Rushing Yards,0,87,1836,6,2014,0,26
Rushing Yards,0,88,98,6,2015,0,2
Rushing Yards,0,89,98,6,2015,0,24
Rushing Yards,0,90,98,6,2015,0,30
Rushing Yards,0,91,831,5,2014,0,26
Rushing Yards,0,92,1836,5,2015,0,2
Rushing Yards,0,93,3272,5,2015,0,5
Rushing Yards,0,94,1836,5,2015,0,17
Rushing Yards,0,95,98,4,2014,0,26
Rushing Yards,0,96,1836,4,2015,0,25
Rushing Yards,0,97,1836,3,2014,0,7
Rushing Yards,0,98,98,3,2014,0,26
Rushing Yards,0,99,433,3,2014,0,1
Yards per Carry,0,0,1864,758,2015,0,2
Yards per Carry,0,1,1864,753,2014,0,25
Yards per Carry,0,2,1864,672,2015,0,10
Yards per Carry,0,3,1864,656,2014,0,26
Yards per Carry,0,4,1864,642,2015,0,17
Yards per Carry,0,5,1864,600,2015,0,25
Yards per Carry,0,6,1864,595,2015,0,9
Yards per Carry,0,7,1864,568,2015,0,22
Yards per Carry,0,8,1864,562,2015,0,5
Yards per Carry,0,9,1864,547,2015,0,6
Yards per Carry,0,10,1864,527,2015,0,26
Yards per Carry,0,11,1864,500,2014,0,18
Yards per Carry,0,12,1864,500,2014,0,1
Yards per Carry,0,13,1864,467,2014,0,8
Yards per Carry,0,14,1864,462,2014,0,24
Yards per Carry,0,15,1864,455,2015,0,15
Yards per Carry,0,16,1864,438,2014,0,13
Yards per Carry,0,17,1864,423,2014,0,25
Yards per Carry,0,18,831,415,2014,0,7
Yards per Carry,0,19,1864,393,2014,0,24
Yards per Carry,0,20,3272,367,2015,0,30
Yards per Carry,0,21,1864,311,2014,0,20
Yards per Carry,0,22,1864,296,2014,0,9
Yards per Carry,0,23,1864,288,2015,0,24
Yards per Carry,0,24,1864,286,2015,0,21
Yards per Carry,0,25,1864,268,2014,0,29
Yards per Carry,0,26,1864,219,2014,0,23
Yards per Carry,0,27,1864,206,2015,0,26
Rushing Touchdowns,0,0,1864,2,2014,0,20
Rushing Touchdowns,0,1,1864,2,2015,0,17
Rushing Touchdowns,0,2,1864,1,2014,0,18
Rushing Touchdowns,0,3,1864,1,2014,0,25
Rushing Touchdowns,0,4,1864,1,2014,0,8
Rushing Touchdowns,0,5,1864,1,2014,0,29
Rushing Touchdowns,0,6,98,1,2014,0,7
Rushing Touchdowns,0,7,831,1,2014,0,7
Rushing Touchdowns,0,8,98,1,2014,0,26
Rushing Touchdowns,0,9,1864,1,2014,0,9
Rushing Touchdowns,0,10,1864,1,2014,0,24
Rushing Touchdowns,0,11,1864,1,2014,0,1
Rushing Touchdowns,0,12,98,1,2014,0,13
Rushing Touchdowns,0,13,831,1,2014,0,13
Rushing Touchdowns,0,14,1864,1,2014,0,25
Rushing Touchdowns,0,15,1864,1,2015,0,2
Rushing Touchdowns,0,16,1864,1,2015,0,5
Rushing Touchdowns,0,17,1836,1,2015,0,24
Rushing Touchdowns,0,18,1864,1,2015,0,24
Rushing Touchdowns,0,19,1864,1,2015,0,26
Rushing Touchdowns,0,20,3272,1,2015,0,9
Rushing Touchdowns,0,21,1864,1,2015,0,25
Rushing Touchdowns,0,22,1864,1,2015,0,6
Rushing Touchdowns,0,23,3272,1,2015,0,6
Rushing Touchdowns,0,24,98,1,2015,0,17
Rushing Touchdowns,0,25,1864,1,2015,0,30
Rushing Touchdowns,0,26,1864,1,2015,0,25
Receptions,0,0,1546,9,2014,0,18
Receptions,0,1,1864,9,2014,0,8
Receptions,0,2,1546,9,2014,0,13
Receptions,0,3,1864,9,2015,0,24
Receptions,0,4,842,8,2014,0,23
Receptions,0,5,1546,8,2014,0,20
Receptions,0,6,1546,8,2014,0,26
Receptions,0,7,842,8,2015,0,2
Receptions,0,8,1864,8,2015,0,21
Receptions,0,9,1546,8,2015,0,17
Receptions,0,10,842,7,2014,0,18
Receptions,0,11,1864,7,2014,0,21
Receptions,0,12,1836,7,2014,0,26
Receptions,0,13,1864,7,2015,0,2
Receptions,0,14,883,7,2015,0,24
Receptions,0,15,1546,6,2014,0,25
Receptions,0,16,1771,6,2014,0,21
Receptions,0,17,1546,6,2014,0,7
Receptions,0,18,1771,6,2014,0,7
Receptions,0,19,842,6,2014,0,13
Receptions,0,20,1771,6,2014,0,13
Receptions,0,21,1771,6,2014,0,24
Receptions,0,22,842,6,2014,0,25
Receptions,0,23,883,6,2015,0,21
Receptions,0,24,883,6,2015,0,15
Receptions,0,25,842,6,2015,0,25
Receptions,0,26,1546,5,2014,0,23
Receptions,0,27,1864,5,2014,0,23
Receptions,0,28,1864,5,2014,0,18
Receptions,0,29,842,5,2014,0,25
Receptions,0,30,1546,5,2014,0,8
Receptions,0,31,842,5,2014,0,29
Receptions,0,32,842,5,2014,0,20
Receptions,0,33,1864,5,2014,0,20
Receptions,0,34,842,5,2014,0,7
Receptions,0,35,1546,5,2014,0,9
Receptions,0,36,1546,5,2014,0,25
Receptions,0,37,1864,5,2015,0,9
Receptions,0,38,883,5,2015,0,22
Receptions,0,39,1836,4,2014,0,18
Receptions,0,40,1864,4,2014,0,25
Receptions,0,41,1836,4,2014,0,20
Receptions,0,42,2589,4,2014,0,20
Receptions,0,43,831,4,2014,0,7
Receptions,0,44,1546,4,2014,0,24
Receptions,0,45,1771,4,2014,0,1
Receptions,0,46,1864,4,2014,0,1
Receptions,0,47,1864,4,2014,0,13
Receptions,0,48,1771,4,2014,0,25
Receptions,0,49,842,4,2015,0,24
Receptions,0,50,1546,4,2015,0,24
Receptions,0,51,1288,4,2015,0,2
Receptions,0,52,842,4,2015,0,10
Receptions,0,53,1546,4,2015,0,10
Receptions,0,54,1836,4,2015,0,5
Receptions,0,55,1864,4,2015,0,24
Receptions,0,56,1546,4,2015,0,9
Receptions,0,57,1864,4,2015,0,25
Receptions,0,58,1546,4,2015,0,6
Receptions,0,59,883,4,2015,0,17
Receptions,0,60,842,3,2014,0,8
Receptions,0,61,1546,3,2014,0,29
Receptions,0,62,1836,3,2014,0,29
Receptions,0,63,831,3,2014,0,21
Receptions,0,64,842,3,2014,0,21
Receptions,0,65,1365,3,2014,0,21
Receptions,0,66,1836,3,2014,0,21
Receptions,0,67,1836,3,2014,0,7
Receptions,0,68,2589,3,2014,0,7
Receptions,0,69,1864,3,2014,0,26
Receptions,0,70,842,3,2014,0,9
Receptions,0,71,1771,3,2014,0,9
Receptions,0,72,1836,3,2014,0,9
Receptions,0,73,1546,3,2014,0,1
Receptions,0,74,842,3,2014,0,26
Receptions,0,75,1365,3,2014,0,26
Receptions,0,76,1771,3,2014,0,26
Receptions,0,77,1864,3,2014,0,26
Receptions,0,78,1546,3,2014,0,24
Receptions,0,79,2012,3,2014,0,25
Receptions,0,80,1288,3,2015,0,24
Receptions,0,81,1546,3,2015,0,21
Receptions,0,82,1836,3,2015,0,21
Receptions,0,83,1864,3,2015,0,5
Receptions,0,84,1836,3,2015,0,15
Receptions,0,85,1864,3,2015,0,15
Receptions,0,86,1546,3,2015,0,24
Receptions,0,87,842,3,2015,0,26
Receptions,0,88,883,3,2015,0,26
