Category,Team/All_Teams,Place,Player,Record,Team,Year
Pass Defense Percentage,0,0,587,826,0,2015
Pass Defense Percentage,0,1,1073,825,0,2014
Pass Defense Percentage,0,2,1073,823,0,2015
Pass Defense Percentage,0,3,587,808,0,2014
Pass Defense Percentage,0,4,1386,798,0,2014
Pass Defense Percentage,0,5,861,794,0,2015
Pass Defense Percentage,0,6,722,773,0,2014
Pass Defense Percentage,0,7,1333,772,0,2014
Pass Defense Percentage,0,8,722,762,0,2015
Pass Defense Percentage,0,9,1193,760,0,2014
Pass Defense Percentage,0,10,1333,742,0,2015
Tackles,0,0,794,109,0,2015
Tackles,0,1,1333,104,0,2015
Tackles,0,2,794,91,0,2014
Tackles,0,3,587,68,0,2014
Tackles,0,4,587,64,0,2015
Tackles,0,5,1073,64,0,2015
Tackles,0,6,1729,60,0,2015
Tackles,0,7,1333,59,0,2014
Tackles,0,8,1073,57,0,2014
Tackles,0,9,1386,53,0,2014
Tackles,0,10,861,53,0,2015
Tackles,0,11,995,48,0,2015
Tackles,0,12,131,46,0,2014
Tackles,0,13,995,46,0,2014
Tackles,0,14,604,43,0,2015
Tackles,0,15,722,42,0,2014
Tackles,0,16,1091,41,0,2014
Tackles,0,17,1321,38,0,2015
Tackles,0,18,722,37,0,2015
Tackles,0,19,1193,34,0,2014
Tackles,0,20,139,33,0,2014
Tackles,0,21,1225,33,0,2015
Tackles,0,22,3812,33,0,2015
Tackles,0,23,139,32,0,2015
Tackles,0,24,604,28,0,2014
Tackles,0,25,1321,28,0,2014
Tackles,0,26,2909,27,0,2014
Tackles,0,27,1394,25,0,2015
Tackles,0,28,3721,20,0,2015
Tackles,0,29,791,18,0,2015
Tackles,0,30,1225,17,0,2014
Tackles,0,31,1570,17,0,2014
Tackles,0,32,1394,9,0,2014
Tackles,0,33,2236,9,0,2014
Tackles,0,34,1570,9,0,2015
Tackles,0,35,535,7,0,2014
Tackles,0,36,2977,7,0,2014
Tackles,0,37,3156,6,0,2014
Tackles,0,38,1772,5,0,2014
Tackles,0,39,2264,4,0,2015
Tackles,0,40,426,3,0,2015
Tackles,0,41,842,3,0,2015
Tackles,0,42,1288,3,0,2015
Tackles,0,43,1836,3,0,2015
Tackles,0,44,3773,3,0,2015
Tackles,0,45,239,2,0,2015
Tackles,0,46,2566,2,0,2015
Tackles,0,47,98,1,0,2014
Tackles,0,48,691,1,0,2014
Tackles,0,49,842,1,0,2014
Tackles,0,50,1515,1,0,2014
Tackles,0,51,1771,1,0,2014
Tackles,0,52,1836,1,0,2014
Tackles,0,53,98,1,0,2015
Tackles,0,54,535,1,0,2015
Tackles,0,55,625,1,0,2015
Tackles,0,56,1536,1,0,2015
Tackles,0,57,1546,1,0,2015
Assists,0,0,794,32,0,2014
Assists,0,1,794,32,0,2015
Assists,0,2,1333,24,0,2015
Assists,0,3,861,23,0,2015
Assists,0,4,722,20,0,2015
Assists,0,5,1073,20,0,2015
Assists,0,6,1386,19,0,2014
Assists,0,7,1321,19,0,2015
Assists,0,8,1073,18,0,2014
Assists,0,9,587,18,0,2015
Assists,0,10,604,17,0,2015
Assists,0,11,131,15,0,2014
Assists,0,12,139,15,0,2015
Assists,0,13,3812,15,0,2015
Assists,0,14,1091,14,0,2014
Assists,0,15,995,14,0,2015
Assists,0,16,139,13,0,2014
Assists,0,17,995,13,0,2014
Assists,0,18,1321,13,0,2014
Assists,0,19,587,12,0,2014
Assists,0,20,604,12,0,2014
Assists,0,21,1333,12,0,2014
Assists,0,22,722,11,0,2014
Assists,0,23,1225,11,0,2015
Assists,0,24,1729,11,0,2015
Assists,0,25,1193,10,0,2014
Assists,0,26,1394,8,0,2015
Assists,0,27,1570,7,0,2014
Assists,0,28,3721,7,0,2015
Assists,0,29,2977,6,0,2014
Assists,0,30,1225,5,0,2014
Assists,0,31,1394,5,0,2014
Assists,0,32,2236,5,0,2014
Assists,0,33,2909,5,0,2014
Assists,0,34,1570,4,0,2015
Assists,0,35,2264,3,0,2015
Assists,0,36,791,2,0,2015
Assists,0,37,691,1,0,2014
Assists,0,38,3156,1,0,2014
Assists,0,39,239,1,0,2015
Assists,0,40,426,1,0,2015
Assists,0,41,535,1,0,2015
Sacks,0,0,131,100,0,2014
Sacks,0,1,995,80,0,2014
Sacks,0,2,1321,50,0,2015
Sacks,0,3,1394,50,0,2015
Sacks,0,4,139,45,0,2014
Sacks,0,5,1225,40,0,2015
Sacks,0,6,1729,40,0,2015
Sacks,0,7,139,35,0,2015
Sacks,0,8,1570,30,0,2014
Sacks,0,9,995,30,0,2015
Sacks,0,10,604,25,0,2014
Sacks,0,11,1394,20,0,2014
Sacks,0,12,2909,20,0,2014
Sacks,0,13,1321,15,0,2014
Sacks,0,14,2236,15,0,2014
Sacks,0,15,604,15,0,2015
Sacks,0,16,1570,15,0,2015
Sacks,0,17,3721,15,0,2015
Sacks,0,18,535,10,0,2014
Sacks,0,19,1073,10,0,2014
Sacks,0,20,1225,10,0,2014
Sacks,0,21,794,10,0,2015
Sacks,0,22,587,5,0,2014
Sacks,0,23,1193,5,0,2014
Sacks,0,24,426,5,0,2015
Sacks,0,25,1333,5,0,2015
Hurries,0,0,139,15,0,2014
Hurries,0,1,139,11,0,2015
Hurries,0,2,131,10,0,2014
Hurries,0,3,604,10,0,2015
Hurries,0,4,604,9,0,2014
Hurries,0,5,1321,9,0,2014
Hurries,0,6,1321,9,0,2015
Hurries,0,7,1394,6,0,2015
Hurries,0,8,2909,5,0,2014
Hurries,0,9,3721,5,0,2015
Hurries,0,10,1570,4,0,2014
Hurries,0,11,1729,4,0,2015
Hurries,0,12,995,3,0,2014
Hurries,0,13,1394,3,0,2014
Hurries,0,14,426,3,0,2015
Hurries,0,15,1225,3,0,2015
Hurries,0,16,1570,3,0,2015
Hurries,0,17,1225,2,0,2014
Hurries,0,18,1073,1,0,2014
Hurries,0,19,2264,1,0,2015
Blocked Passes,0,0,131,3,0,2014
Blocked Passes,0,1,604,3,0,2014
Blocked Passes,0,2,2909,2,0,2014
Blocked Passes,0,3,139,2,0,2015
Blocked Passes,0,4,995,2,0,2015
Blocked Passes,0,5,1225,2,0,2015
Blocked Passes,0,6,1394,2,0,2015
Blocked Passes,0,7,1570,2,0,2015
Blocked Passes,0,8,1321,1,0,2014
Blocked Passes,0,9,1394,1,0,2014
Blocked Passes,0,10,426,1,0,2015
Blocked Passes,0,11,604,1,0,2015
Blocked Passes,0,12,1321,1,0,2015
Blocked Passes,0,13,3721,1,0,2015
Field Goals,0,0,1687,28,0,2014
Field Goals,0,1,270,25,0,2015
Key Run Blocks,0,0,1515,49,0,2015
Key Run Blocks,0,1,593,38,0,2015
Key Run Blocks,0,2,1484,30,0,2015
Key Run Blocks,0,3,1484,29,0,2014
Key Run Blocks,0,4,593,25,0,2014
Key Run Blocks,0,5,1515,25,0,2014
Key Run Blocks,0,6,355,20,0,2014
Key Run Blocks,0,7,823,18,0,2015
Key Run Blocks,0,8,625,16,0,2014
Key Run Blocks,0,9,625,14,0,2015
Key Run Blocks,0,10,1836,14,0,2015
Key Run Blocks,0,11,1836,9,0,2014
Key Run Blocks,0,12,1706,7,0,2015
Key Run Blocks,0,13,883,5,0,2015
Key Run Blocks,0,14,1566,4,0,2014
Key Run Blocks,0,15,1365,3,0,2014
Key Run Blocks,0,16,54,3,0,2015
Key Run Blocks,0,17,3558,3,0,2015
Key Run Blocks,0,18,1130,2,0,2014
Key Run Blocks,0,19,1371,2,0,2014
Key Run Blocks,0,20,1365,1,0,2015
Key Run Opportunities,0,0,593,102,0,2014
Key Run Opportunities,0,1,1515,98,0,2015
Key Run Opportunities,0,2,593,97,0,2015
Key Run Opportunities,0,3,1515,89,0,2014
Key Run Opportunities,0,4,1484,79,0,2015
Key Run Opportunities,0,5,1484,71,0,2014
Key Run Opportunities,0,6,625,48,0,2014
Key Run Opportunities,0,7,355,41,0,2014
Key Run Opportunities,0,8,625,40,0,2015
Key Run Opportunities,0,9,823,39,0,2015
Key Run Opportunities,0,10,1836,33,0,2015
Key Run Opportunities,0,11,1836,26,0,2014
Key Run Opportunities,0,12,883,19,0,2015
Key Run Opportunities,0,13,1706,15,0,2015
Key Run Opportunities,0,14,1566,12,0,2014
Key Run Opportunities,0,15,1365,10,0,2014
Key Run Opportunities,0,16,1130,9,0,2014
Key Run Opportunities,0,17,3558,8,0,2015
Key Run Opportunities,0,18,54,7,0,2015
Key Run Opportunities,0,19,1706,6,0,2014
Key Run Opportunities,0,20,2012,3,0,2014
Key Run Opportunities,0,21,1365,3,0,2015
Key Run Opportunities,0,22,1371,2,0,2014
Key Run Opportunities,0,23,1566,1,0,2015
Pancake Blocks,0,0,593,8,0,2015
Pancake Blocks,0,1,1515,7,0,2015
Pancake Blocks,0,2,593,3,0,2014
Pancake Blocks,0,3,1515,3,0,2014
Pancake Blocks,0,4,1836,1,0,2014
Pancake Blocks,0,5,1484,1,0,2015
Pancake Blocks,0,6,1836,1,0,2015
Passes Defensed,0,0,587,18,0,2014
Passes Defensed,0,1,587,17,0,2015
Passes Defensed,0,2,1073,16,0,2014
Passes Defensed,0,3,1073,14,0,2015
Passes Defensed,0,4,1333,8,0,2014
Passes Defensed,0,5,794,6,0,2015
Passes Defensed,0,6,995,5,0,2014
Passes Defensed,0,7,861,5,0,2015
Passes Defensed,0,8,1729,5,0,2015
Passes Defensed,0,9,722,4,0,2014
Passes Defensed,0,10,794,4,0,2014
Passes Defensed,0,11,1193,4,0,2014
Passes Defensed,0,12,1386,4,0,2014
Passes Defensed,0,13,722,4,0,2015
Passes Defensed,0,14,995,4,0,2015
Passes Defensed,0,15,1333,3,0,2015
Passes Defensed,0,16,1091,2,0,2014
Passes Defensed,0,17,3812,2,0,2015
Passes Defensed,0,18,131,1,0,2014
Passes Defensed,0,19,1772,1,0,2014
Passes Defensed,0,20,2977,1,0,2014
Passes Defensed,0,21,239,1,0,2015
Passes Defensed,0,22,426,1,0,2015
Passes Defensed,0,23,1225,1,0,2015
Passes Defensed,0,24,1570,1,0,2015
Punt Return Yards,0,0,239,211,0,2015
Punt Return Yards,0,1,433,184,0,2014
Punt Return Yards,0,2,535,88,0,2015
Punt Return Yards,0,3,369,61,0,2014
Punt Return Yards,0,4,535,23,0,2014
Kickoff Return Yards,0,0,2566,802,0,2015
Kickoff Return Yards,0,1,842,744,0,2014
Kickoff Return Yards,0,2,2589,327,0,2014
Kickoff Return Yards,0,3,239,116,0,2015
Kickoff Return Yards,0,4,369,19,0,2014
Kickoff Return Yards,0,5,535,16,0,2015
Kickoff Return TDs,0,0,2566,3,0,2015
Points Scored,0,0,1687,118,0,2014
Points Scored,0,1,270,110,0,2015
Points Scored,0,2,1864,90,0,2015
Points Scored,0,3,1864,72,0,2014
Points Scored,0,4,1546,36,0,2014
Points Scored,0,5,1546,24,0,2015
Points Scored,0,6,2566,24,0,2015
Points Scored,0,7,98,18,0,2014
Points Scored,0,8,883,18,0,2015
Points Scored,0,9,1836,18,0,2015
Points Scored,0,10,1073,14,0,2014
Points Scored,0,11,831,12,0,2014
Points Scored,0,12,1771,12,0,2014
Points Scored,0,13,1836,12,0,2014
Points Scored,0,14,842,12,0,2015
Points Scored,0,15,3272,12,0,2015
Points Scored,0,16,535,6,0,2014
Points Scored,0,17,587,6,0,2014
Points Scored,0,18,794,6,0,2014
Points Scored,0,19,995,6,0,2014
Points Scored,0,20,1365,6,0,2014
Points Scored,0,21,98,6,0,2015
Points Scored,0,22,587,6,0,2015
Points Scored,0,23,1073,6,0,2015
Points Scored,0,24,1288,6,0,2015
Yards from Scrimmage,0,0,1864,2122,0,2015
Yards from Scrimmage,0,1,1864,1684,0,2014
Yards from Scrimmage,0,2,1546,1006,0,2014
Yards from Scrimmage,0,3,842,758,0,2014
Yards from Scrimmage,0,4,883,618,0,2015
Yards from Scrimmage,0,5,1546,541,0,2015
Yards from Scrimmage,0,6,842,527,0,2015
Yards from Scrimmage,0,7,1771,518,0,2014
Yards from Scrimmage,0,8,3272,412,0,2015
Yards from Scrimmage,0,9,831,383,0,2014
Yards from Scrimmage,0,10,1836,372,0,2015
Yards from Scrimmage,0,11,1836,371,0,2014
Yards from Scrimmage,0,12,1288,305,0,2015
Yards from Scrimmage,0,13,2589,248,0,2014
Yards from Scrimmage,0,14,2566,210,0,2015
Yards from Scrimmage,0,15,1365,208,0,2014
Yards from Scrimmage,0,16,98,121,0,2014
Yards from Scrimmage,0,17,1365,112,0,2015
Yards from Scrimmage,0,18,98,109,0,2015
Yards from Scrimmage,0,19,2012,66,0,2014
Yards from Scrimmage,0,20,1536,55,0,2015
Yards from Scrimmage,0,21,369,54,0,2014
Yards from Scrimmage,0,22,911,40,0,2014
Yards from Scrimmage,0,23,1464,38,0,2014
Yards from Scrimmage,0,24,1371,26,0,2014
Yards from Scrimmage,0,25,433,20,0,2014
Yards from Scrimmage,0,26,3410,12,0,2015
All-Purpose Yards,0,0,1864,2122,0,2015
All-Purpose Yards,0,1,1864,1684,0,2014
All-Purpose Yards,0,2,842,1502,0,2014
All-Purpose Yards,0,3,2566,1012,0,2015
All-Purpose Yards,0,4,1546,1006,0,2014
All-Purpose Yards,0,5,883,618,0,2015
All-Purpose Yards,0,6,2589,578,0,2014
All-Purpose Yards,0,7,1546,541,0,2015
All-Purpose Yards,0,8,842,531,0,2015
All-Purpose Yards,0,9,1771,518,0,2014
All-Purpose Yards,0,10,3272,412,0,2015
All-Purpose Yards,0,11,831,383,0,2014
All-Purpose Yards,0,12,1836,372,0,2015
All-Purpose Yards,0,13,1836,371,0,2014
All-Purpose Yards,0,14,239,327,0,2015
All-Purpose Yards,0,15,1288,305,0,2015
All-Purpose Yards,0,16,1365,208,0,2014
All-Purpose Yards,0,17,433,204,0,2014
All-Purpose Yards,0,18,369,134,0,2014
All-Purpose Yards,0,19,1073,123,0,2015
All-Purpose Yards,0,20,98,121,0,2014
All-Purpose Yards,0,21,1365,112,0,2015
All-Purpose Yards,0,22,98,109,0,2015
All-Purpose Yards,0,23,535,104,0,2015
All-Purpose Yards,0,24,1073,98,0,2014
All-Purpose Yards,0,25,794,88,0,2014
All-Purpose Yards,0,26,535,84,0,2014
All-Purpose Yards,0,27,2012,66,0,2014
All-Purpose Yards,0,28,587,65,0,2015
All-Purpose Yards,0,29,587,63,0,2014
All-Purpose Yards,0,30,1536,55,0,2015
All-Purpose Yards,0,31,995,49,0,2014
All-Purpose Yards,0,32,911,40,0,2014
All-Purpose Yards,0,33,1464,38,0,2014
All-Purpose Yards,0,34,722,30,0,2014
All-Purpose Yards,0,35,1333,27,0,2015
All-Purpose Yards,0,36,1371,26,0,2014
All-Purpose Yards,0,37,861,23,0,2015
All-Purpose Yards,0,38,1729,22,0,2015
All-Purpose Yards,0,39,1321,20,0,2015
All-Purpose Yards,0,40,3410,12,0,2015
All-Purpose Yards,0,41,794,2,0,2015
Quarterback Rating,1,0,185,761,1,2015
Quarterback Rating,1,1,185,666,1,2014
Pass Attempts,1,0,185,679,1,2014
Pass Attempts,1,1,185,526,1,2015
Pass Attempts,1,2,1654,99,1,2015
Pass Attempts,1,3,1654,6,1,2014
Pass Completions,1,0,185,381,1,2014
Pass Completions,1,1,185,321,1,2015
Pass Completions,1,2,1654,62,1,2015
Pass Completions,1,3,1654,1,1,2014
Completion Percentage,1,0,185,610,1,2015
Completion Percentage,1,1,185,561,1,2014
Passing Yards,1,0,185,3776,1,2014
Passing Yards,1,1,185,3450,1,2015
Passing Yards,1,2,1654,553,1,2015
Passing Yards,1,3,1654,9,1,2014
Yards per Pass Attempt,1,0,185,656,1,2015
Yards per Pass Attempt,1,1,185,556,1,2014
Passing Touchdowns,1,0,185,16,1,2015
Passing Touchdowns,1,1,185,14,1,2014
Passing Touchdowns,1,2,1654,3,1,2015
Times Sacked,1,0,185,24,1,2014
Times Sacked,1,1,185,24,1,2015
Times Sacked,1,2,1654,15,1,2015
Times Sacked,1,3,1654,1,1,2014
300 Yards Passing,1,0,185,2,1,2015
300 Yards Passing,1,1,185,1,1,2014
Rushing Attempts,1,0,960,169,1,2015
Rushing Attempts,1,1,960,160,1,2014
Rushing Attempts,1,2,925,154,1,2015
Rushing Attempts,1,3,2411,89,1,2014
Rushing Attempts,1,4,185,22,1,2014
Rushing Attempts,1,5,185,17,1,2015
Rushing Attempts,1,6,1654,8,1,2015
Rushing Attempts,1,7,1943,6,1,2014
Rushing Attempts,1,8,2413,5,1,2015
Rushing Attempts,1,9,2475,3,1,2015
Rushing Attempts,1,10,493,2,1,2015
Rushing Attempts,1,11,1540,1,1,2014
Rushing Attempts,1,12,1978,1,1,2014
Rushing Yards,1,0,960,572,1,2015
Rushing Yards,1,1,960,513,1,2014
Rushing Yards,1,2,925,380,1,2015
Rushing Yards,1,3,2411,327,1,2014
Rushing Yards,1,4,185,95,1,2014
Rushing Yards,1,5,185,72,1,2015
Rushing Yards,1,6,1654,51,1,2015
Rushing Yards,1,7,1943,35,1,2014
Rushing Yards,1,8,2413,25,1,2015
Rushing Yards,1,9,1540,12,1,2014
Rushing Yards,1,10,493,12,1,2015
Rushing Yards,1,11,2475,11,1,2015
Yards per Carry,1,0,960,338,1,2015
Yards per Carry,1,1,960,321,1,2014
Yards per Carry,1,2,925,247,1,2015
Rushing Touchdowns,1,0,960,5,1,2014
Rushing Touchdowns,1,1,925,4,1,2015
Rushing Touchdowns,1,2,960,3,1,2015
Rushing Touchdowns,1,3,185,1,1,2014
Rushing Touchdowns,1,4,2411,1,1,2014
100 Yards Rushing,1,0,960,1,1,2014
100 Yards Rushing,1,1,960,1,1,2015
Receptions,1,0,277,88,1,2015
Receptions,1,1,493,78,1,2014
Receptions,1,2,277,70,1,2014
Receptions,1,3,1481,68,1,2015
Receptions,1,4,493,59,1,2015
Receptions,1,5,960,58,1,2014
Receptions,1,6,960,47,1,2015
Receptions,1,7,994,46,1,2014
Receptions,1,8,703,38,1,2015
Receptions,1,9,709,35,1,2014
Receptions,1,10,2475,33,1,2015
Receptions,1,11,2567,31,1,2014
Receptions,1,12,925,18,1,2015
Receptions,1,13,954,17,1,2014
Receptions,1,14,1943,11,1,2014
Receptions,1,15,1978,11,1,2014
Receptions,1,16,2411,11,1,2014
Receptions,1,17,2413,11,1,2015
Receptions,1,18,2028,10,1,2014
Receptions,1,19,709,9,1,2015
Receptions,1,20,1748,6,1,2015
Receptions,1,21,1300,5,1,2015
Receptions,1,22,1210,2,1,2014
Receptions,1,23,1540,2,1,2014
Receptions,1,24,3362,1,1,2015
Receiving Yards,1,0,277,1053,1,2015
Receiving Yards,1,1,493,1009,1,2014
Receiving Yards,1,2,493,1003,1,2015
Receiving Yards,1,3,277,771,1,2014
Receiving Yards,1,4,1481,644,1,2015
Receiving Yards,1,5,960,461,1,2014
Receiving Yards,1,6,994,438,1,2014
Receiving Yards,1,7,703,410,1,2015
Receiving Yards,1,8,960,334,1,2015
Receiving Yards,1,9,709,319,1,2014
Receiving Yards,1,10,2567,318,1,2014
Receiving Yards,1,11,2475,215,1,2015
Receiving Yards,1,12,954,194,1,2014
Receiving Yards,1,13,1300,93,1,2015
Receiving Yards,1,14,1748,80,1,2015
Receiving Yards,1,15,1978,75,1,2014
Receiving Yards,1,16,2413,72,1,2015
Receiving Yards,1,17,2411,66,1,2014
Receiving Yards,1,18,1943,58,1,2014
Receiving Yards,1,19,2028,57,1,2014
Receiving Yards,1,20,709,51,1,2015
Receiving Yards,1,21,925,31,1,2015
Receiving Yards,1,22,3362,17,1,2015
Receiving Yards,1,23,1210,15,1,2014
Receiving Yards,1,24,1540,4,1,2014
Yards per Reception,1,0,493,1700,1,2015
