Category,Team/All_Teams,Place,Record,Year,Team,Opponent
Passing Yards,0,19,197,2015,0,24
Passing Yards,0,20,194,2014,0,26
Passing Yards,0,21,182,2014,0,24
Passing Yards,0,22,182,2015,0,30
Passing Yards,0,23,174,2015,0,15
Passing Yards,0,24,172,2014,0,1
Passing Yards,0,25,172,2015,0,25
Passing Yards,0,26,150,2015,0,26
Passing Yards,0,27,141,2015,0,26
Passing Yards,0,28,140,2015,0,22
Passing Yards,0,29,125,2014,0,26
Passing Yards,0,30,122,2014,0,24
Passing Yards,0,31,111,2015,0,5
Passing Yards Allowed,0,0,111,2014,0,20
Passing Yards Allowed,0,1,117,2015,0,24
Passing Yards Allowed,0,2,139,2014,0,8
Passing Yards Allowed,0,3,146,2014,0,21
Passing Yards Allowed,0,4,147,2014,0,13
Passing Yards Allowed,0,5,151,2015,0,9
Passing Yards Allowed,0,6,153,2014,0,23
Passing Yards Allowed,0,7,163,2014,0,24
Passing Yards Allowed,0,8,164,2015,0,2
Passing Yards Allowed,0,9,167,2015,0,15
Passing Yards Allowed,0,10,179,2015,0,22
Passing Yards Allowed,0,11,189,2014,0,24
Passing Yards Allowed,0,12,207,2015,0,26
Passing Yards Allowed,0,13,217,2015,0,21
Passing Yards Allowed,0,14,234,2015,0,10
Passing Yards Allowed,0,15,242,2015,0,6
Passing Yards Allowed,0,16,246,2015,0,30
Passing Yards Allowed,0,17,249,2014,0,9
Passing Yards Allowed,0,18,249,2014,0,26
Passing Yards Allowed,0,19,260,2015,0,25
Passing Yards Allowed,0,20,265,2014,0,1
Passing Yards Allowed,0,21,265,2015,0,24
Passing Yards Allowed,0,22,269,2015,0,26
Passing Yards Allowed,0,23,283,2014,0,25
Passing Yards Allowed,0,24,292,2014,0,7
Passing Yards Allowed,0,25,298,2015,0,25
Passing Yards Allowed,0,26,299,2014,0,26
Passing Yards Allowed,0,27,302,2015,0,5
Passing Yards Allowed,0,28,304,2014,0,29
Passing Yards Allowed,0,29,329,2015,0,17
Passing Yards Allowed,0,30,358,2014,0,25
Passing Yards Allowed,0,31,386,2014,0,18
Rushing Yards,0,0,240,2015,0,17
Rushing Yards,0,1,212,2015,0,22
Rushing Yards,0,2,199,2015,0,6
Rushing Yards,0,3,194,2015,0,25
Rushing Yards,0,4,175,2015,0,15
Rushing Yards,0,5,156,2014,0,8
Rushing Yards,0,6,156,2015,0,2
Rushing Yards,0,7,151,2015,0,26
Rushing Yards,0,8,150,2015,0,9
Rushing Yards,0,9,143,2014,0,18
Rushing Yards,0,10,142,2015,0,10
Rushing Yards,0,11,140,2014,0,7
Rushing Yards,0,12,137,2015,0,5
Rushing Yards,0,13,136,2014,0,26
Rushing Yards,0,14,136,2014,0,25
Rushing Yards,0,15,135,2014,0,1
Rushing Yards,0,16,128,2015,0,30
Rushing Yards,0,17,122,2014,0,9
Rushing Yards,0,18,118,2014,0,13
Rushing Yards,0,19,113,2014,0,25
Rushing Yards,0,20,106,2015,0,21
Rushing Yards,0,21,102,2014,0,20
Rushing Yards,0,22,98,2014,0,24
Rushing Yards,0,23,96,2014,0,24
Rushing Yards,0,24,93,2015,0,25
Rushing Yards,0,25,84,2015,0,24
Rushing Yards,0,26,79,2014,0,26
Rushing Yards,0,27,75,2015,0,24
Rushing Yards,0,28,72,2014,0,29
Rushing Yards,0,29,67,2014,0,23
Rushing Yards,0,30,66,2015,0,26
Rushing Yards,0,31,45,2014,0,21
Rushing Yards Allowed,0,0,30,2014,0,29
Rushing Yards Allowed,0,1,38,2015,0,15
Rushing Yards Allowed,0,2,42,2014,0,26
Rushing Yards Allowed,0,3,51,2014,0,9
Rushing Yards Allowed,0,4,62,2015,0,22
Rushing Yards Allowed,0,5,74,2014,0,1
Rushing Yards Allowed,0,6,81,2014,0,23
Rushing Yards Allowed,0,7,84,2015,0,9
Rushing Yards Allowed,0,8,90,2015,0,17
Rushing Yards Allowed,0,9,98,2015,0,5
Rushing Yards Allowed,0,10,109,2015,0,26
Rushing Yards Allowed,0,11,111,2014,0,20
Rushing Yards Allowed,0,12,113,2014,0,26
Rushing Yards Allowed,0,13,114,2015,0,10
Rushing Yards Allowed,0,14,118,2015,0,25
Rushing Yards Allowed,0,15,122,2014,0,8
Rushing Yards Allowed,0,16,125,2015,0,26
Rushing Yards Allowed,0,17,131,2014,0,18
Rushing Yards Allowed,0,18,136,2015,0,6
Rushing Yards Allowed,0,19,141,2014,0,13
Rushing Yards Allowed,0,20,147,2015,0,24
Rushing Yards Allowed,0,21,151,2015,0,30
Rushing Yards Allowed,0,22,159,2014,0,25
Rushing Yards Allowed,0,23,163,2014,0,24
Rushing Yards Allowed,0,24,169,2014,0,24
Rushing Yards Allowed,0,25,170,2014,0,7
Rushing Yards Allowed,0,26,170,2015,0,24
Rushing Yards Allowed,0,27,178,2014,0,25
Rushing Yards Allowed,0,28,202,2015,0,25
Rushing Yards Allowed,0,29,219,2014,0,21
Rushing Yards Allowed,0,30,228,2015,0,21
Rushing Yards Allowed,0,31,267,2015,0,2
Total Yards,0,0,458,2014,0,18
Total Yards,0,1,458,2015,0,17
Total Yards,0,2,438,2014,0,13
Total Yards,0,3,393,2014,0,7
Total Yards,0,4,386,2014,0,20
Total Yards,0,5,386,2015,0,6
Total Yards,0,6,380,2014,0,21
Total Yards,0,7,376,2015,0,2
Total Yards,0,8,366,2015,0,25
Total Yards,0,9,365,2014,0,25
Total Yards,0,10,357,2015,0,24
Total Yards,0,11,353,2014,0,8
Total Yards,0,12,352,2015,0,22
Total Yards,0,13,347,2015,0,9
Total Yards,0,14,345,2015,0,21
Total Yards,0,15,333,2014,0,25
Total Yards,0,16,325,2015,0,15
Total Yards,0,17,318,2014,0,23
Total Yards,0,18,318,2014,0,26
Total Yards,0,19,314,2015,0,10
Total Yards,0,20,312,2014,0,9
Total Yards,0,21,310,2015,0,30
Total Yards,0,22,287,2014,0,1
Total Yards,0,23,287,2015,0,26
Total Yards,0,24,285,2014,0,29
Total Yards,0,25,279,2015,0,25
Total Yards,0,26,263,2015,0,24
Total Yards,0,27,246,2014,0,24
Total Yards,0,28,241,2015,0,5
Total Yards,0,29,205,2014,0,24
Total Yards,0,30,202,2015,0,26
Total Yards,0,31,187,2014,0,26
Total Yards Allowed,0,0,205,2015,0,15
Total Yards Allowed,0,1,215,2014,0,23
Total Yards Allowed,0,2,222,2014,0,20
Total Yards Allowed,0,3,225,2015,0,22
Total Yards Allowed,0,4,226,2015,0,9
Total Yards Allowed,0,5,255,2014,0,8
Total Yards Allowed,0,6,257,2015,0,24
Total Yards Allowed,0,7,268,2014,0,13
Total Yards Allowed,0,8,295,2014,0,9
Total Yards Allowed,0,9,299,2014,0,26
Total Yards Allowed,0,10,306,2015,0,26
Total Yards Allowed,0,11,313,2014,0,24
Total Yards Allowed,0,12,322,2014,0,1
Total Yards Allowed,0,13,323,2014,0,29
Total Yards Allowed,0,14,339,2015,0,10
Total Yards Allowed,0,15,344,2014,0,26
Total Yards Allowed,0,16,350,2014,0,24
Total Yards Allowed,0,17,357,2015,0,25
Total Yards Allowed,0,18,361,2014,0,21
Total Yards Allowed,0,19,373,2015,0,6
Total Yards Allowed,0,20,383,2015,0,26
Total Yards Allowed,0,21,384,2015,0,30
Total Yards Allowed,0,22,398,2015,0,17
Total Yards Allowed,0,23,400,2015,0,5
Total Yards Allowed,0,24,406,2015,0,24
Total Yards Allowed,0,25,416,2015,0,2
Total Yards Allowed,0,26,435,2014,0,7
Total Yards Allowed,0,27,439,2015,0,21
Total Yards Allowed,0,28,447,2014,0,25
Total Yards Allowed,0,29,491,2014,0,18
Total Yards Allowed,0,30,495,2015,0,25
Total Yards Allowed,0,31,517,2014,0,25
Pass Attempts,0,0,53,2014,0,21
Pass Attempts,0,1,46,2014,0,18
Pass Attempts,0,2,43,2015,0,24
Pass Attempts,0,3,42,2014,0,23
Pass Attempts,0,4,41,2015,0,21
Pass Attempts,0,5,40,2014,0,25
Pass Attempts,0,6,39,2014,0,29
Pass Attempts,0,7,39,2014,0,7
Pass Attempts,0,8,38,2014,0,13
Pass Attempts,0,9,37,2015,0,2
Pass Attempts,0,10,35,2014,0,8
Pass Attempts,0,11,35,2014,0,20
Pass Attempts,0,12,35,2014,0,1
Pass Attempts,0,13,34,2014,0,26
Pass Attempts,0,14,34,2015,0,25
Pass Attempts,0,15,33,2014,0,26
Pass Attempts,0,16,33,2015,0,6
Pass Attempts,0,17,32,2014,0,9
Pass Attempts,0,18,31,2015,0,10
Pass Attempts,0,19,29,2015,0,9
Pass Attempts,0,20,28,2014,0,25
Pass Attempts,0,21,28,2015,0,26
Pass Attempts,0,22,27,2015,0,24
Pass Attempts,0,23,27,2015,0,25
Pass Attempts,0,24,26,2014,0,24
Pass Attempts,0,25,26,2015,0,17
Pass Attempts,0,26,24,2015,0,5
Pass Attempts,0,27,24,2015,0,22
Pass Attempts,0,28,23,2015,0,15
Pass Attempts,0,29,23,2015,0,30
Pass Attempts,0,30,20,2015,0,26
Pass Attempts,0,31,16,2014,0,24
Rush Attempts,0,0,45,2015,0,17
Rush Attempts,0,1,44,2015,0,15
Rush Attempts,0,2,44,2015,0,22
Rush Attempts,0,3,41,2015,0,21
Rush Attempts,0,4,39,2014,0,9
Rush Attempts,0,5,34,2014,0,23
Rush Attempts,0,6,34,2014,0,8
Rush Attempts,0,7,34,2015,0,30
Rush Attempts,0,8,33,2014,0,7
Rush Attempts,0,9,32,2014,0,20
Rush Attempts,0,10,31,2014,0,13
Rush Attempts,0,11,31,2015,0,6
Rush Attempts,0,12,31,2015,0,25
Rush Attempts,0,13,30,2014,0,25
Rush Attempts,0,14,30,2014,0,24
Rush Attempts,0,15,30,2014,0,1
Rush Attempts,0,16,30,2015,0,9
Rush Attempts,0,17,29,2014,0,29
Rush Attempts,0,18,29,2015,0,26
Rush Attempts,0,19,28,2015,0,24
Rush Attempts,0,20,27,2014,0,26
Rush Attempts,0,21,26,2015,0,5
Rush Attempts,0,22,24,2014,0,18
Rush Attempts,0,23,24,2015,0,26
Rush Attempts,0,24,23,2014,0,24
Rush Attempts,0,25,23,2015,0,2
Rush Attempts,0,26,23,2015,0,10
Rush Attempts,0,27,22,2015,0,25
Rush Attempts,0,28,20,2014,0,25
Rush Attempts,0,29,19,2014,0,21
Rush Attempts,0,30,17,2014,0,26
Rush Attempts,0,31,14,2015,0,24
Points Scored,1,0,30,2015,1,18
Points Scored,1,1,29,2014,1,30
Points Scored,1,2,27,2015,1,7
Points Scored,1,3,27,2015,1,17
Points Scored,1,4,26,2015,1,12
Points Scored,1,5,24,2014,1,5
Points Scored,1,6,23,2014,1,6
Points Scored,1,7,21,2014,1,9
Points Scored,1,8,20,2014,1,27
Points Scored,1,9,20,2015,1,26
Points Scored,1,10,20,2015,1,4
Points Scored,1,11,20,2015,1,27
Points Scored,1,12,17,2014,1,2
Points Scored,1,13,17,2014,1,27
Points Scored,1,14,17,2015,1,31
Points Scored,1,15,17,2015,1,28
Points Scored,1,16,17,2015,1,9
Points Scored,1,17,17,2015,1,11
Points Scored,1,18,16,2014,1,0
Points Scored,1,19,16,2014,1,4
Points Scored,1,20,14,2015,1,29
Points Scored,1,21,13,2014,1,17
Points Scored,1,22,13,2015,1,4
Points Scored,1,23,13,2015,1,27
Points Scored,1,24,11,2014,1,22
Points Scored,1,25,10,2014,1,18
Points Scored,1,26,10,2015,1,21
Points Scored,1,27,10,2015,1,17
Points Scored,1,28,9,2014,1,15
Points Scored,1,29,9,2014,1,10
Points Scored,1,30,6,2014,1,17
Points Allowed,1,0,3,2015,1,9
Points Allowed,1,1,7,2014,1,17
Points Allowed,1,2,10,2015,1,7
Points Allowed,1,3,10,2015,1,12
Points Allowed,1,4,13,2014,1,30
Points Allowed,1,5,13,2015,1,21
Points Allowed,1,6,13,2015,1,4
Points Allowed,1,7,13,2015,1,17
Points Allowed,1,8,14,2014,1,0
Points Allowed,1,9,17,2015,1,27
Points Allowed,1,10,19,2015,1,4
Points Allowed,1,11,19,2015,1,28
Points Allowed,1,12,20,2014,1,6
Points Allowed,1,13,20,2015,1,29
Points Allowed,1,14,21,2014,1,10
Points Allowed,1,15,23,2014,1,27
Points Allowed,1,16,23,2014,1,4
Points Allowed,1,17,24,2014,1,9
Points Allowed,1,18,27,2014,1,5
Points Allowed,1,19,27,2014,1,22
Points Allowed,1,20,27,2015,1,27
Points Allowed,1,21,28,2014,1,4
Points Allowed,1,22,30,2014,1,17
Points Allowed,1,23,30,2015,1,17
Points Allowed,1,24,31,2015,1,18
Points Allowed,1,25,32,2015,1,31
Points Allowed,1,26,34,2014,1,15
Points Allowed,1,27,34,2014,1,2
Points Allowed,1,28,37,2014,1,18
Points Allowed,1,29,37,2015,1,26
Points Allowed,1,30,44,2014,1,27
Points Allowed,1,31,54,2015,1,11
Passing Yards,1,0,390,2015,1,26
Passing Yards,1,1,364,2015,1,18
Passing Yards,1,2,311,2014,1,27
Passing Yards,1,3,296,2015,1,31
Passing Yards,1,4,288,2015,1,29
Passing Yards,1,5,287,2015,1,27
Passing Yards,1,6,286,2014,1,2
Passing Yards,1,7,284,2014,1,30
Passing Yards,1,8,274,2014,1,6
Passing Yards,1,9,273,2015,1,4
Passing Yards,1,10,273,2015,1,21
Passing Yards,1,11,269,2015,1,4
Passing Yards,1,12,267,2014,1,10
Passing Yards,1,13,265,2014,1,0
Passing Yards,1,14,245,2015,1,7
Passing Yards,1,15,242,2014,1,17
Passing Yards,1,16,233,2014,1,5
Passing Yards,1,17,233,2015,1,17
Passing Yards,1,18,232,2015,1,28
Passing Yards,1,19,231,2014,1,4
Passing Yards,1,20,228,2014,1,17
Passing Yards,1,21,216,2014,1,4
Passing Yards,1,22,214,2015,1,9
Passing Yards,1,23,212,2014,1,22
Passing Yards,1,24,199,2015,1,27
Passing Yards,1,25,195,2014,1,27
Passing Yards,1,26,186,2014,1,15
Passing Yards,1,27,179,2014,1,9
Passing Yards,1,28,176,2014,1,18
Passing Yards,1,29,173,2015,1,17
Passing Yards,1,30,163,2015,1,11
Passing Yards,1,31,104,2015,1,12
Passing Yards Allowed,1,0,139,2014,1,4
Passing Yards Allowed,1,1,142,2015,1,7
Passing Yards Allowed,1,2,167,2015,1,27
Passing Yards Allowed,1,3,172,2014,1,0
Passing Yards Allowed,1,4,174,2015,1,29
Passing Yards Allowed,1,5,176,2015,1,4
Passing Yards Allowed,1,6,194,2014,1,30
Passing Yards Allowed,1,7,195,2015,1,4
Passing Yards Allowed,1,8,196,2015,1,9
Passing Yards Allowed,1,9,197,2015,1,27
Passing Yards Allowed,1,10,198,2015,1,12
Passing Yards Allowed,1,11,202,2015,1,21
Passing Yards Allowed,1,12,203,2014,1,15
Passing Yards Allowed,1,13,203,2014,1,17
Passing Yards Allowed,1,14,213,2014,1,4
Passing Yards Allowed,1,15,222,2015,1,17
Passing Yards Allowed,1,16,223,2014,1,2
Passing Yards Allowed,1,17,233,2014,1,9
Passing Yards Allowed,1,18,242,2015,1,31
Passing Yards Allowed,1,19,248,2015,1,11
Passing Yards Allowed,1,20,250,2014,1,17
Passing Yards Allowed,1,21,257,2014,1,5
Passing Yards Allowed,1,22,265,2015,1,26
Passing Yards Allowed,1,23,274,2014,1,27
Passing Yards Allowed,1,24,290,2014,1,10
Passing Yards Allowed,1,25,291,2014,1,22
Passing Yards Allowed,1,26,294,2014,1,27
Passing Yards Allowed,1,27,301,2015,1,28
Passing Yards Allowed,1,28,311,2014,1,18
Passing Yards Allowed,1,29,322,2015,1,17
Passing Yards Allowed,1,30,326,2014,1,6
Passing Yards Allowed,1,31,389,2015,1,18
Rushing Yards,1,0,136,2014,1,30
Rushing Yards,1,1,128,2015,1,12
Rushing Yards,1,2,110,2015,1,18
Rushing Yards,1,3,105,2014,1,5
Rushing Yards,1,4,96,2014,1,4
Rushing Yards,1,5,95,2015,1,7
Rushing Yards,1,6,88,2014,1,6
Rushing Yards,1,7,86,2014,1,17
Rushing Yards,1,8,86,2015,1,27
Rushing Yards,1,9,80,2015,1,21
Rushing Yards,1,10,78,2015,1,4
Rushing Yards,1,11,78,2015,1,17
Rushing Yards,1,12,74,2014,1,0
Rushing Yards,1,13,67,2014,1,15
Rushing Yards,1,14,67,2014,1,18
Rushing Yards,1,15,66,2015,1,9
Rushing Yards,1,16,66,2015,1,27
Rushing Yards,1,17,63,2015,1,31
Rushing Yards,1,18,59,2015,1,29
Rushing Yards,1,19,55,2015,1,4
Rushing Yards,1,20,54,2015,1,11
Rushing Yards,1,21,52,2014,1,27
Rushing Yards,1,22,45,2014,1,22
Rushing Yards,1,23,44,2014,1,27
Rushing Yards,1,24,41,2015,1,26
Rushing Yards,1,25,36,2015,1,17
Rushing Yards,1,26,34,2014,1,17
Rushing Yards,1,27,34,2014,1,2
Rushing Yards,1,28,31,2014,1,10
Rushing Yards,1,29,28,2015,1,28
Rushing Yards,1,30,17,2014,1,9
Rushing Yards,1,31,5,2014,1,4
Rushing Yards Allowed,1,0,49,2015,1,17
Rushing Yards Allowed,1,1,62,2015,1,18
Rushing Yards Allowed,1,2,71,2015,1,9
Rushing Yards Allowed,1,3,74,2015,1,29
Rushing Yards Allowed,1,4,74,2015,1,17
Rushing Yards Allowed,1,5,77,2014,1,17
Rushing Yards Allowed,1,6,85,2014,1,30
Rushing Yards Allowed,1,7,86,2015,1,4
Rushing Yards Allowed,1,8,90,2015,1,21
Rushing Yards Allowed,1,9,101,2015,1,12
Rushing Yards Allowed,1,10,104,2015,1,7
Rushing Yards Allowed,1,11,112,2015,1,28
Rushing Yards Allowed,1,12,128,2015,1,26
Rushing Yards Allowed,1,13,130,2015,1,27
Rushing Yards Allowed,1,14,130,2015,1,27
Rushing Yards Allowed,1,15,131,2015,1,31
Rushing Yards Allowed,1,16,134,2014,1,2
Rushing Yards Allowed,1,17,135,2014,1,0
Rushing Yards Allowed,1,18,152,2014,1,4
Rushing Yards Allowed,1,19,153,2014,1,6
Rushing Yards Allowed,1,20,154,2014,1,18
Rushing Yards Allowed,1,21,154,2014,1,4
Rushing Yards Allowed,1,22,155,2014,1,9
Rushing Yards Allowed,1,23,160,2014,1,10
Rushing Yards Allowed,1,24,166,2014,1,22
Rushing Yards Allowed,1,25,174,2014,1,27
Rushing Yards Allowed,1,26,176,2014,1,27
Rushing Yards Allowed,1,27,178,2015,1,4
Rushing Yards Allowed,1,28,186,2014,1,17
Rushing Yards Allowed,1,29,186,2014,1,5
Rushing Yards Allowed,1,30,209,2015,1,11
Rushing Yards Allowed,1,31,243,2014,1,15
Total Yards,1,0,463,2015,1,18
Total Yards,1,1,403,2014,1,30
Total Yards,1,2,399,2015,1,26
Total Yards,1,3,362,2014,1,6
Total Yards,1,4,354,2015,1,31
Total Yards,1,5,350,2015,1,27
Total Yards,1,6,349,2014,1,27
Total Yards,1,7,347,2015,1,4
Total Yards,1,8,337,2015,1,21
Total Yards,1,9,334,2014,1,5
Total Yards,1,10,334,2015,1,7
Total Yards,1,11,327,2015,1,29
Total Yards,1,12,323,2014,1,17
Total Yards,1,13,322,2014,1,0
Total Yards,1,14,301,2015,1,4
Total Yards,1,15,297,2014,1,4
Total Yards,1,16,290,2014,1,2
Total Yards,1,17,286,2014,1,10
Total Yards,1,18,280,2015,1,9
Total Yards,1,19,269,2015,1,17
Total Yards,1,20,256,2014,1,17
Total Yards,1,21,251,2015,1,28
Total Yards,1,22,248,2014,1,22
Total Yards,1,23,244,2014,1,15
Total Yards,1,24,241,2014,1,27
Total Yards,1,25,233,2014,1,18
Total Yards,1,26,227,2015,1,17
Total Yards,1,27,226,2015,1,27
Total Yards,1,28,218,2015,1,12
Total Yards,1,29,213,2014,1,4
Total Yards,1,30,196,2014,1,9
Total Yards,1,31,192,2015,1,11
Total Yards Allowed,1,0,217,2015,1,7
Total Yards Allowed,1,1,232,2015,1,9
Total Yards Allowed,1,2,243,2015,1,4
Total Yards Allowed,1,3,248,2015,1,29
Total Yards Allowed,1,4,253,2014,1,30
Total Yards Allowed,1,5,259,2015,1,17
Total Yards Allowed,1,6,264,2015,1,21
Total Yards Allowed,1,7,271,2014,1,17
Total Yards Allowed,1,8,275,2014,1,4
Total Yards Allowed,1,9,279,2015,1,12
Total Yards Allowed,1,10,283,2015,1,27
Total Yards Allowed,1,11,287,2014,1,0
Total Yards Allowed,1,12,301,2015,1,27
Total Yards Allowed,1,13,357,2014,1,2
Total Yards Allowed,1,14,357,2015,1,31
Total Yards Allowed,1,15,358,2014,1,4
Total Yards Allowed,1,16,366,2015,1,17
Total Yards Allowed,1,17,370,2015,1,4
Total Yards Allowed,1,18,378,2014,1,9
Total Yards Allowed,1,19,381,2015,1,26
Total Yards Allowed,1,20,384,2015,1,28
Total Yards Allowed,1,21,405,2015,1,18
Total Yards Allowed,1,22,424,2015,1,11
Total Yards Allowed,1,23,427,2014,1,17
Total Yards Allowed,1,24,438,2014,1,5
Total Yards Allowed,1,25,441,2014,1,10
Total Yards Allowed,1,26,442,2014,1,15
Total Yards Allowed,1,27,443,2014,1,27
Total Yards Allowed,1,28,449,2014,1,27
Total Yards Allowed,1,29,453,2014,1,22
Total Yards Allowed,1,30,465,2014,1,18
Total Yards Allowed,1,31,468,2014,1,6
Pass Attempts,1,0,62,2014,1,4
Pass Attempts,1,1,56,2014,1,2
Pass Attempts,1,2,53,2015,1,31
Pass Attempts,1,3,52,2014,1,10
Pass Attempts,1,4,50,2015,1,26
Pass Attempts,1,5,46,2014,1,22
Pass Attempts,1,6,46,2015,1,17
Pass Attempts,1,7,45,2014,1,17
Pass Attempts,1,8,44,2014,1,27
Pass Attempts,1,9,44,2015,1,21
Pass Attempts,1,10,44,2015,1,29
Pass Attempts,1,11,43,2014,1,17
Pass Attempts,1,12,43,2015,1,18
Pass Attempts,1,13,42,2014,1,27
Pass Attempts,1,14,41,2014,1,9
Pass Attempts,1,15,41,2015,1,27
Pass Attempts,1,16,40,2015,1,4
Pass Attempts,1,17,39,2014,1,30
Pass Attempts,1,18,37,2014,1,6
Pass Attempts,1,19,37,2014,1,18
Pass Attempts,1,20,37,2014,1,5
Pass Attempts,1,21,36,2015,1,9
Pass Attempts,1,22,35,2014,1,15
Pass Attempts,1,23,35,2014,1,0
Pass Attempts,1,24,35,2015,1,7
Pass Attempts,1,25,34,2014,1,4
Pass Attempts,1,26,34,2015,1,4
Pass Attempts,1,27,34,2015,1,11
Pass Attempts,1,28,33,2015,1,27
Pass Attempts,1,29,32,2015,1,28
Pass Attempts,1,30,30,2015,1,12
Pass Attempts,1,31,30,2015,1,17
Rush Attempts,1,0,38,2015,1,7
Rush Attempts,1,1,38,2015,1,9
Rush Attempts,1,2,29,2015,1,4
Rush Attempts,1,3,27,2014,1,30
Rush Attempts,1,4,27,2015,1,12
Rush Attempts,1,5,26,2014,1,0
Rush Attempts,1,6,26,2014,1,17
Rush Attempts,1,7,26,2015,1,27
Rush Attempts,1,8,26,2015,1,27
Rush Attempts,1,9,25,2015,1,17
Rush Attempts,1,10,22,2014,1,6
Rush Attempts,1,11,21,2014,1,5
Rush Attempts,1,12,21,2015,1,4
Rush Attempts,1,13,21,2015,1,21
Rush Attempts,1,14,19,2015,1,18
Rush Attempts,1,15,19,2015,1,11
Rush Attempts,1,16,18,2014,1,15
Rush Attempts,1,17,18,2014,1,9
Rush Attempts,1,18,18,2015,1,29
Rush Attempts,1,19,17,2014,1,27
Rush Attempts,1,20,17,2014,1,4
Rush Attempts,1,21,17,2015,1,31
Rush Attempts,1,22,15,2014,1,18
Rush Attempts,1,23,15,2014,1,27
Rush Attempts,1,24,14,2014,1,17
Rush Attempts,1,25,13,2014,1,10
Rush Attempts,1,26,13,2015,1,17
Rush Attempts,1,27,12,2014,1,2
Rush Attempts,1,28,11,2015,1,28
Rush Attempts,1,29,10,2014,1,22
Rush Attempts,1,30,10,2015,1,26
Rush Attempts,1,31,8,2014,1,4
Points Scored,2,0,44,2015,2,20
Points Scored,2,1,40,2015,2,12
Points Scored,2,2,34,2014,2,1
Points Scored,2,3,34,2015,2,0
Points Scored,2,4,34,2015,2,30
Points Scored,2,5,34,2015,2,24
Points Scored,2,6,28,2015,2,3
Points Scored,2,7,27,2014,2,6
Points Scored,2,8,27,2015,2,30
Points Scored,2,9,26,2015,2,23
Points Scored,2,10,26,2015,2,8
Points Scored,2,11,25,2014,2,22
Points Scored,2,12,24,2014,2,4
Points Scored,2,13,24,2015,2,22
Points Scored,2,14,23,2014,2,30
Points Scored,2,15,21,2014,2,11
Points Scored,2,16,21,2014,2,27
