Week,Visitor_Team,Home_Team
Reg. Season Week 2,5,8
Reg. Season Week 2,12,27
Reg. Season Week 2,13,10
Reg. Season Week 2,14,7
Reg. Season Week 2,15,23
Reg. Season Week 2,16,29
Reg. Season Week 2,17,28
Reg. Season Week 2,18,19
Reg. Season Week 2,20,9
Reg. Season Week 2,21,3
Reg. Season Week 2,24,6
Reg. Season Week 2,26,22
Reg. Season Week 2,30,25
Reg. Season Week 2,31,1
Reg. Season Week 3,0,21
Reg. Season Week 3,1,26
Reg. Season Week 3,2,12
Reg. Season Week 3,4,24
Reg. Season Week 3,5,17
Reg. Season Week 3,6,31
Reg. Season Week 3,7,10
Reg. Season Week 3,8,3
Reg. Season Week 3,11,13
Reg. Season Week 3,14,30
Reg. Season Week 3,15,27
Reg. Season Week 3,16,22
Reg. Season Week 3,18,9
Reg. Season Week 3,20,19
Reg. Season Week 3,25,29
Reg. Season Week 3,28,23
Reg. Season Week 4,0,10
Reg. Season Week 4,1,21
Reg. Season Week 4,3,28
Reg. Season Week 4,5,25
Reg. Season Week 4,7,4
Reg. Season Week 4,11,31
Reg. Season Week 4,13,2
Reg. Season Week 4,14,16
Reg. Season Week 4,18,17
Reg. Season Week 4,19,12
Reg. Season Week 4,20,6
Reg. Season Week 4,22,23
Reg. Season Week 4,26,9
Reg. Season Week 4,27,29
Reg. Season Week 5,0,5
Reg. Season Week 5,2,20
Reg. Season Week 5,3,11
Reg. Season Week 5,4,18
Reg. Season Week 5,6,22
Reg. Season Week 5,7,27
Reg. Season Week 5,10,26
Reg. Season Week 5,14,12
Reg. Season Week 5,16,28
Reg. Season Week 5,17,21
Reg. Season Week 5,19,31
Reg. Season Week 5,24,15
Reg. Season Week 5,29,1
Reg. Season Week 5,30,8
Reg. Season Week 6,1,27
Reg. Season Week 6,5,26
Reg. Season Week 6,6,13
Reg. Season Week 6,7,29
Reg. Season Week 6,8,22
Reg. Season Week 6,9,10
Reg. Season Week 6,12,11
Reg. Season Week 6,15,0
Reg. Season Week 6,20,30
Reg. Season Week 6,21,4
Reg. Season Week 6,23,2
Reg. Season Week 6,25,24
Reg. Season Week 6,28,14
Reg. Season Week 6,31,3
Reg. Season Week 7,2,8
Reg. Season Week 7,4,1
Reg. Season Week 7,11,19
Reg. Season Week 7,14,3
Reg. Season Week 7,18,7
Reg. Season Week 7,20,13
Reg. Season Week 7,21,27
Reg. Season Week 7,23,30
Reg. Season Week 7,24,0
Reg. Season Week 7,25,9
Reg. Season Week 7,26,15
Reg. Season Week 7,28,12
Reg. Season Week 7,29,17
Reg. Season Week 7,31,16
Reg. Season Week 8,0,26
Reg. Season Week 8,4,29
Reg. Season Week 8,5,15
Reg. Season Week 8,6,2
Reg. Season Week 8,8,23
Reg. Season Week 8,9,24
Reg. Season Week 8,11,14
Reg. Season Week 8,17,7
Reg. Season Week 8,19,16
Reg. Season Week 8,21,18
Reg. Season Week 8,22,20
Reg. Season Week 8,25,10
Reg. Season Week 8,30,13
Reg. Season Week 8,31,28
Reg. Season Week 9,1,7
Reg. Season Week 9,2,30
Reg. Season Week 9,4,17
Reg. Season Week 9,5,9
Reg. Season Week 9,8,6
Reg. Season Week 9,10,24
Reg. Season Week 9,12,3
Reg. Season Week 9,13,22
Reg. Season Week 9,15,25
Reg. Season Week 9,16,11
Reg. Season Week 9,23,20
Reg. Season Week 9,27,18
Reg. Season Week 9,28,19
Reg. Season Week 9,29,21
Reg. Season Week 10,3,19
Reg. Season Week 10,6,23
Reg. Season Week 10,7,21
Reg. Season Week 10,9,0
Reg. Season Week 10,11,28
Reg. Season Week 10,12,16
Reg. Season Week 10,13,8
Reg. Season Week 10,14,31
Reg. Season Week 10,15,10
Reg. Season Week 10,17,27
Reg. Season Week 10,18,1
Reg. Season Week 10,24,5
Reg. Season Week 10,26,25
Reg. Season Week 10,30,22
Reg. Season Week 11,2,22
Reg. Season Week 11,9,15
Reg. Season Week 11,10,5
Reg. Season Week 11,13,23
Reg. Season Week 11,14,19
Reg. Season Week 11,16,3
Reg. Season Week 11,17,1
Reg. Season Week 11,20,8
Reg. Season Week 11,25,0
Reg. Season Week 11,26,24
Reg. Season Week 11,27,4
Reg. Season Week 11,29,18
Reg. Season Week 11,30,6
Reg. Season Week 11,31,12
Reg. Season Week 12,0,6
Reg. Season Week 12,3,7
Reg. Season Week 12,4,12
Reg. Season Week 12,8,10
Reg. Season Week 12,9,13
Reg. Season Week 12,11,17
Reg. Season Week 12,15,20
Reg. Season Week 12,18,16
Reg. Season Week 12,19,29
Reg. Season Week 12,21,14
Reg. Season Week 12,22,24
Reg. Season Week 12,23,5
Reg. Season Week 12,25,2
Reg. Season Week 12,26,30
Reg. Season Week 12,27,31
Reg. Season Week 12,28,1
Reg. Season Week 13,3,2
Reg. Season Week 13,9,1
Reg. Season Week 13,10,4
Reg. Season Week 13,12,8
Reg. Season Week 13,13,14
Reg. Season Week 13,17,0
Reg. Season Week 13,19,6
Reg. Season Week 13,21,5
Reg. Season Week 13,22,28
Reg. Season Week 13,23,16
Reg. Season Week 13,24,7
Reg. Season Week 13,26,18
Reg. Season Week 13,27,25
Reg. Season Week 13,29,15
Reg. Season Week 13,30,11
Reg. Season Week 13,31,20
Reg. Season Week 14,1,12
Reg. Season Week 14,2,26
Reg. Season Week 14,5,13
Reg. Season Week 14,6,25
Reg. Season Week 14,7,16
Reg. Season Week 14,8,15
Reg. Season Week 14,10,20
Reg. Season Week 14,11,27
Reg. Season Week 14,14,18
Reg. Season Week 14,17,31
Reg. Season Week 14,19,21
Reg. Season Week 14,22,0
Reg. Season Week 14,23,9
Reg. Season Week 14,28,4
Reg. Season Week 14,29,3
Reg. Season Week 14,30,24
Reg. Season Week 15,10,9
Reg. Season Week 15,12,28
Reg. Season Week 15,13,20
Reg. Season Week 15,15,5
Reg. Season Week 15,16,14
Reg. Season Week 15,17,4
Reg. Season Week 15,18,21
Reg. Season Week 15,19,3
Reg. Season Week 15,22,6
Reg. Season Week 15,23,8
Reg. Season Week 15,24,25
Reg. Season Week 15,26,0
Reg. Season Week 15,27,1
Reg. Season Week 15,29,7
Reg. Season Week 15,30,2
Reg. Season Week 15,31,11
Reg. Season Week 16,0,30
Reg. Season Week 16,1,11
Reg. Season Week 16,3,18
Reg. Season Week 16,6,26
Reg. Season Week 16,7,19
Reg. Season Week 16,9,8
Reg. Season Week 16,10,23
Reg. Season Week 16,12,17
Reg. Season Week 16,13,15
Reg. Season Week 16,16,21
Reg. Season Week 16,20,5
Reg. Season Week 16,24,2
Reg. Season Week 16,25,22
Reg. Season Week 16,27,28
Reg. Season Week 16,29,14
Reg. Season Week 16,31,4
Reg. Season Week 17,0,25
Reg. Season Week 17,1,17
Reg. Season Week 17,3,16
Reg. Season Week 17,4,27
Reg. Season Week 17,5,10
Reg. Season Week 17,6,30
Reg. Season Week 17,8,20
Reg. Season Week 17,12,31
Reg. Season Week 17,15,9
Reg. Season Week 17,18,29
Reg. Season Week 17,19,14
Reg. Season Week 17,21,7
Reg. Season Week 17,22,2
Reg. Season Week 17,23,13
Reg. Season Week 17,24,26
Reg. Season Week 17,28,11
Wild Card Round,6,28
Wild Card Round,14,20
Wild Card Round,26,27
Wild Card Round,29,18
Divisional Round,18,25
Divisional Round,20,2
Divisional Round,26,10
Divisional Round,28,19
Conference Round,20,19
Conference Round,25,10
Front Office Bowl,10,20
